id_rire,types,specific,generic,designation_date,history,history_source,former_name,borough_codes,borough_names,title,topic_codes,topic_names
"","banque","Caouette, Aurélie","-","","(1833-1905)  Femme pieuse, elle fonde à Saint-Hyacinthe, en 1861, la communauté religieuse contemplative de S&#339;urs adoratrices du Précieux-Sang, dont elle est la supérieure. En 1874, elle assiste à l&#8217;inauguration d&#8217;un monastère de sa congrégation à Montréal.","Compilé par Gabriel Martin, 2016","","","","Aurélie Caouette","83","Banque Toponym'Elles"
"","banque","Carr, Emily","-","","(1871-1945)  Peintre emblématique du Canada, elle aborde notamment des thématiques autochtones et forestières à travers son &#339;uvre.","Compilé par Gabriel Martin, 2016","","","","Emily Carr","83","Banque Toponym'Elles"
"","banque","Carson, Rachel","-","","(1907-1964)  Figure incontournable de l&#8217;écologie en Amérique du Nord, elle influence grandement les politiques américaines en matière de pesticides grâce à son ouvrage emblématique, Printemps silencieux (1962).","Compilé par Gabriel Martin, 2016","","","","Rachel Carson","83","Banque Toponym'Elles"
"","banque","Catach, Nina","-","","(1923-1997)  Spécialiste de l&#8217;orthographe, cette linguiste est l&#8217;une des principales créatrices des plus récentes rectifications de l&#8217;orthographe, officiellement en vigueur à travers l&#8217;ensemble de la francophonie depuis 1990. Son principal ouvrage, le Dictionnaire historique de l&#8217;orthographe française (1976) demeure, au début du 21e siècle, un ouvrage de référence inégalé.","Compilé par Gabriel Martin, 2016","","","","Nina Catach","83","Banque Toponym'Elles"
"","banque","Céré, Henriette","-","","(1804-1885)  Née et décédée à Longueuil, cette religieuse cofonde, en 1843, la congrégation des S&#339;urs des Saints Noms de Jésus et de Marie.","Compilé par Gabriel Martin, 2016","","","","Henriette Céré","83","Banque Toponym'Elles"
"","banque","Chanel, Coco","-","","(1883-1971)  Modiste française de renom, elle influence grandement les créatrices de mode québécoises, notamment actives à Montréal.","Compilé par Gabriel Martin, 2016","","","","Coco Chanel","83","Banque Toponym'Elles"
"","banque","Charbonneau, Claudette","-","","(1947-2012)  Écrivaine née à Montréal, auteure de nombreux romans, recueils de nouvelles et livres jeunesse, elle écrit notamment Cet imperceptible mouvement (1997), pour lequel elle a reçu le prix du gouverneur général.","Compilé par Gabriel Martin, 2016","","","","Claudette Charbonneau","83","Banque Toponym'Elles"
"","banque","Charbonneau, Monique","-","","(1928-2014)  Artiste née à Montréal reconnue pour ses gravures et ses peintures; en 2009, une exposition rétrospective de son &#339;uvre est présentée à la Grande Bibliothèque de Montréal.","Compilé par Gabriel Martin, 2016","","","","Monique Charbonneau","83","Banque Toponym'Elles"
"","banque","Bersianik, Louky","-","","(née en 1930, décédée en 2011)<br><br>Incontournable du monde littéraire québécois, l&#8217;écrivaine montréalaise Louky Bersianik (1930-2011), de son nom civil Lucille Durand, est bien connue dans le milieu féministe pour son roman L&#8217;Euguélionne (1976). Réinventant la langue française sur divers plans, tant lexicaux que grammaticaux, l&#8217;&#339;uvre bersianikienne s&#8217;inscrit manifestement dans le courant littéraire postmoderne. En plus d&#8217;avoir marqué le monde littéraire québécois, celle qu&#8217;on appelait affectueusement « Louky » a &#339;uvré dans les domaines de la radio, de la télévision, du disque et du cinéma. Fait digne de mention, le pseudonyme de Bersianik est tout ancré dans la toponymie québécoise : désireuse de s&#8217;affranchir de son patronyme, l&#8217;écrivaine a formé son nom de plume en fusionnant les noms des rivières Bersiamites et Escuminac, dont la consonance amérindienne l&#8217;attirait. Quelques pseudonymes et noms de plumes émaillent déjà la toponymie montréalaise, comme dans les noms de la rue Charmenil (Antoine Gérin-Lajoie), du parc Jean-Narrache (Émile Coderre), de la rue Valdombre (Claude-Henri Grignon) et de la rue Valmont (Alice Pépin).<br><br>SOURCES. &#8212; MORNARD, Germaine, « Louky Bersianik (née en 1930) &#8211; L&#8217;inénarrable auteure de L&#8217;Euguélionne » dans DARSIGNY, Maryse et autres, Ces femmes qui ont bâti Montréal, Montréal, Éditions du Remue-ménage, 1994, p. 447-448. &#8212; POTVIN, Claudine, « Bersianik, Louky » dans MARTIN, Gabriel, Le petit dictionnaire des grandes Québécoises, Sherbrooke, Les Éditions du Fleurdelysé, [à paraitre].","Compilé par Gabriel Martin, 2016","","","","Louky Bersianik","83","Banque Toponym'Elles"
"","banque","Chevalier, Louise","-","","(1925-2010)  Pionnière dans le monde de la médecine, elle crée, en 1962, la première clinique de leucémie infantile du pays à l&#8217;Hôpital de Montréal pour enfants. En 1987, elle est nommée officière de l&#8217;Ordre du Canada.","Compilé par Gabriel Martin, 2016","","","","Louise Chevalier","83","Banque Toponym'Elles"
"","banque","Choquette, Adrienne ","-","","(1915-1973)  Nouvelliste reconnue, elle écrit notamment « La nuit ne dort pas » (1954) et « Laure Clouet » (1961). Un prix de littérature porte son nom.","Compilé par Gabriel Martin, 2016","","","","Adrienne Choquette","83","Banque Toponym'Elles"
"","banque","Chouinard, Anita","-","","(1917-2009)  En 1960, elle fonde, sur la rue Clark à Montréal, une entreprise de chapellerie qu&#8217;elle dirige pendant un quart de siècle. Employeur de dizaines de personnes, l&#8217;entreprise d&#8217;Anita Chouinard attire de célèbres modistes du Québec et attire des clients de renoms des décennies durant.","Compilé par Gabriel Martin, 2016","","","","Anita Chouinard","83","Banque Toponym'Elles"
"","banque","Pizan, Christine de","-","","(vers 1363-vers 1430)  Écrivaine française, notamment connue pour sa poésie, s&#8217;étant illustrée dans la défense des femmes.","Compilé par Gabriel Martin, 2016","","","","Christine de Pizan","83","Banque Toponym'Elles"
"","banque","Cigarières, les","-","","L&#8217;on désignait autrefois comme « cigarières » les ouvrières travaillant à la confection de cigares. À Montréal, des cigarières ont &#339;uvré à l&#8217;Usine Goulet & frères, qui était située sur la rue Panet, au Sault-au-Récollet.","Compilé par Gabriel Martin, 2016","","","","Les Cigarières","83","Banque Toponym'Elles"
"","banque","Chocolatières Farand, les","-","","Dès leur jeune âge, les s&#339;urs Juliette Farand (1909-2002) et Madeleine Farand (1915-2013) commencent à travailler dans une chocolaterie de Montréal, afin d&#8217;assurer la subsistance de leur famille, après le décès prématuré de leur père. Désireuses d&#8217;une plus grande autonomie, elles entreprennent, en 1940, de fonder leur propre chocolaterie. Elles créent ainsi les « Chocolats Andrée », choisissant pour leur commerce un prénom féminin qui leur parait euphonique et facile à prononcer tant en français qu&#8217;en anglais. Malgré les difficultés auxquelles elles se voient confrontées, dont le rationnement en sucre imposé par l&#8217;effort de guerre, elles ne réussissent pas moins à se créer une entreprise viable, réputée, de surcroit, pour ses chocolats artisanaux, saucés et signés à la main. Commerce transmis de mère en fille, depuis déjà trois générations, la boutique des chocolatières Farand, sise sur l&#8217;avenue du Parc, est toujours active à ce jour.<br><br>SOURCES. &#8212; [Anonyme], « Farand, Juliette : 1909-2002 », Montréal, La Presse, 22 mars 2002, 118e année, no 150, p. E7 &#8212; LAFORTUNE, Agathe, « Juliette Farand (née en 1909), Madeleine Farand (née en 1915) &#8211; Les s&#339;urs Farand : divines chocolatières! » dans DARSIGNY, Maryse et autres, Ces femmes qui ont bâti Montréal, Montréal, Éditions du Remue-ménage, 1994, p. 258-259. &#8212; ROUGERIE, Marielle, « Madeleine Farand Daigneault 1915-2013 : Une chocolatière hors de l&#8217;ordinaire », Montréal, La Presse, 129e année, no 166, 18 mai 2013, cahier « Petites annonces », p. 16. &#8212; TURCOTTE, Claude, « Histoire de femmes et de chocolat », Le Devoir, Montréal, vol. 102, no 289, 19 décembre 2011, cahier « Économie », p. B3.","Compilé par Gabriel Martin, 2016","","","","Les Chocolatières Farand","83","Banque Toponym'Elles"
"","banque","Clark Jones, Bertha","-","","(1922-2014)  Défenseure des droits des femmes autochtones au Canada, cette Métisse albertaine a été la première présidente de l&#8217;Association des femmes autochtones du Canada.","Compilé par Gabriel Martin, 2016","","","","Bertha Clark Jones","83","Banque Toponym'Elles"
"","banque","Clermont, Mariette","-","","(1941-2008)  Femme d&#8217;affaires ayant hérité d&#8217;une entreprise familiale, elle s&#8217;illustre dans le commerce de meubles.","Compilé par Gabriel Martin, 2016","","","","Mariette Clermont","83","Banque Toponym'Elles"
"","banque","Cloutier-Demers, Jeanne","-","","(1924-2005)  Directrice du Département d&#8217;études françaises de l&#8217;Université de Montréal, cette professeure émérite est nommée chevalière de l&#8217;Ordre national du Québec en 1996.","Compilé par Gabriel Martin, 2016","","","","Jeanne Cloutier-Demers","83","Banque Toponym'Elles"
"","banque","Compain, Marie-Louise","-","","(1747-1819)  Connue sous le nom de s&#339;ur Saint-Augustin, elle est supérieure générale de la Congrégation de Notre-Dame de Montréal.","Compilé par Gabriel Martin, 2016","","","","Marie-Louise Compain","83","Banque Toponym'Elles"
"","banque","Coonan, Emily","-","","(1885-1971)  Peintre née dans le quartier de la pointe Saint-Charles, décédée à Montréal, elle figure parmi les membres du Groupe de Beaver Hall, un célèbre regroupement d&#8217;artistes visuels de la métropole.","Compilé par Gabriel Martin, 2016","","","","Emily Coonan","83","Banque Toponym'Elles"
"","banque","Côté, Hélène","-","","(1888-1985)  Fondatrice de l&#8217;école Vincent-D&#8217;Indy, une école de musique réputée de Montréal.","Compilé par Gabriel Martin, 2016","","","","Hélène Côté","83","Banque Toponym'Elles"
"","banque","Cowans, Mary","-","","(1836-1901)  Fondatrice de l&#8217;Association chrétienne des jeunes femmes de Montréal (YWCA).","Compilé par Gabriel Martin, 2016","","","","Mary Cowans","83","Banque Toponym'Elles"
"","banque","Clio","-","","Clio est une déesse de la mythologie grecque; il s&#8217;agit plus précisément de la muse de l&#8217;histoire. Elle est traditionnellement représentée avec un rouleau de papyrus ou un livre à la main, sur lesquels seraient inscrites les histoires du passé. Au Québec, le nom de cette déesse a notamment été repris par le Collectif Clio, un groupe de féministes reconnues ayant rédigé la marquante Histoire des femmes au Québec depuis quatre siècles, publiée en 1982 et rééditée en 1992. Premier livre de synthèse sur l&#8217;histoire des femmes au Québec, l&#8217;ouvrage a connu un réel succès commercial et a influencé l&#8217;historiographie québécoise générale. La toponymie québécoise rappelle déjà les noms de certains personnages mythologiques, comme le fait, à titre d&#8217;exemple la rue Atlas, située dans l&#8217;arrondissement de Pierrefonds-Roxboro à Montréal.<br><br>SOURCES. &#8212; COLLARD, Nathalie, « Il y a 30 ans, le Collectif Clio », La Presse, Montréal, 8 mars 2012, cahier « Arts et spectacles », p. 5. &#8212; DUMONT, Micheline, Découvrir la mémoire des femmes : une historienne face à l&#8217;histoire des femmes, Montréal, Éditions du Remue-ménage, 2001, p. 30. &#8212; REY, Alain, Le Petit Robert des noms propres, millésime 2016, p. 518.","Compilé par Gabriel Martin, 2016","","","","Clio","83","Banque Toponym'Elles"
"","banque","Cries, les","-","","Les Cris forment l&#8217;une des 11 grandes nations autochtones du Québec. La forme « Cries » représente la flexion au féminin pluriel du nom de cette nation en français, graphie conforme aux recommandations de l&#8217;Office québécois de la langue française.","Compilé par Gabriel Martin, 2016","","","","Les Cries","83","Banque Toponym'Elles"
"","banque","Cuthbert Rae, Anne","-","","(1788-1860)  Enseignante de nombreuses filles de Montréal, elle a créé ses propres méthodes pédagogiques.","Compilé par Gabriel Martin, 2016","","","","Anne Cuthbert Rae","83","Banque Toponym'Elles"
"","banque","Danis, Aimée","-","","(née en 1929, décédée en 2012)<br><br>Aimée Danis nait à Maniwaki, en 1929. Dans les années 1960, elle commence une carrière dans le monde du cinéma comme scripte et monteuse, pour rapidement devenir réalisatrice et productrice. On lui doit notamment la fiction féministe Souris, tu m&#8217;inquiètes (1973), créée pour la série filmique « En tant que femmes ». Elle signe, en outre, des centaines de bandes publicitaires, dont le métrage officiel du Comité olympique de Montréal (1976). En 1973, elle cofonde les Productions du Verseau, dont elle assure la présidence. Elle produit des films importants de la cinématographie québécoise, dont Fantastica (1980) de Gilles Carle, Les noces de papier (1989) de Michel Brault et Léolo (1992) de Jean-Claude Lauzon. À la soirée des Gémaux de 1991, elle devient la première productrice à recevoir le Grand Prix de l&#8217;Académie canadienne du cinéma et de la télévision. Elle décède le 8 mai 2012, à Montréal.<br><br>SOURCES. &#8212; DUGAS, Sylvie, « Aimée Danis &#8211; Fondatrice des Productions du Verseau », DARSIGNY, Maryse et autres, Ces femmes qui ont bâti Montréal, Montréal, Éditions du Remue-ménage, 1994, p. 411. &#8212; LAMARTINE, Thérèse, Elles cinéastes ad lib, 1895-1981, Montréal, Éditions du Remue-ménage, 1985, p. 392. &#8212; PERRAULT, Luc, « La personnalité de la semaine », La Presse, 108e année, no 63, Montréal, 22 décembre 1991, p. B3. &#8212; PERREAULT, Catherine, « L&#8217;héritage cinématographique d&#8217;Aimée Danis », 14 mai 2012, ONF/blogue [en ligne].","Compilé par Gabriel Martin, 2016","","","","Aimée Danis","83","Banque Toponym'Elles"
