NUMEROTATION,TYPE_DE_SOINS,REGION,MUNICIPALITE,NOMBRE_DE_DEPARTS,JOURS_HOSPIT_TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
107,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","13065 SAINT-MICHEL-DU-SQUATEC",161,885,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
108,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","13073 TEMISCOUATA-SUR-LE-LAC",636,3112,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
109,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","13075 SAINT-PIERRE-DE-LAMY",8,30,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
110,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","13080 SAINT-LOUIS-DU-HA! HA!",128,792,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
111,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","13085 SAINT-ELZEAR-DE-TEMISCOUATA",32,100,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
112,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","13090 SAINT-HONORE-DE-TEMISCOUATA",99,421,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
113,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","13095 POHENEGAMOOK",292,1478,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
114,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","13100 SAINT-ATHANASE",25,77,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
115,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","14005 MONT-CARMEL",138,709,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
116,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","14010 SAINT-BRUNO-DE-KAMOURASKA",80,546,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
117,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","14018 SAINT-PASCAL",516,2893,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
118,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","14025 SAINTE-HELENE-DE-KAMOURASKA",78,563,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
119,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","14030 SAINT-JOSEPH-DE-KAMOURASKA",32,117,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
120,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","14035 SAINT-ALEXANDRE-DE-KAMOURASKA",266,1383,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
121,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","14040 SAINT-ANDRE",71,566,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
122,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","14045 SAINT-GERMAIN",42,222,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
123,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","14050 KAMOURASKA",65,481,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
124,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","14055 SAINT-DENIS-DE LA BOUTEILLERIE",48,170,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
125,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","14060 SAINT-PHILIPPE-DE-NERI",114,647,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
126,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","14065 RIVIERE-OUELLE",105,478,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
127,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","14070 SAINT-PACOME",224,1226,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
128,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","14075 SAINT-GABRIEL-LALEMANT",123,631,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
129,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","14080 SAINT-ONESIME-D'IXWORTH",56,335,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
130,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","14085 LA POCATIERE",643,3201,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
131,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","14090 SAINTE-ANNE-DE-LA-POCATIERE",88,340,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
132,"Soins physiques et psychiatriques de courte durée","Bas-Saint-Laurent","AUTRES",7,64,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
133,"Soins physiques et psychiatriques de courte durée","TOTAL Bas-Saint-Laurent"," ",24751,142901,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
134,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","91005 LAC-BOUCHETTE",161,882,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
135,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","91010 SAINT-ANDRE-DU-LAC-SAINT-JEAN",80,298,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
136,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","91015 SAINT-FRANCOIS-DE-SALES",89,601,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
137,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","91020 CHAMBORD",261,1808,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
138,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","91025 ROBERVAL",1654,11778,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
139,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","91030 SAINTE-HEDWIDGE",105,455,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
140,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","91035 SAINT-PRIME",348,1674,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
141,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","91042 SAINT-FELICIEN",1299,7008,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
142,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","91050 LA DORE",189,1019,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
143,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","91802 MASHTEUIATSH",324,1588,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
144,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","92005 SAINT-AUGUSTIN",42,162,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
145,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","92010 PERIBONKA",53,452,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
146,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","92015 SAINTE-JEANNE-D'ARC",149,751,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
147,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","92022 DOLBEAU-MISTASSINI",2131,16747,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
148,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","92030 ALBANEL",247,1308,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
149,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","92040 NORMANDIN",378,2411,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
150,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","92045 SAINT-THOMAS-DIDYME",88,459,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
151,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","92050 SAINT-EDMOND-LES-PLAINES",32,100,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
152,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","92055 GIRARDVILLE",131,702,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
153,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","92060 NOTRE-DAME-DE-LORETTE",24,201,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
154,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","92065 SAINT-EUGENE-D'ARGENTENAY",76,481,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
155,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","92070 SAINT-STANISLAS",21,66,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
156,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","92902 PASSES-DANGEREUSES",23,177,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
157,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","93005 DESBIENS",136,755,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
158,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","93012 METABETCHOUAN--LAC-A-LA-CROIX",473,2895,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
159,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","93020 HEBERTVILLE",315,1980,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
160,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","93025 HEBERTVILLE-STATION",145,908,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
161,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","93030 SAINT-BRUNO",303,2025,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
162,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","93035 SAINT-GEDEON",202,1252,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
163,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","93042 ALMA",3418,24569,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
164,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","93045 SAINT-NAZAIRE",213,1336,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
165,"Soins physiques et psychiatriques de courte durée","Saguenay-Lac-Saint-Jean","93055 LABRECQUE",152,881,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
