NUMEROTATION,TYPE DE SOINS,REGION,MUNICIPALITE,NOMBRE_DEPARTS,JOURS_HOSPIT_TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
128,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,14075,93,424,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
129,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,14080,69,262,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
130,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,14085,630,3632,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
131,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,14090,126,746,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
132,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,Autres,2,3,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
133,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,Total Bas-Saint-Laurent,23969,153468,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
134,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,91005,171,992,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
135,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,91010,54,191,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
136,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,91015,102,854,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
137,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,91020,200,1589,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
138,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,91025,1623,13232,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
139,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,91030,104,426,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
140,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,91035,326,1713,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
141,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,91042,1239,7725,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
142,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,91050,160,857,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
143,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,91802,362,1781,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
144,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,92005,41,325,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
145,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,92010,32,92,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
146,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,92015,118,747,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
147,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,92022,2060,17056,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
148,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,92030,223,1651,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
149,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,92040,338,1878,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
150,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,92045,78,400,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
151,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,92050,22,122,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
152,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,92055,118,740,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
153,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,92060,19,77,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
154,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,92065,74,410,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
155,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,92070,47,312,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
156,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,92902,17,117,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
157,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,93005,155,1079,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
158,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,93012,438,4099,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
159,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,93020,242,1825,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
160,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,93025,134,754,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
161,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,93030,293,1772,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
162,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,93035,223,1179,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
163,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,93042,3419,27642,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
164,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,93045,211,1548,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
165,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,93055,138,823,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
166,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,93060,53,418,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
167,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,93065,220,1484,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
168,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,93070,70,310,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
169,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,93075,92,448,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
170,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,93080,73,390,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
171,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,94068,17452,126281,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
172,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,94205,59,346,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
173,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,94210,104,467,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
174,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,94215,54,259,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
175,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,94220,64,525,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
176,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,94225,92,456,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
177,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,94230,39,298,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
178,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,94235,206,1328,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
179,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,94240,669,3262,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
180,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,94245,259,1239,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
181,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,94250,83,594,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
182,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,94255,366,1821,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
183,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,94260,94,518,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
184,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,94265,149,775,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
185,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,Autres,2,4,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
186,Soins physiques et psychiatriques de courte durée,Saguenay-Lac-Saint-Jean,Total Saguenay-Lac-Saint-Jean,32981,235231,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
187,Soins physiques et psychiatriques de courte durée,Capitale-Nationale,15005,78,544,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
188,Soins physiques et psychiatriques de courte durée,Capitale-Nationale,15013,1138,8586,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
189,Soins physiques et psychiatriques de courte durée,Capitale-Nationale,15025,101,857,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
190,Soins physiques et psychiatriques de courte durée,Capitale-Nationale,15030,128,934,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
191,Soins physiques et psychiatriques de courte durée,Capitale-Nationale,15035,394,2560,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
192,Soins physiques et psychiatriques de courte durée,Capitale-Nationale,15058,240,1653,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
