PERIODE,CODE  MO,CODE  MO_RESP,MO_RESPONSABLE,MO,CATEGORIE_EMPLOI,STATUT,APLE,NB_INDIVIDUS,NB_INDIVIDUS_120,APA_ABS_120,COUTS_120,NB_INDIVIDUS_246,APA_ABS_246,COUTS_246,NB_INDIVIDUS_248,APA_ABS_248,COUTS_248,NB_INDIVIDUS_270,APA_ABS_270,NB_INDIVIDUS_249,APA_ABS_249,NB_INDIVIDUS_272,APA_ABS_272,NB_INDIVIDUS_077,APA_ABS_077
2011-2012,10,10,Culture et Communications,010-Culture et des Communications,Techniciens,Régulier,"4,7947",5,4,"0,0557","2303,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,10,10,Culture et Communications,010-Culture et des Communications,Techniciens,Régulier,"6,7938",8,5,"0,2482","11160,81",1,"0,0307","964,21",0,0,0,0,0,0,0,0,0,0,0
2011-2012,10,10,Culture et Communications,010-Culture et des Communications,Techniciens,Régulier,"28,0158",30,26,"0,663","30463,61",1,"0,0211","666,44",0,0,0,0,0,0,0,0,0,0,0
2011-2012,10,10,Culture et Communications,010-Culture et des Communications,Techniciens,Régulier,"13,7188",15,12,"0,3639","17226,71",1,"0,046","1431,39",0,0,0,0,0,0,0,0,0,0,0
2011-2012,10,10,Culture et Communications,010-Culture et des Communications,Techniciens,Occasionnel,"0,542",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,10,10,Culture et Communications,010-Culture et des Communications,Techniciens,Occasionnel,"0,207",1,1,"0,0038","177,18",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,10,10,Culture et Communications,010-Culture et des Communications,Techniciens,Régulier,"1,8216",2,2,"0,0304","1489,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,10,10,Culture et Communications,010-Culture et des Communications,Techniciens,Régulier,"1,4987",3,3,"0,0172","725,66",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,10,10,Culture et Communications,010-Culture et des Communications,Techniciens,Régulier,"4,6747",5,5,"0,0656","3120,55",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,10,10,Culture et Communications,010-Culture et des Communications,Techniciens,Régulier,"1,0501",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,10,10,Culture et Communications,010-Culture et des Communications,Personnel de bureau,Occasionnel,"1,188",2,1,"0,0019","72,83",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,10,10,Culture et Communications,010-Culture et des Communications,Personnel de bureau,Occasionnel,"1,9288",2,2,"0,0524","1922,86",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,10,10,Culture et Communications,010-Culture et des Communications,Personnel de bureau,Occasionnel,"1,7407",4,3,"0,0331","1182,63",0,0,0,0,0,0,1,"0,0057",0,0,0,0,0,0
2011-2012,10,10,Culture et Communications,010-Culture et des Communications,Personnel de bureau,Occasionnel,"1,376",4,3,"0,0325","1279,63",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,10,10,Culture et Communications,010-Culture et des Communications,Personnel de bureau,Occasionnel,"2,3264",6,4,"0,0472","1803,11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,10,10,Culture et Communications,010-Culture et des Communications,Personnel de bureau,Régulier,"2,3743",3,2,"0,1016","4027,66",1,"0,1801","4744,31",0,0,0,0,0,0,0,0,0,0,0
2011-2012,10,10,Culture et Communications,010-Culture et des Communications,Personnel de bureau,Régulier,"1,0003",1,1,"0,0261","1035,78",1,"0,2425","6413,1",0,0,0,1,"0,0077",0,0,0,0,0,0
2011-2012,10,10,Culture et Communications,010-Culture et des Communications,Personnel de bureau,Régulier,"14,7633",18,13,"0,3091","12138,17",1,"0,1763","4280,4",0,0,0,0,0,0,0,0,0,0,0
2011-2012,10,10,Culture et Communications,010-Culture et des Communications,Personnel de bureau,Régulier,"16,4635",19,12,"0,3663","14351,75",2,"1,054","27860,39",1,"0,0345","682,58",0,0,0,0,0,0,0,0
2011-2012,10,10,Culture et Communications,010-Culture et des Communications,Personnel de bureau,Régulier,"2,7518",3,2,"0,0131","558,53",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Haute direction et Cadres,Régulier,"0,6898",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Haute direction et Cadres,Régulier,"3,9399",6,1,"0,0077","626,63",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Haute direction et Cadres,Régulier,"3,6334",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Haute direction et Cadres,Régulier,"13,8012",15,4,"0,0405",5029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Haute direction et Cadres,Régulier,"10,417",13,3,"0,021","1999,11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Haute direction et Cadres,Régulier,"14,721",18,8,"0,0948","9485,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Haute direction et Cadres,Régulier,"29,5188",35,8,"0,0935","10352,59",1,"0,1035","8968,73",0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Professionnels et Enseignants,Occasionnel,"2,8744",3,3,"0,0125","502,82",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Professionnels et Enseignants,Occasionnel,"15,0475",23,15,"0,1418","5942,05",1,"0,0192","502,59",0,0,0,1,"0,0115",0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Professionnels et Enseignants,Occasionnel,"1,9242",2,2,"0,0352","1622,82",1,"0,2057","5379,3",0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Professionnels et Enseignants,Régulier,"30,0913",38,28,"0,3532","18623,25",0,0,0,0,0,0,0,0,1,"0,1802",0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Professionnels et Enseignants,Régulier,"25,623",33,27,"0,3672","25003,11",0,0,0,1,"0,1188","4056,13",1,"0,0009",0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Professionnels et Enseignants,Régulier,"22,3648",26,23,"0,3266","22541,41",2,"0,1188",5917,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Professionnels et Enseignants,Régulier,"23,8883",33,15,"0,4027","28736,61",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Professionnels et Enseignants,Occasionnel,"8,294",13,8,"0,0929","4131,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Professionnels et Enseignants,Occasionnel,"1,0003",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Professionnels et Enseignants,Régulier,"23,4041",26,18,"0,2446","13041,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Professionnels et Enseignants,Régulier,"27,9734",35,23,"0,3803","23603,88",1,"0,1265","4781,92",0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Professionnels et Enseignants,Régulier,"28,3833",33,23,"0,4086","28858,85",0,0,0,0,0,0,0,0,1,"0,7972",0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Professionnels et Enseignants,Régulier,"28,0476",33,20,"0,9103","68978,61",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Techniciens,Occasionnel,"2,7095",3,3,"0,083","2769,87",1,"0,2338","4988,72",0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Techniciens,Régulier,"4,5034",6,4,"0,0753","3044,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Techniciens,Régulier,"3,0623",5,4,"0,0839","3744,16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Techniciens,Régulier,"22,7827",25,21,"0,6301","29328,02",2,"0,0367","1128,05",0,0,0,1,"0,0057",0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Techniciens,Régulier,"13,0838",15,12,"0,5424","25655,87",0,0,0,1,"0,5788","13598,75",0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Techniciens,Occasionnel,"1,4564",2,1,"0,0114","407,65",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Techniciens,Occasionnel,"2,0007",2,2,"0,019","671,24",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Techniciens,Occasionnel,"2,0006",2,2,"0,0364","1279,78",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Techniciens,Occasionnel,"0,2415",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Techniciens,Régulier,"1,6556",2,1,"0,0173","817,78",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Techniciens,Régulier,"5,0438",6,6,"0,1254","5998,55",1,"0,6746","22282,14",0,0,0,1,"0,0071",0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Techniciens,Régulier,"4,7179",6,6,"0,1454","7226,21",1,"0,335","11405,61",0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Techniciens,Régulier,"3,0009",3,2,"0,0328","1433,48",1,"0,3411","10697,07",1,"0,4484","10601,54",0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Personnel de bureau,Occasionnel,"2,7442",3,3,"0,0687","2575,41",1,"0,0882","2264,8",0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Personnel de bureau,Occasionnel,"1,0003",1,1,"0,0161","611,17",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Personnel de bureau,Occasionnel,"0,4407",1,1,"0,0038","130,26",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Personnel de bureau,Occasionnel,"3,1299",4,4,"0,056","1988,15",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Personnel de bureau,Régulier,"4,1853",5,5,"0,0884","3478,64",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Personnel de bureau,Régulier,"4,7716",5,4,"0,0661","2596,87",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Personnel de bureau,Régulier,"24,7383",27,22,"0,5023","19995,79",3,"0,7167","18950,64",1,"0,0805","1595,34",0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Personnel de bureau,Régulier,"21,4281",23,20,"0,4554","17899,88",2,"0,3756","9927,32",0,0,0,1,"0,0039",0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Personnel de bureau,Occasionnel,"0,5404",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Personnel de bureau,Régulier,"2,0005",2,1,"0,023","885,89",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Personnel de bureau,Régulier,"1,0003",1,1,"0,0153","580,86",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,30,30,"Relations Internationales, Francophonie et Commerce extérieur","030-Relations internationales, de la Francophonie et du Commerce extérieur",Ouvrier,Régulier,"2,0845",2,2,"0,0409","1351,3",1,"0,87","19162,63",0,0,0,1,"0,0223",0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Haute direction et Cadres,Régulier,"0,069",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Haute direction et Cadres,Régulier,"1,1844",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Haute direction et Cadres,Régulier,"9,4818",11,5,"0,0737","8301,28",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Haute direction et Cadres,Régulier,"4,6873",6,3,"0,0744","7188,51",2,"0,7168","52458,4",1,"0,0383","2383,62",0,0,0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Haute direction et Cadres,Régulier,"2,8284",5,1,"0,0038","530,42",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Haute direction et Cadres,Régulier,"11,5897",12,3,"0,023","2356,41",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Haute direction et Cadres,Régulier,"26,5407",30,9,"0,1468","15213,05",1,"0,1954","15118,57",0,0,0,0,0,0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Professionnels et Enseignants,Occasionnel,"1,0003",1,1,"0,0345","1382,77",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Professionnels et Enseignants,Occasionnel,"20,5936",27,25,"0,5137","22906,47",0,0,0,0,0,0,1,"0,0019",0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Professionnels et Enseignants,Occasionnel,"1,3069",3,2,"0,0717","3387,68",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Professionnels et Enseignants,Occasionnel,"1,2074",3,3,"0,03","1791,92",1,"0,1571","6660,56",0,0,0,1,"0,0153",0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Professionnels et Enseignants,Occasionnel,"0,7128",1,1,"0,0479","3397,87",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Professionnels et Enseignants,Régulier,"20,7482",24,20,"0,3903","21652,89",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Professionnels et Enseignants,Régulier,"35,8728",37,36,"0,7515","49567,32",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Professionnels et Enseignants,Régulier,"31,7341",36,33,"0,9317","65930,02",5,"0,4755","23950,28",0,0,0,0,0,0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Professionnels et Enseignants,Régulier,"19,2575",21,14,"0,533","37711,49",2,"1,0197","47617,27",1,"0,092","3218,44",1,"0,0049",1,"0,4867",0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Professionnels et Enseignants,Occasionnel,"0,9007",1,1,"0,0057","235,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Professionnels et Enseignants,Occasionnel,"7,8452",10,7,"0,1865","8121,01",1,"0,0364","1147,35",0,0,0,1,"0,0074",0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Professionnels et Enseignants,Occasionnel,"3,9978",5,4,"0,0727","3525,17",1,"0,2376","6061,1",0,0,0,1,"0,0306",0,0,1,"0,1188",0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Professionnels et Enseignants,Occasionnel,"5,4921",7,7,"0,1475","11152,37",1,"0,3392","17540,67",0,0,0,0,0,0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Professionnels et Enseignants,Régulier,"27,147",32,27,"0,5163","28186,45",1,"0,0235","825,49",0,0,0,0,0,0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Professionnels et Enseignants,Régulier,"35,2646",38,34,"0,6505","43199,11",2,"0,253","11703,05",0,0,0,1,"0,0078",0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Professionnels et Enseignants,Régulier,"36,4602",38,33,"0,9027","66040,39",1,"0,6401","30594,82",0,0,0,1,"0,0115",0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Professionnels et Enseignants,Régulier,"42,341",49,26,"1,2189","95891,58",2,"1,32","61020,46",1,"0,0537","1715,52",0,0,0,0,0,0,0,0
2011-2012,50,50,"Affaires municipales, Régions et Occupation du territoire",050-Affaires municipales et Régions,Techniciens,Occasionnel,"0,6171",1,1,"0,0208","652,92",0,0,0,0,0,0,0,0,0,0,0,0,0,0
