Code de postes,Sous-section,Sujet,Facettes (exercice - type de données - consolidation - compétences - spécifique)
CPALF01780,S63,Revenus de taxes par catégories d'immeubles,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles agricoles
CPALF01782,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Générales,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles agricoles
CPALF01783,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - De secteur,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles agricoles
CPALF01784,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Autres,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles agricoles
CPALF01787,S63,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Service de la dette",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles agricoles
CPALF01788,S63,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Autres",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles agricoles
CPALG01780,S63,Revenus de taxes par catégories d'immeubles,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Résiduelle - Résidentielles
CPALG01782,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Générales,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Résiduelle - Résidentielles
CPALG01783,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - De secteur,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Résiduelle - Résidentielles
CPALG01784,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Autres,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Résiduelle - Résidentielles
CPALG01787,S63,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Service de la dette",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Résiduelle - Résidentielles
CPALG01788,S63,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Autres",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Résiduelle - Résidentielles
CPALH01780,S63,Revenus de taxes par catégories d'immeubles,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Résiduelle - Agriculture Résidences
CPALH01782,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Générales,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Résiduelle - Agriculture Résidences
CPALH01783,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - De secteur,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Résiduelle - Agriculture Résidences
CPALH01784,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Autres,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Résiduelle - Agriculture Résidences
CPALH01787,S63,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Service de la dette",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Résiduelle - Agriculture Résidences
CPALH01788,S63,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Autres",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Résiduelle - Agriculture Résidences
CPALI01780,S63,Revenus de taxes par catégories d'immeubles,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Résiduelle - Autres
CPALI01782,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Générales,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Résiduelle - Autres
CPALI01783,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - De secteur,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Résiduelle - Autres
CPALI01784,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Autres,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Résiduelle - Autres
CPALI01787,S63,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Service de la dette",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Résiduelle - Autres
CPALI01788,S63,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Autres",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Résiduelle - Autres
CPALK01780,S63,Revenus de taxes par catégories d'immeubles,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles forestiers
CPALK01782,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Générales,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles forestiers
CPALK01783,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - De secteur,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles forestiers
CPALK01784,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Autres,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles forestiers
CPALK01787,S63,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Service de la dette",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles forestiers
CPALK01788,S63,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Autres",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles forestiers
CPALK01790,S63,Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes d'affaires - Sur la valeur locative,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles forestiers
CPALK01791,S63,Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes d'affaires - Autres,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles forestiers
CPALX01780,S63,Revenus de taxes par catégories d'immeubles,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01782,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Générales,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01783,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - De secteur,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01784,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Autres,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01787,S63,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Service de la dette",Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01788,S63,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Autres",Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01790,S63,Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes d'affaires - Sur la valeur locative,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01791,S63,Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes d'affaires - Autres,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPAAA01780,S63-A,Revenus de taxes par catégories d'immeubles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles non résidentiels
CPAAA01782,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Générales,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles non résidentiels
CPAAA01783,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - De secteur,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles non résidentiels
CPAAA01784,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles non résidentiels
CPAAA01787,S63-A,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Service de la dette",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles non résidentiels
CPAAA01788,S63-A,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Autres",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles non résidentiels
CPAAA01790,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes d'affaires - Sur la valeur locative,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles non résidentiels
CPAAA01791,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes d'affaires - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles non résidentiels
CPAAB01780,S63-A,Revenus de taxes par catégories d'immeubles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles industriels
CPAAB01782,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Générales,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles industriels
CPAAB01783,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - De secteur,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles industriels
CPAAB01784,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles industriels
CPAAB01787,S63-A,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Service de la dette",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles industriels
CPAAB01788,S63-A,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Autres",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles industriels
CPAAB01790,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes d'affaires - Sur la valeur locative,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles industriels
CPAAB01791,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes d'affaires - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles industriels
CPAAC01780,S63-A,Revenus de taxes par catégories d'immeubles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Terrains vagues desservis - Immeubles non résidentiels
CPAAC01782,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Générales,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Terrains vagues desservis - Immeubles non résidentiels
CPAAC01783,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - De secteur,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Terrains vagues desservis - Immeubles non résidentiels
CPAAC01784,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Terrains vagues desservis - Immeubles non résidentiels
CPAAC01787,S63-A,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Service de la dette",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Terrains vagues desservis - Immeubles non résidentiels
CPAAC01788,S63-A,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Autres",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Terrains vagues desservis - Immeubles non résidentiels
CPAAC01790,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes d'affaires - Sur la valeur locative,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Terrains vagues desservis - Immeubles non résidentiels
CPAAC01791,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes d'affaires - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Terrains vagues desservis - Immeubles non résidentiels
CPAAD01780,S63-A,Revenus de taxes par catégories d'immeubles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Terrains vagues desservis - Autres
CPAAD01782,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Générales,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Terrains vagues desservis - Autres
CPAAD01783,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - De secteur,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Terrains vagues desservis - Autres
CPAAD01784,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Terrains vagues desservis - Autres
CPAAD01787,S63-A,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Service de la dette",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Terrains vagues desservis - Autres
CPAAD01788,S63-A,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Autres",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Terrains vagues desservis - Autres
CPAAE01780,S63-A,Revenus de taxes par catégories d'immeubles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - 6 logements ou plus
CPAAE01782,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Générales,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - 6 logements ou plus
CPAAE01783,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - De secteur,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - 6 logements ou plus
CPAAE01784,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - 6 logements ou plus
CPAAE01787,S63-A,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Service de la dette",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - 6 logements ou plus
CPAAE01788,S63-A,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Autres",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - 6 logements ou plus
CPAAF01780,S63-A,Revenus de taxes par catégories d'immeubles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles agricoles
CPAAF01782,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Générales,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles agricoles
CPAAF01783,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - De secteur,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles agricoles
CPAAF01784,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles agricoles
CPAAF01787,S63-A,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Service de la dette",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles agricoles
CPAAF01788,S63-A,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Autres",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles agricoles
CPAAG01780,S63-A,Revenus de taxes par catégories d'immeubles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Résiduelle - Résidentielles
CPAAG01782,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Générales,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Résiduelle - Résidentielles
CPAAG01783,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - De secteur,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Résiduelle - Résidentielles
CPAAG01784,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Résiduelle - Résidentielles
CPAAG01787,S63-A,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Service de la dette",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Résiduelle - Résidentielles
CPAAG01788,S63-A,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Autres",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Résiduelle - Résidentielles
CPAAH01780,S63-A,Revenus de taxes par catégories d'immeubles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Résiduelle - Agriculture Résidences
CPAAH01782,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Générales,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Résiduelle - Agriculture Résidences
CPAAH01783,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - De secteur,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Résiduelle - Agriculture Résidences
CPAAH01784,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Résiduelle - Agriculture Résidences
CPAAH01787,S63-A,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Service de la dette",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Résiduelle - Agriculture Résidences
CPAAH01788,S63-A,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Autres",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Résiduelle - Agriculture Résidences
CPAAI01780,S63-A,Revenus de taxes par catégories d'immeubles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Résiduelle - Autres
CPAAI01782,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Générales,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Résiduelle - Autres
CPAAI01783,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - De secteur,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Résiduelle - Autres
CPAAI01784,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Résiduelle - Autres
CPAAI01787,S63-A,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Service de la dette",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Résiduelle - Autres
CPAAI01788,S63-A,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Autres",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Résiduelle - Autres
CPAAK01780,S63-A,Revenus de taxes par catégories d'immeubles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles forestiers
CPAAK01782,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Générales,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles forestiers
CPAAK01783,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - De secteur,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles forestiers
CPAAK01784,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles forestiers
CPAAK01787,S63-A,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Service de la dette",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles forestiers
CPAAK01788,S63-A,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Autres",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles forestiers
CPAAK01790,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes d'affaires - Sur la valeur locative,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles forestiers
CPAAK01791,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes d'affaires - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Immeubles forestiers
CPAAX01780,S63-A,Revenus de taxes par catégories d'immeubles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01782,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Générales,Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01783,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - De secteur,Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01784,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01787,S63-A,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Service de la dette",Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01788,S63-A,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Autres",Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01790,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes d'affaires - Sur la valeur locative,Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01791,S63-A,Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes d'affaires - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01242,S65,Questionnaire - 12. Les dépenses reliées aux compétences d'agglomération sont-elles financées par des quotes-parts?,Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01569,S65,Questionnaire - 13. Date d'adoption du budget d'agglomération par le conseil,Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAIX01807,S65,Questionnaire - 8. Total des charges prévues au budget (incluant l'amortissement),Exercice en cours - Prévisionnel - Administration municipale - Intégral
CPAIX01808,S65,Questionnaire - 9. Remboursement de la dette à long terme prévu au budget,Exercice en cours - Prévisionnel - Administration municipale - Intégral
CPAIX01809,S65,"Questionnaire - 10. Frais de financement ─ Intérêts et autres frais sur la dette à long terme à la charge de l'organisme municipal, prévus au budget",Exercice en cours - Prévisionnel - Administration municipale - Intégral
CPAIX01810,S65,Questionnaire - 11. Affectation de l'excédent de fonctionnement non affecté prévue au budget,Exercice en cours - Prévisionnel - Administration municipale - Intégral
CPALX01793,S65,"Questionnaire - 1 a).1 La municipalité applique-t-elle, pour l'exercice se terminant le 31 décembre de l'exercice, le régime d'impôt foncier à taux variés pour la taxe foncière générale?",Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01794,S65,"Questionnaire - 1 a).2 La municipalité applique-t-elle, pour l'exercice se terminant le 31 décembre de l'exercice, le régime d'impôt foncier à taux variés pour une ou des taxes spéciales?",Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01795,S65,"Questionnaire - 1 b) La municipalité applique-t-elle, pour l'exercice se terminant le 31 décembre de l'exercice, une ou des sous-catégories d'immeubles dans la catégorie des immeubles non résidentiels?",Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01796,S65,"Questionnaire - 1 b).1 Si la municipalité applique, pour l'exercice se terminant le 31 décembre de l'exercice, une ou des sous-catégories d'immeubles dans la catégorie des immeubles non résidentiels, décrire chaque sous-catégorie avec son assiette d'application imposable et son taux adopté.",Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01797,S65,"Questionnaire - 1 c) La municipalité applique-t-elle, pour l'exercice se terminant le 31 décembre de l'exercice, des taux de taxes foncières distincts aux immeubles non résidentiels et/ou aux immeubles industriels en fonction de l'évaluation foncière?",Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01798,S65,"Questionnaire - 1 c).1 Si la municipalité applique, pour l'exercice se terminant le 31 décembre de l'exercice, des taux de taxes foncières distincts aux immeubles non résidentiels et/ou aux immeubles industriels en fonction de l'évaluation foncière, décrire, pour chaque catégorie et sous-catégorie, décrire chaque tranche d'imposition distincte avec son assiette d'application imposable et son taux adopté.",Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01799,S65,"Questionnaire - 1 d).1 La municipalité applique-t-elle, pour l'exercice se terminant le 31 décembre de l'exercice, l'étalement de la variation de valeur des unités admissibles pour l'ensemble des immeubles imposables et compensables?",Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01800,S65,"Questionnaire - 1 d).2 La municipalité applique-t-elle, pour l'exercice se terminant le 31 décembre de l'exercice, l'étalement de la variation de valeur des unités admissibles pour les immeubles non résidentiels imposables et compensables seulement (incluant les immeubles industriels)?",Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01801,S65,"Questionnaire - 1 d).3 La municipalité applique-t-elle, pour l'exercice se terminant le 31 décembre de l'exercice, l'étalement de la variation de valeur des unités admissibles pour les immeubles imposables et compensables autres que non résidentiels et industriels?",Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01802,S65,"Questionnaire - 2. La municipalité applique-t-elle, pour l'exercice se terminant le 31 décembre de l'exercice, la mesure de diversification transitoire des taux de certaines taxes foncières?",Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01803,S65,Questionnaire - 5. La municipalité recevra-t-elle du MAPAQ des remboursements de taxes de l'exercice pour des exploitations agricoles enregistrées?,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01804,S65,"Questionnaire - 5.1 Si la municipalité prévoit recevoir du MAPAQ des remboursements de taxes de l'exercice pour des exploitations agricoles enregistrées, indiquer le montant.",Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01805,S65,Questionnaire - 6. Richesse foncière - Évaluation équivalente découlant de la capitalisation des revenus provenant de l'application de l'article 222 de la LFM (utilisée au calcul de la richesse foncière uniformisée de l'année suivante),Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01806,S65,Questionnaire - 7. Date d'adoption du budget par le conseil,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01924,S65,"Questionnaire - 3.1 La municipalité impose-t-elle, pour l'exercice se terminant le 31 décembre de l'exercice, une taxe d'affaires en vertu de l'article 232 de la LFM?",Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01925,S65,"Questionnaire - 3.2 La municipalité impose-t-elle, pour l'exercice se terminant le 31 décembre de l'exercice, une taxe en vertu de l'article 569.11 de la LCV ou 1094.11 du CM?",Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01938,S65,"Questionnaire - 1 d).4 Si la municipalité applique, pour l'exercice se terminant le 31 décembre de l'exercice, l'étalement de la variation de valeur des unités admissibles, indiquer le total des valeurs imposables étalées au dépôt du rôle de perception.",Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX02029,S65,"Questionnaire - 1 d).5 Si la municipalité applique, pour l'exercice se terminant le 31 décembre de l'exercice, l'étalement de la variation de valeur des unités admissibles, indiquer le total des valeurs imposables sans étalement au dépôt du rôle de perception.",Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPAAX01793,S65-A,"Questionnaire - 1 a).1 La municipalité applique-t-elle, pour l'exercice se terminant le 31 décembre de l'exercice, le régime d'impôt foncier à taux variés pour la taxe foncière générale?",Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01794,S65-A,"Questionnaire - 1 a).2 La municipalité applique-t-elle, pour l'exercice se terminant le 31 décembre de l'exercice, le régime d'impôt foncier à taux variés pour une ou des taxes spéciales?",Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01795,S65-A,"Questionnaire - 1 b) La municipalité applique-t-elle, pour l'exercice se terminant le 31 décembre de l'exercice, une ou des sous-catégories d'immeubles dans la catégorie des immeubles non résidentiels?",Exercice en cours - Prévisionnel - Administration municipale - Agglomération
