point_echantillonnage,plan_eau,administration,nom,descrip_longue,programme,sous_prog,station_nom,date_heure,raison_annulation,temperature,conductivite,pH,signe,coliformes_fecaux,OD_concentration,OD_pourc,MES,phos_total,azote_total,cot,Ag,Al,As,Ba,Be,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,Pb,Sb,Se,Sn,Tl,U,V,Zn,prec_0_mm,prec_1_mm,prec_2_mm,prec_tot_60h,meteo,tournee,latitude,longitude,x,y
"BOU-1.5P2","Ruisseau Bouchard","Dorval","Rue Guthrie","Rencontre des rues Lépine et Meloche, côté sud.","R","R","BOU-1.5P2   Rue Guthrie",2020-07-07T10:46:46,,"         20.0",2214,8,"=",1100,"          8.23","         91.00",8.1,44,80,,0.1,152,0.4,65,1.3,147000,0.1,0.3,0.7,2.4,482,5960,55500,34.3,1.9,222000,1.9,1.5,0.5,0.5,1,0.2,0.4,0.3,12,0,0,0,0,1,1,"45.4500566569","-73.7268568589",287055.414,5034483.49
"BOU-2.1","Ruisseau Bouchard","Dorval","Rue Orly","Aval du ponceau de la rue Orly, 100m au nord de l'ave Guthrie.","R","R","BOU-2.1   Rue Orly",2020-07-07T10:24:03,,"         23.0",916,7.7,"=",270,"          4.36","         51.00",7.3,35,80,,0.1,153,0.7,53,1.3,59500,0.1,0.2,0.5,3.2,498,6030,18900,47.2,2,86400,2,0.7,0.5,0.5,1,0.2,0.6,0.6,10,0,0,0,0,1,1,"45.4523992742","-73.7310770289",286726.063,5034744.76999999
"BOU-2.9P3","Ruisseau Bouchard","Dorval","Branche est, venant d'ADM","Nord de l'ave.Marshall, embranchement E. provenant de l'aéroport de Dorval.","R","R","BOU-2.9P3   Branche est, venant d'ADM",2020-07-07T10:10:19,,"         22.0",580,8.7,"=",160,"         12.55","        125.00",2.2,13,20,,0.1,77,0.5,31,1.3,45700,0.1,0.1,0.3,1.2,176,2810,12800,6.1,1.6,51600,1,0.4,0.5,0.5,1,0.2,0.4,0.3,22,0,0,0,0,1,1,"45.4573744838","-73.7379791186",286187.845,5035299.23
"BOU-4.3","Ruisseau Bouchard","Dorval","Rue Hervé-Saint-Martin","Ponceau vers aire de déglaçage, O rue Hervé Saint-Martin","R","R","BOU-4.3   Rue Hervé-Saint-Martin",2020-07-07T09:33:28,,"         20.0",2800,8,"=",470,"          9.97","        110.00",5.8,43,110,,0.1,143,0.9,121,1.3,119000,0.1,0.5,1.1,3,1210,12100,39400,113,3.1,391000,4.2,0.9,0.5,0.5,2.1,0.2,1.6,0.6,12,0,0,0,0,1,1,"45.4690351539","-73.7425587543",285833.586,5036596.15
"CLA-0.0","Canal de Lachine","Lachine","Ch. Iroquois","Amont du pont du Ch.du Musée, côté sud du canal, effluent du lac St-Louis vers le canal, en amont de l'écluse.","R","R","CLA-0.0   Ch. Iroquois",2020-07-07T13:11:57,,"         27.0",240,8.5,"<",10,"          9.39","        120.00",0.7,15,20,,0.1,29,0.6,23,1.3,25800,0.1,0.1,0.3,1.3,50,1300,6820,8.3,1,11600,0.4,0.2,0.5,0.5,1,0.2,0.3,0.3,7,0,0,0,0,1,1,"45.4310100179","-73.6686715567",291602.188,5032355.66
"CLA-1.8","Canal de Lachine","Lachine","Av. Saint-Pierre","Inters. Saint-Patrick et av. Dollard, est du pont Gauron, près de la caboose, sur le quai.","R","R","CLA-1.8   Av. Saint-Pierre",2020-07-07T13:30:40,,"         26.0",261,8.2,"<",10,"          8.88","        110.00",1.8,15,10,,0.1,81,0.7,24,1.3,28400,0.1,0.1,1.3,1.2,130,1410,7220,12.1,1,12200,0.7,0.3,0.5,0.5,1,0.2,0.3,0.3,7,0,0,0,0,1,1,"45.4414764604","-73.645099907",293448.665,5033515.19
"CGO-0.0","Coulée Grou","Rivière-des-Prairies-Pointe-aux-Trembles","Embouchure de la coulée","Coulée Grou, 300m à l'est de l'A40 et 150m au sud du boul.Gouin","R","R","CGO-0.0   Embouchure de la coulée",2012-07-16T14:28:25,,"         21.9",767,7.6,"=",98,"          5.00","         58.10",8.6,498.15,227.2,20.83,0.1,113.18,1.14,50.26,0.1,71180,0.1,0.9,0.74,1.08,2208,10428,25040,3326.18,1,50280,1.52,0.94,0.5,0.5,1,0.2,0.42,0.72,11.82,0.8,4.6,0,5.4,0,3,"45.6973409611","-73.5046768769",304435.78,5061939.63999999
"AAO-6.5","Rivière à l'Orme","Baie d'Urfé","Boul. Morgan côté O","Baie d'Urfée, boul.Morgan côté ouest, 250m au sud de l'A40.","R","R","AAO-6.5   Boul. Morgan côté O",2020-07-16T11:32:18,"À sec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,"45.4254275852","-73.9156477354",272274.178,5031805.49
"BER-0.7P1","Ruisseau Bertrand","Ahuntsic-Cartierville","Rue Camille","Montréal, PN Bois-de-Liesse, O rue Camille, N  chemin de fer","R","R","BER-0.7P1   Rue Camille",2020-07-20T10:42:14,,"         21.0",712,7.6,"=",490,"          7.90","         88.00",1.2,34,30,,0.1,28,0.6,35,1.3,67500,0.1,0.1,0.3,2.9,62,3390,16900,8.4,1.7,54800,1.3,0.2,0.5,0.5,1,0.2,0.8,0.3,7,0.6,7.6,0,8.2,0,1,"45.5076747232","-73.7536315987",284981.322,5040892.84999999
"BER-4.5P8","Ruisseau Bertrand","Saint-Laurent","Conduite technoparc","Rue Frederick-Banting, 325m à l'est de l'avenue André.","R","R","BER-4.5P8   Conduite technoparc",2020-07-20T11:42:51,,"         21.0",581,7.8,"=",450,"          6.75","         75.00",16.7,77,260,,0.1,369,0.7,21,1.3,46200,0.1,0.5,0.9,6.3,551,2680,9440,45.9,2,56600,1.5,1.1,0.5,0.5,1,0.2,0.3,3.2,20,0.6,7.6,0,8.2,0,1,"45.4814698463","-73.7722743259",283514.717,5037985.46
"DEN-0.8P1","Ruisseau Denis","Dorval","Rue Belmont","Rue Belmont, 200m à l'est du boul. des Sources, branche secondaire provenant de dépôts à neige","R","R","DEN-0.8P1   Rue Belmont",2020-07-20T13:07:51,,"         28.0",955,8.5,"=",820,,,24.2,51,40,,0.1,596,0.8,78,1.3,85500,0.1,0.6,1,2.9,855,29500,27300,35.8,9.1,74200,2.4,0.8,0.5,0.5,4.9,0.2,2.1,2.5,15,0.6,7.6,0,8.2,0,1,"45.4571451324","-73.7798862479",282910.234,5035284.29999998
"CAS-1","Lac aux Castors","Ville-Marie","Ch. Remembrance","Parc du Mont-Royal, effluent du lac des Castors, 100m à l'est de la rue Remembrance, près du chalet.","R","R","CAS-1   Ch. Remembrance",2020-07-29T08:55:45,,"         25.4",641,8.1,"<",10,"          8.10","         99.00",1.8,7,60,,0.1,46,0.5,47,1.3,58200,0.1,0.1,3,3.1,94,4300,12800,4.6,1.5,50400,2.2,0.2,0.5,0.5,1,0.2,0.7,0.3,11,0,1,9.1,10.1,-1,1,"45.4987859127","-73.5988369105",297075.705,5039878.49
"MON-0.0","Ruisseau De Montigny","Montréal-Nord","Embouchure du ruisseau","Boul. Gouin E., 250m à l'ouest de l'ave Ozias-Leduc, effluent à la rivière des Prairies.","R","R","MON-0.0   Embouchure du ruisseau",2020-07-29T11:37:34,,"         23.0",664,8,"=",180,"          7.60","         89.00",22.4,111,80,,0.1,506,0.8,49,1.3,52400,0.1,0.7,2.4,5.6,671,2840,9230,39.2,1.7,68900,2.8,1.7,0.7,0.7,1,0.2,0.3,1.6,22,0,1,9.1,10.1,-1,1,"45.6292967385","-73.6212094296",295349.158,5054384.76999999
"MON-i","Ruisseau De Montigny","Anjou","INDUSTRIEL ANJOU","350m au sud-est de l'inters. Renaude-Lapointe et du boul. Henri-Bourassa","R","R","MON-i   INDUSTRIEL ANJOU",2020-07-29T11:06:36,,"         23.4",646,8.2,"=",42000,"          7.90","         93.00",9,109,80,,0.1,133,0.7,43,1.3,47700,0.1,0.4,1.2,7.6,221,2880,10500,18.9,1.5,65200,1.6,0.6,0.5,0.6,1,0.2,0.3,0.4,14,0,1,9.1,10.1,-1,1,"45.6104555834","-73.5967252571",297255.692,5052288.29999998
"PRO-2","Ruisseau Provost","Outremont","Ruisseau Provost","Av. Roskilde, 50m à l'est de l'av. Springgrove, parc Oakwood","R","R","PRO-2   Ruisseau Provost",2020-07-29T08:41:25,,"         21.0",613,8.3,"=",2500,"          9.20","        102.00",2.3,16,30,,0.1,53,0.7,41,1.3,50100,0.1,0.1,0.3,2.1,90,2510,8640,7.1,1.6,62600,0.6,0.2,0.6,0.6,1,0.2,0.4,0.3,78,0,1,9.1,10.1,-1,1,"45.5133281629","-73.6011948902",296893.46,5041494.80999999
"BOU-1.0","Ruisseau Bouchard","Dorval","Boul. Bouchard","Ponceau du boul. Bouchard, 150m à l'ouest du boul. Galland.","R","R","BOU-1.0   Boul. Bouchard",2020-07-07T11:08:01,,"         21.0",1036,7.8,"=",130,"          5.74","         65.00",5.2,41,180,,0.1,112,0.6,54,1.3,69800,0.1,0.2,0.4,1.2,385,5750,21700,36.2,1.9,93700,1.6,0.6,0.5,0.5,1,0.2,0.5,0.3,11,0,0,0,0,1,1,"45.4460077533","-73.7253003703",287175.9,5034033.2
"BOU-2.9","Ruisseau Bouchard","Dorval","Branche ouest venant d'ADM","Nord de l'ave.Marshall, embranchement ouest provenant de l'aéroport de Dorval.","R","R","BOU-2.9   Branche ouest venant d'ADM",2020-07-07T10:04:14,,"         19.0",1800,7.8,"=",140,"          2.83","         31.00",7.8,54,190,,0.1,90,0.7,128,1.3,117000,0.1,0.2,0.4,1.9,638,18800,41500,63.5,2.6,203000,2.5,0.6,0.5,0.5,1,0.2,1.5,0.3,19,0,0,0,0,1,1,"45.4572489455","-73.7387149001",286130.259,5035285.45
"CLA-11.2","Canal de Lachine","Ville-Marie","Rue Commune Ouest","Parc du canal de Lachine, à l'intersection des rues Prince et de la Commune, en amont de l'écluse sur le quai.","R","R","CLA-11.2   Rue Commune Ouest",2020-07-07T14:55:05,"À sec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,"45.4955800961","-73.5522723127",300714.586,5039518.79999998
"CLA-6.6","Canal de Lachine","Le Sud-Ouest","Boul. Monk","Rue Saint-Patrick, 125m au nord-est de l'inters. avec boul. Monk, près de la rampe de mise à l'eau.","R","R","CLA-6.6   Boul. Monk",2020-07-07T14:21:32,,"         26.0",256,8.5,"<",10,"         10.00","        122.00",1.3,10,10,,0.1,49,0.6,23,1.3,27900,0.1,0.1,0.3,1.1,48,1390,7150,5.6,1,12200,0.5,0.2,0.5,0.5,1,0.2,0.3,0.3,14,0,0,0,0,1,1,"45.4648332478","-73.5960034778",297292.635,5036105.05999999
"JAM-0.0","Ruisseau Saint-James","Beaconsfield","Embouchure du ruisseau","Boul. St-Charles sud à l'intersection de la rue Lakeshore, exutoire au lac St-Louis.","R","R","JAM-0.0   Embouchure du ruisseau",2020-07-06T13:34:54,"Non représentatif","         24.0",310,8.3,,,"          9.69","        115.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,"45.4297174266","-73.8452884793",277782.07,5032256.16999998
"JAM-1.3","Ruisseau Saint-James","Pointe-Claire","Rue Pointe-Claire","Extrémité nord de l'ave Pointe-Claire, 30m vers l'ouest, en aval du ponceau de l'autoroute 20.","R","R","JAM-1.3   Rue Pointe-Claire",2020-07-06T13:54:09,,"         19.0",1161,8,"=",150,"          9.07","         99.00",1.5,19,10,,0.1,34,0.2,56,1.3,112000,0.1,0.1,0.3,2.5,58,2910,23300,5.5,1,93400,1.4,0.2,0.5,0.5,1,0.2,0.9,0.3,7,0,0,0,0,1,1,"45.4374504274","-73.8349651619",278593.422,5033112.12
"TER-0.6","Ruisseau Terra-Cotta","Pointe-Claire","Rue Glanlynn","Parc Terra-Cotta,  extrémité nord de la rue Glanlynn","R","R","TER-0.6   Rue Glanlynn",2020-07-06T14:26:01,,"         19.0",1219,7.8,"=",120,"          7.55","         81.60",15.4,52,20,,0.1,194,0.5,44,1.3,105000,0.1,0.3,0.7,2.8,296,4790,25400,26,5.1,94500,2.4,0.7,0.5,0.5,1,0.2,1.6,0.4,12,0,0,0,0,1,1,"45.4511030275","-73.8041862862",281007.2,5034619.75
"MON-4.0","Ruisseau De Montigny","Anjou","Rue Bombardier","Près de l'intersection du boul. Galerie D'Anjou et de la rue Bombardier.","R","R","MON-4.0   Rue Bombardier",2012-05-16T11:21:22,,"         19.6",865,8.2,"<",10,"          9.77","        107.20",8.8,63.865,20.2,6.28,0.1,72.86,0.864,55.1,0.1,65600,0.1,0.287,0.805,3.782,260.4,3358,15802,34.02,1.608,88180,2.076,0.844,0.572,0.5,1,0.2,0.757,0.961,14.306,0,0,0,0,1,1,"45.6069163251","-73.5883539648",297908.196,5051894.21999999
"MON-i","Ruisseau De Montigny","Anjou","INDUSTRIEL ANJOU","350m au sud-est de l'inters. Renaude-Lapointe et du boul. Henri-Bourassa","R","R","MON-i   INDUSTRIEL ANJOU",2012-05-16T11:31:48,,"         12.0",771,8.3,"=",2600,"          8.11","         74.00",11.7,135.4,54.6,3.01,0.1,192.74,0.605,31.62,0.1,55360,0.1,0.332,1.387,11.312,338.8,2022,9444,29.56,1.758,84640,1.362,1.226,0.5,0.5,1,0.2,0.387,1.232,20.46,0,0,0,0,1,1,"45.6104555834","-73.5967252571",297255.692,5052288.29999998
"PAP-1","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","P-N de la Pointe-aux-Prairies","Parc-nature de la Pointe-aux-Prairies, secteur de la rivière des Prairies, déversoir le plus à l'est","R","R","PAP-1   P-N de la Pointe-aux-Prairies",2012-05-16T14:01:27,,"         23.0",434,8.6,"<",10,"         11.29","        130.00",3.9,175.9,20,10.61,0.1,44.48,0.988,27.38,0.1,35780,0.1,0.175,0.751,1.534,387.4,3138,19700,53.28,1,34080,1.105,0.201,0.5,0.5,1,0.2,1.127,2.034,13.12,0,0,0,0,1,1,"45.690394475","-73.5204685299",303205.78,5061167.83999998
"PER-1","Marais du Faubourg (marais Perché du boul. Gouin E.)","Rivière-des-Prairies-Pointe-aux-Trembles","Boul. Gouin est","Intersection du boul. Gouin est et de la rue Trefflé-Berthiaume, sortie du marais du Faubourg.","R","R","PER-1   Boul. Gouin est",2012-05-16T13:25:48,,"         20.3",576,8.4,"<",10,"         10.92","        120.90",1.8,28.04,20,8.67,0.1,53.78,0.83,38.94,0.1,62540,0.1,0.128,0.698,1.876,123.82,2752,14240,13.794,1,39820,1.045,0.2,0.5,0.5,1,0.2,1.204,0.819,7.556,0,0,0,0,1,1,"45.6770901186","-73.5354389261",302039.135,5059689.67999999
"PER-2","Marais du Faubourg (marais Perché du boul. Gouin E.)","Rivière-des-Prairies-Pointe-aux-Trembles","rue Trefflé-Berthiaume","Extrémité sud de la rue Trefflé-Berthiaume, sortie du marécage du Faubourg.","R","R","PER-2   rue Trefflé-Berthiaume",2012-05-16T13:40:43,,"         22.7",894,8.1,"<",10,"          7.57","         88.00",2.6,61.105,20,11.62,0.1,92.8,0.94,58.5,0.1,99480,0.1,0.324,0.749,1.757,348.4,4182,16734,80.38,1,66720,1.309,0.237,0.5,0.5,1,0.2,0.941,0.877,17.342,0,0,0,0,1,1,"45.6721169945","-73.5324699446",302270.208692963,5059136.89672662
"PIN-1.6","Ruisseau Pinel","Rivière-des-Prairies-Pointe-aux-Trembles","Boul. St-Jean-Baptiste","Boul. St-Jean-Baptiste, 400m au sud de la rue Émilie-du-Châtelet.","R","R","PIN-1.6   Boul. St-Jean-Baptiste",2012-05-16T13:02:46,,"         18.6",1179,8,"=",81,"          9.49","        102.00",2.3,11.195,20,6.01,0.1,33.62,0.4,51.46,0.1,115486,0.1,0.146,0.832,1.939,164.22,16208,32360,33.38,2.524,90240,1.937,0.2,0.5,0.5,1,0.2,0.983,0.504,5.476,0,0,0,0,1,1,"45.6623834054","-73.5444652779",301335.03,5058055.62
"CAS-1","Lac aux Castors","Ville-Marie","Ch. Remembrance","Parc du Mont-Royal, effluent du lac des Castors, 100m à l'est de la rue Remembrance, près du chalet.","R","R","CAS-1   Ch. Remembrance",2012-06-26T14:04:02,,"         22.4",234,9.1,"=",18,"          7.90","         92.60",2.2,17.995,20,4.16,0.1,57.36,0.894,19.24,0.1,17954,0.1,0.1,0.3,3.26,60.46,1244.6,5846,7.632,1,14818,0.52,0.298,0.5,0.5,1,0.2,0.251,1.799,5.434,0,11.1,0,11.1,-1,2,"45.4987859127","-73.5988369105",297075.705,5039878.49
"LAF-1","Étang du parc Lafontaine","Le Plateau-Mont-Royal","Exutoire de l'étang","Intersection rue Cherrier et ave du Parc La Fontaine, sortie du bassin.","R","R","LAF-1   Exutoire de l'étang",2012-06-26T13:34:33,,"         23.2",316,8.1,"=",90,"          7.20","         85.40",3.6,46.05,20,4.1,0.1,20.62,0.967,29.32,0.1,33120,0.1,0.1,0.3,41.6,59.1,1903.4,8388,44.02,1,13400,0.5,0.2,0.5,0.5,1,0.2,0.22,0.585,6.136,0,11.1,0,11.1,-1,2,"45.5232984378","-73.5674130424",299533.827,5042600.04
"MON-2.8","Ruisseau De Montigny","Rivière-des-Prairies-Pointe-aux-Trembles","Boul. Henri-Bourassa Est","Boul. Henri-Bourassa, 50m à l'ouest de la rue Renaude-Lapointe, sur le ponceau.","R","R","MON-2.8   Boul. Henri-Bourassa Est",2012-06-26T10:11:29,,"         20.1",624,7.9,"=",290,"          7.40","         80.00",22.8,119.9,24.8,6.49,0.1,216,0.671,55.78,0.1,49960,0.1,0.413,1.135,8.216,451.4,3014,9808,52.06,1.739,55260,4.222,2.222,0.543,1.586,1,0.2,0.372,2.166,25.98,0,11.1,0,11.1,-1,2,"45.6136039672","-73.6000245598",296998.791,5052638.50999999
"MON-i","Ruisseau De Montigny","Anjou","INDUSTRIEL ANJOU","350m au sud-est de l'inters. Renaude-Lapointe et du boul. Henri-Bourassa","R","R","MON-i   INDUSTRIEL ANJOU",2012-06-26T09:33:52,,"         16.8",1038,8.3,"=",140,"          9.90","        103.20",16.6,175.06,74.7,3.16,0.1,309.2,1.108,48.54,0.1,53380,0.101,0.399,1.623,15.162,573,2914,52500,28.8,1.968,52700,2.838,3.496,0.667,1.047,1.342,0.2,0.503,1.655,30.44,0,11.1,0,11.1,-1,2,"45.6104555834","-73.5967252571",297255.692,5052288.29999998
"PAP-1","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","P-N de la Pointe-aux-Prairies","Parc-nature de la Pointe-aux-Prairies, secteur de la rivière des Prairies, déversoir le plus à l'est","R","R","PAP-1   P-N de la Pointe-aux-Prairies",2012-06-26T11:43:39,,"         19.3",395,7.8,"=",120,"          4.80","         52.30",4.3,187.55,71.4,10.21,0.1,71.98,0.959,24.48,0.1,28220,0.1,0.152,0.348,0.893,438.8,3258,16112,126.44,1,28200,0.792,0.2,0.5,0.5,1,0.2,0.41,0.943,5.596,0,11.1,0,11.1,-1,2,"45.690394475","-73.5204685299",303205.78,5061167.83999998
"PER-1","Marais du Faubourg (marais Perché du boul. Gouin E.)","Rivière-des-Prairies-Pointe-aux-Trembles","Boul. Gouin est","Intersection du boul. Gouin est et de la rue Trefflé-Berthiaume, sortie du marais du Faubourg.","R","R","PER-1   Boul. Gouin est",2012-06-26T11:29:02,,"         21.2",336,8.3,"<",10,"          8.80","        100.30",2,20.185,20,3.21,0.1,76.4,0.848,25.12,0.1,36740,0.1,0.1,0.3,1.151,90.08,1667,8566,23.48,1.293,14598,0.516,0.2,0.5,0.5,1,0.2,0.361,0.731,5.652,0,11.1,0,11.1,-1,2,"45.6770901186","-73.5354389261",302039.135,5059689.67999999
"PER-2","Marais du Faubourg (marais Perché du boul. Gouin E.)","Rivière-des-Prairies-Pointe-aux-Trembles","rue Trefflé-Berthiaume","Extrémité sud de la rue Trefflé-Berthiaume, sortie du marécage du Faubourg.","R","R","PER-2   rue Trefflé-Berthiaume",2012-06-26T11:17:32,,"         19.5",318,8.7,,,"         12.10","        129.00",,47.465,20,2.52,0.1,71.42,0.582,23.1,0.1,33680,0.1,0.1,0.3,2.224,76.28,1460,8314,3.454,1.028,12938,0.5,0.2,0.5,0.5,1,0.2,0.368,0.522,6.78,0,11.1,0,11.1,-1,2,"45.6721169945","-73.5324699446",302270.208692963,5059136.89672662
"AAO-3.5","Rivière à l'Orme","Sainte-Anne-de-Bellevue","Ch. Sainte-Marie","Sainte-Anne-de-Bellevue, 10m au nord du ch. Ste-Marie, 200m à l'ouest du ch. Anse à l'Orme.","R","R","AAO-3.5   Ch. Sainte-Marie",2012-07-03T12:27:45,,"         13.5",1897,7.5,"=",54,"          8.31","         80.00",4.8,18.48,25.8,3.03,0.1,85.5,0.695,75.9,0.1,123168,0.1,0.32,0.458,2.05,826.8,4716,46760,64.5,4.182,189424,2.68,0.215,0.5,0.5,1,0.2,2.004,0.635,11.226,0,0,0,0,1,3,"45.4356405523","-73.9014441318",273391.322,5032934.79999998
"PIB-2","Marécage du parc-nature du Bois-de-l'Île-Bizard","L'Île-Bizard-Sainte-Geneviève","P-N du Boisé-de-l'Île-Bizard","Parc-Nature de l'île-Bizard, secteur des observatoires, sur la passerelle, au centre du marais.","R","R","PIB-2   P-N du Boisé-de-l'Île-Bizard",2012-07-03T10:32:32,,"         25.5",279,8.3,"<",10,"          8.94","        109.00",2.8,37.6,20,14.12,0.1,14.048,3.618,14.208,0.1,37580,0.1,0.1,0.3,0.662,78.2,948.8,11364,17.698,1,4530,0.5,0.2,0.5,0.816,1,0.2,0.167,0.648,8.2,0,0,0,0,1,3,"45.5134702781","-73.8902867451",274306.272,5041579.71
"BER-0.0","Ruisseau Bertrand","Ahuntsic-Cartierville","P-N du Bois-de-Liesse","R.Bertrand, exutoire à la rivière des Prairies, ponceau de l'ave. du Ruisseau","R","R","BER-0.0   P-N du Bois-de-Liesse",2012-07-10T10:52:42,,"         20.0",1818,7.7,"=",74,"          6.40","         71.00",1.5,19.645,20,3.24,0.1,43.04,0.377,85.5,0.1,149228,0.117,0.134,0.3,2.234,206.2,4748,33980,46.5,1.823,173052,1.98,0.57,0.5,0.5,1,0.2,0.991,0.596,24.22,0,0,0,0,1,3,"45.5116556787","-73.7554416029",284841.296,5041335.7
"BER-0.7P1","Ruisseau Bertrand","Ahuntsic-Cartierville","Rue Camille","Montréal, PN Bois-de-Liesse, O rue Camille, N  chemin de fer","R","R","BER-0.7P1   Rue Camille",2012-07-10T11:18:22,,"         15.6",1475,7.9,"=",1700,"          8.60","         96.00",6.5,78.67,31.9,2.63,0.1,94.1,0.305,51.08,0.1,148580,0.1,0.174,0.451,6.346,224.2,5512,33740,22.6,1.459,105768,2.752,0.336,0.5,0.5,1,0.2,1.638,0.492,12.004,0,0,0,0,1,3,"45.5076747232","-73.7536315987",284981.322,5040892.84999999
"BER-4.6","Ruisseau Bertrand","Saint-Laurent","Bassin rétention","Nord du ch. St-François et 330 m à l'est de l'ave André, amont bassin de rétention","R","R","BER-4.6   Bassin rétention",2012-07-10T11:54:18,"À sec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,3,"45.4816607033","-73.7729858795",283459.162,5038006.86
"CEN-1","Bassin du parc Centenaire William Cosgrove","Dollard-des Ormeaux","Effluent du bassin","Parc du Centenaire, rive est, exutoire du bassin","R","R","CEN-1   Effluent du bassin",2012-07-10T13:33:34,,"         25.5",891,8.3,"=",66,"          9.30","        114.10",10.4,52.895,20,5.19,0.1,122.38,1.16,44.36,0.1,57780,0.1,0.222,0.47,1.507,221.4,3012,17826,24.64,1.898,84860,2.128,0.376,0.887,0.728,1,0.2,0.792,0.966,7.854,0,0,0,0,1,3,"45.488546377","-73.8106049054",280521.23,5038782.74
"DEN-2.6","Ruisseau Denis","Dorval","Av. Reverchon","Rue Reverchon, 100m à l'est du cr. Newman","R","R","DEN-2.6   Av. Reverchon",2012-07-10T14:08:29,,"         25.2",1402,8.5,"=",1200,"         10.10","        125.00",2,118,20,3.16,0.1,49.5,0.538,49.54,0.1,98840,0.1,0.172,0.555,3.378,208.4,4276,25660,12.186,2.862,,1.545,0.364,0.5,0.5,1,0.2,0.855,1.031,12.664,0,0,0,0,1,3,"45.4660700012","-73.7801656599",282891.839,5036276.2
"SAR-1","Marécage du parc-nature du Bois-de-Saraguay","Ahuntsic-Cartierville","Exutoire du marais de Saraguay","Bois de Saraguay, 175m  N boul. Gouin , 250m E ave Jean-Bourdon, exutoire du marais à la rivière","R","R","SAR-1   Exutoire du marais de Saraguay",2012-07-10T10:44:34,,"         16.3",919,7.8,"=",390,"          5.50","         56.50",6.6,142.95,419.9,12.06,0.1,58.92,0.779,45.92,0.1,79620,0.1,0.281,1.898,2.508,1082.8,2596,10726,1436.126,1,93040,9.088,0.758,0.5,0.5,1,0.2,0.117,0.604,9.852,0,0,0,0,1,3,"45.5161697552","-73.7481144895",285415.343,5041835.55999999
"IDS-2","Lac des Battures","Verdun","Boul. Forêt","Île des Soeurs, chemin de la Forêt, parc Adrien D-Archambault, sur la plate-forme de bois, lac des Battures.","R","R","IDS-2   Boul. Forêt",2012-07-16T15:34:28,,"         28.5",404,8.8,"=",16,"          9.70","        125.70",7.2,35.195,48.2,8.01,0.1,42.26,1.65,31.86,0.1,35720,0.1,0.105,0.3,0.913,90.2,4056,13760,79.54,1,19690,0.725,0.7,0.5,0.5,1,0.2,0.371,1.178,10.364,0.8,4.6,0,5.4,0,3,"45.4561003757","-73.5538839661",300585.683,5035131.5
"MON-0.0","Ruisseau De Montigny","Montréal-Nord","Embouchure du ruisseau","Boul. Gouin E., 250m à l'ouest de l'ave Ozias-Leduc, effluent à la rivière des Prairies.","R","R","MON-0.0   Embouchure du ruisseau",2012-07-16T12:44:30,,"         23.5",750,8,"=",350,"          5.80","         80.30",15.6,122.2,29.1,4.12,0.1,312,0.786,55.46,0.1,59960,0.1,0.372,2.34,4.232,623,3266,13576,44.38,1.909,65240,2.746,1.602,0.549,0.5,1,0.2,0.481,1.993,14.816,0.8,4.6,0,5.4,0,3,"45.6292967385","-73.6212094296",295349.158,5054384.76999999
"MON-i","Ruisseau De Montigny","Anjou","INDUSTRIEL ANJOU","350m au sud-est de l'inters. Renaude-Lapointe et du boul. Henri-Bourassa","R","R","MON-i   INDUSTRIEL ANJOU",2012-07-16T12:15:15,,"         21.6",559,8,"=",900,"          7.40","         84.40",18.8,155.95,43.9,3.35,0.1,402.6,0.736,36.82,0.1,48040,0.1,0.37,1.903,19.99,540,2266,11084,25.04,1.924,45180,1.656,2.146,0.5,0.5,1,0.2,0.385,1.69,34.94,0.8,4.6,0,5.4,0,3,"45.6104555834","-73.5967252571",297255.692,5052288.29999998
"PAP-1","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","P-N de la Pointe-aux-Prairies","Parc-nature de la Pointe-aux-Prairies, secteur de la rivière des Prairies, déversoir le plus à l'est","R","R","PAP-1   P-N de la Pointe-aux-Prairies",2012-07-16T14:10:35,,"         24.1",447,7.5,"=",1200,"          2.80","         33.50",7.4,358.4,341.6,14.87,0.1,83.16,1.389,42.98,0.1,41860,0.1,0.293,0.3,0.762,1001.8,3788,16260,1155.502,1,27000,0.772,0.2,0.5,0.5,1,0.2,0.234,0.714,8.37,0.8,4.6,0,5.4,0,3,"45.690394475","-73.5204685299",303205.78,5061167.83999998
