point_echantillonnage,plan_eau,administration,nom,descrip_longue,programme,sous_prog,station_nom,date_heure,raison_annulation,temperature,conductivite,pH,signe,coliformes_fecaux,OD_concentration,OD_pourc,MES,phos_total,azote_total,cot,Ag,Al,As,Ba,Be,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,Pb,Sb,Se,Sn,Tl,U,V,Zn,prec_0_mm,prec_1_mm,prec_2_mm,prec_tot_60h,meteo,tournee,latitude,longitude,x,y
"SMI-0.8","Fossé Smith","Dorval","Fossé Smith","Boul. Montreal-Toronto, 150m à l'ouest de l'autoroute 520, entre le Terminus intermodal STM Dorval et le poste d'Hydro-Québec, près du rond-point et de la gare Dorval","R","R","SMI-0.8   Fossé Smith",2024-08-06T10:24:51,,"         18.8",855,7.7,"=",4400,"          8.18","         88.00",16.6,50,40,,0.1,227,0.5,53,1.3,87000,0.1,0.5,0.8,3.7,727,5150,16900,72.1,1.8,81100,1.9,1.1,0.7,0.5,1,0.2,0.2,0.4,19,0,3.9,1,4.9,-1,4,"45.4478971799","-73.744202809",285697.897,5034247.48
"IDS-1","Lac Lacoursière","Verdun","Rue Savoyanne","Île des Soeurs, chemin du Golf, rue de la Savoyane, lac du parc Lacoursière, muret près du garde fou .","R","R","IDS-1   Rue Savoyanne",2024-07-03T09:49:20,,"         24.1",534,,"<",10,"          8.90",,1.5,16,20,,0.1,7,0.5,21,1.3,31000,0.1,0.2,0.3,1.2,10,112,23600,5.7,1,44200,1,0.3,0.5,0.5,1,0.2,0.2,0.3,7,0,1.1,0,1.1,-1,3,"45.4652017939","-73.5499612987",300893.108,5036142.74
"IDS-2","Lac des Battures","Verdun","Boul. Forêt","Île des Soeurs, chemin de la Forêt, parc Adrien D-Archambault, sur la plate-forme de bois, lac des Battures.","R","R","IDS-2   Boul. Forêt",2024-07-03T10:05:54,,"         24.0",424,8.2,"=",18,"          9.60","        114.00",5.3,34,30,,0.1,19,0.8,40,1.3,55000,0.1,0.2,0.3,4.3,55,3140,11900,54.7,1,17400,0.7,0.4,0.5,0.5,1,0.2,0.3,0.3,7,0,1.1,0,1.1,-1,3,"45.4561003757","-73.5538839661",300585.683,5035131.5
"MON-0.0","Ruisseau De Montigny","Montréal-Nord","Embouchure du ruisseau","Boul. Gouin E., 250m à l'ouest de l'ave Ozias-Leduc, effluent à la rivière des Prairies.","R","R","MON-0.0   Embouchure du ruisseau",2024-07-03T11:50:28,,"         21.7",419,7.8,"=",210,"          8.20","         93.00",9.1,63,60,,0.1,302,0.6,30,1.3,35600,0.1,0.4,1.4,3,485,2100,7560,29.2,1,38100,1.7,1.1,0.5,0.5,1,0.2,0.3,0.5,7,0,1.1,0,1.1,-1,3,"45.6292967385","-73.6212094296",295349.158,5054384.76999999
"MON-2.8","Ruisseau De Montigny","Rivière-des-Prairies-Pointe-aux-Trembles","Boul. Henri-Bourassa Est","Boul. Henri-Bourassa, 50m à l'ouest de la rue Renaude-Lapointe, sur le ponceau.","R","R","MON-2.8   Boul. Henri-Bourassa Est",2024-07-03T11:34:27,,"         22.8",659,8,"=",110,"         11.20","        129.00",22.4,97,150,,0.1,204,0.6,38,1.3,49500,0.1,0.5,1.1,4.8,436,3340,12000,31.4,1.6,70600,1.8,1.8,0.7,0.5,1,0.2,0.4,0.3,13,0,1.1,0,1.1,-1,3,"45.6136039672","-73.6000245598",296998.791,5052638.50999999
"MON-4.0","Ruisseau De Montigny","Anjou","Rue Bombardier","Près de l'intersection du boul. Galerie D'Anjou et de la rue Bombardier.","R","R","MON-4.0   Rue Bombardier",2024-07-03T10:59:04,,"         23.5",276,8,"=",190,"          9.10","        107.00",14.1,121,70,,0.1,85,0.5,36,1.3,48900,0.1,0.4,0.4,2.5,313,2820,10600,34.7,1,53100,1.6,1,0.6,0.5,1,0.2,0.4,0.3,7,0,1.1,0,1.1,-1,3,"45.6069163251","-73.5883539648",297908.196,5051894.21999999
"MON-i","Ruisseau De Montigny","Anjou","INDUSTRIEL ANJOU","350m au sud-est de l'inters. Renaude-Lapointe et du boul. Henri-Bourassa","R","R","MON-i   INDUSTRIEL ANJOU",2024-07-03T11:18:55,,"         22.6",624,8.7,"=",8000,,,9.5,77,30,,0.1,66,0.5,33,1.3,45700,0.1,0.3,0.4,3.5,190,3170,11600,21.3,1.4,67200,1.4,0.8,0.5,0.5,1,0.2,0.4,0.3,7,0,1.1,0,1.1,-1,3,"45.6104555834","-73.5967252571",297255.692,5052288.29999998
"PAP-golf","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","P-N de la Pointe-aux-Prairies","Parc-nature de la Ponte-aux-Prairies, secteur rivière des Prairies, branche en provenance du Golf de Montréal.","R","R","PAP-golf   P-N de la Pointe-aux-Prairies",2024-07-03T13:24:45,,"         24.7",635,7.6,"=",120,"          6.30","         76.00",5.8,130,410,,0.1,75,1.6,38,1.3,67600,0.1,0.5,0.3,1,1020,3060,28700,896,1,32500,2,0.3,0.5,0.5,1,0.2,2.4,0.3,7,0,1.1,0,1.1,-1,3,"45.685539048","-73.5217702047",303104.25,5060628.25999999
"PIN-0.0","Ruisseau Pinel","Rivière-des-Prairies-Pointe-aux-Trembles","embouchure du ruisseau","Boul. Gouin, 50m à l'est de la 87e ave, embouchure du ruisseau vers la rivière-des-Prairies.","R","R","PIN-0.0   embouchure du ruisseau",2024-07-03T13:08:45,,"         19.6",1051,8.2,"=",550,"          7.80","         86.00",23.3,84,60,,0.1,373,0.8,56,1.3,97100,0.1,0.5,1,3.1,625,13700,25500,68.7,1.9,97900,2.5,2.4,0.5,0.5,1,0.2,0.5,0.6,7,0,1.1,0,1.1,-1,3,"45.6722382412","-73.5413309745",301579.837,5059150.69
"AAO-3.6","Rivière à l'Orme","Baie d'Urfé","Av. Lee","Beaconsfield, 250m à l'est de la rue Lee et 25m au sud de l'autoroute 40, en amont du pluvial.","R","R","AAO-3.6   Av. Lee",2024-08-22T11:30:56,,"         15.8",837,7.6,"=",460,"          8.60","         86.00",2.5,67,90,,0.1,246,0.5,45,1.3,65300,0.1,0.5,1,4.5,331,5120,18000,15,2.7,33800,2.8,0.4,0.5,0.5,1,0.2,1.4,0.9,7,0.6,21.5,1.9,24,0,5,"45.4346279405","-73.9012199472",273408.301,5032822.17999999
"BER-0.0","Ruisseau Bertrand","Ahuntsic-Cartierville","P-N du Bois-de-Liesse","R.Bertrand, exutoire à la rivière des Prairies, ponceau de l'ave. du Ruisseau","R","R","BER-0.0   P-N du Bois-de-Liesse",2024-08-12T09:57:42,,"         17.6",1241,7.2,"=",1900,"          7.10","         75.00",2.4,27,80,,0.1,36,0.5,66,1.3,114000,0.1,0.3,0.4,2.3,298,4780,24700,45.3,3,111000,2,0.5,0.6,0.5,1,0.2,1.2,0.3,9,0,0.9,0,0.9,-1,5,"45.5116556787","-73.7554416029",284841.296,5041335.7
"BER-0.7P1","Ruisseau Bertrand","Ahuntsic-Cartierville","Rue Camille","Montréal, PN Bois-de-Liesse, O rue Camille, N  chemin de fer","R","R","BER-0.7P1   Rue Camille",2024-08-12T10:21:50,,"         18.5",1202,7.5,"=",5000,"          8.70","         93.00",2,23,30,,0.1,31,0.3,60,1.3,122000,0.1,0.3,0.3,2.3,74,5950,31500,14,2.3,95500,2.2,0.2,0.5,0.5,1,0.2,1.5,0.3,7,0,0.9,0,0.9,-1,5,"45.5076747232","-73.7536315987",284981.322,5040892.84999999
"BER-1.2","Ruisseau Bertrand","Pierrefonds-Roxboro","Boul. Pitfield","Pierrefonds, PN Bois-de-Liesse, en amont du ponceau principal de la piste cyclable.","R","R","BER-1.2   Boul. Pitfield",2024-08-12T10:09:25,,"         16.9",1372,7.2,"=",4200,"          7.02","         73.00",4.5,33,90,,0.1,50,0.5,73,1.3,122000,0.1,0.5,0.7,2.5,514,4740,25200,67.1,2.3,138000,2.2,1.2,0.5,0.5,1,0.2,1.1,0.3,13,0,0.9,0,0.9,-1,5,"45.504964513","-73.7620128147",284325.434,5040593.75999999
"BER-3.3","Ruisseau Bertrand","Dorval","Boul. St-Régis","Voie de service de l'A. 40 ouest, 400m à l'est de la rue Sunnybrook","R","R","BER-3.3   Boul. St-Régis",2024-08-12T10:54:02,,"         18.0",1595,7.4,"=",2700,"          7.75","         82.30",6.1,77,110,,0.1,62,0.4,67,1.3,114000,0.1,0.4,0.5,3.1,349,5950,26600,46.4,3,191000,2.7,0.4,0.5,0.5,1,0.2,1.1,0.3,13,0,0.9,0,0.9,-1,5,"45.4899301463","-73.769125548",283764.024,5038924.82
"BER-3.7","Ruisseau Bertrand","Dorval","voie d'accès A40","Boul. Hymus près voie d'accès A40, ponceau côté nord du boul. Hymus","R","R","BER-3.7   voie d'accès A40",2024-08-12T11:14:07,,"         18.9",963,7.6,"=",400,"          7.44","         80.00",18.9,67,60,,0.1,224,0.5,52,1.3,88100,0.1,0.6,0.8,3.7,534,5170,21000,51.8,2.6,96800,2.4,1.2,0.5,0.5,1,0.2,0.9,0.8,19,0,0.9,0,0.9,-1,5,"45.4887623847","-73.7666005327",283960.959,5038794.38999999
"BER-4.6","Ruisseau Bertrand","Saint-Laurent","Bassin rétention","Nord du ch. St-François et 330 m à l'est de l'ave André, amont bassin de rétention","R","R","BER-4.6   Bassin rétention",2024-08-12T11:40:24,,"         20.6",621,7.5,"=",300,"          6.50","         72.00",5.9,65,40,,0.1,82,0.7,40,1.3,60400,0.1,0.4,0.4,2.8,297,4530,14400,43.8,1.9,53000,1.9,0.3,0.5,0.5,1,0.2,0.6,0.3,14,0,0.9,0,0.9,-1,5,"45.4816607033","-73.7729858795",283459.162,5038006.86
"BER-4.5P8","Ruisseau Bertrand","Saint-Laurent","Conduite technoparc","Rue Frederick-Banting, 325m à l'est de l'avenue André.","R","R","BER-4.5P8   Conduite technoparc",2024-08-12T11:48:15,,"         18.8",1321,7.6,"=",550,"          7.70","         83.00",11.1,36,100,,0.1,145,0.4,52,1.3,115000,0.1,0.5,0.6,4.2,328,6770,27900,43.3,3.5,134000,2.7,0.4,0.5,0.5,1,0.2,1.4,0.6,18,0,0.9,0,0.9,-1,5,"45.4814698463","-73.7722743259",283514.717,5037985.46
"BRU-1","Bassin de La Brunante","Saint-Laurent","Boulevard Poirier","Parc Marcel Laurin,  bassin de la Brunante, boul. Poirier,  S des Harfangs, au pied du gazébo.","R","R","BRU-1   Boulevard Poirier",2024-08-12T09:12:28,,"         21.8",241,7.8,"=",6000,"          9.00","        103.00",18.6,57,30,,0.1,220,0.6,22,1.3,26300,0.1,0.4,0.6,1.6,310,2910,6700,20.5,1,11900,0.9,0.5,0.5,0.5,1,0.2,0.2,0.6,7,0,0.9,0,0.9,-1,5,"45.5099765705","-73.7077803601",288564.782,5041138.36
"CEN-1","Bassin du parc Centenaire William Cosgrove","Dollard-des Ormeaux","Effluent du bassin","Parc du Centenaire, rive est, exutoire du bassin","R","R","CEN-1   Effluent du bassin",2024-08-12T14:34:45,,"         22.0",761,7.7,"=",280,"         10.10","        116.00",6,30,40,,0.1,71,0.5,27,1.3,68700,0.1,0.4,0.6,1.9,114,3960,18900,12.1,1.2,68400,1.8,0.3,0.5,0.6,1,0.2,0.8,0.3,8,0,0.9,0,0.9,-1,5,"45.488546377","-73.8106049054",280521.23,5038782.74
"DEN-0.0","Ruisseau Denis","Pointe-Claire","Embouchure du ruisseau","Embouchure du ruisseau à la Baie de Valois, face au boul. Des Sources.","R","R","DEN-0.0   Embouchure du ruisseau",2024-08-12T14:10:02,,"         21.0",1290,7.8,"=",820,"          8.90","        101.00",17.2,40,50,,0.1,306,0.4,66,1.3,110000,0.1,0.8,0.9,3.4,578,7240,26200,42.4,3.6,126000,2.6,0.6,0.5,0.5,1,0.2,1.3,0.4,16,0,0.9,0,0.9,-1,5,"45.4452824596","-73.7788021061",282990.453,5033965.71
"DEN-0.8P1","Ruisseau Denis","Dorval","Rue Belmont","Rue Belmont, 200m à l'est du boul. des Sources, branche secondaire provenant de dépôts à neige","R","R","DEN-0.8P1   Rue Belmont",2024-08-12T13:40:34,,"         21.7",352,7.8,"=",420,"          8.81","        100.00",6.4,41,50,,0.1,152,0.7,62,1.3,88500,0.1,0.4,0.3,1.6,314,10400,19100,31.1,2.8,28600,1.8,0.3,0.5,0.5,1,0.2,1.4,0.4,7,0,0.9,0,0.9,-1,5,"45.4571451324","-73.7798862479",282910.234,5035284.29999998
"DEN-2.6","Ruisseau Denis","Dorval","Av. Reverchon","Rue Reverchon, 100m à l'est du cr. Newman","R","R","DEN-2.6   Av. Reverchon",2024-08-12T13:25:48,,"         20.8",1365,7.7,"=",1800,"          8.74","         98.00",6.2,26,50,,0.1,86,0.4,54,1.3,113000,0.1,3.3,1.4,4.4,195,6290,27100,27.1,4.4,140000,2.5,0.3,0.5,0.5,1,0.2,1.2,0.3,11,0,0.9,0,0.9,-1,5,"45.4660700012","-73.7801656599",282891.839,5036276.2
"DEN-3.2","Ruisseau Denis","Pointe-Claire","Ch. Aviation","Rue de l'Aviation, 300m à l'est du boul. des Sources","R","R","DEN-3.2   Ch. Aviation",2024-08-12T13:10:14,,"         20.4",1334,7.6,"=",1300,"          8.50","         94.70",22,26,70,,0.1,75,0.3,53,1.3,108000,0.1,3.8,2.3,5.6,184,6220,26300,25.8,4.2,137000,2.5,0.3,0.5,0.6,1,0.2,1.2,0.3,13,0,0.9,0,0.9,-1,5,"45.4699534797","-73.7861966608",282421.768,5036709.42999999
"PAQ-1","Étang du parc Dr-Bernard-Paquet","Saint-Laurent","Rue Jean-Gascon","Inters. Av. Félix-Leclerc et rue Jean-Gascon, parc du Dr.-B.-Paquet, sur la passerelle.","R","R","PAQ-1   Rue Jean-Gascon",2024-08-12T09:32:48,,"         21.1",293,7.4,"<",10,"          7.90","         90.00",2.4,18,50,,0.1,57,0.8,22,1.3,32300,0.1,0.2,0.3,1.2,90,1520,8290,9.1,1,14900,0.7,0.2,0.5,0.5,1,0.2,0.3,0.3,7,0,0.9,0,0.9,-1,5,"45.5065149921","-73.7324652116",286634.882,5040758.96
"CAS-1","Lac aux Castors","Ville-Marie","Ch. Remembrance","Parc du Mont-Royal, effluent du lac des Castors, 100m à l'est de la rue Remembrance, près du chalet.","R","R","CAS-1   Ch. Remembrance",2024-08-21T09:40:42,,"         21.3",438,8.4,"=",45,"          8.90","        100.00",0.7,7,10,,0.1,14,0.4,26,1.3,28900,0.1,0.2,1.1,1.3,23,3480,12200,5.1,1,43300,0.8,0.2,0.5,0.5,1,0.2,0.4,0.3,7,13.5,1.9,20.4,35.8,0,5,"45.4987859127","-73.5988369105",297075.705,5039878.49
"CGO-0.0","Coulée Grou","Rivière-des-Prairies-Pointe-aux-Trembles","Embouchure de la coulée","Coulée Grou, 300m à l'est de l'A40 et 150m au sud du boul.Gouin","R","R","CGO-0.0   Embouchure de la coulée",2024-08-21T14:02:56,,"         16.1",448,7.4,"=",460,"          7.20","         73.50",3.9,139,60,,0.1,199,0.5,28,1.3,53000,0.1,0.5,0.7,3.2,937,3590,17000,57.7,1.1,25300,2.2,0.9,0.5,0.5,1,0.2,0.8,0.5,7,16,1.9,20.4,38.3,0,5,"45.6973409611","-73.5046768769",304435.78,5061939.63999999
"IDS-1","Lac Lacoursière","Verdun","Rue Savoyanne","Île des Soeurs, chemin du Golf, rue de la Savoyane, lac du parc Lacoursière, muret près du garde fou .","R","R","IDS-1   Rue Savoyanne",2024-08-21T10:11:43,,"         19.9",521,7.4,"<",10,"          6.50","         72.00",0.5,23,50,,0.1,11,0.5,60,1.3,45200,0.1,0.2,0.3,0.5,12,1080,18000,21.7,1,39300,0.9,0.2,0.5,0.5,1,0.2,0.2,0.3,7,14.6,1.9,20.4,36.9,0,5,"45.4652017939","-73.5499612987",300893.108,5036142.74
"IDS-2","Lac des Battures","Verdun","Boul. Forêt","Île des Soeurs, chemin de la Forêt, parc Adrien D-Archambault, sur la plate-forme de bois, lac des Battures.","R","R","IDS-2   Boul. Forêt",2024-08-21T10:23:05,,"         29.7",370,7.3,"=",450,"          3.80","         43.00",6.3,48,20,,0.1,30,0.9,54,1.3,48200,0.1,0.2,0.3,0.7,77,2560,10700,189,1,14800,0.5,3.4,0.5,0.5,1,0.2,0.2,0.3,7,14.6,1.9,20.4,36.9,0,5,"45.4561003757","-73.5538839661",300585.683,5035131.5
"LAF-1","Étang du parc Lafontaine","Le Plateau-Mont-Royal","Exutoire de l'étang","Intersection rue Cherrier et ave du Parc La Fontaine, sortie du bassin.","R","R","LAF-1   Exutoire de l'étang",2024-08-21T09:01:58,,"         20.0",278,7.5,"=",390,"          7.36","         81.00",1.5,18,10,,0.1,19,0.8,24,1.3,30600,0.1,0.2,0.3,4.7,32,2430,7930,33.3,1,13600,1.3,0.2,0.5,0.5,1,0.2,0.2,0.3,7,13.5,1.9,20.4,35.8,0,5,"45.5232984378","-73.5674130424",299533.827,5042600.04
"MON-0.0","Ruisseau De Montigny","Montréal-Nord","Embouchure du ruisseau","Boul. Gouin E., 250m à l'ouest de l'ave Ozias-Leduc, effluent à la rivière des Prairies.","R","R","MON-0.0   Embouchure du ruisseau",2024-08-21T12:51:52,,"         17.8",525,7.9,"=",12000,"          9.40","         99.00",30.8,102,120,,0.1,475,0.5,34,1.3,45800,0.1,0.7,2.5,6.6,692,3030,9920,37.1,1.3,49800,2.5,1.9,0.6,0.5,1,0.2,0.4,1,22,15.8,1.9,20.4,38.1,0,5,"45.6292967385","-73.6212094296",295349.158,5054384.76999999
"PAP-0.0","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","Sortie du marais","Parc-nature de la Pointe-aux-Prairies, secteur de la rivière des Prairies, effluent vers la rivière des Prairies.","R","R","PAP-0.0   Sortie du marais",2024-08-21T13:52:54,,"         17.2",368,7.2,"=",730,"          6.00","         71.00",6.6,271,120,,0.1,51,0.7,29,1.3,40600,0.1,0.4,0.3,0.8,503,3810,13900,365,1,16100,0.8,0.2,0.5,0.5,1,0.2,0.2,0.3,7,15.8,1.9,20.4,38.1,0,5,"45.6920285661","-73.522349053",303059.363,5061349.48
"PIN-0.0","Ruisseau Pinel","Rivière-des-Prairies-Pointe-aux-Trembles","embouchure du ruisseau","Boul. Gouin, 50m à l'est de la 87e ave, embouchure du ruisseau vers la rivière-des-Prairies.","R","R","PIN-0.0   embouchure du ruisseau",2024-08-21T13:23:35,,"         15.5",940,8.2,"=",2000,"          9.63","         96.80",9.4,44,30,,0.1,125,0.5,49,1.3,98600,0.1,0.4,0.4,1.9,243,11300,25400,34.9,1.5,71300,1.7,0.6,0.5,0.5,1,0.2,0.6,0.3,7,15.8,1.9,20.4,38.1,0,5,"45.6722382412","-73.5413309745",301579.837,5059150.69
"BOU-1.0","Ruisseau Bouchard","Dorval","Boul. Bouchard","Ponceau du boul. Bouchard, 150m à l'ouest du boul. Galland.","R","R","BOU-1.0   Boul. Bouchard",2024-08-26T10:51:18,,"         20.9",1465,7.8,"=",910,"          6.80","         76.00",6.2,29,340,,0.1,106,0.6,78,1.3,109000,0.1,0.5,0.3,2.6,365,14100,31400,32,4.5,154000,3,0.7,0.5,0.5,1,0.2,1.6,0.3,11,0,1.2,0,1.2,-1,5,"45.4460077533","-73.7253003703",287175.9,5034033.2
"BOU-2.9","Ruisseau Bouchard","Dorval","Branche ouest venant d'ADM","Nord de l'ave.Marshall, embranchement ouest provenant de l'aéroport de Dorval.","R","R","BOU-2.9   Branche ouest venant d'ADM",2024-08-26T09:41:23,,"         19.7",1529,7.7,"=",470,"          6.80","         75.00",3.8,21,140,,0.1,49,0.4,81,1.3,104000,0.1,0.3,0.4,17.1,279,11600,28900,32.9,3.4,158000,2.5,0.4,0.5,0.5,1,0.2,1.8,0.3,21,0,1.2,0,1.2,-1,5,"45.4572489455","-73.7387149001",286130.259,5035285.45
"CLA-11.2","Canal de Lachine","Ville-Marie","Rue Commune Ouest","Parc du canal de Lachine, à l'intersection des rues Prince et de la Commune, en amont de l'écluse sur le quai.","R","R","CLA-11.2   Rue Commune Ouest",2024-08-26T15:38:59,,"         24.0",160,7.8,"=",81,"          8.30","         99.00",1.2,26,50,,0.1,115,0.6,19,1.3,17400,0.1,0.2,0.4,1.7,167,1210,4110,11.8,1,7870,0.8,0.5,0.5,0.5,1,0.2,0.1,0.3,7,0,1.2,0,1.2,-1,5,"45.4955800961","-73.5522723127",300714.586,5039518.79999998
"JAM-1.3","Ruisseau Saint-James","Pointe-Claire","Rue Pointe-Claire","Extrémité nord de l'ave Pointe-Claire, 30m vers l'ouest, en aval du ponceau de l'autoroute 20.","R","R","JAM-1.3   Rue Pointe-Claire",2024-08-26T13:02:23,,"         19.5",1173,8,"=",820,"          8.60","         94.00",1.6,19,50,,0.1,38,0.3,68,1.3,127000,0.1,0.3,0.4,6.3,154,3070,22000,34.1,1,96600,2.3,0.2,0.5,0.5,1,0.2,0.8,0.3,7,0,1.2,0,1.2,-1,5,"45.4374504274","-73.8349651619",278593.422,5033112.12
"AAO-6.5","Rivière à l'Orme","Baie d'Urfé","Boul. Morgan côté O","Baie d'Urfée, boul.Morgan côté ouest, 250m au sud de l'A40.","R","R","AAO-6.5   Boul. Morgan côté O",2024-07-25T12:04:00,,"         20.6",383,8.9,"=",4600,"          5.30","         59.00",5.4,92,80,,0.1,191,0.7,22,1.3,31800,0.1,0.6,1.1,4.1,227,8680,6650,11.1,3.3,37700,2.3,0.3,0.5,0.5,1,0.2,0.4,0.9,7,0,11.9,0,11.9,-1,4,"45.4254275852","-73.9156477354",272274.178,5031805.49
"CON-0.0","Ruisseau O'Connell","Pierrefonds-Roxboro","Embouchure du ruisseau","80m à l'est de la rue Morandière, en aval du boul.Gouin.","R","R","CON-0.0   Embouchure du ruisseau",2024-07-25T10:18:53,,"         22.6",741,7.4,"=",90,"          4.50","         52.00",2.2,52,100,,0.1,16,0.8,80,1.3,82100,0.1,0.3,0.3,0.8,134,3770,32000,28.2,3,38400,2.4,0.2,0.5,0.5,1,0.2,1.1,0.3,7,0,11.9,0,11.9,-1,4,"45.4604326508","-73.9071136491",272961.694,5035692.16
"CPI-0.0","Ruisseau Château-Pierrefonds","Pierrefonds-Roxboro","Embouchure du fossé","Pierrefonds, boul.Gouin ouest, 450m à l'ouest de l'ave. Château-Pierrefonds, en aval du dépôt à neige.","R","R","CPI-0.0   Embouchure du fossé",2024-07-25T10:10:38,,"         18.4",752,7.5,"=",1500,"          5.00","         54.00",1.8,38,90,,0.1,55,0.2,46,1.3,84500,0.1,0.3,0.3,1.4,65,2210,21900,18.2,1,51000,1.6,0.2,0.5,0.5,1,0.2,0.8,0.3,7,0,11.9,0,11.9,-1,4,"45.4613786452","-73.900432332",273484.73,5035794.66
"PIB-2","Marécage du parc-nature du Bois-de-l'Île-Bizard","L'Île-Bizard-Sainte-Geneviève","P-N du Boisé-de-l'Île-Bizard","Parc-Nature de l'île-Bizard, secteur des observatoires, sur la passerelle, au centre du marais.","R","R","PIB-2   P-N du Boisé-de-l'Île-Bizard",2024-07-25T09:20:12,,"         22.7",295,7.4,"<",10,"          6.50","         75.00",1.4,28,30,,0.1,6,1.1,19,1.3,49200,0.1,0.2,0.3,1.2,55,148,10300,11.2,1,1840,0.3,3,0.5,0.5,1,0.2,0.1,0.3,7,0,11.9,0,11.9,-1,4,"45.5134702781","-73.8902867451",274306.272,5041579.71
"CGO-0.0","Coulée Grou","Rivière-des-Prairies-Pointe-aux-Trembles","Embouchure de la coulée","Coulée Grou, 300m à l'est de l'A40 et 150m au sud du boul.Gouin","R","R","CGO-0.0   Embouchure de la coulée",2024-07-30T13:57:57,,"         21.6",778,7.5,"=",1100,"          4.60","         55.00",11.9,349,290,,0.1,111,1.1,45,1.3,85200,0.1,0.8,0.6,1.2,2540,4110,30000,1140,1,67000,1.7,1.1,0.5,0.5,1,0.2,0.4,0.3,7,0,0,0,0,1,4,"45.6973409611","-73.5046768769",304435.78,5061939.63999999
"IDS-2","Lac des Battures","Verdun","Boul. Forêt","Île des Soeurs, chemin de la Forêt, parc Adrien D-Archambault, sur la plate-forme de bois, lac des Battures.","R","R","IDS-2   Boul. Forêt",2024-07-30T10:19:25,,"         26.3",392,8.1,"=",120,"          8.85","        110.00",7.6,33,30,,0.1,17,0.8,41,1.3,52500,0.1,0.2,0.3,0.8,46,2650,11500,47.8,1,16700,0.5,0.2,0.5,0.5,1,0.2,0.2,0.3,7,0,0,0,0,1,4,"45.4561003757","-73.5538839661",300585.683,5035131.5
"LAF-1","Étang du parc Lafontaine","Le Plateau-Mont-Royal","Exutoire de l'étang","Intersection rue Cherrier et ave du Parc La Fontaine, sortie du bassin.","R","R","LAF-1   Exutoire de l'étang",2024-07-30T08:56:33,,"         26.6",286,7.9,"=",340,"          8.36","        104.00",2.6,20,10,,0.1,23,0.9,26,1.3,30300,0.1,0.2,0.3,3,36,2060,8620,47.5,1.8,16500,1.1,0.2,0.5,0.5,1,0.2,0.2,0.3,7,0,0,0,0,1,4,"45.5232984378","-73.5674130424",299533.827,5042600.04
"MON-2.8","Ruisseau De Montigny","Rivière-des-Prairies-Pointe-aux-Trembles","Boul. Henri-Bourassa Est","Boul. Henri-Bourassa, 50m à l'ouest de la rue Renaude-Lapointe, sur le ponceau.","R","R","MON-2.8   Boul. Henri-Bourassa Est",2024-07-30T11:41:03,,"         25.4",726,7.9,"=",2400,"         12.30","        130.00",11.1,67,70,,0.1,105,0.7,35,1.3,46300,0.1,0.5,0.5,3,267,3610,13700,29.3,1.6,86400,1.8,0.8,0.7,0.5,1,0.2,0.5,0.3,7,0,0,0,0,1,4,"45.6136039672","-73.6000245598",296998.791,5052638.50999999
"MON-4.0","Ruisseau De Montigny","Anjou","Rue Bombardier","Près de l'intersection du boul. Galerie D'Anjou et de la rue Bombardier.","R","R","MON-4.0   Rue Bombardier",2024-07-30T11:01:29,,"         26.8",192,8.8,"=",310,"         15.17","        130.00",17.8,124,30,,0.1,61,0.8,32,1.3,38700,0.1,0.3,0.3,1.8,246,2760,10300,29.8,1.1,46900,1.5,0.5,0.7,0.5,1,0.2,0.4,0.3,7,0,0,0,0,1,4,"45.6069163251","-73.5883539648",297908.196,5051894.21999999
"MON-i","Ruisseau De Montigny","Anjou","INDUSTRIEL ANJOU","350m au sud-est de l'inters. Renaude-Lapointe et du boul. Henri-Bourassa","R","R","MON-i   INDUSTRIEL ANJOU",2024-07-30T11:27:37,,"         26.1",658,8.7,"=",1600,"         16.20","        130.00",7.2,63,30,,0.1,49,0.7,30,1.3,38900,0.1,0.3,0.5,3,155,3340,12800,21.4,1.5,80200,1.4,2.5,0.6,0.5,1,0.2,0.4,0.3,7,0,0,0,0,1,4,"45.6104555834","-73.5967252571",297255.692,5052288.29999998
"PAP-golf","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","P-N de la Pointe-aux-Prairies","Parc-nature de la Ponte-aux-Prairies, secteur rivière des Prairies, branche en provenance du Golf de Montréal.","R","R","PAP-golf   P-N de la Pointe-aux-Prairies",2024-07-30T13:29:06,,"         25.2",345,7.5,"=",380,"          5.34","         65.00",5.7,179,340,,0.1,160,3.7,24,1.3,37400,0.1,0.5,0.5,1.4,1340,2120,14700,517,1,16600,1.4,0.2,0.5,0.5,1,0.2,0.7,0.7,7,0,0,0,0,1,4,"45.685539048","-73.5217702047",303104.25,5060628.25999999
