ID,Source_enquete,Q1_type_repondant,Q2_Frequence_visite_portail,Q3_Cheminent_vers_portail,Q4_1_visite_portail_Consulter_nouvelles_DO_QC,Q4_11 _visite_portail_Consulter_nouvelles_DO_MTL,Q4_12_visite_portail_Consulter_nouvelles_DO_villeQC,Q4_13_visite_portail_Consulter_nouvelles_DO_Sherbrooke,Q4_2_visite_portail_Decouvrir_donnees_dispo,Q4_3_visite_portail_Telecharger_jeux_de_DO,Q4_4_visite_portail_MAJ_jeux_de_DO_vous_disposez_deja,Q4_5_visite_portail_Decouvrir_apps_dispo,Q4_6_visite_portail_Telecharger_Installer_Apps,Q4_7_visite_portail_Faire_demande_jeux_de_donnees,Q4_8_visite_portail_Communiquer_avec_equipe_DO_du_portail,Q4_9_visite_portail_autre,Q4_10_visite_portail_NeSaisPas,Q5_1_Decouverte_portail_Communique_Presse,Q5_2_Decouverte_portail_Communication_medias_sociaux,Q5_3_Decouverte_portail_Annonce_medias_traditionnels,Q5_4_Decouverte_portail_SiteInternet_gouvQC,Q5_12_Decouverte_portail_SiteInternet_MTL,Q5_13_Decouverte_portail_SiteInternet_villeQC,Q5_14_Decouverte_portail_SiteInternet_Sherbrooke,Q5_5_Decouverte_portail_Recommandation_entourage,Q5_6_Decouverte_portail_Recherche_web,Q5_7_Decouverte_portail_Hackathon,Q5_8_Decouverte_portail_EvenementPublic,Q5_9_Decouverte_portail_Evenement_communaute_numerique,Q5_10_Decouverte_portail_Autre,Q5_11_Decouverte_portail_NeSaisPas,Q6_1_Frequence_activites_Consulter_nouvelles_DO_au_QC,Q6_2_Frequence_activites-Decouvrir_donnees_dispo,Q6_3_Frequence_activites_Telecharger_jeux_de_DO,Q6_4_Frequence_activites_MAJ_jeux_de_donnees_disposez_deja,Q6_5_Frequence_activites_Decouvrir_apps_dispo,Q6_6_Frequence_activites_Telecharger_Installer_apps,Q6_7_Frequence_activites_Faire_demandes_de_jeux_de_donnees,Q6_8_Frequence_activites_Communiquer_avec_equipe_DO,Q7_Nbre_jeux_de_donnees_telecharges_a_ce_jour,Q8_1_Usages_Developpement_apps_ou_solutions,Q8_2_Usages_Utilisation_personnelle,Q8_3_Usages_Recherche_universitaire,Q8_4_Usages_Utilisation_journalistique,Q8_5_Usages_Utilisation_professionnelle_travail,Q8_6_Usages_Autre,Q8_7_Usages_Aucun,Q8_8_Usages_NeSaisPas,Q9_Revenus_generes_utilisation_jeux_donnees_telecharges,Q10_1_Niveau_satisfaction_Nbre_jeux_donnees_dispo,Q10_2_Niveau_satisfaction_Themes_jeux_donnees,Q10_3_Niveau_satisfaction_Facilite_trouver_jeux_donnees,Q10_4_Niveau_satisfaction_MAJ_jeux_donnees,Q10_5_Niveau_satisfaction_caractere_exhaustif_jeux_donnees,Q10_6_Niveau_satisfaction_pertinence_jeux_donnees,Q10_7_Niveau_satisfaction_fiabilite_jeux_donnees,Q10_8_Niveau_satisfaction_choix_formtats_jeux_donnees,Q10_9_Niveau_satisfaction_capacite_a_exploiter_jeux_donnees,Q10_10_Niveau_satisfaction_niveau_detail_jeux_granulite,Q10_11_Niveau_satisfaction_conditions_utilisation_jeux_licence,Q10_12_Niveau_satisfaction_infos_avec_jeux_metadonnees,Q11_1_Autres_portails_visites_portail_DO_municipalites_du_QC,Q11_2_Autres_portails_visites_Portail_DO_municipalites_horsQC,Q11_3_Autres_portails_visites_portail_DO_gouvCanada,Q11_4_Autres_portails_visites_Autre,Q11_5_Autres_portails_visites_Aucun,Q11_6_Autres_portails_visites_NeSaisPas,Q12_Participation_evenements,Q13_Genre,Q14_Age,Q15_Region_administrative,Q16_Diplome,PORTAIL_utilisateurs 
62,Portail commun,Employé(e) d’un ministère ou d’un organisme du gouvernement du Québec,Je le visite à l’occasion seulement (quelques fois par année),En entrant directement l’adresse du portail dans le navigateur,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Jamais,Très régulièrement,Assez régulièrement,Jamais,Jamais,Jamais,Jamais,Jamais,1 seul jeu de données,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,,4,4,3,5,4,3,6,4,5,5,6,5,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non,Un homme,25-34 ans,Outaouais,Baccalauréat,Portail commun du gouvernement
63,Portail commun,Employé(e) d’un ministère ou d’un organisme du gouvernement du Québec,Je le visite à l’occasion seulement (quelques fois par année),"À la suite d’une recherche sur un moteur de recherche (ex. : Google, Yahoo, Bing)",Oui,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Oui,Oui,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,À l'occasion,À l'occasion,À l'occasion,À l'occasion,Assez régulièrement,À l'occasion,Jamais,Jamais,De 2 à 5 jeux de données,Oui,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non,1,1,1,1,1,1,3,1,3,1,3,1,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non,Un homme,45-54 ans,Capitale-Nationale,Maîtrise,Portail commun du gouvernement
64,Portail commun,Employé(e) d’un ministère ou d’un organisme du gouvernement du Québec,Je le visite à l’occasion seulement (quelques fois par année),"À la suite d’une recherche sur un moteur de recherche (ex. : Google, Yahoo, Bing)",Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Jamais,Jamais,À l'occasion,Jamais,À l'occasion,Jamais,Jamais,Jamais,De 2 à 5 jeux de données,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,,3,3,1,3,3,3,3,3,3,3,5,3,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Oui,Un homme,35-44 ans,Capitale-Nationale,Collégial,Portail commun du gouvernement
65,Portail commun,Employé(e) d’un ministère ou d’un organisme du gouvernement du Québec,Je le visite assez régulièrement (au moins une fois par mois),Depuis le site Internet d’un ministère ou d’un organisme du gouvernement du Québec,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Assez régulièrement,Assez régulièrement,À l'occasion,Assez régulièrement,À l'occasion,Jamais,Jamais,À l'occasion,De 2 à 5 jeux de données,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,,4,4,6,4,5,5,6,7,6,5,6,5,Oui,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non,Un homme,35-44 ans,Estrie,Maîtrise,Portail commun du gouvernement
66,Portail commun,Journaliste,Je le visite à l’occasion seulement (quelques fois par année),En entrant directement l’adresse du portail dans le navigateur,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,À l'occasion,À l'occasion,À l'occasion,Jamais,Jamais,Jamais,À l'occasion,À l'occasion,De 6 à 10 jeux de données,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,,2,2,5,1,1,3,4,5,5,2,2,4,Oui,Oui,Oui,Oui,Non sélectionné,Non sélectionné,Oui,Un homme,35-44 ans,Montréal,Baccalauréat,Portail commun du gouvernement
67,Portail commun,Employé(e) d’un ministère ou d’un organisme du gouvernement du Québec,Je le visite très régulièrement (plusieurs fois par mois),À partir de mes favoris de navigation,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Très régulièrement,Très régulièrement,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Aucun jeu de données,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non,Un homme,45-54 ans,Capitale-Nationale,Certificat ou autre diplôme universitaire,Portail commun du gouvernement
68,Portail commun,Développeur(e),Je le visite à l’occasion seulement (quelques fois par année),À partir de mes favoris de navigation,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,À l'occasion,À l'occasion,À l'occasion,Jamais,Jamais,Jamais,À l'occasion,À l'occasion,1 seul jeu de données,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,,5,5,5,5,5,5,5,6,1,4,1,5,Oui,Non sélectionné,Oui,Oui,Non sélectionné,Non sélectionné,Oui,Un homme,65-74 ans,Je préfère ne pas répondre,Baccalauréat,Portail commun du gouvernement
69,Portail commun,Citoyen(ne),C’est la première fois que je visite ce portail,Depuis le site Internet d’un ministère ou d’un organisme du gouvernement du Québec,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,À l'occasion,À l'occasion,Je ne sais pas,Je ne sais pas,À l'occasion,Jamais,Je ne sais pas,Je ne sais pas,Je ne sais pas,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non,Un homme,65-74 ans,Laurentides,Certificat ou autre diplôme universitaire,Portail commun du gouvernement
70,Portail commun,Employé(e) d’un ministère ou d’un organisme du gouvernement du Québec,Je le visite à l’occasion seulement (quelques fois par année),"À la suite d’une recherche sur un moteur de recherche (ex. : Google, Yahoo, Bing)",Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,À l'occasion,À l'occasion,À l'occasion,Jamais,À l'occasion,Jamais,Jamais,Jamais,De 2 à 5 jeux de données,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,,4,6,6,6,5,5,6,6,6,Je ne sais pas,Je ne sais pas,5,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non,Un homme,55-64 ans,Capitale-Nationale,Baccalauréat,Portail commun du gouvernement
71,Portail commun,Autre – Spécifiez :,Je le visite assez régulièrement (au moins une fois par mois),Depuis le site Internet d’un ministère ou d’un organisme du gouvernement du Québec,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Assez régulièrement,Assez régulièrement,À l'occasion,À l'occasion,À l'occasion,Jamais,Jamais,Jamais,De 6 à 10 jeux de données,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,,5,2,5,4,5,5,6,7,7,6,6,6,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non,Un homme,55-64 ans,Laurentides,Collégial,Portail commun du gouvernement
72,Portail commun,Chercheur(e),Je le visite assez régulièrement (au moins une fois par mois),"À la suite d’une recherche sur un moteur de recherche (ex. : Google, Yahoo, Bing)",Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Assez régulièrement,Assez régulièrement,À l'occasion,À l'occasion,Assez régulièrement,À l'occasion,À l'occasion,Jamais,De 2 à 5 jeux de données,Oui,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non,5,4,5,4,6,5,6,5,5,5,5,6,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non,Une femme,45-54 ans,Capitale-Nationale,Doctorat,Portail commun du gouvernement
73,Portail commun,Entrepreneur(e),Je le visite à l’occasion seulement (quelques fois par année),"À la suite d’une recherche sur un moteur de recherche (ex. : Google, Yahoo, Bing)",Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Assez régulièrement,Assez régulièrement,Assez régulièrement,Assez régulièrement,À l'occasion,À l'occasion,À l'occasion,À l'occasion,De 6 à 10 jeux de données,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,,4,3,4,4,3,3,5,5,4,5,4,5,Oui,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Un homme,25-34 ans,Montréal,Maîtrise,Portail commun du gouvernement
74,Portail commun,"Représentant(e) d’une association, d’un organisme sans but lucratif ou d’une collectivité",C’est la première fois que je visite ce portail,"À la suite d’une recherche sur un moteur de recherche (ex. : Google, Yahoo, Bing)",Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,À l'occasion,À l'occasion,À l'occasion,À l'occasion,À l'occasion,À l'occasion,À l'occasion,Jamais,De 2 à 5 jeux de données,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,,6,6,6,5,Je ne sais pas,6,Je ne sais pas,1,1,Je ne sais pas,Je ne sais pas,Je ne sais pas,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non,Une femme,25-34 ans,Montérégie,Certificat ou autre diplôme universitaire,Portail commun du gouvernement
75,Portail commun,Autre – Spécifiez :,C’est la première fois que je visite ce portail,Autre – Spécifiez :,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,À l'occasion,Je ne sais pas,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Aucun jeu de données,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non,Un homme,25-34 ans,Ailleurs – Spécifiez :,Certificat ou autre diplôme universitaire,Portail commun du gouvernement
76,Portail commun,Citoyen(ne),C’est la première fois que je visite ce portail,Depuis les médias sociaux d’un contact,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Aucun jeu de données,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non,Un homme,35-44 ans,Montérégie,Maîtrise,Portail commun du gouvernement
77,Portail commun,Entrepreneur(e),C’est la première fois que je visite ce portail,Depuis les médias sociaux d’un groupe ou d’une page – Spécifiez :,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,À l'occasion,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Aucun jeu de données,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Oui,Un homme,55-64 ans,Capitale-Nationale,Maîtrise,Portail commun du gouvernement
78,Portail commun,Autre – Spécifiez :,Je le visite à l’occasion seulement (quelques fois par année),"À la suite d’une recherche sur un moteur de recherche (ex. : Google, Yahoo, Bing)",Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Oui,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Oui,Non sélectionné,Non sélectionné,À l'occasion,À l'occasion,À l'occasion,À l'occasion,Jamais,Jamais,Jamais,Jamais,De 2 à 5 jeux de données,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non sélectionné,Non sélectionné,Non sélectionné,,5,5,6,Je ne sais pas,6,6,7,7,7,7,7,7,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Non sélectionné,Oui,Non,Une femme,25-34 ans,Capitale-Nationale,Maîtrise,Portail commun du gouvernement
