IDE_STRCT,No structure,Nom route,Nom obstacle,Groupe,Centre de services,Année de construction,Type structure,Charg. conception,Affichage sur place,Statut,Responsablilté de gestion,Role VM Inspection,ICG,Catégorie ICG,Date Insp. Générale Fermee,Superficie du tablier,Superficie du mur,latitude,longitude,X,Y
202054,81-03250,Boulevard de l'Acadie Sud et bret. A,Autoroute 40 Est,,24 - Arrondissement Ahuntsic-Cartierville,2003,Pont à poutres en acier,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,"99,92",4,2016/09/22,1928,,45.5304823332327,-73.6494888596589,293124,5043407
202055,81-03251,Triangle Acadie Ouest,Autoroute 40 Est,,24 - Arrondissement Ahuntsic-Cartierville,2003,Pont à poutres en acier,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2016/09/22,189,,45.5302266756934,-73.6490152066981,293161,5043379
6030308,81-03252A,Rue Fairway,Chemin de fer CP,"P.S. Rue Fairway / CP, à l'Est de croissant Brandon",17 - Arrondissement Lachine,1992,"Pont à pout. béton précont., préfabr.",17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,34",4,2016/07/19,833,,45.4540895253408,-73.7038908503989,288853,5034927
6041683,81-03252B,"Rue Fairway, côté Nord",,,17 - Arrondissement Lachine,1992,Mur,,,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,"99,48",4,2016/07/19,,933,45.4540016942324,-73.7056705812406,288714,5034917
6052600,81-03253A,Chemin de la Côte-de-Liesse direction Ouest,chemin Devonshire ,"P.S. Ch. de la Côte-de-Liesse / Authier, CN et Devonshire",15 - Arrondissement Saint-Laurent,1960,Pont à dalle évidée en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"72,33",3,2015/12/09,2453,,45.4990430510905,-73.6718976177627,291366,5039917
6011790,81-03253B,"Chemin de la Côte-de-Liesse, direction Ouest",Cours du MTMDET,,15 - Arrondissement Saint-Laurent,1960,Pont à dalle évidée en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"69,99",3,2017/10/05,1957,,45.4965347533695,-73.6752587280755,291103,5039639
6011802,81-03302,pont Jacques-Bizard ,Rivière des Prairies,,06 - Arrondissement L'Île-Bizard-Sainte-Geneviève,1966,Pont à poutres en acier,13-H20-S16,Charges légales,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"52,25",3,2015/05/10,3664,,45.4871810928525,-73.8675843047364,276067,5038650
6029158,81-03303,rue Louis-Roch ,Rivière-des-Prairies,,06 - Arrondissement L'Île-Bizard-Sainte-Geneviève,1969,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"96,44",4,2017/08/08,85,,45.4838111016679,-73.8781702070248,275237,5038279
6011805,81-03304,rue Louis-Roch ,Rivière des Prairies,,06 - Arrondissement L'Île-Bizard-Sainte-Geneviève,1992,Pont à poutres en acier,15-MS200,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"83,45",4,2017/08/08,47,,45.4837899608583,-73.877850724883,275262,5038277
6057303,81-03305,Chemin de l'Anse-à-l'Orme,Ruisseau  à l'Orme,,13 - Arrondissement Pierrefonds-Roxboro,1950,Ponceau rectang. en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Municipalité ,Inspections annuelle et générale par la Ville Montréal,"97,67",4,2017/07/19,,,45.4446890731143,-73.9161056484666,272249,5033946
6036117,81-03308,chemin du Musée ,Canal Lachine,,17 - Arrondissement Lachine,1986,Pont à poutres en acier,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,231,,45.4319005516085,-73.66628877719,291789,5032454
6011808,81-03309,chemin des Iroquois ,Canal Lachine,,17 - Arrondissement Lachine,1999,Pont acier-bois,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,88",4,2016/08/19,197,,45.4303627936863,-73.6687283936795,291598,5032284
6042182,81-03310,7ième avenue,Accès au Parc Monk,,17 - Arrondissement Lachine,1900,Pont acier-bois,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"49,71",3,2017/05/10,48,,45.4313292567979,-73.6705593806237,291455,5032391
6041914,81-03311,12ième avenue,Canal Lachine,,17 - Arrondissement Lachine,1900,Pont acier-bois,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,30,2,2017/05/10,43,,45.4315641836508,-73.6752840452803,291085,5032418
6041919,81-03312,15ième avenue,Accès au Parc Promenade Père Marquette,,17 - Arrondissement Lachine,1800,Pont acier-bois,98-Autre,Tonnage réduit,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"95,04",4,2017/05/11,87,,45.4316886488341,-73.6774800328123,290913,5032433
6041922,81-03313,18ième avenue,Canal Lachine,,17 - Arrondissement Lachine,1900,Pont acier-bois,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"53,34",3,2016/08/19,104,,45.4327349533711,-73.6807795707373,290655,5032549
6036120,81-03314,Rue de l'Île Barwick,Rivière des Prairies,,13 - Arrondissement Pierrefonds-Roxboro,1968,"Pont à pout. béton précont., préfabr.",99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"89,64",4,2017/08/22,198,,45.5064046257962,-73.8564458711927,276947,5040782
6013182,81-03315,Boulevard Pitfield  direction Nord,Ruisseau Bertrand,,13 - Arrondissement Pierrefonds-Roxboro,1975,Pont à dalle pleine en béton armé,14-H25-S20,Charges légales,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"66,68",3,2016/06/21,494,,45.5070466567268,-73.7593818813713,284532,5040824
6015561,81-03316,Boulevard Pitfield direction Sud,Ruisseau Bertrand,,13 - Arrondissement Pierrefonds-Roxboro,1975,Pont à dalle pleine en béton armé,14-H25-S20,Charges légales,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"65,54",3,2016/06/21,579,,45.5064613211287,-73.760243159812,284464,5040760
6061801,81-03404,CN,Rue des Érables,,17 - Arrondissement Lachine,1959,Ponceau rectang. en béton armé,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,100,4,2015/11/24,,,45.4471461369216,-73.6499831059643,293068,5034146
6023361,81-03405,Autoroute 20 direction Ouest, Accès gare Lachine,,17 - Arrondissement Lachine,1965,Ponceau rectang. en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"98,91",4,2015/11/24,,,45.4482298220233,-73.7110585002909,288291,5034277
6007841,81-03516,boulevard Saint-Joseph ,,,17 - Arrondissement Lachine,1800,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"49,38",3,2016/08/19,,615,45.4315681411438,-73.6748492873658,291119,5032419
6041685,81-03517,"Boul. St-Joseph, côté Sud",,,17 - Arrondissement Lachine,1800,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,72,45.4360157548671,-73.7095211300476,288407,5032919
6069087,81-03519,"Voie de service Nord, dir. Ouest, côté Sud",,,24 - Arrondissement Ahuntsic-Cartierville,2003,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/09/26,,402,45.5292172454898,-73.6505948775186,293037,5043267
6069097,81-03520,"Voie de service Nord, dir. Ouest, côté Nord",,,24 - Arrondissement Ahuntsic-Cartierville,2003,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/09/26,,234,45.5300985729951,-73.6497669839359,293102,5043364
6069099,81-03521,"Voie de service Nord, dir. Ouest, côté Nord",,,24 - Arrondissement Ahuntsic-Cartierville,2002,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/09/22,,978,45.5309653799632,-73.6492339679888,293144,5043461
6069103,81-03522,"Voie de service Nord, dir. Ouest, côté Nord",,,24 - Arrondissement Ahuntsic-Cartierville,2002,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,32",4,2016/09/27,,345,45.5319356219229,-73.6483142476407,293216,5043568
6069112,81-03523,"Sortie de l'Acadie Nord, dir. Ouest, côté Sud",,,24 - Arrondissement Ahuntsic-Cartierville,2002,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/09/26,,221,45.5307832883174,-73.6490590330957,293157,5043440
6069115,81-03524,"Sortie de l'Acadie Nord, dir. Ouest, côté Nord",,,24 - Arrondissement Ahuntsic-Cartierville,2002,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"92,58",4,2016/09/26,,494,45.5309098741999,-73.6491072291368,293154,5043455
6041935,81-03705,Route verte axe 5 au niveau de la 6ème avenue,Canal Lachine,,17 - Arrondissement Lachine,1950,"Pont de type Pony-Warren, en acier",99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"56,95",3,2017/05/10,41,,45.4313452397205,-73.6696129727442,291529,5032393
6041938,81-03707,21e avenue,Canal Lachine,,17 - Arrondissement Lachine,1870,"Pont à tablier inférieur, en acier",99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,13",4,2017/05/11,97,,45.432598041302,-73.6837359819726,290424,5032535
6059184,81-03903,"Quai, boul. St-Joseph, côté Sud",,,17 - Arrondissement Lachine,1907,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,81",4,2017/08/07,,1926,45.4322051816758,-73.694995402608,289543,5032493
202349,81-05002,chemin de la Côte-Saint-Antoine ,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1966,"Pont à pout. béton préc., coul. place",99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2017/09/28,1136,,45.4749221387973,-73.6145072384398,295847,5037228
202361,81-05003,chemin de la Côte-Sainte-Catherine ,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1966,Pont à poutres en acier,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2017/09/28,956,,45.4873583833924,-73.6374159099488,294059,5038613
202358,81-05005,boulevard Édouard-Montpetit ,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1966,Pont à poutres en acier,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2017/09/28,810,,45.4860080683766,-73.6343900852471,294295,5038463
202376,81-05006,Rue Ferrier,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1966,"Pont à pout. béton précont., préfabr.",99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015/09/28,1049,,45.4973857784006,-73.6579470938441,292456,5039730
202357,81-05007,Rue Isabella,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1966,"Pont à pout. béton précont., préfabr.",17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015/09/28,682,,45.4850928679967,-73.6323775769444,294452,5038361
202371,81-05008,Rue Jean-Talon Ouest,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1966,Pont à poutres en acier,14-H25-S20,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015/09/28,1394,,45.4943591347243,-73.6531683738023,292829,5039393
202373,81-05009,Rue des Jockeys,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1966,"Pont à pout. béton précont., préfabr.",99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015/09/28,616,,45.4946885172773,-73.6536212688951,292793,5039430
202367,81-05010,Virage en U voie de Service CP,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1966,Pont à poutres en acier,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015/10/05,821,,45.4929199997389,-73.6502079146526,293060,5039233
202274,81-05011,Boulevard de Maisonneuve,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1966,"Pont à pout. béton précont., préfabr.",99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015/10/01,1162,,45.471731002059,-73.6074595421702,296398,5036873
202350,81-05013,Avenue Notre-Dame-de-Grâce,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1965,"Port. béton armé, ss remblai",99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015/11/12,7928,,45.4764037679351,-73.617183340126,295638,5037393
202374,81-05014,Rue Paré,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1966,Pont à poutres en acier,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,"99,95",4,2015/10/01,861,,45.4959721440737,-73.6556128925031,292638,5039573
202364,81-05015,avenue Plamondon ,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1966,"Pont à pout. béton précont., préfabr.",99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2017/09/28,669,,45.490918579484,-73.6453798060285,293437,5039010
202356,81-05016,chemin Queen-Mary ,autoroute 15 ,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1966,Pont à poutres en acier,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2017/09/28,1327,,45.4836406736842,-73.629124134612,294706,5038199
202377,81-05017,Avenue Royalmount/Rue de la Savane,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1966,Pont à poutres en acier,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015/10/05,1411,,45.4989445455335,-73.6603803649557,292266,5039904
202343,81-05019,Route 138,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1966,Pont à poutres en acier,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015/10/01,1362,,45.4732019545301,-73.6107240824977,296143,5037037
202355,81-05020,Rue Snowdon,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1966,Pont à poutres en acier,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015/10/01,616,,45.4826141696487,-73.6268457865497,294884,5038084
202363,81-05021,avenue Van Horne ,autoroute 15 ,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1966,Pont à poutres en acier,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2017/09/28,712,,45.4895221099883,-73.6422395349099,293682,5038854
202365,81-05022,rue Vézina ,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1966,Pont à dalle évidée en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2017/09/28,749,,45.4919832897884,-73.6478754726232,293242,5039128
202525,81-05024,Rue Hôtel-de-Ville,Autoroute 720,,20 - Arrondissement Ville-Marie,1972,"Pont à pout. béton précont., préfabr.",99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,1257,,45.5091652207722,-73.5565709758336,300380,5041029
202526,81-05026,boulevard Saint-Laurent ,autoroute 720 ,,20 - Arrondissement Ville-Marie,1972,"Pont à pout. béton précont., préfabr.",99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,"99,84",4,2017/10/16,1069,,45.5073235940928,-73.5582822410923,300246,5040824
202527,81-05027,rue Saint-Urbain ,autoroute 720 ,,20 - Arrondissement Ville-Marie,1972,"Pont à pout. béton précont., préfabr.",99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2017/10/16,1152,,45.5062295642064,-73.559321467817,300165,5040703
6080101,81-05029A,Rue Berri,,,20 - Arrondissement Ville-Marie,1895,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"96,33",4,2017/09/12,,405,45.5111848381105,-73.5511460001387,300804,5041253
