"Date_reception_demande","Mode_recep_demande","TypePlainte","GroupeAge","sexe","Minorite_visible","Origine_ethnique","Autochtone","Source","Acheminement_Demandeur","NbrePers","Ev_arrondissement","Ev_arrond2","Ev_arrond3","Ev_arrond4","Vc","Ev_service","Ev_service2","Ev_paramunicipal","Autre_entite","Categorie","Categorie2","Categorie3","Charte_vieD","Charte_vieD2","Charte_vieD3","Charte_vieES","Charte_vieES2","Charte_vieES3","Charte_Cult","Charte_Cult2","Charte_Cult3","Charte_ActP","Charte_ActP2","Charte_ActP3","Charte_Env","Charte_Env2","Charte_Env3","Charte_Sec","Charte_Sec2","Charte_Sec3","Charte_ServMun","Charte_ServMun2","Charte_ServMun3","DelaiReponse","resultat_enquete","mode_reponse","Date_fermeture","DelaiTraitement",,,
"2017-01-19","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage matériel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2017-01-19",1,,,
"2017-01-19","Téléphone","individu","26 à 40 ans","FEMME","Arabe","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,"Montréal-Nord",,,,,,,,,"Services aux citoyens - Autre ou combinaison",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-01-19",1,,,
"2017-01-19","En personne","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Autre différend privé","En personne","2017-01-19",1,,,
"2017-01-20","OdM","OdM","OdM","OdM","OdM","OdM","False","OdM","Demandeur / Mandataire",1,"Verdun",,,,,,,,,"Animal",,,,,,,,,,,,,,,,,,,,,,,,,"Non fondée","Courriel","2017-01-26",5,,,
"2017-01-19","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Police - ******Section des agents de stationnement",,,,"Constat - Stationnement",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-01-19",1,,,
"2017-01-18","Courriel","individu","41 à 50 ans","HOMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",1,,,,,,"Eau - Toutes directions confondues",,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2017-01-20",3,,,
"2017-01-20","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,"Conseil de la ville",,,,,"Animal",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. CE/CM/CA/Comité (Art. 11-1) (pas CMDR)","Téléphone","2017-01-20",1,,,
"2017-01-20","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Rosemont--La Petite-Patrie",,,,,,,,,"Nuisance - Circulation",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-01-20",1,,,
"2017-01-20","Téléphone","individu","Inconnu","FEMME","Noir","Congolais","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Jugement (autre que Cour municipale de Montréal)","Téléphone","2017-01-20",1,,,
"2017-01-20","En personne","individu","51 à 64 ans","HOMME","Noir","Pays inconnu","False","Fonctionnaire","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage matériel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","En personne","2017-01-20",1,,,
"2017-01-20","Poste","individu","65 ans et +","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Le Plateau-Mont-Royal",,,,,,,,,"Stationnement municipal et sur rue/Vignette/Débarcadère",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-01-20",1,,,
"2017-01-20","Courriel","individu","Inconnu","HOMME","Arabe","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Autre différend privé","Courriel","2017-01-20",1,,,
"2017-01-20","Téléphone","individu","Inconnu","FEMME","NON","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Téléphone","2017-01-23",2,,,
"2017-01-23","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Concertation des arrondissements  - Toutes directions confondues",,,,"Animal",,,,,,,,,,,,,,,,,,,,,,,,,"Non fondée","Courriel","2017-01-27",5,,,
"2017-01-23","Courriel","personne morale","PM","PM","PM","PM","False","Ancien demandeur","Demandeur / Mandataire",4,"Le Sud-Ouest",,,,,,,,,"Nuisance - Circulation","Charte - environnement"," developpement durable",,,,,,,,,,,,,,"Prendre des mesures visant à limiter les nuisances abusives issues de la circulation",,,,,,,,,,"Non fondée","Lettre","2018-01-03",233,,
"2017-01-20","En personne","individu","51 à 64 ans","HOMME","NON","Grec","False","B.A.M","Demandeur / Mandataire",1,"Côte-des-Neiges--Notre-Dame-de-Grâce",,,,,,,,,"Immeuble - Salubrité - Autre ou Combinaison",,,,,,,,,,,,,,,,,,,,,,,,,"Non fondée","Lettre","2017-07-04",113,,,
"2017-01-23","Téléphone","individu","18 à 25 ans","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,"Société de transport de Montréal (STM)",,"Constat - Autre que stationnement",,,,,,,,,,,,,,,,,,,,,,,,,"STM (Art. 11-5)","Téléphone","2017-01-23",1,,,
"2017-01-24","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Éducation","Téléphone","2017-01-24",1,,,
"2017-01-24","Téléphone","individu","Inconnu","HOMME","Inconnu","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,"Ahuntsic-Cartierville",,,,,,,,,"TP - Déneigement",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-01-24",1,,,
"2017-01-23","Courriel","individu","18 à 25 ans","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,"Conseil de la ville",,,,,"Animal",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. CE/CM/CA/Comité (Art. 11-1) (pas CMDR)","Courriel","2017-01-25",3,,,
"2017-01-24","Courriel","personne morale","PM","PM","PM","PM","False","Fonctionnaire","Demandeur / Mandataire",1,"Le Plateau-Mont-Royal",,,,,,,,,"TP - Compostage/Déchets/Recyclage",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl",,"2017-01-26",3,,,
"2017-01-25","Téléphone","individu","65 ans et +","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"*** Entité mun. sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Autre municipalité","Téléphone","2017-01-25",1,,,
"2017-01-25","OdM","OdM","OdM","OdM","OdM","OdM","False","OdM","Demandeur / Mandataire",1,"Ahuntsic-Cartierville",,,,,,,,,"Immeuble - Salubrité - Autre ou Combinaison","Charte - vie économique et sociale",,,,,"Prendre des mesures afin que les logements soient conformes aux normes de salubrité lorsque la santé et la sécurité sont mises en cause",,,,,,,,,,,,,,,,,,,"Non fondée","Lettre","2017-11-17",206,,,
"2017-01-25","Téléphone","individu","Inconnu","Inconnu","Inconnu","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Services bancaires/financiers/assurances","Téléphone","2017-01-25",1,,,
"2017-01-25","Téléphone","individu","Inconnu","HOMME","Noir","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage matériel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-01-25",1,,,
"2017-01-26","Téléphone","individu","Inconnu","FEMME","Inconnu","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Téléphone","2017-01-26",1,,,
"2017-01-26","Téléphone","individu","Inconnu","HOMME","NON","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,"Côte-des-Neiges--Notre-Dame-de-Grâce",,,,,,,,,"Services aux citoyens - Courtoisie/Comportement",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-01-26",1,,,
"2017-01-26","Téléphone","individu","65 ans et +","HOMME","NON","Canadien","False","Élu municipal","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage corporel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-01-26",1,,,
"2017-01-26","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"*** Entité mun. sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Autre municipalité","Téléphone","2017-01-26",1,,,
"2017-01-30","Téléphone","individu","Inconnu","FEMME","Inconnu","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Mercier--Hochelaga-Maisonneuve",,,,,,,,,"Services aux citoyens - Communication/Informations",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-01-30",1,,,
"2017-01-26","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Rosemont--La Petite-Patrie",,,,,,,,,"ZU - Permis - Autre",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-01-26",1,,,
"2017-01-26","Courriel","individu","65 ans et +","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Outremont",,,,,,,,,"Domaine public - Occupation",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2017-01-26",1,,,
"2017-01-11","OdM","OdM","OdM","OdM","OdM","OdM","False","OdM","Demandeur / Mandataire",10,"X-Tous les arrondissements",,,,,"Concertation des arrondissements  - Toutes directions confondues",,,,"Animal",,,,,,,,,,,,,,,,,,,,,,,,,"Fondée - Réglée","Lettre","2017-10-27",201,,,
"2017-01-12","Téléphone","individu","51 à 64 ans","FEMME","NON","Canadien","False","Connaissances générales","Demandeur / Mandataire",1,,,,,"Conseil de la ville",,,,,"Animal",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. CE/CM/CA/Comité (Art. 11-1) (pas CMDR)","Courriel","2017-01-12",1,,,
"2017-01-26","Courriel","individu","51 à 64 ans","HOMME","NON","Français","False","Télévision","Demandeur / Mandataire",1,"Rosemont--La Petite-Patrie",,,,,,"Police - ******Direction des opérations",,,"Piste cyclable / Vélo",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2017-01-27",2,,,
"2017-01-27","Téléphone","individu","65 ans et +","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,"Office municipal d'habitation de Montréal (OMHM)",,"Logement social/abordable - Accès",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2017-01-27",1,,,
"2017-01-27","Téléphone","individu","Inconnu","FEMME","Inconnu","Pays inconnu","False","Fonctionnaire","Demandeur / Mandataire",1,"Rivière-des-Prairies--Pointe-aux-Trembles",,,,,,,,,"Fourrière",,,,,,,,,,,,,,,,,,,,,,,,,"Désistement","Téléphone","2017-01-30",2,,,
"2017-01-27","Poste","individu","26 à 40 ans","FEMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",2,"Verdun",,,,,,,,,"Nuisance - Bruit","Charte - environnement"," developpement durable",,,,,,,,,,,,,,"Prendre des mesures visant à limiter les nuisances abusives issues du bruit",,,,,,,,,,"Non fondée","Lettre","2017-03-07",28,,
"2017-01-27","Poste","individu","26 à 40 ans","FEMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",2,"Verdun",,,,,,,,,"ZU - Permis - Autre",,,,,,,,,,,,,,,,,,,,,,,,,"Non fondée",,"2017-03-07",28,,,
"2017-01-27","Téléphone","individu","Inconnu","HOMME","Asie du Sud (tamouls, pakis, hindous)","Indien de l'Inde","False","Fonctionnaire","Demandeur / Mandataire",1,"Ahuntsic-Cartierville",,,,,,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-01-27",1,
"2017-01-30","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",1,"Le Plateau-Mont-Royal",,,,,,,,,"Accès à l'information",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2017-01-30",1,,,
"2017-01-30","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Parent ou ami","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Relations locataire/propriétaire","Téléphone","2017-01-30",1,,,
"2017-01-26","Téléphone","individu","Inconnu","HOMME","NON","Ne sait pas","False","Ancien demandeur","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Services aux citoyens - Communication/Informations",,,,,,,,,,,,,,,,,,,,,,,,,"Désistement","Téléphone","2017-01-30",3,,,
"2017-01-30","Téléphone","individu","Inconnu","FEMME","NON","Français","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Police - ******Direction des opérations",,,,"Constat - Autre que stationnement",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2017-01-30",1,,,
"2017-01-30","Téléphone","individu","Inconnu","FEMME","NON","Français","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Police - ******Direction des opérations",,,,"Services aux citoyens - Autre ou combinaison",,,,,,,,,,,,,,,,,,,,,,,,,"Agent de la paix (Art. 11-4)","Téléphone","2017-01-30",1,,,
"2017-01-06","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Mercier--Hochelaga-Maisonneuve",,,,,,,,,"Immeuble - Salubrité - Rongeurs",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-01-06",1,,,
"2017-01-30","Courriel","individu","Inconnu","FEMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",1,"Le Plateau-Mont-Royal",,,,,,,,,"Sécurité - Autre qu'incendie",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2017-01-30",1,,,
"2017-01-30","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,"Conseil de la ville",,,,,"Animal",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. CE/CM/CA/Comité (Art. 11-1) (pas CMDR)","Téléphone","2017-01-30",1,,,
"2017-01-30","Courriel","individu","41 à 50 ans","HOMME","NON","Canadien","False","Parent ou ami","Demandeur / Mandataire",1,"Rivière-des-Prairies--Pointe-aux-Trembles",,,,,,,,,"ZU - Autre",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2017-01-31",2,,,
"2017-01-30","Courriel","individu","51 à 64 ans","HOMME","NON","Canadien","False","Internet","Demandeur / Mandataire",1,"Pierrefonds-Roxboro",,,,,,,,,"TP - Déneigement",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2017-01-30",1,,,
"2017-01-31","Téléphone","personne morale","PM","PM","PM","PM","False","Ancien demandeur","Demandeur / Mandataire",1,,,,,,"Finances - Toutes directions confondues",,,,"Taxe foncière/Évaluation",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-02-01",2,,,
"2017-01-31","En personne","individu","51 à 64 ans","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Police - ******Section des agents de stationnement",,,,"Stationnement municipal et sur rue/Vignette/Débarcadère",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","En personne","2017-01-31",1,,,
"2017-01-31","Téléphone","individu","65 ans et +","HOMME","NON","Pays inconnu","False","Internet","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Téléphone","2017-01-31",1,,,
"2017-02-01","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Ressources humaines  - Toutes directions confondues",,,,"Relations de travail",,,,,,,,,,,,,,,,,,,,,,,,,"Relations de travail (Art. 11-2)","Téléphone","2017-02-01",1,,,
"2017-02-01","Courriel","individu","51 à 64 ans","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Santé et services sociaux","Téléphone","2017-02-01",1,,,
"2017-01-31","Courriel","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Constat - Stationnement",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Courriel","2017-02-01",2,,,
"2017-02-01","Téléphone","personne morale","PM","PM","PM","PM","False","Fonctionnaire","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage matériel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Refus d'intervenir (Recours légal - art. 12)","Courriel","2017-02-07",5,,,
"2017-02-01","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Finances - Toutes directions confondues",,,,"Services aux citoyens - Communication/Informations",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-02-01",1,,,
"2017-02-01","Courriel","individu","26 à 40 ans","FEMME","Arabe","Pays inconnu","False","Internet","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Services aux citoyens - Communication/Informations",,,,,,,,,,,,,,,,,,,,,,,,,"Non fondée","Courriel","2017-02-01",1,,,
"2017-02-01","Téléphone","individu","Inconnu","FEMME","Noir","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage matériel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2017-02-01",1,,,
"2017-02-01","Courriel","individu","Inconnu","FEMME","NON","Français","False","Inconnu","Demandeur / Mandataire",1,,,,,"Conseil de la ville",,,,,"Animal",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. CE/CM/CA/Comité (Art. 11-1) (pas CMDR)","Courriel","2017-02-02",2,,,
"2017-02-02","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Rosemont--La Petite-Patrie",,,,,,,,,"Stationnement municipal et sur rue/Vignette/Débarcadère",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-02-02",1,,,
"2017-02-02","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Services aux citoyens - Courtoisie/Comportement",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-02-02",1,,,
"2017-02-02","Courriel","individu","26 à 40 ans","HOMME","Arabe","Libanais","False","Internet","Demandeur / Mandataire",1,"Pierrefonds-Roxboro",,,,,,,,,"ZU - Autre",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2017-02-02",1,,,
"2017-02-02","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles","Police - ******Direction des opérations",,,"Dommage matériel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Non fondée","Lettre","2017-05-12",70,,,
"2017-02-02","Téléphone","individu","26 à 40 ans","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Mercier--Hochelaga-Maisonneuve",,,,,,,,,"ZU - Autre",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-02-02",1,,,
"2017-02-02","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement fédéral","Téléphone","2017-02-02",1,,,
"2017-02-02","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Fonctionnaire","Demandeur / Mandataire",1,,,,,,"Ressources humaines  - Toutes directions confondues",,,,"Relations de travail",,,,,,,,,,,,,,,,,,,,,,,,,"Relations de travail (Art. 11-2)","Téléphone","2017-02-02",1,,,
