Date_reception_demande,type_intervention,Ev_arrondissement,Ev_arrond2,Ev_arrond3,Ev_arrond4,Ev_service,Ev_service1,Ev_service2,Ev_service3,Ev_service4,societe_controle_concernee,Autre_entite,Categorie,Engagement_Charte_mtl_droits_respons,Engagement_Charte_mtl_droits_respons2,GroupeAge,Sexe,Origine_ethnique,Minorite_visible,Autochtone
2020-02-04,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-02-04,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Latino-américain,Non
2020-02-04,Refusée sans enquête,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,,,Cour municipale - Frais/Perception (en lien avec jugement),,,51 à 64 ans,HOMME,Canadien,NON,Non
2020-02-04,Enquête approfondie,,,,,Finances - Toutes directions confondues,,,,,,,Services aux citoyens - Délai/Procédure,,,OdM,OdM,OdM,OdM,Non
2020-02-04,Suivi engagement antérieur,Ville-Marie,,,,,,,,,,,Services aux citoyens - Communication/Informations,Charte - services municipaux,,OdM,OdM,OdM,OdM,Non
2020-02-05,Refusée sans enquête,Ville-Marie,,,,,,,,,,,Services aux citoyens - Autre ou combinaison,,,PM,PM,PM,PM,Non
2020-02-05,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,TP - Aqueduc / Égout,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2020-02-05,Refusée sans enquête,Montréal-Nord,,,,,,,,,,,Immeuble - Salubrité - Moisissures,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-02-05,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,NON,Non
2020-02-05,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,Sécurité - Autre qu'incendie,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-05,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,Dommage matériel - Demande de réparation,,,26 à 40 ans,HOMME,Canadien,NON,Non
2020-02-05,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,TP - Circulation/Signalisation,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-05,Refusée sans enquête,,,,,Finances - Toutes directions confondues,,,,,,,Taxe foncière/Évaluation,,,Inconnu,FEMME,Roumain,NON,Non
2020-02-05,Refusée sans enquête,,,,,Habitation - Toutes directions confondues,,,,,,,Subvention - Autre que logement social,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-05,Refusée sans enquête,,,,,,,,,,,Ayant lien avec la Ville,Appel d'offres/Contrat,,,Inconnu,FEMME,Pays inconnu,Latino-américain,Non
2020-02-05,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-05,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,65 ans et +,FEMME,Canadien,NON,Non
2020-02-05,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-02-05,Refusée sans enquête,,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,,Sécurité - Autre qu'incendie,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-05,Refusée sans enquête,,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,,Logement social/abordable - Accès,,,51 à 64 ans,HOMME,Canadien,NON,Non
2020-02-05,Enquête approfondie,Ahuntsic-Cartierville,,,,,,,,,,,ZU - Entrée charretière/Stationnement privé,,,65 ans et +,FEMME,Allemand,NON,Non
2020-02-05,Refusée sans enquête,Anjou,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,,Immeuble - Salubrité - Autre ou Combinaison,,,51 à 64 ans,HOMME,Canadien,NON,Non
2020-02-05,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,Immeuble - Salubrité - Rongeurs,,,51 à 64 ans,HOMME,Canadien,NON,Non
2020-02-05,Refusée sans enquête,,,,,Finances - Toutes directions confondues,,,,,,,Taxe - Autre que foncière,,,PM,PM,PM,PM,Non
2020-02-05,Refusée sans enquête,,,,,Développement économique - Toutes directions confondues,,,,,,,Subvention - Autre que logement social,,,PM,PM,PM,PM,Non
2020-02-05,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,Immeuble - Salubrité - Insectes,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-06,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-02-06,Refusée sans enquête,,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,,Logement social/abordable - Accès,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-06,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-06,Refusée sans enquête,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,,,Cour municipale - Jugement ,,,26 à 40 ans,HOMME,Pays inconnu,Noir,Non
2020-02-07,Enquête approfondie,Verdun,,,,,,,,,,,Animal,Charte - vie économique et sociale,Charte - sécurité,GC,GC,GC,GC,Non
2020-02-07,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,,,,,TP - Déneigement,,,26 à 40 ans,HOMME,Canadien,NON,Non
2020-02-07,Refusée sans enquête,,,,,Police - Toutes direstions confondues,,,,,,,Constat - Stationnement,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2020-02-07,Enquête approfondie,Rosemont--La Petite-Patrie,,,,,,,,,,,Immeuble - Salubrité - Autre ou Combinaison,Charte - vie économique et sociale,,65 ans et +,HOMME,Canadien,NON,Non
2020-02-10,Refusée sans enquête,,,,,Ressources humaines  - Toutes directions confondues,,,,,,,Relations de travail,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2020-02-10,Refusée sans enquête,Anjou,,,,,,,,,,,TP - Déneigement,,,26 à 40 ans,FEMME,Pays inconnu,Inconnu,Non
2020-02-10,Refusée sans enquête,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,,,Constat - Stationnement,,,26 à 40 ans,FEMME,Canadien,NON,Non
2020-02-10,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-10,Refusée sans enquête,Saint-Laurent,,,,,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-10,Refusée sans enquête,,,,,,,,,,,,Animal,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-10,Refusée sans enquête,,,,,,Affaires juridiques - Direction des affaires civiles,,,,,,Dommage matériel - Réclamation monétaire,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-10,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,,,,,TP - Déneigement,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-10,Refusée sans enquête,L'Île-Bizard--Sainte-Geneviève,,,,,,,,,,,TP - Déneigement,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-10,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2020-02-10,Analyse/enquête sommaire,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,,,Constat - Stationnement,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-11,Refusée sans enquête,,,,,Affaires juridiques - Direction des affaires civiles,,,,,,,Dommage matériel - Réclamation monétaire,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-11,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-11,Analyse/enquête sommaire,Rosemont--La Petite-Patrie,,,,,,,,,,,Services aux citoyens - Délai/Procédure,Charte - services municipaux,,Inconnu,HOMME,Pays inconnu,Noir,Non
2020-02-11,Refusée sans enquête,,,,,Sécurité incendie - Toutes directions confondues,,,,,,,Constat - Autre que stationnement,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-11,Refusée sans enquête,,,,,,Sécurité incendie - Toutes directions confondues,,,,,,Sécurité incendie,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-11,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,,,,,TP - Propreté,,,Inconnu,HOMME,Grec,NON,Non
2020-02-11,Refusée sans enquête,LaSalle,,,,,,,,,,,Domaine public - Activité commerciale,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-12,Refusée sans enquête,Ville-Marie,,,,,,,,,,,Arbre,,,26 à 40 ans,HOMME,Canadien,NON,Non
2020-02-12,Refusée sans enquête,,,,,,,,,Société de transport de Montréal (STM),,,Services aux citoyens - Courtoisie/Comportement,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2020-02-12,Refusée sans enquête,Verdun,,,,,,,,,,,TP - Déneigement,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2020-02-12,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,Immeuble - Entretien,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-02-12,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,,,TP - Déneigement,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-13,Refusée sans enquête,X-Tous les arrondissements,,,,,,,,,,,TP - Déneigement,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-13,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,26 à 40 ans,FEMME,Canadien,NON,Non
2020-02-13,Refusée sans enquête,Verdun,,,,,,,,,,,TP - Déneigement,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-13,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,,,TP - Déneigement,,,Inconnu,FEMME,Italien,NON,Non
2020-02-13,Refusée sans enquête,,,,,Affaires juridiques - Direction des affaires civiles,,,,,,,Dommage corporel - Réclamation monétaire,,,41 à 50 ans,FEMME,Canadien,NON,Non
2020-02-13,Enquête approfondie,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,TP - Déneigement,,,41 à 50 ans,FEMME,Canadien,NON,Non
2020-02-13,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,18 à 25 ans,FEMME,Pays inconnu,Inconnu,Non
2020-02-13,Refusée sans enquête,,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,,Relations locataire/propriétaire (VdM et entités liées),,,65 ans et +,HOMME,Canadien,NON,Non
2020-02-13,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,Sécurité - Autre qu'incendie,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-13,Refusée sans enquête,,,,,Concertation des arrondissements  - Toutes directions confondues,,,,,,,Services aux citoyens - Communication/Informations,,,Inconnu,FEMME,Italien,NON,Non
2020-02-13,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,TP - Aqueduc / Égout,,,Inconnu,HOMME,Pays inconnu,NON,Non
2020-02-14,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-14,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,,,,,TP - Compostage/Déchets/Recyclage,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-14,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2020-02-14,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,,,Accès à l'information,,,51 à 64 ans,HOMME,Canadien,NON,Non
2020-02-14,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,65 ans et +,FEMME,Canadien,NON,Non
2020-02-14,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,TP - Déneigement,,,65 ans et +,HOMME,Canadien,NON,Non
2020-02-14,Analyse/enquête sommaire,Montréal-Nord,,,,,,,,,,,Services aux citoyens - Autre ou combinaison,Charte - services municipaux,,PM,PM,PM,PM,Non
2020-02-14,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-14,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,,,,,TP - Compostage/Déchets/Recyclage,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-17,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-17,Refusée sans enquête,,,,,Police - Toutes direstions confondues,,,,,,,Agent de la paix - DAO (excluant comportement),,,Inconnu,HOMME,Italien,NON,Non
2020-02-17,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-17,Refusée sans enquête,Verdun,,,,,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,41 à 50 ans,FEMME,Pays inconnu,Inconnu,Non
2020-02-17,Refusée sans enquête,,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,,Services aux citoyens - Courtoisie/Comportement,,,Inconnu,HOMME,Pays inconnu,Noir,Non
2020-02-17,Refusée sans enquête,,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,,Immeuble - Salubrité - Autre ou Combinaison,,,Inconnu,HOMME,Pays inconnu,Noir,Non
2020-02-17,Analyse/enquête sommaire,,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,,Relations locataire/propriétaire (VdM et entités liées),,,Inconnu,FEMME,Canadien,NON,Non
2020-02-17,Refusée sans enquête,,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,,Immeuble - Salubrité - Insectes,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2020-02-17,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,,,,,TP - Déneigement,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-02-17,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,Ruelle,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-17,Refusée sans enquête,Verdun,,,,,,,,,,,Bibliothèque/Culture,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-17,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-18,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,,,,,Services aux citoyens - Courtoisie/Comportement,,,Inconnu,FEMME,Pays inconnu,Latino-américain,Non
2020-02-18,Refusée sans enquête,Verdun,,,,,,,,,,,TP - Déneigement,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-02-18,Refusée sans enquête,,,,,,,,,Société de transport de Montréal (STM),,,Services aux citoyens - Délai/Procédure,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-02-18,Refusée sans enquête,,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,,Relations locataire/propriétaire (VdM et entités liées),,,Inconnu,FEMME,Pays inconnu,Noir,Non
2020-02-18,Refusée sans enquête,,,,,Police - Toutes direstions confondues,,,,,,,Services aux citoyens - Courtoisie/Comportement,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2020-02-18,Refusée sans enquête,,,,,,Concertation des arrondissements  - Toutes directions confondues,,,,,,Relations de travail,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-18,Refusée sans enquête,,,,,,Concertation des arrondissements  - Toutes directions confondues,,,,,,Constat - Autre que stationnement,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-18,Refusée sans enquête,Ville-Marie,,,,,,,,,,,TP - Déneigement,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-18,Analyse/enquête sommaire,Outremont,,,,,,,,,,,Nuisance - Bruit,,,51 à 64 ans,FEMME,Italien,NON,Non
2020-02-18,Analyse/enquête sommaire,Outremont,,,,,,,,,,,ZU - Permis - Autre,,,51 à 64 ans,FEMME,Italien,NON,Non
2020-02-19,Enquête approfondie,Ville-Marie,,,,,,,,,,,Services aux citoyens - Délai/Procédure,Charte - services municipaux,,PM,PM,PM,PM,Non
2020-02-19,Refusée sans enquête,Montréal-Nord,,,,,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-19,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,HOMME,Italien,NON,Non
2020-02-19,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,,,Domaine public - Occupation,,,65 ans et +,HOMME,Pays inconnu,Inconnu,Non
2020-02-20,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,ZU - Autre,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-20,Refusée sans enquête,,,,,Police - Toutes direstions confondues,,,,,,,Constat - Stationnement,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-20,Refusée sans enquête,,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,,Relations locataire/propriétaire (VdM et entités liées),,,Inconnu,FEMME,Canadien,NON,Non
2020-02-20,Refusée sans enquête,Verdun,,,,,,,,,,,Services aux citoyens - Courtoisie/Comportement,,,51 à 64 ans,FEMME,Pays inconnu,NON,Non
2020-02-20,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,,,Services aux citoyens - Délai/Procédure,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-20,Refusée sans enquête,,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,,Relations locataire/propriétaire (VdM et entités liées),,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-02-21,Enquête approfondie,Verdun,,,,,,,,,,,Domaine public - Occupation,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-21,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-22,Refusée sans enquête,Verdun,,,,,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2020-02-22,Refusée sans enquête,Verdun,,,,,,,,,,,TP - Déneigement,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2020-02-23,Refusée sans enquête,Ville-Marie,,,,,,,,,,,Nuisance - Bruit,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-24,Enquête approfondie,,,,,,,,,,,Ayant lien avec la Ville,Services aux citoyens - Délai/Procédure,,,26 à 40 ans,FEMME,Canadien,NON,Non
2020-02-24,Refusée sans enquête,Saint-Laurent,,,,,,,,,,,TP - Compostage/Déchets/Recyclage,,,Inconnu,FEMME,Italien,NON,Non
2020-02-24,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-24,Refusée sans enquête,,,,,Police - Toutes direstions confondues,,,,,,,Constat - Stationnement,,,51 à 64 ans,HOMME,Canadien,NON,Non
2020-02-24,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-24,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-02-24,Refusée sans enquête,,,,,,,,,Société de transport de Montréal (STM),,,Relations de travail,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2020-02-24,Refusée sans enquête,,,,,Évaluation foncière - Toutes directions confondues,,,,,,,Taxe foncière/Évaluation,,,26 à 40 ans,HOMME,Canadien,NON,Non
2020-02-25,Refusée sans enquête,,,,,Ressources humaines  - Toutes directions confondues,,,,,,,Relations de travail,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-25,Refusée sans enquête,,,,,Gestion et planification immobilière - Toutes directions confondues,,,,,,,Services aux citoyens - Délai/Procédure,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-25,Refusée sans enquête,Ville-Marie,,,,,,,,,,,TP - Compostage/Déchets/Recyclage,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-25,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Pays inconnu,Latino-américain,Non
2020-02-25,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2020-02-25,Enquête approfondie,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,TP - Déneigement,Charte - services municipaux,,GC,GC,GC,GC,Non
2020-02-25,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-25,Enquête approfondie,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,Accessibilité universelle,Charte - services municipaux,,PM,PM,PM,PM,Non
2020-02-26,Refusée sans enquête,,,,,Police - Toutes direstions confondues,,,,,,,Constat - Autre que stationnement,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-26,Refusée sans enquête,,,,,,,,,Société de transport de Montréal (STM),,,Droits de la personne,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-26,Refusée sans enquête,,,,,Affaires juridiques - Direction des affaires civiles,,,,,,,Dommage matériel - Réclamation monétaire,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-26,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-27,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2020-02-27,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,41 à 50 ans,HOMME,Canadien,NON,Non
2020-02-27,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,,,,,TP - Compostage/Déchets/Recyclage,,,65 ans et +,HOMME,Canadien,NON,Non
2020-02-27,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2020-02-27,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Iranien,Arabe,Non
2020-02-27,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Iranien,Arabe,Non
2020-02-27,Refusée sans enquête,,,,,Ressources humaines  - Toutes directions confondues,,,,,,,Relations de travail,,,Inconnu,FEMME,Canadien,NON,Non
