Date_reception_demande,type_intervention,Ev_arrondissement,Ev_arrond2,Ev_service,Ev_service1,Ev_paramunicipal,societe_controle_concernee,Autre_entite,Categorie,Engagement_Charte_mtl_droits_respons,Engagement_Charte_mtl_droits_respons2,GroupeAge,Sexe,Origine_ethnique,Minorite_visible,Autochtone
2019-01-31,Refusée sans enquête,,,Ressources humaines  - Toutes directions confondues,,,,,Relations de travail,,,PM,PM,PM,PM,Non
2019-01-31,Analyse/enquête sommaire,Saint-Léonard,,,,,,,Immeuble - Entretien,,,65 ans et +,FEMME,Italien,NON,Non
2019-02-01,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,ZU - Clôture/Haie,,,51 à 64 ans,HOMME,Italien,NON,Non
2019-02-01,Refusée sans enquête,,,,,Office municipal d'habitation de Montréal (OMHM),,,Services aux citoyens - Délai/Procédure,,,26 à 40 ans,FEMME,Iranien,Arabe,Non
2019-02-01,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,Domaine public - Occupation,,,Inconnu,HOMME,Canadien,NON,Non
2019-02-01,Refusée sans enquête,,,,,,,,Subvention - Autre que logement social,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2019-02-01,Analyse/enquête sommaire,Outremont,,,,,,,Immeuble - Salubrité - Insectes,,,Inconnu,FEMME,Ne sait pas,Inconnu,Non
2019-02-01,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Ne sait pas,Inconnu,Non
2019-02-04,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Cour municipale - Frais/Perception (en lien avec jugement),,,Inconnu,HOMME,Canadien,NON,Non
2019-02-04,Refusée sans enquête,,,,,,,,Animal,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-02-04,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,65 ans et +,HOMME,Canadien,NON,Non
2019-02-04,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Constat - Stationnement,,,Inconnu,HOMME,Haitien,Noir,Non
2019-02-04,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-02-04,Refusée sans enquête,Pierrefonds-Roxboro,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-02-04,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-02-04,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,"Asie du Sud (tamouls, pakis, hindous)",Non
2019-02-04,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,Participation citoyenne - Autre que droit d'initiative,,,26 à 40 ans,FEMME,Vietnamien,Asiatique,Non
2019-02-04,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Services aux citoyens - Délai/Procédure,,,PM,PM,PM,PM,Non
2019-02-04,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2019-02-04,Enquête approfondie,Mercier--Hochelaga-Maisonneuve,,,,,,,Domaine public - Occupation,,,26 à 40 ans,HOMME,Canadien,NON,Non
2019-02-04,Enquête approfondie,Mercier--Hochelaga-Maisonneuve,,,,,,,Services aux citoyens - Délai/Procédure,Charte - services municipaux,,26 à 40 ans,HOMME,Canadien,NON,Non
2019-02-05,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,TP - Aqueduc / Égout,,,41 à 50 ans,FEMME,Pays inconnu,Arabe,Non
2019-02-05,Refusée sans enquête,,,Finances - Toutes directions confondues,,,,,Taxe foncière/Évaluation,,,51 à 64 ans,HOMME,Pays inconnu,Asiatique,Non
2019-02-05,Refusée sans enquête,,,"Grands parcs, Mont-Royal et sports - Toutes autres directions confondues",Environnement - Toutes directions confondues,,,,Arbre,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-02-05,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,Constat - Stationnement,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-02-05,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,TP - Déneigement,,,Inconnu,FEMME,Canadien,NON,Non
2019-02-06,Refusée sans enquête,Ahuntsic-Cartierville,,Développement économique - Toutes directions confondues,,,,,Subvention - Autre que logement social,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-02-06,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Cour municipale - Frais/Perception (en lien avec jugement),,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-02-06,Refusée sans enquête,,,,,Société de transport de Montréal (STM),,,Services aux citoyens - Autre ou combinaison,,,65 ans et +,HOMME,Italien,NON,Non
2019-02-06,Refusée sans enquête,Saint-Laurent,,,,,,,TP - Déneigement,,,65 ans et +,HOMME,Italien,NON,Non
2019-02-07,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,26 à 40 ans,HOMME,Pays inconnu,Arabe,Non
2019-02-07,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,26 à 40 ans,HOMME,Pays inconnu,Arabe,Non
2019-02-07,Analyse/enquête sommaire,Mercier--Hochelaga-Maisonneuve,,,,,,,Services aux citoyens - Délai/Procédure,,,65 ans et +,HOMME,Grec,NON,Non
2019-02-07,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Services aux citoyens - Courtoisie/Comportement,,,51 à 64 ans,FEMME,Haitien,Noir,Non
2019-02-07,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,Services aux citoyens - Communication/Informations,,,26 à 40 ans,HOMME,Canadien,NON,Non
2019-02-07,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,Éthique,,,41 à 50 ans,HOMME,Canadien,NON,Non
2019-02-07,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,Inconnu,Ne sait pas,Inconnu,Non
2019-02-07,Refusée sans enquête,,,,,Société de transport de Montréal (STM),,,Transport en commun,,,Inconnu,FEMME,Canadien,NON,Non
2019-02-07,Refusée sans enquête,,,Finances - Toutes directions confondues,,,,,Taxe foncière/Évaluation,,,26 à 40 ans,FEMME,Pays inconnu,Noir,Non
2019-02-08,Enquête approfondie,Outremont,,,,,,,TP - Compostage/Déchets/Recyclage,Charte - services municipaux,,OdM,OdM,OdM,OdM,Non
2019-02-08,Refusée sans enquête,Verdun,,,,,,,Services aux citoyens - Délai/Procédure,,,65 ans et +,HOMME,Croate,NON,Non
2019-02-08,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,26 à 40 ans,HOMME,Pays inconnu,Arabe,Non
2019-02-08,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,Ayant lien avec la Ville,Dommage matériel - Réclamation monétaire,,,Inconnu,FEMME,Pays inconnu,NON,Non
2019-02-08,Refusée sans enquête,,,Greffe - Toutes directions confondues,,,,,Accès à l'information,,,Inconnu,FEMME,Pays inconnu,NON,Non
2019-02-10,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,TP - Déneigement,,,- 18 ans,FEMME,Canadien,NON,Non
2019-02-11,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-02-11,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Services aux citoyens - Communication/Informations,,,65 ans et +,HOMME,Canadien,NON,Non
2019-02-11,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,65 ans et +,HOMME,Canadien,NON,Non
2019-02-11,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,51 à 64 ans,FEMME,Canadien,Noir,Non
2019-02-11,Refusée sans enquête,Le Sud-Ouest,,,,,,,TP - Déneigement,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-02-11,Enquête approfondie,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Services aux citoyens - Délai/Procédure,Charte - services municipaux,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-02-11,Enquête approfondie,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Services aux citoyens - Communication/Informations,Charte - services municipaux,,OdM,OdM,OdM,OdM,Non
2019-02-11,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,41 à 50 ans,HOMME,Canadien,NON,Non
2019-02-11,Refusée sans enquête,X-Tous les arrondissements,,,,,,,TP - Déneigement,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-02-11,Refusée sans enquête,,,,,Société d'habitation et de développement de Montréal (SHDM),,,Immeuble - Entretien,,,65 ans et +,FEMME,Canadien,"Asie du Sud (tamouls, pakis, hindous)",Non
2019-02-11,Enquête approfondie,,,,,Office municipal d'habitation de Montréal (OMHM),,,Relations locataire/propriétaire (VdM et entités liées),,,41 à 50 ans,FEMME,Iranien,Arabe,Non
2019-02-11,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Constat - Stationnement,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2019-02-11,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2019-02-12,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,Services aux citoyens - Communication/Informations,,,Inconnu,FEMME,Roumain,NON,Non
2019-02-12,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-02-12,Enquête approfondie,Mercier--Hochelaga-Maisonneuve,,,,,,,ZU - Entrée charretière/Stationnement privé,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-02-12,Refusée sans enquête,Anjou,,,,,,,TP - Déneigement,,,18 à 25 ans,FEMME,Canadien,NON,Non
2019-02-12,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage corporel - Réclamation monétaire,,,18 à 25 ans,FEMME,Canadien,NON,Non
2019-02-12,Refusée sans enquête,,,Évaluation foncière - Toutes directions confondues,,,,,Taxe foncière/Évaluation,,,65 ans et +,FEMME,Canadien,NON,Non
2019-02-12,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2019-02-12,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Constat - Autre que stationnement,,,Inconnu,HOMME,Canadien,NON,Non
2019-02-13,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-02-13,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,PM,PM,PM,PM,Non
2019-02-13,Enquête approfondie,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Dommage matériel - Réclamation monétaire,Charte - services municipaux,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-02-13,Refusée sans enquête,Verdun,,Concertation des arrondissements  - Toutes directions confondues,,,,,TP - Déneigement,,,41 à 50 ans,HOMME,Canadien,NON,Non
2019-02-13,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,Immeuble - Entretien,,,26 à 40 ans,HOMME,Ne sait pas,NON,Non
2019-02-13,Refusée sans enquête,Outremont,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,51 à 64 ans,FEMME,Italien,NON,Non
2019-02-14,Enquête approfondie,Outremont,,,,,,,Nuisance - Autre ou Combinaison,"Charte - environnement, developpement durable",,GC,GC,GC,GC,Non
2019-02-14,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,26 à 40 ans,FEMME,Haitien,Noir,Non
2019-02-14,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,TP - Déneigement,,,Inconnu,FEMME,Canadien,Inconnu,Non
2019-02-14,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,ZU - Entrée charretière/Stationnement privé,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-02-14,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,Inconnu,HOMME,Haitien,Noir,Non
2019-02-14,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2019-02-14,Refusée sans enquête,Ville-Marie,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,Inconnu,FEMME,Canadien,NON,Non
2019-02-15,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,51 à 64 ans,FEMME,Pays inconnu,Inconnu,Non
2019-02-15,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,Immeuble - Entretien,,,Inconnu,FEMME,Canadien,NON,Non
2019-02-15,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,Constat - Autre que stationnement,,,Inconnu,FEMME,Canadien,NON,Non
2019-02-15,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Services aux citoyens - Courtoisie/Comportement,,,65 ans et +,HOMME,Canadien,NON,Non
2019-02-15,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Cour municipale - Jugement ,,,65 ans et +,HOMME,Canadien,NON,Non
2019-02-17,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Constat - Stationnement,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2019-02-17,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,TP - Déneigement,,,41 à 50 ans,HOMME,Canadien,NON,Non
2019-02-18,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,TP - Compostage/Déchets/Recyclage,,,Inconnu,FEMME,Canadien,NON,Non
2019-02-18,Refusée sans enquête,Montréal-Nord,,,,,,,ZU - Entrée charretière/Stationnement privé,,,Inconnu,HOMME,Canadien,NON,Non
2019-02-18,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-02-18,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2019-02-18,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Constat - Autre que stationnement,,,Inconnu,HOMME,Canadien,Inconnu,Non
2019-02-18,Refusée sans enquête,,,Ressources humaines  - Toutes directions confondues,,,,,Relations de travail,,,65 ans et +,HOMME,Canadien,NON,Non
2019-02-18,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Services aux citoyens - Courtoisie/Comportement,,,Inconnu,HOMME,Canadien,Inconnu,Non
2019-02-18,Refusée sans enquête,Le Sud-Ouest,,,,,,,Sports et loisirs,,,Inconnu,HOMME,Canadien,NON,Non
2019-02-18,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-02-18,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2019-02-19,Analyse/enquête sommaire,,,Gestion et planification immobilière - Toutes directions confondues,,,,,Services aux citoyens - Courtoisie/Comportement,Charte - services municipaux,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-02-19,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,41 à 50 ans,HOMME,Haitien,Noir,Non
2019-02-19,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,Services aux citoyens - Délai/Procédure,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-02-19,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,TP - Déneigement,,,65 ans et +,FEMME,Canadien,NON,Non
2019-02-19,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-02-19,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Services aux citoyens - Courtoisie/Comportement,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-02-19,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,26 à 40 ans,FEMME,Pays inconnu,Latino-américain,Non
2019-02-19,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,Inconnu,Non
2019-02-19,Refusée sans enquête,,,,,Office municipal d'habitation de Montréal (OMHM),,,Logement social/abordable - Accès,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2019-02-19,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2019-02-20,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,HOMME,Canadien,NON,Non
2019-02-20,Refusée sans enquête,,,Ressources humaines  - Toutes directions confondues,,,,,Relations de travail,,,Inconnu,HOMME,Canadien,NON,Non
2019-02-20,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,Inconnu,Ne sait pas,Inconnu,Non
2019-02-20,Refusée sans enquête,,,Finances - Toutes directions confondues,,,,,Taxe - Autre que foncière,,,51 à 64 ans,HOMME,Pays inconnu,NON,Non
2019-02-20,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage corporel - Réclamation monétaire,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-02-21,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,18 à 25 ans,HOMME,Canadien,NON,Non
2019-02-21,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-02-21,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Constat - Autre que stationnement,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2019-02-21,Refusée sans enquête,Ville-Marie,,,,,,,Nuisance - Autre ou Combinaison,,,Inconnu,HOMME,Canadien,NON,Non
2019-02-21,Refusée sans enquête,,,,,Société de transport de Montréal (STM),,,Transport en commun,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-02-21,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Constat - Stationnement,,,Inconnu,HOMME,Canadien,NON,Non
2019-02-21,Enquête approfondie,,,,,Société d'habitation et de développement de Montréal (SHDM),,,Services aux citoyens - Communication/Informations,Charte - services municipaux,,OdM,OdM,OdM,OdM,Non
2019-02-21,Enquête approfondie,,,,,Société d'habitation et de développement de Montréal (SHDM),,,Services aux citoyens - Délai/Procédure,Charte - services municipaux,,OdM,OdM,OdM,OdM,Non
2019-02-22,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,ZU - Clôture/Haie,,,26 à 40 ans,HOMME,Égyptien,NON,Non
2019-02-22,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,51 à 64 ans,FEMME,Pays inconnu,Inconnu,Non
2019-02-22,Refusée sans enquête,,,,,Société de transport de Montréal (STM),,,Nuisance - Bruit,,,26 à 40 ans,HOMME,Pays inconnu,Arabe,Non
2019-02-22,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Cour municipale - Jugement ,,,18 à 25 ans,HOMME,Pays inconnu,NON,Non
2019-02-22,Refusée sans enquête,Ville-Marie,,,,,,,Domaine public - Occupation,,,Inconnu,HOMME,Canadien,NON,Non
2019-02-22,Enquête approfondie,Saint-Léonard,,,,,,,Nuisance - Circulation,"Charte - environnement, developpement durable",Charte - sécurité,GC,GC,GC,GC,Non
2019-02-22,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Cour municipale - Frais/Perception (en lien avec jugement),,,Inconnu,FEMME,Haitien,Noir,Non
2019-02-24,Refusée sans enquête,Verdun,,Habitation - Toutes directions confondues,,,,,Immeuble - Salubrité - Moisissures,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-02-24,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-02-25,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,Services aux citoyens - Communication/Informations,,,Inconnu,HOMME,Pays inconnu,Noir,Non
2019-02-25,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,TP - Déneigement,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-02-25,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,Sécurité - Autre qu'incendie,,,Inconnu,HOMME,Français,NON,Non
2019-02-25,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-02-25,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,41 à 50 ans,FEMME,Pays inconnu,Inconnu,Non
