Id,date,provenance,relation_navette_connaissance,relation_navette_premiere_experience,relation_navette_confort_autonomie,relation_navette_confiance_technologie,relation_avec _technologie,relation_navette_meilleur_usage,relation_navette_avantages,relation_navette_barrieres_utilisation,relation_navette_integration_rue,relation_navette_integration_transport,relation_navette_voiture,relation_navette_cycliste,relation_navette_pieton,navette_parc_olympique_connaissance,navette_parc_olympique_essaie,navette_parc_olympique_non_essaie,navette_parc_olympique_evaluation_experience,navette_parc_olympique_confort_autonomie,navette_parc_olympique_securite_en_mouvement,navette_parc_olympique_sentiment_sans_controleur,navette_parc_olympique_comparaison_autre_transport,navette_parc_olympique_integration,navette_parc_olympique_evaluation_trajet,navette_parc_olympique_evaluation_confort,navette_parc_olympique_evaluation_vitesse,navette_parc_olympique_evaluation_emplacement_arrets,navette_parc_olympique_evaluation_nbre_arrets,navette_parc_olympique_evaluation_cortoisie_operateur,navette_parc_olympique_evaluation_horaire,relation_voiture_pocession,relation_voiture_frequence_usage,relation_voiture_conduite,relation_tranport_en_commun_usage,relation_tranport_en_commun_frequence,relation_transport_en_commun_nature,relation_tranport_en_commun_appreciation,classement_groupe_age,classement_genre,classement_niveau_etude,classement_mobilite_reduite,classement_statut_emploi,classement_duree_trajet,classement_frequence_teletravail,classement_statut_familial,commentaire
150,2018-10-23,Présence,Oui,Non,4,5,J'adopte rapidement les technologies et j'influence les autres,Transport de personnes à mobilité réduite,"Ne pas avoir à me stationner (la navette vous dépose et repart), Aide au transport de personnes qui ne conduisent pas, Transport collectif plus durable",Sécurité des passants,Oui,Oui,Très confortable,Très confortable,Très confortable,Oui,Non,,,,,,,,,,,,,,,Non,,Oui,Oui,Tous les jours,"Autobus, Métro",4,25 à 34 ans,Femme,Baccalauréat,Non,Employé à temps plein,1.5 h,Moins d'une fois par mois,Personne seule ou en couple,
151,2018-10-23,Présence,Oui,Non,1,,J'ai besoin d'être convaincu pour adopter une nouvelle technologie,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs)",Aide au transport de personnes qui ne conduisent pas,Absence physique de conducteur,Oui,Non,Inconfortable,Inconfortable,Confortable,Oui,Non,,,,,,,,,,,,,,,Oui,Quelques fois par semaine,Oui,Oui,Tous les jours,Métro,5,25 à 34 ans,Femme,Baccalauréat,Non,Employé à temps partiel,1h,Jamais,Personne seule ou en couple,
152,2018-10-23,Présence,Oui,Oui,4,5,J'adopte rapidement les technologies et j'influence les autres,"À la sortie des stations de transport en commun du métro et du train, Service spécial au centre-ville, Navette dans des endroits très achalandés, Utilisation pour le dernier kilomètre entre la maison et le travail","Meilleur flot de circulation dans la ville, Transport collectif plus durable",Sécurité des passants,Oui,Oui,Très confortable,Très confortable,Très confortable,Oui,Oui,,5,5,Oui,5,4,Oui,4,5,3,5,5,5,5,Oui,Tous les jours,Oui,Non,,,,35 - 50 ans,Homme,Diplôme d'études collégiales,Non,Employé à temps plein,3h,Quelques fois par mois,Famille avec enfant (1 ou 2 parents),
153,2018-10-23,Présence,Oui,Oui,5,3,J'adopte les technologies lorsque nécessaire,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train","Ne pas avoir à me stationner (la navette vous dépose et repart), Augmente la sécurité routière, Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pa",,Oui,Oui,Confortable,Confortable,Confortable,Oui,Oui,,4,4,Oui,4,3,Oui,5,4,2,5,5,5,5,Oui,Tous les jours,Je n'ai pas d'opinion,Non,Quelques fois par année,"Métro, Trains de banlieue",2,35 - 50 ans,Femme,Baccalauréat,Non,Employé à temps plein,2h,Quelques fois par mois,Famille avec enfant (1 ou 2 parents),
154,2018-10-23,Présence,Oui,Oui,5,5,J'adopte rapidement les technologies et j'influence les autres,"À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Service spécial au centre-ville","Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation)",Fiabilité des technologies,Oui,Peut-être,Très confortable,Neutre,Neutre,Oui,Oui,,5,5,Oui,3,,,5,5,2,5,5,5,1,Oui,Tous les jours,Oui,Non,,,,35 - 50 ans,Femme,Diplome d'études secondaire,Non,Employé à temps plein,30 min,Jamais,Personne seule ou en couple,Il faudrait avoir une indication pour savoir si la navette est en circulation 
155,2018-10-23,Présence,Oui,Non,4,4,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, Service spécial au centre-ville, Navette dans des endroits très achalandés, Utilisation pour le dernier kilomètre entre la maison et le travail","Ne pas avoir à me stationner (la navette vous dépose et repart), Aide au transport de personnes qui ne conduisent pas, Transport collectif plus durable",Fiabilité des technologies,Oui,Oui,Confortable,Très inconfortable,Neutre,Oui,Non,,,,,,,,,,,,,,,Oui,Tous les jours,Non,Non,Tous les jours,Métro,2,25 à 34 ans,Femme,Baccalauréat,Non,Employé à temps plein,1h,Une fois par semaine,Personne seule ou en couple,
156,2018-10-23,Présence,Oui,Non,3,2,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, Désservir des activités de tourisme et de loisirs (festival, centre sportifs)",,"Sécurité des passants, Fiabilité des technologies",Non,Peut-être,Neutre,Inconfortable,Inconfortable,Oui,Non,,,,,,,,,,,,,,,Non,Quelques fois par mois,Oui,Oui,Tous les jours,"Autobus, Métro, Bixi",4,25 à 34 ans,Homme,"Études supérieures (DESS, Maitrise, Doctorat, Post- Doctorat)",Non,Employé à temps plein,1h,Jamais,Personne seule ou en couple,
157,2018-10-23,Présence,Oui,Non,3,3,J'adopte rapidement les technologies et j'influence les autres,"À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Navette dans des endroits très achalandés","Ne pas avoir à me stationner (la navette vous dépose et repart), Augmente la sécurité routière, Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pa",Sécurité des passants,Pas convaincu,Oui,Neutre,Neutre,Neutre,Oui,Non,,,,,,,,,,,,,,,Non,,Je n'ai pas d'opinion,Non,Quelques fois par mois,"Autobus, Métro",3,51 - 65,Femme,Diplome d'études secondaire,Non,Retraité,,Jamais,Personne seule ou en couple,
158,2018-10-23,Présence,Non,Non,2,2,J'adopte rapidement les technologies et j'influence les autres,Service spécial au centre-ville,Aide au transport de personnes qui ne conduisent pas,Absence physique de conducteur,,Oui,Confortable,Confortable,Confortable,Non,Non,,,,,,,,,,,,,,,Non,,Oui,Oui,Tous les jours,"Autobus, Métro, Bixi",3,16 ans à 24 ans,Homme,Diplôme d'études collégiales,Non,Étudiant,2h,Jamais,Famille avec enfant (1 ou 2 parents),
159,2018-10-23,Présence,Oui,Non,5,5,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, Service spécial au centre-ville, Utilisation pour le dernier kilomètre entre la maison et le travail","Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pas, Meilleur flot de circulation dans la ville, Transport collectif plus durable",,Oui,Oui,Neutre,Neutre,Neutre,Oui,Non,,,,,,,,,,,,,,,Non,,Je n'ai pas d'opinion,Oui,Tous les jours,"Autobus, Métro, Communauto, Car2Go",2,35 - 50 ans,Homme,"Études supérieures (DESS, Maitrise, Doctorat, Post- Doctorat)",Non,Employé à temps plein,1.25 h,Jamais,Personne seule ou en couple,
160,2018-10-23,Présence,Non,Non,3,3,J'ai besoin d'être convaincu pour adopter une nouvelle technologie,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Utilisation pour le dernier kilomètre entre la maison et le travail",Aide au transport de personnes qui ne conduisent pas,Contrôle des passagers - enfant seul,Oui,Oui,Neutre,Neutre,Neutre,Non,Non,,,,,,,,,,,,,,,Non,,Je ne conduis pas,Oui,Quelques fois par semaine,"Autobus, Métro",3,16 ans à 24 ans,Homme,Diplome d'études secondaire,Non,Étudiant,2h,,Famille avec enfant (1 ou 2 parents),
161,2018-10-24,Présence,Non,Non,5,5,,"Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Service spécial au centre-ville, Navette dans des endroits très achalandés","Ne pas avoir à me stationner (la navette vous dépose et repart), Aide au transport de personnes qui ne conduisent pas",Absence physique de conducteur,Oui,Peut-être,Très confortable,Confortable,Très confortable,Non,Non,,,,,,,,,,,,,,,Oui,Quelques fois par semaine,Oui,Non,Tous les jours,"Autobus, Métro",4,35 - 50 ans,Femme,Baccalauréat,Non,Employé à temps plein,3h,Jamais,Famille avec enfant (1 ou 2 parents),
162,2018-10-24,Présence,Non,Non,3,3,J'ai besoin d'être convaincu pour adopter une nouvelle technologie,"Service spécial au centre-ville, Navette dans des endroits très achalandés",Transport collectif plus durable,"Sécurité des passants, Absence physique de conducteur",Oui,Peut-être,Inconfortable,Très inconfortable,Confortable,Non,Non,,,,,,,,,,,,,,,Non,,,Oui,Tous les jours,"Autobus, Métro",3,25 à 34 ans,Femme,Diplôme d'études collégiales,Non,Employé à temps plein,40 min,Jamais,Famille avec enfant (1 ou 2 parents),
163,2018-10-24,Présence,Non,Non,5,5,J'adopte rapidement les technologies et j'influence les autres,"Désservir des activités de tourisme et de loisirs (festival, centre sportifs)",Aide au transport de personnes qui ne conduisent pas,Cybersécurité,Non,Non,Inconfortable,Inconfortable,Confortable,Non,Non,,,,,,,,,,,,,,,Oui,Tous les jours,Oui,Oui,Tous les jours,"Autobus, Métro",4,25 à 34 ans,Homme,Baccalauréat,Non,Étudiant,,Jamais,Personne seule ou en couple,
164,2018-10-24,Présence,Non,Non,3,2,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, Désservir des activités de tourisme et de loisirs (festival, centre sportifs)","Aide au transport de personnes qui ne conduisent pas, Transport collectif plus durable","Sécurité des passants, Cybersécurité",Oui,Oui,Confortable,Neutre,Confortable,Non,Non,,,,,,,,,,,,,,,Non,,Je ne conduis pas,Oui,Quelques fois par semaine,"Autobus, Métro",5,16 ans à 24 ans,Femme,Baccalauréat,Non,Étudiant,2h,,Personne seule ou en couple,
165,2018-10-24,Présence,Oui,Non,5,5,J'adopte rapidement les technologies et j'influence les autres,Utilisation pour le dernier kilomètre entre la maison et le travail,Transport collectif plus durable,"Sécurité des passants, Fiabilité des technologies",Oui,Oui,Neutre,Neutre,Neutre,Oui,Non,,,,,,,,,,,,,,,Non,,Oui,Oui,Tous les jours,"Autobus, Métro, Communauto, Car2Go",4,51 - 65,Homme,"Études supérieures (DESS, Maitrise, Doctorat, Post- Doctorat)",Non,Employé à temps plein,1.5h,Jamais,Personne seule ou en couple,
166,2018-10-24,Présence,Oui,Non,5,5,J'adopte les technologies lorsque nécessaire,Transport de personnes à mobilité réduite,Aide au transport de personnes qui ne conduisent pas,Cybersécurité,,Non,Très confortable,Neutre,Très confortable,Oui,Non,,,,,,,,,,,,,,,Oui,Quelques fois par semaine,Oui,Non,Tous les jours,"Autobus, Métro",5,35 - 50 ans,Homme,Diplome d'études secondaire,Non,Employé à temps plein,3h,Jamais,Famille avec enfant (1 ou 2 parents),
167,2018-10-24,Présence,Non,Non,2,3,J'ai besoin d'être convaincu pour adopter une nouvelle technologie,"En remplacement de la voiture individuelle, Service spécial au centre-ville","Augmente la sécurité routière, Meilleur flot de circulation dans la ville","Collecte de données personnelles, Absence physique de conducteur",Oui,Non,Inconfortable,Très inconfortable,Confortable,Non,Non,,,,,,,,,,,,,,,Non,,Je ne conduis pas,Oui,Tous les jours,"Autobus, Métro",5,16 ans à 24 ans,Femme,Diplome d'études secondaire,Non,Étudiant,1h,,Personne seule ou en couple,
168,2018-10-24,Présence,Non,Non,4,4,J'adopte rapidement les technologies et j'influence les autres,En remplacement de la voiture individuelle,"Ne pas avoir à me stationner (la navette vous dépose et repart), Augmente la sécurité routière, Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pa",Pas assez au point,Oui,Oui,Très confortable,Neutre,Très confortable,Non,Non,,,,,,,,,,,,,,,Non,,Oui,Oui,Tous les jours,"Autobus, Métro",4,16 ans à 24 ans,Homme,Diplôme d'études collégiales,Non,Étudiant,1h,Jamais,Personne seule ou en couple,
169,2018-10-24,Présence,Oui,Non,5,5,J'adopte rapidement les technologies et j'influence les autres,"À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Service spécial au centre-ville",Augmente la distance parcourue sans marcher. ,Résistance aux changements des utilisateurs,Oui,Oui,Très confortable,Très confortable,Très confortable,Non,Non,,,,,,,,,,,,,,,Oui,Tous les jours,Oui,Oui,Quelques fois par mois,Métro,4,51 - 65,Femme,"Études supérieures (DESS, Maitrise, Doctorat, Post- Doctorat)",Non,Employé à temps plein,30 minutes ,Jamais,Personne seule ou en couple,
170,2018-10-24,Présence,Oui,Non,5,5,J'adopte rapidement les technologies et j'influence les autres,Utilisation pour le dernier kilomètre entre la maison et le travail,Transport collectif plus durable,Fiabilité des technologies,Oui,Oui,Confortable,Confortable,Confortable,Oui,Non,,,,,,,,,,,,,,,Non,,Oui,Oui,Tous les jours,"Autobus, Métro",4,25 à 34 ans,Homme,Baccalauréat,Non,Employé à temps plein,1’25,Quelques fois par mois,Personne seule ou en couple,
171,2018-10-24,Présence,Oui,Oui,5,5,J'adopte les technologies lorsque nécessaire,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), En remplacement de la voiture individuelle, Service spécial au ",Transport collectif plus durable,Les recommandations non suivies,Oui,Oui,Confortable,Confortable,Confortable,Oui,Oui,,3,5,Oui mais je n'aurais pas aimé que la navette circule plus rapidement,2,3,Oui,Pas d'opinion,3,2,1,4,5,Pas d'opinion,Oui,Tous les jours,Je n'ai pas d'opinion,Non,Quelques fois par mois,"Autobus, Métro",3,25 à 34 ans,Femme,Baccalauréat,Non,Employé à temps plein,2h,Quelques fois par mois,Personne seule ou en couple,
172,2018-10-24,Présence,Non,,2,3,J'adopte les technologies lorsque nécessaire,En remplacement de la voiture individuelle,Augmente la sécurité routière,Collecte de données personnelles,Oui,Oui,Neutre,Inconfortable,Inconfortable,Non,Non,,,,,,,,,,,,,,,Non,,Oui,Oui,Tous les jours,"Autobus, Métro",3,16 ans à 24 ans,Homme,Diplôme d'études collégiales,Non,Étudiant,2h,Jamais,Personne seule ou en couple,
173,2018-10-24,Présence,Non,Non,3,4,J'adopte les technologies lorsque nécessaire,EN cas d’urgence,Aide au transport de personnes qui ne conduisent pas,Absence physique de conducteur,Oui,Oui,Inconfortable,Confortable,Confortable,Non,Non,,,,,,,,,,,,,,,Non,,Je ne conduis pas,Oui,Tous les jours,"Autobus, Métro",4,16 ans à 24 ans,Homme,Diplome d'études secondaire,Non,Étudiant,1h30,,Famille avec enfant (1 ou 2 parents),
174,2018-10-24,Présence,Non,Non,5,5,J'adopte rapidement les technologies et j'influence les autres,Navette dans des endroits très achalandés,Meilleur flot de circulation dans la ville,Sécurité des passants,Oui,Oui,Très confortable,Confortable,Neutre,Non,Non,,,,,,,,,,,,,,,Non,,Oui,Non,Tous les jours,"Autobus, Métro",4,16 ans à 24 ans,Homme,Diplôme d'études collégiales,Non,Étudiant,1h,Jamais,Personne seule ou en couple,
175,2018-10-24,Présence,Oui,Oui,5,5,J'adopte rapidement les technologies et j'influence les autres,Service spécial au centre-ville,Meilleur flot de circulation dans la ville,Sécurité des passants,Oui,Oui,Très confortable,Très confortable,Très confortable,Oui,Oui,,3,4,Oui,5,3,Oui,5,3,1,1,1,5,1,Oui,Tous les jours,Oui,Non,Quelques fois par semaine,"Autobus, Métro",3,35 - 50 ans,Homme,"Études supérieures (DESS, Maitrise, Doctorat, Post- Doctorat)",Non,Employé à temps plein,30 min,,Famille avec enfant (1 ou 2 parents),
176,2018-10-24,Présence,Non,Non,5,5,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs)","Ne pas avoir à me stationner (la navette vous dépose et repart), Augmente la sécurité routière, Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pa","Collecte de données personnelles, Cybersécurité",Non,Oui,Très confortable,Très confortable,Très confortable,Non,Non,,,,,,,,,,,,,,,Oui,Quelques fois par semaine,Oui,Oui,Tous les jours,"Autobus, Métro",4,35 - 50 ans,Femme,Diplôme d'études collégiales,Non,Employé à temps plein,1h,Jamais,Famille avec enfant (1 ou 2 parents),
177,2018-10-24,Présence,Oui,Oui,4,4,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, Désservir des activités de tourisme et de loisirs (festival, centre sportifs)",Aide au transport de personnes qui ne conduisent pas,Fiabilité des technologies,Oui,Oui,Confortable,Confortable,Confortable,Oui,Oui,,4,4,Oui,3,4,Oui,5,5,2,3,3,5,5,Oui,Tous les jours,Oui,Non,Quelques fois par année,Métro,4,35 - 50 ans,Femme,Baccalauréat,Non,Employé à temps plein,2.h,Jamais,Famille avec enfant (1 ou 2 parents),
178,2018-10-24,Présence,Oui,Oui,5,5,J'ai besoin d'être convaincu pour adopter une nouvelle technologie,À la sortie des stations de transport en commun du métro et du train,"Augmente la sécurité routière, Aide au transport de personnes qui ne conduisent pas, Transport collectif plus durable",Vitesse,Oui,Oui,Très confortable,Très confortable,Très confortable,Oui,Oui,,4,5,Oui,5,3,Oui,5,3,2,5,5,5,2,Oui,Tous les jours,Oui,Non,Quelques fois par année,"Métro, Trains de banlieue",4,35 - 50 ans,Femme,Diplôme d'études collégiales,Non,Employé à temps plein,2h,Quelques fois par mois,Famille avec enfant (1 ou 2 parents),
179,2018-10-24,Présence,Oui,Non,4,4,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Service spécial au centre-ville, Navette dans des endroits très achalandés, Utilisation pour le dernier kilomètre entre la maison et ","Aide au transport de personnes qui ne conduisent pas, Meilleur flot de circulation dans la ville, Transport collectif plus durable","Absence physique de conducteur, Fiabilité des technologies",Oui,Oui,Confortable,Neutre,Confortable,Oui,Non,,,,,,,,,,,,,,,Non,,Non,Non,Tous les jours,"Autobus, Métro",4,51 - 65,Femme,Baccalauréat,Non,Employé à temps partiel,1h,Jamais,Personne seule ou en couple,
180,2018-10-24,Présence,Oui,Non,5,5,J'ai besoin d'être convaincu pour adopter une nouvelle technologie,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), En remplacement de la voiture individuelle, Service spécial au ","Ne pas avoir à me stationner (la navette vous dépose et repart), Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pas, Meilleur flot de circulation",Sécurité des passants,Oui,Oui,Très confortable,Très confortable,Très confortable,Oui,Non,Timing ne correspond jamais,,,,,,,,,,,,,,Non,,Oui,Oui,Tous les jours,Métro,3,51 - 65,Femme,Diplôme d'études collégiales,Non,Employé à temps plein,Moins de 1h,Jamais,Personne seule ou en couple,
181,2018-10-24,Présence,Oui,Non,5,4,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), En remplacement de la voiture individuelle, Service spécial au ","Ne pas avoir à me stationner (la navette vous dépose et repart), Augmente la sécurité routière, Aide au transport de personnes qui ne conduisent pas, Transport collectif plus durable","Sécurité des passants, Collecte de données personnelles, Cybersécurité, Fiabilité des technologies",Oui,Oui,Très confortable,Confortable,Très confortable,Oui,Non,,,,,,,,,,,,,,,Oui,Quelques fois par semaine,Oui,Non,Tous les jours,"Autobus, Métro",3,35 - 50 ans,Femme,"Études supérieures (DESS, Maitrise, Doctorat, Post- Doctorat)",Non,Employé à temps plein,2’5h,Jamais,Famille avec enfant (1 ou 2 parents),
182,2018-10-24,Présence,Oui,Non,5,4,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), En remplacement de la voiture individuelle, Service spécial au ","Meilleur flot de circulation dans la ville, Cote technologique ",Fiabilité des technologies,Oui,Oui,Neutre,Neutre,Très confortable,Oui,Non,,,,,,,,,,,,,,,Oui,Quelques fois par semaine,Je n'ai pas d'opinion,Oui,Tous les jours,"Métro, Bixi",4,51 - 65,Homme,"Études supérieures (DESS, Maitrise, Doctorat, Post- Doctorat)",Non,Employé à temps plein,1h,Jamais,Personne seule ou en couple,
