PrjName,RecordNo,Q2,Q3,Q33,Q4A,Q4C,Q4D,Q4E,Q4F,Q4G,Q4H,Q5A,Q5B,Q5C,Q5D,Q5E,Q5F,Q5G,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,Q6G,Q6H,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q7H,Q8A,Q8B,Q8C,Q8D,Q8E,Q9A,Q9B,Q9C,Q9D,Q9E,Q9K,Q9F,Q9G,Q9I,Q9J,Q9L,Q9M,Q10,Q11,Q11O,Q12A,Q12B,Q12C,Q12D,Q12E,Q12F,Q12G,Q12H,Q12L,Q12M,Q12N,Q13A,Q13B,Q13C,Q13D,Q14,Q15,Q16,Q17B,Q17BO,Q17A,Q17AO,QNPS,Q18,Q19A,Q19B,Q19C,Q19D,Q19E,Q19F,Q20,Q21,Q21O,Q22,Q22O,Q24,Q27M1,Q27M1O,Q27M2,Q27M2O,Q27M3,Q27M3O,Q27M4,Q27M4O,Q27M5,Q27M5O,Q27M6,Q27M6O,Q27M7,Q27M7O,Q27M8,Q27M8O,Q27M9,Q27M9O,Q27M10,Q27M10O,Q25M1,Q25M1O,Q25M2,Q25M2O,Q25M3,Q25M3O,Q25M4,Q25M4O,Q25M5,Q25M5O,Q26,Q26O,Q28,Q29A,Q29B,Q29C,Q29D,Q29E,Q29F,Q29G,Q29H,Q30,Q31,DEMO,Q34,Q34O,Q35,Q36,Q36B,Q36BO,Q36C,Q36CO,Q37,LANG,POND
12000_112A,329,H2G,13,3,3,3,1,3,9,2,4,4,4,4,4,4,4,4,4,4,4,3,2,4,2,2,1,4,3,3,2,4,4,2,4,1,3,1,4,2,4,1,2,2,4,2,2,1,3,3,2,9,"circulation en generale, boiture, piétons, cyclistes.",3,4,4,3,4,3,2,4,2,9,9,4,3,4,4,4,4,4,9,la sécurité,99,,1,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,2,3,1,,1,,1,FR,"2,277952"
12000_112A,339,H2E,19,2,3,3,2,4,2,2,2,9,9,9,9,9,9,9,3,3,2,3,2,2,2,1,1,1,3,9,1,4,4,2,2,3,3,3,3,2,2,2,1,1,3,2,1,1,1,1,1,3,,2,3,2,1,9,9,1,2,1,9,9,2,2,2,1,2,2,1,1,efficacité du transport en commun,99,,10,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,2,4,1,,3,,2,FR,"2,198421"
12000_112A,351,H1K,7,5,2,2,1,2,2,4,4,4,4,4,4,4,4,1,4,4,4,4,3,4,2,4,1,1,2,4,9,2,2,2,2,3,3,2,4,2,2,2,2,2,9,2,3,1,4,2,1,17,sécurité dans le métro,3,4,3,2,2,9,2,2,9,1,1,4,3,3,4,2,2,2,3,la fréquence du transport en commun,96,la consultation avec les voisins,7,2, , , , , , , , ,, ,,1,4,,1,, ,, ,, ,, ,, ,, ,, ,, ,,7,réparation des égoûts/pigeons nourris par les voisins/chiens de trop des voisins,18,, ,, ,, ,, ,,2,3,2,2,1,1,2,2,2,4,3,1,2,,1,4,3,,2,,2,FR,"0,693152"
12000_112A,353,H1R,15,4,1,2,3,4,2,3,2,2,1,3,1,1,4,1,3,4,1,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,9,1,1,1,12,,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,99,,2,La sécurité des bâtiments et des travailleurs.,10,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,27,Concernant les odeurs de mouffettes + un déversement de roches accidentelles sur la chaussée.,4,, ,, ,, ,, ,,2,2,2,2,1,2,1,2,2,2,1,1,1,,2,2,1,,1,,2,FR,"0,572264"
12000_112A,356,H1K,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,4,4,2,2,2,3,1,1,1,4,1,1,1,4,2,1,2,1,1,4,4,2,1,2,2,9,9,4,4,9,1,3,,1,4,2,1,1,4,2,1,2,1,1,2,2,2,2,4,4,3,10,Buses are important,1,I want to cut my tree and they won't allow me to do it so its really bad for me. It's been three months that I've been waiting for them th get my permit.,8,1,2,1,1,2,1,2,2, ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,14,To have a permit to cut a tree, ,, ,, ,, ,, ,,3,4,3,3,3,3,3,3,3,3,4,1,1,,1,2,5,Disability,2,,2,EN,"0,919592"
12000_112A,361,H9C,6,5,4,3,1,1,4,2,2,4,4,4,4,4,4,9,2,2,2,3,1,3,1,1,1,1,2,3,1,1,1,1,1,2,9,1,1,1,1,1,1,1,4,3,1,1,1,1,2,98,,4,3,3,2,2,1,2,2,3,2,2,2,2,2,3,2,2,2,6,meilleure gestion des lumiere de circulation synchronise,3,respecter l`environement,7,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,1,3,3,,1,,1,FR,"0,197405"
12000_112A,362,H8T,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,9,1,1,1,1,1,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,98,,1,2,3,1,1,9,1,1,2,1,1,1,1,1,1,2,2,2,10,autobus a l`heure,99,,9,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,3,, ,, ,, ,, ,, ,,1,2,1,1,1,1,1,1,2,2,2,1,2,,1,4,1,,1,,2,FR,"0,23795"
12000_112A,371,H2K,18,2,1,2,1,1,2,4,3,1,1,1,1,1,1,2,2,2,2,3,4,4,2,3,1,2,1,1,2,1,4,2,9,2,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,8,,1,4,4,2,1,9,1,1,1,1,1,1,1,2,1,2,2,1,8,travaux dans les rues qui n'empecherait pas les autobus de passer,99,,2,2, , , , , , , , ,, ,,1,2,,1,, ,, ,, ,, ,, ,, ,, ,, ,,13,,4,, ,, ,, ,,13,,1,2,1,2,1,1,2,1,2,2,1,1,2,,1,4,1,,1,,2,FR,"0,880246"
12000_112A,375,H2A,19,4,2,2,2,2,2,3,2,2,3,3,2,2,3,2,3,3,2,2,2,2,2,2,1,1,2,1,1,1,1,3,2,4,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,13,les endroits moins eclairé,2,2,2,2,2,9,2,3,3,2,2,2,2,2,2,3,3,3,96,la sécurité dans les transports en communs !,99,,8,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,7,,14,2nid d'écureuil dans mon arbre de la ville !, ,, ,, ,,21,les nids decureuil,5,9,2,4,3,1,1,9,3,3,3,1,1,,1,4,1,,1,,2,FR,"0,274143"
12000_112A,391,H2V,9,6,1,1,1,2,1,4,4,1,1,1,1,4,4,9,2,9,2,2,1,9,1,1,1,1,1,2,1,2,4,1,2,4,2,4,4,1,1,1,1,1,1,9,1,1,1,1,1,9,les cyclsites,2,2,2,1,9,9,2,1,9,1,1,2,1,2,1,2,2,2,8,la fluidité,99,,9,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,3,, ,, ,, ,, ,, ,,2,1,9,2,1,1,2,2,2,3,2,1,4,,2,4,3,,1,,2,FR,"0,100651"
12000_112A,400,H1S,15,6,1,1,9,1,1,9,9,9,9,9,9,9,9,9,1,9,1,3,2,3,2,9,9,9,9,9,9,9,9,1,3,9,1,1,1,1,1,2,1,1,3,9,9,9,1,1,2,8,,9,2,2,9,2,9,1,2,9,2,1,1,1,1,1,2,2,2,10,le transport en autobus.,99,,8,2, , , , , , , , ,, ,,1,1,,97,La bibliothèque,2,, ,, ,, ,, ,, ,, ,, ,,9,,10,"chat et chien, médaille.",11,, ,, ,,10,,1,1,1,1,1,1,1,1,1,2,2,1,4,,2,4,8,travailleur autonome.,1,,1,FR,"0,496102"
12000_112A,401,H1K,7,3,2,4,2,2,2,9,3,3,3,3,3,3,3,1,3,3,2,2,2,3,9,2,1,1,1,9,1,1,1,3,2,2,2,1,2,2,2,2,2,2,2,4,3,2,2,2,2,98,,3,3,1,1,9,9,1,1,9,9,9,2,2,2,2,2,2,2,2,la régularité,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,1,4,1,,1,,2,FR,"0,58653"
12000_112A,403,H1J,2,6,2,2,4,4,2,2,2,4,2,4,4,2,4,3,2,3,2,3,1,4,2,2,9,9,9,9,9,2,9,2,9,2,9,4,2,2,2,2,2,9,4,9,1,2,1,1,2,5,,3,2,3,2,2,9,2,3,2,2,9,2,2,3,3,3,2,2,9,réduire la vitesse dans les rues et empêcher la circulation de gros camions dans les cartiers résidentiels,99,,8,2, , , , , , , , ,, ,,1,2,, ,, ,, ,, ,, ,, ,, ,, ,, ,,3,Pour la carte accès Montréal., ,, ,, ,, ,, ,,1,1,1,1,1,1,1,1,1,2,1,1,4,,1,4,3,,1,,2,FR,"0,192875"
12000_112A,407,H1V,8,6,1,3,1,1,2,9,1,2,2,4,3,3,3,1,3,4,3,1,3,4,1,2,2,2,3,4,2,1,4,1,4,2,1,4,2,9,9,9,2,3,3,1,9,3,1,9,3,3,,3,9,3,2,2,2,9,2,2,2,1,2,2,4,4,3,3,3,1,Transport.,5,Inspections.,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,2,3,,1,,2,FR,"0,918414"
12000_112A,410,H2M,1,5,2,2,4,3,2,2,1,2,3,3,2,2,3,2,4,3,3,3,3,3,2,2,1,2,4,4,4,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,9,9,2,99,,2,2,2,3,2,9,9,2,2,2,2,2,2,4,9,2,2,2,99,"Je prends l'autobus et le métro, je trouve que le transport est adéquat pour moi.",99,,5,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,1,, ,, ,, ,, ,, ,,3,3,3,9,2,2,3,3,2,2,4,1,4,,2,2,1,,1,,2,FR,"1,375186"
12000_112A,418,H1T,13,5,2,3,2,2,3,3,2,2,2,2,2,2,3,4,4,3,3,3,3,3,2,3,1,1,2,2,1,1,1,1,2,2,2,2,1,3,2,2,2,1,2,3,2,2,2,2,2,13,"les éclairages qu'ils ne réparent pas, les lampadaires",2,3,3,1,1,3,2,9,2,1,1,2,3,2,3,3,2,2,12,coordination des chantiers,1,la rapidité,98,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,1,,16,stationnement, ,, ,, ,,1,,2,1,1,1,1,1,1,1,1,2,1,1,2,,1,4,2,,1,,2,FR,"0,468253"
12000_112A,422,H1S,15,5,4,2,2,2,3,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,9,nids de poule,2,2,3,1,2,2,2,2,2,1,1,2,2,2,3,2,2,2,1,"transport en commun, améliorer le réseau",99,,8,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,8,signalisation des stationnements, ,, ,, ,, ,, ,,3,2,9,2,2,1,2,3,2,3,4,1,2,,2,2,1,,2,,1,FR,"1,06208"
12000_112A,423,H1Z,19,4,1,2,1,9,1,1,2,3,3,3,3,3,3,3,9,9,9,2,3,3,2,2,2,3,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,8,Les automobiles roulant près des écoles lorsque les enfants vont à l'école le matin. (il devrait y avoir un brigadier pour assurer la sécurité des enfants qui traverse la rue).,3,2,1,2,1,9,1,1,2,1,1,2,2,2,2,2,2,1,5,Le transport en commun: accessibilité des autobus.,99,,9,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,2,2,5,,1,,2,FR,"1,09334"
12000_112A,431,H1X,13,6,9,4,3,9,3,2,4,2,2,2,4,3,3,3,4,4,2,4,4,4,2,4,2,2,4,4,2,2,2,2,3,2,2,4,4,2,1,1,3,4,4,2,2,2,1,3,3,13,Manque d'éclairages dans les rues,3,3,2,2,2,9,2,2,3,2,2,2,3,2,2,2,3,2,14,L'exactitude du passage du métro,99,,5,1,3,2,4,2,2,2,2, ,, ,,1,2,,6,, ,, ,, ,, ,, ,, ,, ,, ,,1,,22,Les travaux, ,, ,, ,,1,,1,1,2,2,2,1,2,2,2,2,2,1,4,,2,3,3,,1,,1,FR,"2,232898"
12000_112A,439,999,4,4,2,1,1,2,2,2,3,2,1,2,1,2,3,1,3,3,2,2,3,2,1,2,1,1,1,3,2,1,1,4,4,3,2,4,2,2,2,1,3,3,2,2,2,1,4,2,3,17,L`agression dans le metro.,3,3,2,2,2,3,2,2,2,9,9,2,3,3,3,2,2,2,99,,1,"La delivrance des permis. Si on fait une demande pour un permis, la duree de delivrance de permis prends trops de temps.",7,2, , , , , , , , ,, ,,1,3,,6,,1,,2,, ,, ,, ,, ,, ,, ,,2,Permis de construction. L`achat d`un arbre vendu par la Ville.,20,,3,, ,, ,,2,Permis de construction.,2,2,2,2,2,2,2,2,1,2,2,1,2,,1,4,1,,1,,2,FR,"0,252181"
12000_112A,443,H1X,13,6,2,2,2,2,2,2,2,2,2,3,2,2,4,2,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,99,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,99,c'est assez bien.,1,les délais.,5,1,2,3,3,3,3,3,2, ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,2,3,,1,,1,FR,"2,232898"
12000_112A,448,H3K,16,6,1,1,1,1,1,1,4,2,2,1,4,3,4,3,3,3,2,1,2,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,9,1,1,1,9,3,1,,3,2,2,2,2,2,2,2,2,1,1,2,2,2,3,3,3,2,8,les blocages à cause du pont Champlain,99,,5,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,2,1,3,,1,,1,FR,"0,636035"
12000_112A,462,H4R,14,2,1,1,2,1,3,1,1,3,1,1,3,2,3,3,4,4,2,2,2,4,2,3,4,2,3,3,1,2,2,3,4,2,2,3,2,2,2,1,1,1,2,2,4,2,1,1,1,97,tax,2,4,2,3,2,4,2,9,4,9,9,3,2,2,4,3,2,2,12,l`etat de route,1,la rapiditer de livraison de permis,8,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,2,,3,permis de construction, ,, ,, ,,2,permis de construction,3,3,3,3,2,2,2,3,2,3,3,1,2,,1,4,1,,2,,1,FR,"1,673669"
12000_112A,468,H9C,6,4,2,2,2,1,4,1,1,1,1,2,9,9,9,9,3,3,1,1,1,1,9,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,12,BRIDGEWORK,99,,10,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,1,4,1,,2,,2,EN,"0,126284"
12000_112A,493,H4L,14,3,1,2,1,2,1,2,1,1,1,1,2,2,2,1,2,1,1,3,3,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,3,2,1,1,1,12,la peur de marcher toute seule dans certaine rue le soir !,1,3,1,1,2,2,1,1,9,9,1,1,1,2,2,2,2,2,9,le respect des limites de vitesse,4,L'accessibilité du service!,8,2, , , , , , , , ,, ,,1,2,, ,, ,, ,, ,, ,, ,, ,, ,, ,,2,pour un permi dabattage darbre et pour les renovations !,14,, ,, ,, ,, ,,2,1,1,2,1,1,2,1,2,2,1,1,2,,1,4,1,,1,,2,FR,"0,450846"
12000_112A,502,H2L,11,6,3,3,3,3,4,3,3,4,2,2,3,4,4,4,4,4,3,3,3,3,4,4,3,2,3,2,2,3,4,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,securité des pietons  et les enfants on mise sur les cyclistes dans les parcs j'ai peur pour la sécurité des enfants au parc lafontaine,3,2,2,2,3,2,2,2,2,2,2,3,2,2,3,3,2,2,3,le service de transport en commun augmenter la fréquence des autobus et la fiabilité du métro,3,préserver le caractère de la ville l'homogénéité,7,2, , , , , , , , ,, ,,1,6,,2,, ,, ,, ,, ,, ,, ,, ,, ,,1,permis pour rénovation information pour le stationnement,2,,16,, ,, ,,2,permis pour rénovation mur de briques,1,2,2,2,2,2,2,2,2,2,2,1,1,,1,4,3,,1,,2,FR,"0,312662"
12000_112A,514,H3G,16,4,3,3,1,1,4,3,1,3,3,4,3,3,4,3,4,4,3,3,4,4,4,4,3,9,3,3,1,3,3,1,3,1,2,3,9,9,9,2,2,4,2,2,9,9,1,2,4,3,le vol et violence dans les rues,4,4,4,2,4,9,9,4,2,9,9,4,4,4,4,4,3,4,99,,99,,1,2, , , , , , , , ,, ,,9, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,3,3,,1,,1,FR,"0,93262"
12000_112A,523,H3L,1,4,1,4,4,4,1,1,1,3,3,3,2,4,4,2,4,4,4,2,2,2,3,3,4,4,4,4,1,2,1,1,1,2,1,4,4,1,1,1,2,2,1,2,1,1,1,1,2,9,,3,4,3,2,9,9,1,9,9,1,1,3,2,3,2,3,3,3,2,la frequence,99,,5,2, , , , , , , , ,, ,,1,6,, ,, ,, ,, ,, ,, ,, ,, ,, ,,12,, ,, ,, ,, ,, ,,5,2,2,2,2,2,2,2,2,3,3,1,4,,2,4,2,,1,,2,FR,"0,587662"
12000_112A,528,999,1,3,4,3,2,4,3,4,1,3,1,9,1,1,2,4,4,2,3,1,2,4,1,1,1,2,4,2,2,2,9,1,9,2,3,3,1,1,1,1,1,1,1,9,1,1,9,1,1,98,,1,2,1,1,1,1,1,1,1,1,9,1,1,3,3,1,1,1,11,The metro,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,1,2,1,,2,,1,EN,"3,247515"
12000_112A,530,H9C,6,5,1,1,1,1,2,1,2,4,4,4,4,4,4,2,4,4,4,1,2,2,4,1,1,1,3,4,1,1,1,1,1,3,1,1,1,1,1,3,1,2,9,9,1,9,9,9,2,9,,2,3,3,2,9,9,9,2,2,9,1,2,2,2,2,2,2,2,99,,99,,9,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,1,2,1,,2,,2,EN,"0,163606"
12000_112A,546,H1Z,19,5,1,3,1,2,9,2,4,4,2,2,3,2,3,3,3,4,2,3,2,2,2,3,1,1,1,2,1,2,1,2,9,2,2,2,9,9,9,1,1,2,1,1,1,9,9,9,2,99,,2,2,2,1,1,9,2,1,9,1,1,1,2,1,1,2,2,2,14,"Que le transport, comme les autobus, circule bien.",99,,10,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,2,2,1,,1,,2,FR,"1,340113"
12000_112A,549,H2Z,18,5,4,4,2,4,4,4,2,4,4,4,4,4,4,3,3,4,3,3,3,2,3,2,2,2,2,2,2,4,9,9,9,9,2,4,9,9,9,4,9,9,9,9,9,9,3,9,2,12,,3,3,3,2,2,9,9,2,9,2,2,2,2,4,4,3,4,3,1,transportation,99,,7,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,4,1,,2,,2,EN,"0,924394"
12000_112A,551,H9C,6,5,1,1,1,2,2,2,1,1,1,2,9,9,9,1,1,1,1,2,2,2,9,2,1,1,2,1,1,1,1,1,1,1,9,1,1,9,9,1,1,1,9,9,9,9,1,9,1,98,,1,1,1,1,2,9,9,2,9,1,1,1,1,1,1,2,1,1,5,the availability,99,,5,2, , , , , , , , ,, ,,1,6,,2,, ,, ,, ,, ,, ,, ,, ,, ,,4,, ,, ,, ,, ,, ,,2,1,1,1,2,1,2,2,2,2,1,1,2,,1,2,1,,2,,1,EN,"0,312239"
12000_112A,561,H1T,15,5,1,2,1,1,1,4,1,1,1,1,1,1,1,1,4,4,4,1,1,2,1,3,1,1,1,1,1,1,2,1,9,1,1,1,3,2,9,1,1,1,4,9,9,9,1,1,2,18,la police,1,4,2,1,3,9,2,4,2,1,2,1,1,2,9,2,2,1,96,le prix du transport en commun/plus d'autobus sur certaines lignes,99,,9,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,2,1,,1,,2,FR,"0,476347"
12000_112A,567,H1R,15,5,2,1,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,1,1,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,1,2,1,2,2,3,2,2,3,2,9,2,98,,3,2,2,2,2,9,2,2,2,2,2,3,3,2,2,2,2,2,99,,99,,7,1,2,2,3,1,2,2,2, ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,2,2,3,,99,Créole,1,FR,"1,06208"
12000_112A,570,H1X,13,5,1,4,1,2,4,1,1,1,1,1,1,2,2,1,3,3,2,1,1,3,1,2,1,1,1,2,1,1,1,2,2,1,3,2,1,1,1,1,1,1,1,9,1,1,1,2,2,98,,2,2,2,2,2,9,2,2,2,9,2,2,2,2,3,2,2,2,8,fluidité,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,3,,2,3,3,,1,,2,FR,"1,215289"
12000_112A,578,H2L,18,6,9,2,3,9,2,4,3,3,4,4,2,3,3,3,2,2,3,2,2,3,3,9,2,2,3,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,98,,2,2,2,9,2,9,2,2,2,1,1,2,2,2,2,2,2,2,9,bon conducteur,99,,7,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,2,3,,1,,1,FR,"0,567943"
12000_112A,586,H3M,1,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,2,3,2,2,2,4,2,2,9,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,1,3,,3,2,1,3,3,1,1,2,1,1,1,2,2,2,2,2,2,2,6,La signalisation,1,La vitesse,8,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,1,, ,, ,, ,, ,, ,,3,3,1,1,1,1,2,1,1,3,4,1,2,,1,4,1,,1,,2,FR,"1,024709"
12000_112A,589,H4H,17,4,2,2,1,2,3,4,2,2,2,2,2,2,2,3,3,3,2,2,4,4,2,2,2,2,4,4,2,2,2,2,2,2,2,2,9,9,9,2,2,2,2,9,9,9,9,9,2,98,,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,accmmodements avec les cyclistes pour les voitures,99,,6,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,1,,13,, ,, ,, ,,13,,4,3,3,3,3,2,3,3,3,4,4,1,5,,2,4,1,,2,,2,FR,"0,77462"
12000_112A,593,H8R,5,5,3,4,1,4,3,2,3,3,4,4,3,3,3,4,3,3,3,2,2,2,2,3,2,1,2,1,1,1,1,1,1,1,1,1,3,3,2,3,1,2,4,2,2,9,2,2,2,9,"les arrets stop, parce que le monde ne les fait dans son secteur, (il y a des ecoles et garderies dans son coin)",2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,2,2,6,les arrets,99,,5,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,3,"les portes dans les parcs ne se ferment pas bien, les enfants peuvent facilement sortir des portes", ,, ,, ,, ,, ,,2,3,2,2,2,1,1,2,2,2,1,1,2,,1,2,1,,1,,2,FR,"0,889622"
12000_112A,600,H1Y,13,5,2,3,4,3,3,3,2,3,2,3,3,2,2,2,3,3,3,2,2,3,2,2,3,1,4,3,1,1,2,2,2,3,1,2,2,2,2,1,2,2,1,2,1,4,1,2,2,9,les pistes cyclabe car il ny a pas de code de la route pour les vélo !,2,2,2,3,3,2,2,2,2,1,1,4,2,3,4,2,2,2,99,,99,,5,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,1,2,5,,8,,2,FR,"2,257292"
12000_112A,607,H4H,17,2,2,2,3,2,2,3,2,9,9,9,9,9,9,9,3,3,2,2,3,3,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,9,9,9,1,1,98,,9,3,3,2,2,9,2,2,1,9,9,2,2,2,1,2,2,2,13,Fréquence des passages d'autobus,99,,9,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,4,1,,2,,1,FR,"3,082716"
12000_112A,611,H2P,19,2,1,1,1,2,2,2,3,3,2,3,2,2,2,1,4,3,4,2,3,3,3,2,1,2,3,3,2,1,1,1,2,2,2,2,3,3,3,1,1,1,2,2,9,9,9,3,1,9,"Il y a beaucoup de nid de poule/bosses à éviter et je m'inquiète pour ma voiture, mais pour aussi les cyclistes et piétons (doit faire des manoeuvres dangereuses pour éviter nid de poule/bosses)",2,3,2,1,1,9,9,2,2,2,9,3,2,2,2,2,2,2,14,"L'horaire est rarement la bonne. Les autobus ne passe pas à l'heure qui est prévu à l'horaire, et ce, souvent.",99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,5,,2,4,4,,1,,1,FR,"0,832039"
12000_112A,615,H2G,13,1,1,2,1,1,1,1,1,9,9,9,9,9,9,9,2,9,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,12,,9,2,1,1,1,9,1,1,1,1,1,1,1,1,1,2,1,2,1,transport en commun,99,,10,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,2,2,1,,1,,1,FR,"3,319388"
