TITRE_ORIGINAL,TITRE_FRANCAIS,TITRE_ANGLAIS,PAYS_1,PAYS_2,PAYS_3,PAYS_4,PAYS_5,PAYS_6,ANNEE_PRODUCTION,GENRE,SOURCE,AUTEUR_1,AUTEUR_2,AUTEUR_3,AUTEUR_4,UUID_MEDIAFILM,UUID_IMDB,UUID_WIKIDATA
"Affaire SK1, L'","Affaire SK1, L'",,FR,,,,,,2014,Drame policier,Livre,Patricia Tourancheau,,,,mf-tt-3396458885,tt3433632,Q3480720
"Affaire Tournesol, L'","Affaire Tournesol, L'",,BE,,,,,,1964,Film d'animation,Oeuvre,HergÃ©,,,,mf-tt-0037314517,,
"Affaires sont les affaires, Les","Affaires sont les affaires, Les",,FR,,,,,,2013,ComÃ©die,PiÃ¨ce,Octave Mirbeau,,,,mf-tt-9094263104,,Q2981123
"Affaires sont les affaires, Les","Affaires sont les affaires, Les",,FR,,,,,,1942,Drame,PiÃ¨ce,Octave Mirbeau,,,,mf-tt-7538928969,tt0210476,
Affliction,Affliction,Affliction,US,,,,,,1997,Drame psychologique,Roman,Russell Banks,,,,mf-tt-8568774247,tt0118564,
"Afghanistan, le pays interdit","Afghanistan, le pays interdit",,FR,,,,,,1987,Drame social,Livre,Philippe Augoyard,,,,mf-tt-8151964570,,
"African Dream, An",,"African Dream, An",ZA,,,,,,1987,Drame social,Roman,Perceval Gibbon,,,,mf-tt-5935776916,tt0092517,Q48671605
"African Queen, The","Reine africaine, La","African Queen, The",US,,,,,,1951,Aventures,Roman,C.S. Forester,,,,mf-tt-0153288726,tt0043265,Q695231
African Story,"Manipulateur, Le","Manipulator, The",IT,,,,,,1974,Drame policier,Roman,Ralph Anders,,,,mf-tt-6735554873,tt0068177,Q2963487
After,After - La rencontre,After,US,,,,,,2019,Drame sentimental,Roman,Anna Todd,,,,mf-tt-7727439595,tt4126476,Q6928576
After All These Years,EnquÃªtrice malgrÃ© elle,After All These Years,CA,,,,,,2013,ComÃ©die policiÃ¨re,Roman,Susan Isaacs,,,,mf-tt-1435181982,tt2212670,
After the Harvest,,After the Harvest,CA,,,,,,2001,Drame de moeurs,Roman,Martha Ostenso,,,,mf-tt-7029613003,tt0258315,
After the Rain,,After the Rain,ZA,,,,,,1999,Drame,PiÃ¨ce,Ross Kettle,,,,mf-tt-2177270293,tt0202782,
After the Storm,Orage aux Bahamas,After the Storm,US,,,,,,2001,Aventures,Roman,Ernest Hemingway,,,,mf-tt-6672787370,tt0240325,Q845077
After the Wedding,AprÃ¨s la noce,After the Wedding,US,,,,,,2019,Drame,Oeuvre,Susanne Bier,,,,mf-tt-1237733679,tt7985692,Q3418650
After We Collided,After - La collision,After We Collided,US,,,,,,2020,Drame sentimental,Roman,Anna Todd,,,,mf-tt-4826130679,tt10362466,Q1758112
After We Fell,After - La chute,After We Fell,US,,,,,,2021,Drame sentimental,Roman,Anna Todd,,,,mf-tt-9101722459,tt13069986,
"Aftermath, The",Coeurs ennemis,"Aftermath, The",GB,,,,,,2019,Drame,Roman,Rhidian Brook,,,,mf-tt-9702944497,tt5977276,Q16967395
Afterwards,Et aprÃ¨s,Afterwards,FR,CA,DE,,,,2008,Drame fantastique,Roman,Guillaume Musso,,,,mf-tt-1393367114,tt0940580,Q2452001
Agaguk,Agaguk,Agaguk,CA,FR,,,,,1992,Aventures,Roman,Yves ThÃ©riault,,,,mf-tt-5056706224,,Q3799052
Agassi,Mademoiselle,"Handmaiden, The",KP,,,,,,2016,Drame sentimental,Roman,Sarah Waters,,,,mf-tt-1993183025,tt4016934,Q104862168
"Ãge de Monsieur est avancÃ©, L'","Ãge de Monsieur est avancÃ©, L'",,FR,,,,,,1987,ComÃ©die,PiÃ¨ce,Pierre Etaix,,,,mf-tt-7692643775,,Q4165260
"Age of Innocence, The","Temps de l'innocence, Le","Age of Innocence, The",US,,,,,,1993,Drame de moeurs,Roman,Edith Wharton,,,,mf-tt-0175068300,tt0106226,Q2251841
"Agent secret, L'","Agent secret, L'",,FR,,,,,,1981,Drame d'espionnage,Roman,Joseph Conrad,,,,mf-tt-2239009987,,Q7093063
Agent trouble,Agent trouble,,FR,,,,,,1987,Drame policier,Roman,Malcolm Bosse,,,,mf-tt-8447171030,tt0092521,Q24887745
"Agitator, The",,"Agitator, The",GB,,,,,,1944,Drame social,Roman,William Riley,,,,mf-tt-0355487511,tt0036588,Q7729824
AgnÃ¨s de rien,AgnÃ¨s de rien,,FR,,,,,,1950,Drame psychologique,Roman,Germaine Beaumont,,,,mf-tt-2707812919,,Q2723719
"Agony and the Ecstasy, The","Extase et l'agonie, L'","Agony and the Ecstasy, The",US,,,,,,1965,Drame historique,Roman,Irving Stone,,,,mf-tt-6980273853,tt0058886,Q58313648
"Agression, L'","Agression, L'",,FR,IT,,,,,1974,Drame policier,Roman,John Buell,,,,mf-tt-9558062440,tt0072618,
Ah! Les Belles Bacchantes,Ah! Les Belles Bacchantes,,FR,,,,,,1954,ComÃ©die burlesque,PiÃ¨ce,Robert DhÃ©ry,,,,mf-tt-7201337214,tt0046688,Q1216898
"Ahmed, el principe de la Alhambra","Ahmed, prince de l'Alhambra","Ahmed, Prince of the Alhambra",ES,,,,,,1997,Film d'animation,Roman,Washington Irwing,,,,mf-tt-8314741315,,Q512475
"Aigle Ã  deux tÃªtes, L'","Aigle Ã  deux tÃªtes, L'","Eagle With Two Heads, The",FR,,,,,,1948,Drame psychologique,PiÃ¨ce,Jean Cocteau,,,,mf-tt-6038682017,tt0039135,Q1480617
"Aiglon, L'","Aiglon, L'",,FR,,,,,,1931,Drame biographique,PiÃ¨ce,Edmond Rostand,,,,mf-tt-5017325590,tt0154123,Q3560536
Ailleurs,Ailleurs,,CA,QC,,,,,2017,Drame de moeurs,Roman,Paul Rousseau,Jacques Laberge,,,mf-tt-7002365248,tt5508576,Q3223236
"Aimer, boire et chanter","Aimer, boire et chanter",,FR,,,,,,2013,ComÃ©die,PiÃ¨ce,Alan Ayckbourn,,,,mf-tt-6020473123,tt2751390,Q12146072
"AÃ®nÃ© des Ferchaux, L'","AÃ®nÃ© des Ferchaux, L'",,FR,,,,,,1963,Drame psychologique,Roman,Georges Simenon,,,,mf-tt-8583974877,tt0056845,
"Air de famille, Un","Air de famille, Un",Family Resemblances,FR,,,,,,1996,ComÃ©die de moeurs,PiÃ¨ce,Jean-Pierre Bacri,AgnÃ¨s Jaoui,,,mf-tt-1285280882,tt0118015,
"Air de Paris, L'","Air de Paris, L'",,FR,IT,,,,,1954,Drame sentimental,Roman,Jacques Viot,,,,mf-tt-3141084479,tt0046690,Q28495217
Air Force One is Down,Air Force One ne rÃ©pond plus,Air Force One is Down,US,,,,,,2012,Aventures,Roman,Alistair Maclean,,,,mf-tt-5925482658,,
Airport,AÃ©roport,Airport,US,,,,,,1969,Film catastrophe,Roman,Arthur Hailey,,,,mf-tt-7062178089,tt0065377,Q509605
Airport '77,"NaufragÃ©s du 747, Les",Airport '77,US,,,,,,1977,Film catastrophe,Roman,Arthur Hailey,,,,mf-tt-3085250173,tt0075648,Q3179108
Airport 1975,747 en pÃ©ril,Airport 1975,US,,,,,,1974,Film catastrophe,Roman,Arthur Hailey,,,,mf-tt-8374779379,tt0071110,Q10467379
Al Yom el sadess,"SixiÃ¨me Jour, Le",,FR,EG,,,,,1986,MÃ©lodrame,Roman,AndrÃ©e Chedid,,,,mf-tt-8802308797,,Q724770
Alatriste,Capitaine Alatriste,Alatriste,ES,FR,US,,,,2007,Aventures,Oeuvre,Arturo PÃ©rez-Reverte,,,,mf-tt-4229305442,tt0395119,Q28173075
Albert Major parlait trop,Albert Major parlait trop,,FR,,,,,,2016,Drame policier,Roman,Agatha Christie,,,,mf-tt-3464958435,,Q205447
Albert Nobbs,Albert Nobbs,Albert Nobbs,IE,GB,,,,,2011,Drame,Oeuvre,George Moore,,,,mf-tt-3791409851,tt1602098,Q2870374
Aldo et Junior,Aldo et Junior,,FR,,,,,,1984,ComÃ©die,Oeuvre,Georges Wolinski,,,,mf-tt-7240029303,tt0086869,
Alex Cross,Alex Cross,Alex Cross,US,,,,,,2012,Drame policier,Roman,James Patterson,,,,mf-tt-9539334454,tt1712170,Q2873482
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexandre et sa journÃ©e Ã©pouvantablement terrible, horrible et affreuse","Alexander and the Terrible, Horrible, No Good, Very Bad Day",US,,,,,,2014,ComÃ©die,Oeuvre,Judith Viorst,,,,mf-tt-1076467138,,
Alexandra David-NÃ©el - J'irai au pays des neiges,Alexandra David-NÃ©el - J'irai au pays des neiges,,FR,,,,,,2011,Drame,Livre,Alexandra David-NÃ©el,,,,mf-tt-8768072413,,Q7726926
Alexis Zorbas,Zorba le Grec,Zorba the Greek,GB,,,,,,1964,Drame de moeurs,Roman,Nikos Kazantzakis,,,,mf-tt-1798781624,tt0057831,Q17264698
Algiers,,Algiers,US,,,,,,1938,Drame policier,Roman,Henri La Barthe,,,,mf-tt-3024088186,tt0029855,Q607179
Ali & Nino,,Ali & Nino,GB,AZ,,,,,2016,Drame sentimental,Livre,Kurban Said,,,,mf-tt-3799516196,,Q13806537
Alice in Wonderland,Alice au pays des merveilles,Alice in Wonderland,US,,,,,,2010,ComÃ©die fantaisiste,Oeuvre,Lewis Carroll,,,,mf-tt-9105101131,tt1014759,
Alice in Wonderland,Alice au pays des merveilles,Alice in Wonderland,US,,,,,,1985,Conte,Roman,Lewis Carroll,,,,mf-tt-8527113535,tt0088693,Q251559
Alice in Wonderland,Alices au pays des merveilles,Alice in Wonderland,US,,,,,,1933,Conte,Roman,Lewis Carroll,,,,mf-tt-8187750761,tt0023753,Q5773100
Alice in Wonderland,,Alice in Wonderland,GB,,,,,,1950,Conte,Roman,Lewis Carroll,,,,mf-tt-0969651409,,Q3246576
Alice Through the Looking Glas,Alice de l'autre cÃ´tÃ© du miroir,Alice Through the Looking Glass,US,,,,,,2016,ComÃ©die fantaisiste,Roman,Lewis Carroll,,,,mf-tt-7659993749,tt2567026,
Alice Through the Looking Glass,,Alice Through the Looking Glass,US,,,,,,1966,ComÃ©die fantaisiste,Roman,Lewis Carroll,,,,mf-tt-0797510338,tt0060088,
Alice Through the Looking Glass,"Alice, Ã  travers le miroir",Alice Through the Looking Glass,GB,,,,,,1999,ComÃ©die fantaisiste,Roman,Lewis Carroll,,,,mf-tt-0746623039,,Q1196127
Aliens Ate My Homework,Des extraterrestres ont mangÃ© mes devoirs,Aliens Ate My Homework,US,,,,,,2017,ComÃ©die fantaisiste,Oeuvre,Bruce Coville,,,,mf-tt-4778465901,,Q3140775
Aliens Stole My Body,,Aliens Stole My Body,US,,,,,,2020,ComÃ©die fantaisiste,Oeuvre,Bruce Coville,,,,mf-tt-3585491031,,Q21009254
Alita - Battle Angel,Alita - Ange conquÃ©rant,Alita - Battle Angel,US,CA,AR,,,,2018,Science-fiction,Oeuvre,Yukito Kishiro,,,,mf-tt-9913111293,tt0437086,Q1201853
Alive,"Survivants, Les",Alive,US,CA,,,,,1992,Drame,Livre,Piers Paul Read,,,,mf-tt-9181894768,tt0106246,
All for Mary,Amour et ski,All for Mary,GB,,,,,,1956,ComÃ©die,PiÃ¨ce,Kay Bannerman,,,,mf-tt-0741601360,tt0047812,Q2033271
All My Sons,,All My Sons,US,,,,,,1986,Drame social,Roman,Arthur Miller,,,,mf-tt-7248271494,,Q1132978
All the Bright Places,,All the Bright Places,US,,,,,,2020,Drame sentimental,Roman,Jennifer Niven,,,,mf-tt-5625893045,tt3907584,Q229558
All the King's Men,"Fous du roi, Les",All the King's Men,US,,,,,,2006,Drame social,Roman,Robert Penn Warren,,,,mf-tt-7048197451,tt0405676,Q1283627
All the Money in the World,Tout l'argent du monde,All the Money in the World,US,,,,,,2017,Drame,Livre,John Pearson,,,,mf-tt-2580598687,tt5294550,Q329448
All the President's Men,"Hommes du prÃ©sident, Les",All the President's Men,US,,,,,,1976,Drame politique,Livre,Bob Woodward,Carl Bernstein,,,mf-tt-0719174293,tt0074119,Q953202
All the Rage,,All the Rage,US,,,,,,1998,ComÃ©die de moeurs,PiÃ¨ce,Roland Tec,,,,mf-tt-8024634194,,Q1950050
Alla ricerca di Sheherazade,ShÃ©hÃ©razade,,IT,FR,ES,,,,1999,Drame policier,Roman,Manuel VÃ¡zquez MontalbÃ¡n,,,,mf-tt-5126406541,,Q512350
Allan Quatermain and the Lost City of Gold,Allan Quatermain et la citÃ© de l'or perdu,Allan Quatermain and the Lost City of Gold,US,,,,,,1986,Aventures,Roman,H. Rider Haggard,,,,mf-tt-2804765595,tt0092534,Q2436011
"AllÃ©e du roi, L'","AllÃ©e du roi, L'","King's Way, The",FR,,,,,,1995,Chronique historique,Roman,FranÃ§oise Chandernagor,,,,mf-tt-7466829974,,
Allegheny Uprising,"Premier Rebelle, Le",Allegheny Uprising,US,,,,,,1939,Aventures,Roman,Neil H. Swanson,,,,mf-tt-4898937997,tt0031033,Q3013696
"Alliance, L'","Alliance, L'",,FR,,,,,,1970,Drame psychologique,Roman,Jean-Claude CarriÃ¨re,,,,mf-tt-2026117552,tt0065385,
Allons z'enfants,Allons z'enfants,,FR,,,,,,1980,Drame social,Roman,Yves Gibeau,,,,mf-tt-8954817223,tt0080355,Q3225280
"Allumettes suÃ©doises: David et Olivier, Les","Allumettes suÃ©doises: David et Olivier, Les",,FR,DE,IT,,,,1995,Chronique,Roman,Robert Sabatier,,,,mf-tt-0763509038,,
"Allumettes suÃ©doises: Les Noisettes sauvages, Les","Allumettes suÃ©doises: Les Noisettes sauvages, Les",,FR,DE,IT,,,,1995,Chronique,Roman,Robert Sabatier,,,,mf-tt-1990436210,,Q331738
"Allumettes suÃ©doises: Trois Sucettes Ã  la menthe, Les","Allumettes suÃ©doises: Trois Sucettes Ã  la menthe, Les",,FR,DE,IT,,,,1995,Chronique,Roman,Robert Sabatier,,,,mf-tt-1390703783,,
Aloma of the South Seas,Aloma des mers du sud,Aloma of the South Seas,US,,,,,,1926,Drame,PiÃ¨ce,LeRoy Clemens,John B. Hymer,,,mf-tt-5581874859,tt0016598,Q3233233
Alone in Berlin,Seul dans Berlin,Alone in Berlin,DE,FR,GB,,,,2016,Drame historique,Roman,Hans Fallada,,,,mf-tt-7364862118,tt3026488,
Altitude 3.200,Nous les jeunes,Altitude 3.200,FR,,,,,,1937,ComÃ©die dramatique,PiÃ¨ce,Julien Luchaire,,,,mf-tt-9163391421,tt0029860,Q2399988
Always Outnumbered,Prisonniers sans chaÃ®nes,Always Outnumbered,US,,,,,,1998,Drame social,Livre,Walter Mosley,,,,mf-tt-2031152164,tt0146425,Q28517227
Am Stram Gram,Am Stram Gram,,FR,,,,,,2008,ComÃ©die policiÃ¨re,Roman,Agatha Christie,,,,mf-tt-9983190967,,Q2378372
Amadeus,Amadeus,Amadeus,US,,,,,,1984,Drame musical,PiÃ¨ce,Peter Shaffer,,,,mf-tt-4978330023,tt0086879,Q220655
"Amant de Lady Chatterley, L'","Amant de Lady Chatterley, L'",Lady Chatterley's Lover,FR,,,,,,1955,Drame psychologique,Roman,D.H. Lawrence,,,,mf-tt-8328057537,tt0047817,
"Amant de poche, L'","Amant de poche, L'",,FR,,,,,,1977,ComÃ©die dramatique,Roman,Valdemar Lestienne,,,,mf-tt-0298175167,,Q158047
"Amant double, L'","Amant double, L'","Double Lover, The",FR,,,,,,2017,Thriller,Roman,Joyce Carol Oates,,,,mf-tt-0301785765,tt6367558,
"Amants de la Dent Blanche, Les","Amants de la Dent Blanche, Les",,FR,BE,CH,,,,2006,Drame sentimental,Roman,Narcisse Praz,,,,mf-tt-0250549565,tt0475802,Q10671737
"Amants de RiviÃ¨re-Rouge: Le Temps de l'amitiÃ©, Les","Amants de RiviÃ¨re-Rouge: Le Temps de l'amitiÃ©, Les",Red River,FR,CA,,,,,1996,Drame sentimental,Roman,Maurice Constantin-Weyer,,,,mf-tt-9575278426,,
"Amants de RiviÃ¨re-Rouge: Le Temps de la vengeance, Les","Amants de RiviÃ¨re-Rouge: Le Temps de la vengeance, Les",Red River,FR,CA,,,,,1996,Drame sentimental,Roman,Maurice Constantin-Weyer,,,,mf-tt-2768835658,,Q4015678
"Amants de Tolede, Les","Amants de Tolede, Les",,FR,IT,ES,,,,1952,Drame,Roman,Stendhal,,,,mf-tt-5058014435,tt0045241,
"Amants de VÃ©rone, Les","Amants de VÃ©rone, Les",,FR,,,,,,1949,Drame sentimental,PiÃ¨ce,William Shakespeare,,,,mf-tt-8365575031,tt0040090,
"Amants du levant, Les","Amants du levant, Les",,FR,CH,,,,,2016,Drame policier,Oeuvre,Richard Hugo,,,,mf-tt-5863121311,,
"Amants du Tage, Les","Amants du Tage, Les",,FR,,,,,,1955,Drame psychologique,Roman,Joseph Kessel,,,,mf-tt-2250881264,tt0047818,Q798374
Amants et voleurs,Amants et voleurs,,FR,,,,,,1935,ComÃ©die,Roman,Alfred Athis,Tristan Bernard,,,mf-tt-8580421103,tt0177515,
"Amants naufragÃ©s, Les","Amants naufragÃ©s, Les",,FR,,,,,,2011,Thriller,Roman,Boileau-Narcejac,,,,mf-tt-5266925212,,Q3202461
"Amants terribles, Les","Amants terribles, Les",,FR,,,,,,1936,ComÃ©die,PiÃ¨ce,Noel Coward,,,,mf-tt-5139592214,tt0027283,
"Amateur, The","Homme de Prague, L'","Amateur, The",CA,,,,,,1981,Drame d'espionnage,Roman,Robert Littell,,,,mf-tt-6775925759,tt0082005,Q151825
"Amazing Doctor Clitterhouse, The","MystÃ©rieux Docteur Clitterhouse, Le","Amazing Doctor Clitterhouse, The",US,,,,,,1938,ComÃ©die policiÃ¨re,PiÃ¨ce,BarrÃ© Lyndon,,,,mf-tt-7193701556,,Q16637004
"Amazing Spider-Man 2, The","Extraordinaire Spider-Man 2, L'","Amazing Spider-Man 2, The",US,,,,,,2014,Drame fantastique,Oeuvre,Steve Ditko,Stan Lee,,,mf-tt-4792988852,tt1872181,Q628664
"Amazing Spider-Man, The","Extraordinaire Spider-Man, L'","Amazing Spider-Man, The",US,,,,,,2012,Drame fantastique,Oeuvre,Steve Ditko,Stan Lee,,,mf-tt-9189037915,tt0948470,Q19946606
"Ambassador, The","Ambassadeur: chantage en IsraÃ«l, L'","Ambassador, The",US,,,,,,1984,Drame politique,Roman,Elmore Leonard,,,,mf-tt-7912105611,tt0086884,Q581201
"Ambitieuse, L'","Ambitieuse, L'","Climbers, The",FR,IT,AU,,,,1959,Drame psychologique,Roman,FranÃ§ois Ponthier,,,,mf-tt-9136910163,,Q19721419
AmÃ©lie ou le temps d'aimer,AmÃ©lie ou le temps d'aimer,,FR,,,,,,1961,Drame,Roman,Michele Angot,,,,mf-tt-9680604281,tt0166076,Q64174907
American Assassin,Assassin AmÃ©ricain,American Assassin,US,,,,,,2017,Drame d'espionnage,Roman,Vince Flynn,,,,mf-tt-4278579895,tt1961175,
"American Christmas Carol, An",,"American Christmas Carol, An",CA,US,,,,,1979,ComÃ©die dramatique,Roman,Charles Dickens,,,,mf-tt-9558969117,tt0078764,
"American Clock, The",,"American Clock, The",US,,,,,,1993,Drame social,PiÃ¨ce,Arthur Miller,,,,mf-tt-3230494328,tt0106255,Q4803890
American Pastoral,,American Pastoral,US,,,,,,2016,Drame,Roman,Philip Roth,,,,mf-tt-4853278574,tt0376479,Q101098258
American Psycho,American Psycho,American Psycho,US,,,,,,2000,Drame,Roman,Bret Easton Ellis,,,,mf-tt-5304720839,tt0144084,Q3372679
American Sniper,Tireur d'Ã©lite amÃ©ricain,American Sniper,US,,,,,,2014,Drame biographique,Livre,Chris Kyle,,,,mf-tt-4274617321,tt2179136,Q18703032
"American Summer, An",,"American Summer, An",US,,,,,,1990,ComÃ©die dramatique,Roman,Mark Twain,,,,mf-tt-7226139638,tt0101328,Q3400590
"American Tragedy, An","TragÃ©die amÃ©ricaine, Une","American Tragedy, An",US,,,,,,1931,Drame psychologique,Roman,Theodore Dreiser,,,,mf-tt-8130548292,tt0021607,
American Woman,Femme amÃ©ricaine,American Woman,US,CA,,,,,2019,Drame,Roman,Susan Choi,,,,mf-tt-3237989184,tt9109492,Q14948560
"American, The","AmÃ©ricain, L'","American, The",US,,,,,,2010,Thriller,Roman,Martin Booth,,,,mf-tt-4608958593,tt1440728,Q3207506
"American, The",,"American, The",GB,,,,,,1999,Drame de moeurs,Roman,Henry James,,,,mf-tt-3534928512,,Q5050448
"Amerloque, L'","Amerloque, L'","Yankee au pair, The",FR,,,,,,1996,ComÃ©die,Roman,Susie Morgenstern,,,,mf-tt-2827022303,,
"Ãmes fortes, Les","Ãmes fortes, Les",,FR,BE,,,,,2001,Chronique,Roman,Jean Giono,,,,mf-tt-8036332334,tt0262942,Q1125384
"Ãmes grises, Les","Ãmes grises, Les",,FR,,,,,,2005,Drame policier,Roman,Philippe Claudel,,,,mf-tt-1612505854,tt0431493,Q213683
"Ami d'enfance de Maigret, L'","Ami d'enfance de Maigret, L'",,FR,,,,,,1984,Drame policier,Oeuvre,Georges Simenon,,,,mf-tt-9677823722,,
"Ami de la famille, L'","Ami de la famille, L'",,FR,,,,,,1957,ComÃ©die,PiÃ¨ce,Jacques Sommet,,,,mf-tt-6122988060,tt0149653,Q833638
"Ami de Vincent, L'","Ami de Vincent, L'",,FR,,,,,,1983,Drame psychologique,Roman,Jean-Marc Roberts,,,,mf-tt-2795141254,tt0085158,Q2568905
"Ami Fritz, L'","Ami Fritz, L'",,FR,,,,,,2001,Drame,Roman,Erckmann-Chatrian,,,,mf-tt-5303806943,,Q383844
"Ami parfait, Un","Ami parfait, Un",,FR,DE,,,,,2006,Drame,Roman,Martin Suter,,,,mf-tt-2682425915,tt0765263,
"Ami perdu, L'","Ami perdu, L'",,FR,BE,,,,,2013,Drame policier,Oeuvre,Alexis Lecaye,,,,mf-tt-5569390146,,Q18754959
"Amies de ma femme, Les","Amies de ma femme, Les",,FR,,,,,,1992,ComÃ©die de moeurs,Roman,Philippe Adler,,,,mf-tt-3567891048,tt0103676,Q1121916
"Amis Ã  vendre, Les","Amis Ã  vendre, Les",,FR,,,,,,2012,ComÃ©die dramatique,PiÃ¨ce,Gabor Rassov,,,,mf-tt-2865051658,,Q996020
"AmitiÃ©s particuliÃ¨res, Les","AmitiÃ©s particuliÃ¨res, Les",,FR,,,,,,1964,Drame psychologique,Roman,Roger Peyrefitte,,,,mf-tt-4806979923,tt0057842,Q1760258
AmitiÃ©s sincÃ¨res,AmitiÃ©s sincÃ¨res,Sincerely Yours,FR,,,,,,2012,ComÃ©die dramatique,PiÃ¨ce,FranÃ§ois PrÃ©vÃ´t-Leygonie,StÃ©phan Archinard,,,mf-tt-7107246914,tt2081435,Q55598765
Amok,Amok,,FR,,,,,,1934,Drame,Roman,Stefan Zweig,,,,mf-tt-0832600074,tt0190964,Q1766009
"Amour autour de la maison, L'","Amour autour de la maison, L'",,FR,BE,,,,,1947,Drame,Roman,Albert 't Serstevens,,,,mf-tt-8561365391,,Q1332957
"Amour braque, L'","Amour braque, L'",,FR,,,,,,1985,Drame psychologique,Roman,FÃ©dor DostoÃ¯evski,,,,mf-tt-5189433722,tt0088714,
Amour de poche,Amour de poche,Girl in His Pocket,FR,,,,,,1957,ComÃ©die fantaisiste,Roman,Waldemar Kamempfert,,,,mf-tt-0372847425,tt0050124,
"Amour dure trois ans, L'","Amour dure trois ans, L'",Love Lasts Three Years,FR,BE,,,,,2011,ComÃ©die sentimentale,Roman,FrÃ©dÃ©ric Beigbeder,,,,mf-tt-5636980757,tt1638328,Q4662444
"Amour est un crime parfait, L'","Amour est un crime parfait, L'",Love is the Perfect Crime,FR,,,,,,2013,Thriller,Roman,Philippe Djian,,,,mf-tt-9809505585,tt3103576,Q3302475
"Amour fraternel, L'","Amour fraternel, L'",,FR,,,,,,2011,ComÃ©die dramatique,Roman,AndrÃ© de Richaud,,,,mf-tt-8075930070,,
"Amour impossible, Un","Amour impossible, Un",,FR,BE,,,,,2018,Drame,Roman,Christine Angot,,,,mf-tt-5262867101,tt8260226,Q2294889
Amoureuse,Amoureuse,,FR,,,,,,2011,Drame policier,Roman,Isabelle Horlans,,,,mf-tt-8190950672,,Q1131173
Amoureux de ma femme,Amoureux de ma femme,,FR,,,,,,2018,ComÃ©die dramatique,PiÃ¨ce,Florian Zeller,,,,mf-tt-7625008561,tt7654872,
"Amoureux du France, Les","Amoureux du France, Les",,FR,IT,,,,,1964,ComÃ©die,Oeuvre,Marivaux,,,,mf-tt-2389414533,,
"Amours cÃ©lÃ¨bres, Les","Amours cÃ©lÃ¨bres, Les",,FR,IT,,,,,1961,Film Ã  sketches,Oeuvre,Paul Gordeaux,,,,mf-tt-3540763994,tt0054516,
"Amours du chevalier, Les","Amours du chevalier, Les",,CH,,,,,,1979,ComÃ©die sentimentale,Roman,Grottfried Keller,,,,mf-tt-0584939804,,Q488169
Amsterdam Affair,De la neige sur les tulipes,Amsterdam Affair,GB,,,,,,1967,Drame policier,Roman,Nicolas Freeling,,,,mf-tt-9456737187,tt0062665,Q2118926
Amy & Isabelle,Amy et Isabelle,Amy & Isabelle,US,,,,,,2001,Drame psychologique,Roman,Elizabeth Strout,,,,mf-tt-7015388272,,Q738152
An,"DÃ©lices de Tokyo, Les",Sweet Bean,JP,,,,,,2015,Drame,Roman,Durian Sukegawa,,,,mf-tt-1048072100,tt4298958,Q2226293
An einem Freitag um halb zwÃ¶lf...,Vendredi 13 heures...,World in My Pocket,DE,FR,IT,,,,1960,Drame policier,Roman,James Hadley Chase,,,,mf-tt-9328055292,tt0055252,Q1438205
Anatole,Anatole,,FR,,,,,,1966,ComÃ©die dramatique,PiÃ¨ce,Arthur Schnitzler,,,,mf-tt-5842113508,tt0309281,
Anatomie de l'enfer,Anatomie de l'enfer,Anatomy of Hell,FR,PT,,,,,2003,Drame de moeurs,Roman,Catherine Breillat,,,,mf-tt-0074410835,tt0348529,
"Anciens de Saint-Loup, Les","Anciens de Saint-Loup, Les",,FR,,,,,,1950,Drame,Roman,Pierre VÃ©ry,,,,mf-tt-5367221245,tt0149665,Q66831826
And a Nightingale Sang,,And a Nightingale Sang,US,,,,,,1989,Drame de moeurs,PiÃ¨ce,C.P. Taylor,,,,mf-tt-9621824209,tt0096814,Q3232939
And Never Let Her Go,Ne me quitte pas,And Never Let Her Go,US,,,,,,2001,Drame policier,Livre,Ann Rule,,,,mf-tt-4362768634,tt0264366,
And Then There Were None,Ils Ã©taient dix,And Then There Were None,GB,,,,,,2015,Thriller,Roman,Agatha Christie,,,,mf-tt-4597068075,,Q4055389
And Then There Were None,Dix petits indiens,And Then There Were None,US,,,,,,1945,Thriller,Roman,Agatha Christie,,,,mf-tt-3096640240,tt0037515,Q3205456
Andorra ou les hommes d'airain,Andorra ou les hommes d'airain,,FR,,,,,,1942,Drame,Roman,Isabelle Sandy,,,,mf-tt-2104110795,,
"Andromeda Strain, The","MystÃ¨re AndromÃ¨de, Le","Andromeda Strain, The",US,,,,,,1971,Science-fiction,Roman,Michael Crichton,,,,mf-tt-2290157672,tt0066769,Q80177730
"Ange de la nuit, L'","Ange de la nuit, L'",,FR,,,,,,1944,ComÃ©die dramatique,PiÃ¨ce,Marcel Lasseaux,,,,mf-tt-6863935244,,Q21528109
"Ange du foyer, L'","Ange du foyer, L'",,FR,,,,,,1937,ComÃ©die,PiÃ¨ce,Gaston Arman de Caillavet,Robert de Flers,,,mf-tt-8984149712,,Q60845852
