Fonds_gestion,Cofinancement,Annee_financiere,Debut_financement,Titulaire,Dossier,Etablissement,Pays_etablissement,Province_etablissement,Categorie_de_financement,Programme,Code_programme,Programme_volet,Code_volet,Montant_recherche,Frais_indirects,Montant_total,Grands_defis_de_societe,Type_de_destinataire,Domaine_de_recherche,Objet_de_recherche_1,Objet_de_recherche_2,Champs_application_1,Champs_application_2,Mots_cles
FRQSC,,2018-2019,2015-2016,"FRASSON, CLAUDE",188243,Université de Montréal,CANADA,Québec,Subventions d'infrastructure,Soutien aux équipes de recherche,SE,Soutien aux équipes de recherche / Universitaire - renouvellement,SE3,69520,0,69520,,Établissement reconnu,"Éducation, savoirs et compétences",Modes d'apprentissage,,Éducation ,Fondements et avancement des connaissances,jeux sérieux adaptatifs // Interactions sociales // Apprentisssage // Analyse cognitive // Analyse émotionnelle // Conception de jeux vidéo intelligents // Conception de jeux vidéo intelligents // Prise de décision // Interactions sociales // Apprentisssage // Analyse cognitive // Analyse émotionnelle
FRQSC,,2018-2019,2015-2016,"LESSARD, GENEVIÈVE",188444,Université Laval,CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Violence conjugale / Projet de recherche-action,0VCA,13439,0,13439,,Établissement reconnu,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Rapports parent-enfant ,Violence,Populations,,Violence conjugale // Maternité et paternité // enjeux de concertation // santé mentale // toxicomanie // pauvreté // Violence conjugale // Maternité et paternité // enjeux de concertation // santé mentale // toxicomanie // pauvreté
FRQSC,,2018-2019,2015-2016,"CORREIA, STEPHANIE",189100,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,6666,0,6666,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Problèmes de comportement,Socialisation,Éducation ,,Physical aggression  // Relational aggression  // Social withdrawal // Social norms  // Peer relations // Friendships
FRQSC,,2018-2019,2015-2016,"LÉVEILLÉE, SUZANNE",189236,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Violence conjugale / Projet de recherche-action,0VCA,17222,0,17222,,Établissement reconnu,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Rapports homme-femme,Violence,Populations,Éducation ,Violence // Séparation // Intervention Hommes // Violence // Séparation // Intervention Hommes
FRQSC,,2018-2019,2015-2016,"GADEAU, OLIVIER",189278,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Médias, communications et information",Modes d'appropriation des moyens de communication,Stratégies de persuasion,Culture,,Sociologie de la communication // Usages des TIC // Performance // Mise en scène du soi // Médias sociaux // Microblogue
FRQSC,,2018-2019,2015-2016,"PETRUZZIELLO, TREVEUR",189410,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,6666,0,6666,,Titulaire,"Arts, littérature et société","Mouvement, écoles,styles et corpus artistiques ou littéraires",Construction de l'identité,Culture,Fondements et avancement des connaissances,Recherche-création // Littérature contemporaine au Québec // Identité sexuelle dans la littérature // Théories queers // Sémiologie // Personnages dans la littérature
FRQSC,,2018-2019,2015-2016,"CLOUTHIER, TRACY",189557,Pennsylvania State University,ÉTATS-UNIS,Pennsylvania,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,6666,0,6666,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Services sociaux spécifiques (clientèles),Développement affectif et émotionnel,Solidarité sociale,,therapeutic alliance // psychotherapy // outcome monitoring
FRQSC,,2018-2019,2015-2016,"BARABÉ, GENEVIÈVE",189592,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,10000,0,10000,,Titulaire,"Éducation, savoirs et compétences",Enseignement ,Approches éducatives,Éducation ,,Théorie cognitive de l'enaction // Didactique des mathématiques // Pratiques d'enseignement // Enseignement au secondaire // Enseignement émergent // « Problem posing »
FRQSC,,2018-2019,2015-2016,"PACAUD, MARIE-CHRISTINE",189612,Campus Notre-Dame-de-Foy [CNDF],CANADA,Québec,Bourses de carrière et subventions salariales,Dégagement d'enseignement et appui pour la recherche au collégial,CHC,Dégagement d'enseignement pour la recherche au collégial,CHZ,12850,0,12850,,Établissement reconnu,Gestion des organisations ,,,,,
FRQSC,,2018-2019,2015-2016,"BOUIZEGARÈNE, NABIL",189692,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Développement affectif et émotionnel,Construction de l'identité,Populations,Éducation ,Personnalité // Autonomie // Relation // Compétence // Évitement // Avidité
FRQSC,,2018-2019,2015-2016,"TAÏBI, BOUCHRA",189724,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,6666,0,6666,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Transitions familiales,Rapports ethniques et interculturels,Solidarité sociale,Populations,Personnes âgées immigrantes // Vieillissement en contexte migratoire // Proches aidants immigrants // Intervention intergénérationnelle // Hébergement des ainés immigrants // Gérontologie sociale et multi-ethnicité
FRQSC,,2018-2019,2015-2016,"ROBERT-HUOT, GENEVIÈVE",189769,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,23333,0,23333,,Titulaire,Gestion des organisations ,"Gestion des changements (structuraux, technologiques et culturels) ",Petites et moyennes entreprises,Structures organisationnelles,,Gestion stratégique des ress humaines // PME // pratiques de gestion des ress humaines // apprentissage organisationnel
FRQSC,,2018-2019,2015-2016,"DILIMULATI, MAIHEMUTI",189786,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,6666,0,6666,,Titulaire,"Éducation, savoirs et compétences",Contextes sociaux,,Éducation ,,Education // immigrants // integration  // comparison  // Empolyment // Minority
FRQSC,,2018-2019,2015-2016,"SIROIS, DOMINIQUE",189852,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,13332,0,13332,,Titulaire,Création artistique et littéraire,Installations,Approches multiples de la création,Culture,,économie  // art contemporain  // art conceptuel // finance // affect // autoréférentialité
FRQSC,,2018-2019,2015-2016,"BERGERON, ÉTIENNE",189880,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,6666,0,6666,,Titulaire,"Arts, littérature et société",Analyse d'oeuvres littéraires ou artistiques,Théories artistiques ou littéraires,Culture,,Littérature contemporaine // Écriture // Souffrance // Sexualité // Mémoire // Corps
FRQSC,,2018-2019,2015-2016,"LÉTOURNEAU, RENÉ",190182,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de recherche postdoctorale,B3,Bourses postdoctorales,B3Z,1121,0,1121,,Titulaire,"Cultures, religions et civilisations",Grammaire,Sémantique,Fondements et avancement des connaissances,Culture,Philosophie médiévale // Théologie // Linguistique // Grammaire médiévale // Grammaire philosophique médiévale // Grammaire intentionnaliste parisienne
FRQSC,,2018-2019,2015-2016,"PERRON, NANCY",190358,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,6666,0,6666,,Titulaire,"Arts, littérature et société",Analyse d'oeuvres littéraires ou artistiques,Études des arts populaires et de masse,Culture,,Histoire de la caricature // Modernité artistique québecoise // Journal La Presse à Montréal // caricaturiste québécois // Albéric Bourgeois // Baptiste Ladébauche
FRQSC,,2018-2019,2015-2016,"VILLENEUVE-LAPOINTE, MYRIAM",190435,Université du Québec en Outaouais [UQO],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Éducation, savoirs et compétences",Systèmes d'enseignement et d'apprentissage,,Éducation ,,compétence scripturale // pratique pédagogique // inclusion scolaire // orthographe lexicale
FRQSC,,2018-2019,2015-2016,"LÉGER, LUC",190583,Université d'Ottawa,CANADA,Ontario,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,6666,0,6666,,Titulaire,Langues et langage,Bilinguisme et multilinguisme,Économie ouverte et mondialisation,Structures organisationnelles,Croissance économique,Bilinguisme individuel // Mondialisation // Entreprises privés // Travailleurs // Aménagement linguistique // Inégalités linguistiques
FRQSC,,2018-2019,2015-2016,"PAUL, VÉRONIQUE",190718,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale","Contextes idéologiques, politiques, économiques et sociaux des transformations sociales",Cultures et dynamiques locales,Éducation ,Culture,"Éducation nordique // Histoire de l'éducation // Premières Nations, Autochtones, Inuit // Nunavik, Québec, Canada // Gouvernance  // Dissidents de la CBJNQ"
FRQSC,,2018-2019,2015-2016,"DELISLE, JULIE",190821,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,6667,0,6667,,Titulaire,Gestion des organisations ,Gestion dans divers secteurs,,Structures organisationnelles,,Gestion des organisations // Organisation temporaire // Temporalité
FRQSC,,2018-2019,2015-2016,"LANOUE, ANDRÉ",190847,Universitat Heidelberg,ALLEMAGNE,,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,6666,0,6666,,Titulaire,"Arts, littérature et société",Penseurs,Écoles de pensée,Culture,Éducation ,Philosophie // Platon // Herméneutique // Métaphysique // Poésie // Protreptique
FRQSC,,2018-2019,2015-2016,"VAILLANCOURT, MARIE CLAIRE",190970,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Éducation, savoirs et compétences",Inadaptation scolaire,Développement affectif et émotionnel,Éducation ,,Cliques  // Réussite scolaire // Relation parent-enfant // comportements antisociaux
FRQSC,,2018-2019,2015-2016,"BERTRAND, SIMON",191049,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,6666,0,6666,,Titulaire,Relations internationales et développement,Intégration économique et politique ,Organisation internationale ,Relations internationales ,,Relations internatonales // Coopération Sud-Sud // Coopération régionale // Organisations internationales // Puissance émergentes // Diplomatie
FRQSC,,2018-2019,2015-2016,"GIGUÈRE, ÉMILIE",191310,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,13332,0,13332,,Titulaire,Gestion des organisations ,Trajectoires professionnelles,Conditions d'adaptation et d'insertion,Structures organisationnelles,,travail des femmes cadres // organisation du travail // mobilité professionnelle // articulation travail-famille // psychodynamique du travail // pratiques de gestion des femmes
