NO_PERMISPUBLIC,NO_PERMISPARCEDIFICE,NO_ID_PRO,TITRE_PRODUCTION,ANNULATION,TYPE_EMPLACEMENT,EMPLACEMENT,RUE_DE,RUE_A,NOM_PARC,RAISON_OCCUPATION,DUREE_DE,DUREE_A,NOM_ARROND,X,Y,LATITUDE,LONGITUDE
102463,,24489,SSQ 2019,No,avenue,Harvard,Sherbrooke,Côte-Saint-Antoine,,Obstruer une chaussée.,2019-01-16,2019-01-16,Côte-des-Neiges-Notre-Dame-de-Grâce,295694.5399925,5036813.8149999995,45.471200184767476,-73.61645400220227
102461,,24489,SSQ 2019,No,rue,Jarry,Henri-Julien,Drolet,,Obstruer une chaussée.,2019-01-17,2019-01-17,Villeray-Saint-Michel-Parc-Extension,294665.2307637246,5044638.420098916,45.54159509607779,-73.62978041275791
102466,,24491,Couche Tard,No,rue,Sherbrooke,Harvard,Wilson,,Obstruer une chaussée.,2019-01-17,2019-01-17,Côte-des-Neiges-Notre-Dame-de-Grâce,295739.2905025,5036739.7735,45.47053450412567,-73.61588031641136
102465,,24491,Couche Tard,No,Rue,Sherbrooke,Harvard,Wilson,,Obstruer une chaussée.,2019-01-17,2019-01-17,Côte-des-Neiges-Notre-Dame-de-Grâce,295739.2905025,5036739.7735,45.47053450412567,-73.61588031641136
102467,,24491,Couche Tard,No,avenue,Harvard,Sherbrooke,Côte-Saint-Antoine,,Obstruer une chaussée.,2019-01-17,2019-01-17,Côte-des-Neiges-Notre-Dame-de-Grâce,295694.5399925,5036813.8149999995,45.471200184767476,-73.61645400220227
102468,,24491,Couche Tard,No,rue,Saint-Paul,Saint-Laurent,Saint-Sulpice,,Obstruer une chaussée.,2019-01-17,2019-01-17,Ville-Marie,,,,
,16805,24492,Vidéos de la recherche,No, ,Sur les trottoirs du centre-ville sans entraver la circulation piétonnière,,,"Parc Trottoirs, parcs et espaces publics de Montréal",Tournage équipe réduite,,,Indéfini,,,,
,16813,24492,Vidéos de la recherche,No, ,Quartier des spectacles,,,Terrain Quartier des spectacles,Tournage,,,Indéfini,,,,
,17099,24493,Passe-Partout II,No,Parc,Partie sud-est du parc.,,,Parc Rouen-Bennett,Passe-Partout cherche Passe-Poil au parc. Équipe de 15 personnes.,,,Mercier-Hochelaga-Maisonneuve,,,,
,16799,24493,Passe-Partout II,No,parc,Dans le boisé (accès La Vérendrye),,,Parc Angrignon,Filmer un personnage (Fardoche) qui simule l'abattage d'un arbre mort.,,,Le Sud-Ouest,296720.15177071095,5033590.73,45.4422100152465,-73.60328468200598
,17305,24493,Passe-Partout II,No,parc,En général sur les surfaces gazonnées du parc.,,,Parc Jarry,Filmer des personnages enfants qui jouent dans le parc.,,,Villeray-Saint-Michel-Parc-Extension,294792.7376427217,5043937.74,45.53529183808908,-73.6281332585887
105356,,24494,Avec moi,No,rue,De Saint-Vallier,Beaubien,Saint-Zotique,,Obstruer une chaussée.,2019-10-08,2019-10-08,Rosemont-La Petite-Patrie,296516.9515502843,5043963.830084498,45.53554933804247,-73.6060570806825
105231,,24494,Avec moi,No,Rue,Beaubien,Érables,Louis-Hémon,,Obstruer chaussée et trottoir.,2019-10-02,2019-10-02,Rosemont-La Petite-Patrie,297487.5282753799,5045190.004259724,45.546593732542064,-73.5936482627873
102541,,24494,Avec moi,No,rue,Bordeaux,Jean-Talon,Everett,,Obstruer chaussée et trottoir.,2019-01-30,2019-02-03,Villeray-Saint-Michel-Parc-Extension,296431.4699975,5045625.611,45.550501687584806,-73.60718023263966
,17250,24494,Avec moi,No,parc,pr`s du monument Sir Georges-Étienne-Cartier,,,Parc Mont-Royal,TOURNAGE,,,Ville-Marie,297595.4662500005,5040160.590440773,45.50133809812691,-73.59219181094399
105265,,24494,Avec moi,No,rue,Beaubien,De Saint-Vallier,De Chateaubriand,,Obstruer chaussée et trottoir.,2019-10-08,2019-10-08,Rosemont-La Petite-Patrie,296677.25051463966,5043912.831320195,45.535092300171634,-73.60400376659425
105264,,24494,Avec moi,No,rue,Beaubien,Saint-Denis,De Saint-Vallier,,Obstruer une chaussée.,2019-10-08,2019-10-08,Rosemont-La Petite-Patrie,296625.6016030292,5043832.5804377245,45.53436956780638,-73.60466373472964
102523,,24494,Avec moi,No,rue,De Gaspé,Maguire,Saint-Viateur,,Obstruer chaussée et trottoir.,2019-01-27,2019-01-27,Le Plateau-Mont-Royal,297316.416,5043004.338500001,45.526924443134966,-73.59580590312254
105262,,24494,Avec moi,No,rue,De Saint-Vallier,Bellechasse,Beaubien,,Obstruer une chaussée.,2019-10-07,2019-10-08,Rosemont-La Petite-Patrie,296774.5010075,5043797.0815,45.53405185163242,-73.60275667391322
105261,,24494,Avec moi,No,Rue,Bordeaux,Jean-Talon,Everett,,Obstruer une chaussée.,2019-10-07,2019-10-07,Villeray-Saint-Michel-Parc-Extension,296431.4699975,5045625.611,45.550501687584806,-73.60718023263966
105260,,24494,Avec moi,No,rue,Bordeaux,Jean-Talon,Everett,,Obstruer chaussée et trottoir.,2019-10-03,2019-10-06,Villeray-Saint-Michel-Parc-Extension,296431.4699975,5045625.611,45.550501687584806,-73.60718023263966
105259,,24494,Avec moi,No,rue,Bordeaux,Jean-Talon,Everett,,Obstruer chaussée et trottoir.,2019-10-02,2019-10-06,Villeray-Saint-Michel-Parc-Extension,296431.4699975,5045625.611,45.550501687584806,-73.60718023263966
105258,,24494,Avec moi,No,rue,Bordeaux,Jean-Talon,Everett,,Obstruer une chaussée.,2019-10-02,2019-10-02,Villeray-Saint-Michel-Parc-Extension,296431.4699975,5045625.611,45.550501687584806,-73.60718023263966
105263,,24494,Avec moi,No,Rue,Beaubien,Saint-Denis,De Saint-Vallier,,Obstruer chaussée et trottoir.,2019-10-08,2019-10-08,Rosemont-La Petite-Patrie,296625.6016030292,5043832.5804377245,45.53436956780638,-73.60466373472964
,16797,24495,Le sens du punch,No, ,"3757 Prud'homme, 3e étage, salle de combat. Respecter les consigne du responsable Peter McLaughlin 514-483-6944",,,Édifice Centre Communautaire NDG,Filmer une entrevue. Équipe réduite et équipement léger.,,,Côte-des-Neiges-Notre-Dame-de-Grâce,,,,
102479,,24497,Maître du chantier,No,avenue,Desjardins,Sainte-Catherine,Adam,,Obstruer une chaussée.,2019-01-26,2019-01-26,Mercier-Hochelaga-Maisonneuve,301999.4979188073,5045516.792467831,45.54956657525361,-73.5358676552578
102582,,24497,Maître du chantier,No,rue,Chomedey,Sainte-Catherine,Maisonneuve,,Obstruer une chaussée.,2019-02-11,2019-02-11,Ville-Marie,298291.2438631572,5039046.77483478,45.491322470995414,-73.58327367145019
102471,,24498,Uniprix,No,avenue,Laval,Rachel,Marie-Anne,,Obstruer une chaussée.,2019-01-19,2019-01-19,Le Plateau-Mont-Royal,298488.89200750005,5042326.114,45.520833119628676,-73.58078717238863
102472,,24498,Uniprix,No,avenue,Henri-Julien,Rachel,Marie-Anne,,Barrer une ruelle par intermittence d'une durée maximale de 3 minutes. Assurer la circulation entre les prises et la sécurité en tout temps. Installer la signalisation adéquate.,2019-01-19,2019-01-19,Le Plateau-Mont-Royal,298524.35573606513,5042380.580876663,45.5213235476182,-73.58033391506417
102473,,24498,Uniprix,No,rue,Basile-Routhier,Henri-Bourassa,Gouin,,Obstruer une chaussée.,2019-01-19,2019-01-19,Ahuntsic-Cartierville,291598.4207792849,5046276.911051733,45.55628729739327,-73.66909571303621
102474,,24498,Uniprix,No,boulevard,Henri-Bourassa,Basile-Routhier,Millen,,Obstruer une chaussée.,2019-01-19,2019-01-19,Ahuntsic-Cartierville,291707.1559975,5046275.3265,45.556275103970904,-73.6677029208594
102475,,24498,Uniprix,No,avenue,Millen,Henri-Bourassa,Gouin,,Obstruer une chaussée.,2019-01-19,2019-01-19,Ahuntsic-Cartierville,291614.34009910753,5046374.238424163,45.55716337937716,-73.66889443015424
102470,,24498,Uniprix,No,avenue,Henri-Julien,Rachel,Marie-Anne,,Obstruer une chaussée.,2019-01-19,2019-01-19,Le Plateau-Mont-Royal,298524.35573606513,5042380.580876663,45.5213235476182,-73.58033391506417
102566,,24500,Nomades,No,rue,Charlevoix,Fauteux,Notre-Dame,,Obstruer une chaussée.,2019-02-06,2019-02-06,Le Sud-Ouest,298899.62749,5038066.1655,45.48250411297013,-73.57547848630183
102508,,24500,Nomades,No,avenue,Overdale,Lucien-L'Allier,Mackay,,Obstruer une chaussée.,2019-02-03,2019-02-04,Ville-Marie,299129.28951000003,5039407.6165,45.49457696683983,-73.57255592759294
102507,,24500,Nomades,No,avenue,Overdale,Lucien-L'Allier,Mackay,,Obstruer une chaussée.,2019-01-27,2019-01-31,Ville-Marie,299129.28951000003,5039407.6165,45.49457696683983,-73.57255592759294
102565,,24500,Nomades,No,rue,Notre-Dame,Vinet,Charlevoix,,Obstruer chaussée et trottoir.,2019-02-06,2019-02-06,Le Sud-Ouest,298933.08649250004,5038124.8155,45.48303213915376,-73.57505118557965
102506,,24500,Nomades,No,avenue,Overdale,Lucien-L'Allier,Mackay,,Obstruer une chaussée.,2019-01-23,2019-01-23,Ville-Marie,299129.28951000003,5039407.6165,45.49457696683983,-73.57255592759294
102469,,24503,TELUS,No,rue,Dagenais,De Courcelle,Saint-Rémi,,Obstruer une chaussée.,2019-01-25,2019-01-25,Le Sud-Ouest,297710.097995,5036907.3440000005,45.47206539380789,-73.59067797028791
104706,,24505,Ça vaut le coût VI,No,boulevard,Saint-Laurent,René-Lévesque,Sainte-Catherine,,Obstruer chaussée et trottoir.,2019-09-08,2019-09-08,Ville-Marie,,,,
102494,,24505,Ça vaut le coût VI,No,boulevard,Saint-Laurent,René-Lévesque,Sainte-Catherine,,Occuper chaussée et trottoir.,2019-02-03,2019-02-03,Ville-Marie,,,,
,16803,24506,Leaks,No,parc,Sur un banc dans la portion sud du parc.,,,Parc Angrignon,,,,Le Sud-Ouest,296720.15177071095,5033590.73,45.4422100152465,-73.60328468200598
102539,,24508,Vivre à 100mph,No,rue,Roy,Saint-Hubert,Saint-Christophe,,Obstruer une chaussée.,2019-02-04,2019-02-04,Le Plateau-Mont-Royal,299267.12514725636,5042369.620126328,45.52123111827371,-73.57082588103462
102535,,24508,Vivre à 100mph,No,rue,Ontario,Saint-Hubert,Saint-André,,Occuper chaussée et trottoir. Et annuler l'arrêt STM,2019-02-04,2019-02-04,Ville-Marie,,,,
102536,,24508,Vivre à 100mph,No,rue,Saint-André,Cherrier,Napoléon,,"Relocalisation de la zone SRRR, zone32",2019-02-03,2019-02-04,Le Plateau-Mont-Royal,,,,
102537,,24508,Vivre à 100mph,No,rue,Saint-Christophe,Bousquet,Bousquet,,Obstruer une chaussée.,2019-02-03,2019-02-04,Le Plateau-Mont-Royal,,,,
102538,,24508,Vivre à 100mph,No,rue,Saint-André,Cherrier,Napoléon,,Obstruer une chaussée.,2019-02-04,2019-02-04,Le Plateau-Mont-Royal,,,,
102540,,24508,Vivre à 100mph,No,rue,Saint-Christophe,Roy,Napoléon,,Obstruer une chaussée.,2019-02-04,2019-02-04,Le Plateau-Mont-Royal,299238.51828812977,5042421.144518085,45.5216945243738,-73.57119263491484
102545,,24508,Vivre à 100mph,No,rue,Saint-Hubert,Cherrier,Roy,,Obstruer chaussée et trottoir.,2019-02-04,2019-02-04,Le Plateau-Mont-Royal,,,,
102546,,24508,Vivre à 100mph,No,rue,Saint-Christophe,Ontario,Saint-Christophe,,Obstruer chaussée et trottoir.,2019-02-04,2019-02-04,Ville-Marie,,,,
102542,,24508,Vivre à 100mph,No,rue,Moreau,Ontario,Rouen,,Obstruer une chaussée.,2019-02-01,2019-02-01,Mercier-Hochelaga-Maisonneuve,300894.61621042504,5044465.7064565,45.54010319079718,-73.55000929919518
102562,,24508,Vivre à 100mph,No,rue,Larivière,De Lorimier,Parthenais,,Obstruer une chaussée.,2019-02-03,2019-02-03,Ville-Marie,300218.1435,5043306.595,45.52966904912058,-73.55866071136877
102547,,24508,Vivre à 100mph,Yes,avenue,Émile-Duployé,Sherbrooke,Marquette,,Obstruer une chaussée. En continu.,2019-02-03,2019-02-04,Le Plateau-Mont-Royal,299551.11551250005,5043168.3100000005,45.52841998490234,-73.56719891291583
102532,,24508,Vivre à 100mph,No,rue,Ontario,Saint-Christophe,Saint-André,,Obstruer chaussée et trottoir.,2019-02-04,2019-02-04,Ville-Marie,299813.2069925,5042083.582,45.51866128652432,-73.56383270398577
102533,,24508,Vivre à 100mph,No,rue,Ontario,Saint-Hubert,Saint-Christophe,,Occuper chaussée et trottoir.,2019-02-04,2019-02-04,Ville-Marie,299789.507495,5042027.8315,45.51815947161643,-73.56413550445967
102534,,24508,Vivre à 100mph,No,rue,Saint-André,Ontario,Sherbrooke,,Obstruer chaussée et trottoir.,2019-02-04,2019-02-04,Ville-Marie,299730.8561153791,5042171.8326782435,45.519454807134565,-73.56488771211389
102543,,24508,Vivre à 100mph,No,rue,Moreau,Ontario,Rouen,,Occuper une chaussée.,2019-02-07,2019-02-07,Mercier-Hochelaga-Maisonneuve,300894.61621042504,5044465.7064565,45.54010319079718,-73.55000929919518
102503,,24509,Marché Goodfood,No,rue,Orléans,Rouen,Hochelaga,,Obstruer chaussée et trottoir.,2019-01-23,2019-01-23,Mercier-Hochelaga-Maisonneuve,301078.2477839538,5045582.49721213,45.55015335529532,-73.54766650482463
102518,,24511,À pas furtifs des peurs sauvages,No,rue,Louvain,Saint-Laurent,Esplanade,,Obstruer une chaussée.,2019-01-30,2019-02-01,Ahuntsic-Cartierville,292638.401505,5044890.7955,45.54383338614006,-73.65574070188609
102509,,24511,À pas furtifs des peurs sauvages,No,rue,Chambord,Marie-Anne,Mont-Royal,,Obstruer une chaussée.,2019-01-24,2019-01-28,Le Plateau-Mont-Royal,298835.33520530973,5043264.143824829,45.52927675952991,-73.5763637740006
102513,,24513,Équipeur Campagne 2019,No,rue,Parthenais,Ontario,Larivière,,Obstruer une chaussée.,2019-01-27,2019-01-27,Ville-Marie,300344.3934875,5043330.346,45.52988358776869,-73.55704461385852
102512,,24513,Équipeur Campagne 2019,No,Boulevard,Saint-Laurent,Marie-Anne,Mont-Royal,,Obstruer une chaussée.,2019-01-27,2019-01-27,Le Plateau-Mont-Royal,298142.83349750005,5042187.919,45.51958639087115,-73.58521505392477
,16817,24514,Mira,Yes,Ville,Sur les trottoirs de St-Norbert entre De Bullion et St-Dominique.,,,"Parc Trottoirs, parcs et espaces publics de Montréal",Tournage étudiant. Équipe réduite et équipement léger,,,Ville-Marie,,,,
,16804,24515,Human+,No, ,Trottoirs des rues du Centre-ville et du Vieux-Montréal,,,"Parc Trottoirs, parcs et espaces publics de Montréal",Tournage petite équipe,,,Ville-Marie,,,,
102502,,24515,Human+,No,rue,De Saint-Vallier,Bellechasse,Beaubien,,Obstruer chaussée et trottoir.,2019-01-23,2019-01-23,Rosemont-La Petite-Patrie,296774.5010075,5043797.0815,45.53405185163242,-73.60275667391322
102501,,24515,Human+,No,rue,Beaubien,Saint-Denis,De Saint-Vallier,,Obstruer une chaussée.,2019-01-23,2019-01-23,Rosemont-La Petite-Patrie,296625.6016030292,5043832.5804377245,45.53436956780638,-73.60466373472964
102500,,24515,Human+,No,rue,Beaubien,De Saint-Vallier,De Chateaubriand,,Obstruer une chaussée.,2019-01-23,2019-01-23,Rosemont-La Petite-Patrie,296677.25051463966,5043912.831320195,45.535092300171634,-73.60400376659425
102515,,24517,MTESS,No,rue,Saint-Martin,William,Notre-Dame,,Obstruer une chaussée.,2019-01-26,2019-01-27,Le Sud-Ouest,299513.62101,5038676.233,45.48799870258821,-73.56763078510113
102521,,24517,MTESS,No,rue,Pontoise,Saint-Zotique,Prébois,,Occuper une chaussée.,2019-01-26,2019-01-26,Rosemont-La Petite-Patrie,,,,
102528,,24518,Innovation Canada,No,rue,Saint-Paul,Saint-Henri,Duke,,Obstruer chaussée et trottoir.,2019-01-27,2019-01-27,Ville-Marie,,,,
102529,,24518,Innovation Canada,No,rue,Saint-Paul,Saint-Henri,Duke,,Obstruer une chaussée.,2019-01-27,2019-01-27,Ville-Marie,,,,
102531,,24518,Innovation Canada,No,rue,Mayor,Saint-Alexandre,City Councillors,,Obstruer une chaussée.,2019-01-27,2019-01-27,Ville-Marie,299388.43049,5040638.8155000005,45.50565776001352,-73.56925392947447
102530,,24518,Innovation Canada,No,rue,Saint-Alexandre,Sainte-Catherine,Mayor,,Obstruer une chaussée.,2019-01-27,2019-01-27,Ville-Marie,299459.23050249997,5040640.816,45.50567629800185,-73.56834787755899
,16824,24519,Blue Tongues,No, ,PARK IN LEGAL AREAS ONLY,,,"Parc SIDEWALKS, PARKS AND PUBLIC SQUARES OF MONTRÉAL",B-Roll filming in Montreal + camera-car + crew of 25-30 people with equipment.,,,Indéfini,,,,
102524,,24520,Que votre empire s'étende,No,rue,Saint-Pierre,Saint-Jacques,Saint-Antoine,,Obstruer une chaussée.,2019-01-27,2019-01-27,Ville-Marie,,,,
102525,,24520,Que votre empire s'étende,No,rue,Metcalfe,René-Lévesque,Square-Dorchester,,Occuper chaussée et trottoir.,2019-01-26,2019-01-26,Ville-Marie,299289.93388856825,5039998.088028136,45.499891497297355,-73.57050718151132
102526,,24520,Que votre empire s'étende,No,rue,Shearer,Augustin-Cantin,Saint-Patrick,,Obstruer chaussée et trottoir.,2019-01-26,2019-01-26,Le Sud-Ouest,299808.8150175,5038272.252,45.4843657367616,-73.56385044090885
102527,,24520,Que votre empire s'étende,No,rue,Garnier,Gilford,Saint-Joseph,,Obstruer chaussée et trottoir.,2019-01-26,2019-01-26,Le Plateau-Mont-Royal,298497.5008126319,5043655.785641534,45.532797843527796,-73.58069411511846
102516,,24522,Campagne image #3,No,rue,De Bleury,Sainte-Catherine,Mayor,,Obstruer une chaussée.,2019-01-31,2019-01-31,Ville-Marie,299523.4784975,5040741.283,45.50658080253283,-73.56752676382416
,16806,24523,Les Poilus - saison 2,No, ,Nord-Ouest du parc près de l'aire d'exercice canin.,,,Parc Laurier,Tournage de style vox pop et petit décor,,,Le Plateau-Mont-Royal,,,,
,16807,24524,La vie après,No,parc,"Sur une petite partie de la patinoire du Parc des Vétérans.Utilisation de la glace et des installation""tel quel"".",,,Parc Vétérans,Prises de vues pour un documentaire. Équipe réduite de 4 personnes et équipement léger.,,,Ville-Marie,,,,
,16811,24525,FRAMES,No,Ville,Trajet d'autobus de figuration STM. Caméra à l'intérieur du véhicule/René-Lévesque entre Guy et Berri/Commune entre King et Queen/Allée Vraquiers.,,,"Parc Trottoirs, parcs et espaces publics de Montréal",Tournage étudiant: équipe réduite de 10 personnes/équipement léger. AUCUN RALENTISSEMENT DE LA CIRCULATION.,,,Ville-Marie,,,,
102563,,24527,Heartless,No,rue,Hutchison,Jean-Talon,Ogilvy,,Obstruer chaussée et trottoir.,2019-02-02,2019-02-02,Villeray-Saint-Michel-Parc-Extension,295142.8139925,5043342.57,45.529941302283916,-73.62363912870705
,16812,24528,Prise d'images avec drone,No,Parc,"dans le parc - VALIDE ÉGALEMENT POUR LE TERRAIN IDENTIFIÉ COMME ÉTANT LE LOT 2 160 256, CONNU SOUS LE NOM JETÉE MACKAY",,,Parc de Dieppe,POSTE DE CONTRÔLE POUR UTILISATION DE DRONE,,,Ville-Marie,,,,
102564,,24530,Neutrogena,No,rue,Dagenais,De Courcelle,Saint-Rémi,,Obstruer une chaussée.,2019-02-07,2019-02-08,Le Sud-Ouest,297710.097995,5036907.3440000005,45.47206539380789,-73.59067797028791
,16814,24532,Leaks,No,Ville,Sur les trottoirs à proximité du métrs Fabre (Papineau/Jean-Talon),,,"Parc Trottoirs, parcs et espaces publics de Montréal",Tournage étudiant. Équipe réduite et équipement léger.,,,Villeray-Saint-Michel-Parc-Extension,,,,
,16815,24533,Jusqu'au déclin,No,parc,Près du chalet,,,Parc Maisonneuve,Séance photo dans le parc,,,Rosemont-La Petite-Patrie,300033.22196990554,5047131.019843753,45.56408129892309,-73.56106583260072
102573,,24534,Campagne Énergie,No,rue,Bordeaux,Sherbrooke,Gauthier,,Obstruer chaussée et trottoir. Relocaliser zone SRRR,2019-02-13,2019-02-13,Le Plateau-Mont-Royal,299756.0800820972,5043408.528108997,45.530583061821,-73.56457735526493
102572,,24534,Campagne Énergie,No,rue,Bordeaux,Sherbrooke,Gauthier,,Relocalisation de la zone SRRR.obstruer chausée et trottoir,2019-02-12,2019-02-12,Le Plateau-Mont-Royal,299756.0800820972,5043408.528108997,45.530583061821,-73.56457735526493
102570,,24534,Campagne Énergie,No,rue,Gauthier,Bordeaux,De Lorimier,,Obstruer chaussée et trottoir.,2019-02-12,2019-02-12,Le Plateau-Mont-Royal,299679.24212114076,5043509.845911212,45.53149418826058,-73.56556217501978
102571,,24534,Campagne Énergie,No,rue,Gauthier,Bordeaux,De Lorimier,,Obstruer chaussée et trottoir.,2019-02-13,2019-02-13,Le Plateau-Mont-Royal,299679.24212114076,5043509.845911212,45.53149418826058,-73.56556217501978
,16816,24535,Le Monde de Jamy,No, ,En général sur le domaine public,,,"Parc Trottoirs, parcs et espaces publics de Montréal",TOURNAGE - ÉQUIPE RÉDUITE,,,Indéfini,,,,
102615,,24536,Fondation Jasmin Roy,No,côte,Beaver Hall,De La Gauchetière,René-Lévesque,,Obstruer une chaussée.,2019-02-17,2019-02-17,Ville-Marie,,,,
102586,,24536,Fondation Jasmin Roy,No,avenue,Union,Belmont,René-Lévesque,,Barrer la rue et véhicules de figuration. Avec assistance policière,2019-02-16,2019-02-16,Ville-Marie,299632.79205936124,5040250.4688724475,45.50216509456428,-73.56612261386174
102616,,24536,Fondation Jasmin Roy,No,boulevard,René-Lévesque,Beaver Hall,Union,,Obstruer une chaussée.,2019-02-17,2019-02-17,Ville-Marie,299590.696505,5040324.2475000005,45.50282868711503,-73.56666204328684
102617,,24536,Fondation Jasmin Roy,No,rue,Notre-Dame,Cathédrale,Peel,,Obstruer une chaussée.,2019-02-16,2019-02-16,Ville-Marie,299888.3624925,5039529.179500001,45.49567651326307,-73.56284515792959
