numero_entente,numero_appel_offre,numero_fournisseur,nom_fournisseur,statut_entente,date_debut_entente,date_fin_entente,description_entente,montant_total_convenu
"1303111","17208","417196","TECH VAC ENVIRONNEMENT INC.","Ouvert",2018-10-02,2021-10-01,"TPAE,Z,A57,Entente EXCLUSIVE à RosemontLa Petite-Patrie, travaux publics, services de nettoyage des conduites d'égout incluant le transport et la disposition des résidus à l'arrondissement, 3 ans",394186
"1305720","17074","116490","ENTREPRISES FORLINI-DIVISION EQUIPEMENT DE SECURITE UNIVERSEL INC.","Fermé",2018-10-30,2020-10-08,"VETR,A,Bottes et souliers de sécurité",686742.99
"1306515","17040","487659","J.M.A.C. REMORQUAGE, TRANSPORT ET DENEIGEMENT INC.","Ouvert",2018-11-01,2020-06-30,"MARO,Z,SERVICE DE REMORQUAGE POUR LES OPERATIONS DE DENEIGEMENT POUR L'ARRONDISSEMENT ANJOU",336166.03
"1306719","17040","114475","DENEIGEMENTS ET REMORQUAGES S.M.G.R. (1990) INC. (LES)","Ouvert",2018-11-01,2020-04-30,"MARO,Z,SERVICE DE REMORQUAGE POUR LES OPERATIONS DE DENEIGEMENT POUR L'ARRONDISSEMENT ST-LAURENT",273762.7
"1310086","17242","114381","M.J. CONTACH ENR.","Ouvert",2018-11-06,2020-04-30,"MARO,Z,SERVICE DE REMORQUAGE POUR LES OPERATIONS DE DENEIGEMENT POUR L'ARRONDISSEMENT ST-LAURENT",98367.72
"1313565","16989","327525","GALLIUM INC.","Ouvert",2018-12-05,2021-12-04,"IINEL,Z,FOURNITURE D'UN SERVICE DE SOUTIEN TECHNIQUE POUR LES PLATES-FORMES DE LOGICIELS LIBRE APACHE-HADOOP",729080
"1315453","17243","224500","CONSTRUCTION URBEX INC.","Ouvert",2018-11-21,2022-04-12,"MARO,Z,LOCATION D'UN TRACTEUR-CHARGEUR AVEC OPERATEURS SERVANT AUX OPERATIONS DE DENEIGEMENT POUR L'ARRONDISSEMENT VILLE-MARIE LOT3",426593.75
"1318697","17126","389308","GROUPE SDM INC","Fermé",2018-12-17,2019-02-07,"TPAE,A,fourniture des services de dégel de conduites d'eau métalliques du réseau d'aqueduc pour les 19 arrondissements",1366802.58
"1319648","17117","135826","VEOLIA, EAU TECHNOLOGIES CANADA INC.","Fermé",2019-01-07,2020-01-06,"TESC,Z,DÉBITMÈTRES POUR LE RÉSEAU AQUEDUC - 12 MOIS",126437.81
"1326089",,"115622","SYSTEMATIX TECHNOLOGIES DE L'INFORMATIONS INC","Ouvert",2019-03-11,2021-03-10,"SPAG,Z,PRESTATION DE SERVICES DE DÉVELOPPEMENT POUR SOLUTIONS NUMERIQUES,SITES WEB, (REDACTION ET TRADUCTION DE CONTENU WEB) LOT 1",2010624
"1337812","17549","102282","DENEIGEMENT ET EXCAVATION M. GAUTHIER INC.","Fermé",2019-04-01,2021-11-30,"MARO,Z,LOCATION D'UN (1) APPAREIL LAVE TROTTOIR AVEC OPERATEUR POUR L'ARRONDISSEMENT ROSEMONT-LA PETITE-PATRIE",76500
"1337956","17255","2378","BELL CANADA","Ouvert",2019-03-28,2022-03-27,"INEL,Z,ACQUISITION DE MATERIEL IN FORMATIQUE: SERVEURS ET EQUIPEMENTS CONNEXES",2470787.13
"1344945","17449","115760","TENAQUIP LIMITED","Fermé",2019-05-08,2022-05-07,"OUMA,A,OUTILS MANUELS ABRASIFS, DE MEULAGE, TRONCONNAGE, LUBRIFIANTS, MARQUE WALTER",131639.59
"1344950","17449","181573","LE GROUPE J.S.V. INC","Fermé",2019-05-08,2022-05-07,"OUMA,A,OUTILS MANUELS DE JARDINAGE ET OUTILS MANUELS POUR L'HIVER",181322.3
"1344947","17449","181573","LE GROUPE J.S.V. INC","Fermé",2019-05-08,2022-05-07,"OUMA,A,OUTILS MANUELS DIVERS POUR LA CONSTRUCTION, DE DIFFÉRENTES MARQUES, ATELIERS OU AUTRES",371115.04
"1345065","17557","666323","EMONDAGE MARTEL","Fermé",2019-05-07,2020-12-31,"ENNA,Z,SERVICE D'ELAGAGE ET D'ESSOUCHEMENT D'ARBRES  ARRONDISSEMENT SAINT-LAURENT LOTS 3, 4 ET 8",1037485
"1349699","16552","117112","BATTERIES DIXON INC.","Fermé",2019-03-20,2023-09-01,"MARO,A,ACQUISITION BATTERIES POUR VÉHICULES ET ÉQUIPEMENTS MOTORISÉS - ENTENTE PERMANENTE DE 60 MOIS - LOT 2 (RÉGION EST)",219842.12
"1356766","17453","403681","BEAUREGARD ENVIRONNEMENT LTEE","Fermé",2019-07-02,2022-07-01,"TPAE,Z,A55, ENTENTE EXCLUSIVE Mercier-Hochelaga-Maisonneuve, Nettoyage des puisards, 3 ans, sans opt. renouv., 19-17453, lot 5",485747.5
"1359853","17436","366558","MEDIAQMI INC.","Fermé",2019-07-03,2019-09-06,"COMA,A, SERVICE DE PUBLICATION DES AVIS PUBLICS POUR LA VILLE DE MONTRÉAL  2 ANS SANS OPTION",356000
"1363882","17453","403681","BEAUREGARD ENVIRONNEMENT LTEE","Fermé",2019-09-10,2022-06-02,"TPAE,Z,A52, ENTENTE EXCLUSIVE VILLE-MARIE, Nettoyage des puisards, 3 ans, sans opt. renouv., 19-17453, lot 2",700410
"1368633","17650","536074","REMORQUAGE MONTREAL PLUS INC.","Fermé",2019-11-01,2023-04-30,"MARO,Z,LOCATION DE DEUX (2) DEPANNEUSES AVEC OPERATEUR POUR L'ARRONDISSEMENT ROSEMONT  LA PETITE-PATRIE",382908.55
"1368386","17678","158552","TERREAU-BOUDRIAS INC.","Fermé",2019-11-01,2021-04-30,"MARO,Z,LOCATION D'UN (1) TRACTEUR-CHARGEUR AVEC OPERATEURS SERVANT AUX OPERATIONS DE DENEIGEMENT POUR LARRONDISSEMENT MERCIER/HOCHELAGA-MAISONNEUVE",233744
"1368748","17650","503454","REMORQUAGE MARCO","Fermé",2019-11-01,2021-04-30,"MARO,Z,LOCATION DE DEUX (2) DEPANNEUSES AVEC OPERATEUR POUR L'ARRONDISSEMENT MERCIER/HOCHELAGA-MAISONNEUVE",317370
"1368783","17650","423091","REMORQUAGE T.G.F.","Fermé",2019-11-01,2021-04-30,"MARO,Z,LOCATION DE DEUX (2) DEPANNEUSES AVEC OPERATEUR POUR L'ARRONDISSEMENT SUD-OUEST",360282
"1370167","17600","117623","CONSEILLERS EN GESTION ET INFORMATIQUE CGI  INC.","Ouvert",2019-09-19,2022-03-18,"SPAG,Z, Configuration et développement dapplications Oracle EBS version R12.1.3.",456250
"1373949","17623","122349","R.G. TECHNILAB","Ouvert",2020-02-01,2023-01-31,"TESC,Z,ENTRETIEN SONDES DETECTION GAZ DANGEREUX LOT 1",85068.67
"1373605","17706","536308","SODROX CHEMICALS LTD.","Fermé",2019-09-19,2022-09-16,"ENPC,A, Fourniture et livraison de produits chimiques pour les usines de production d'eau potable Charles-J.-Des Baillets, Atwater, Dorval, Lachine, Pierrefonds et Pointe-Claire LOT 7 EXCLUSIVEMENT 3 ANS AVEC OPTION",922450
"1376024","17706","115611","BRENNTAG CANADA INC.","Fermé",2019-09-19,2022-09-16,"ENPC,A, Fourniture et livraison de produits chimiques pour les usines de production d'eau potable Charles-J.-Des Baillets, Atwater, Dorval, Lachine, Pierrefonds et Pointe-Claire LOT 1 EXCLUSIVEMENT 3 ANS AVEC OPTION",338000
"1382994","17753","117623","CONSEILLERS EN GESTION ET INFORMATIQUE CGI  INC.","Fermé",2019-12-04,2022-06-03,"SPAG,Z, Conseils stratégiques en sécurité de l'information",56000
"1382998","17851","605355","LA COMPAGNIE DE LOCATION D'AUTOS ENTERPRISE CANADA.","Ouvert",2019-12-06,2021-12-05,"MARO,Z,A53,Location mensuel d'un camion-grue sans opérateur, + entretien & acc. pour des travaux de voirie dégout et daqueduc pour lArr. du Sud-Ouest, vingt-quatre (24) mois + 2 X 1 an en option",132000
"1383897","17753","390754","LANDRY STRATEGIES INC.","Fermé",2019-12-04,2022-06-03,"SPAG,Z Tests dintrusion (projets et production)",356500
"1387182","16180","120217","RECYCLAGE NOTRE-DAME INC.","Fermé",2020-01-01,2020-03-31,"ENNA,A,SITE POUR L'ÉLIMINATION ET LE TRAITEMENT DES SOLS CONTAMINÉS CARACTÉRISÉS",87932.16
"1388418","17655","116997","ST-GERMAIN EGOUTS ET AQUEDUCS INC.","Fermé",2019-12-17,2023-12-16,"TPAE,A,FOURNITURE DE COLLIER DE SERVICE EN ACIER INOXYDABLE",10762.06
"1187948","15738","358299","LOCATION GUAY","Fermé",2017-04-10,2018-11-16,"OUMA,Z,ENTENTE EXCLUSIVE VSMPE, LOCATION D'UNE RÉTROCAVEUSE AVEC OPÉRATEUR, 2017-18",99312.28
"1396019",,"115241","LABRADOR","Fermé",2020-02-03,2020-04-02,"ALHV,A,ENTENTE FOURNITURE D'EAU EMBOUTEILLÉE FORMAT 4L EXCLUSIVEMENT LORS DURGENCES NÉCESSITANT DE GRANDES QUANTITÉS DEAU DE FAÇON PONCTUELLE",12700
"1390068","17588","159432","NEOLECT  INC.","Ouvert",2020-01-15,2022-01-14,"TPAE,Z,SYSTÈME COMPLET DE CAMÉRAS MOTORISÉES DE TYPE PTZ",325320
"1401912","15727","111199","GENERAL ELECTRIQUE CANADA","Fermé",2020-03-03,2021-11-23,"TPAE,Z,Fourniture sur demande de luminaires DEL, selon les exigences du cahier des charges de l'appel d'offres 17-15727",434875
"1402167","17924","114172","LOISELLE INC.","Ouvert",2020-04-01,2023-03-31,"ENNA,A,Élimination et traitement de sols contaminés et des matières résiduelles",2543120.09
"1406928","18001","603147","SEL WINDSOR LTEE","Ouvert",2020-03-26,2021-12-31,"ENPC,Z,Fourniture et livraison de sel pour la génération d'hypochlorite de sodium pour les usines de production d'eau potable Charles-J.-Des Baillets et Atwater.",1571806.77
"1411372","17999","528800","EBI ENVIROTECH INC.","Ouvert",2020-06-23,2024-06-22,"TPAE,Z,NETTOYAGE CHAMBRES SOUTERRAINES DU RESEAU D'AQUEDUC PRINCIPAL",433136.83
"1411349","18065","144772","GO CUBE","Ouvert",2020-05-14,2024-05-13,"TREN,Z,COLLECTE ET ENTREPOSAGE LORS D'ÉVICTIONS - ROSEMONT--LA PETITE-PATRIE",243907.14
"1414669","18000","116128","LUMEN DIVISION DE SONEPAR CANADA INC.","Ouvert",2020-05-28,2023-05-27,"VETR,A,GILETS DE SECURITE ET VETEMENTS DE PLUIE",1060269.1
"1420031","18137","178481","GROUPE MARLEB INC.","Fermé",2020-07-15,2022-07-14,"ENET,Z,Entretien sanitaire des toilettes autonettoyantes pour l'arrondissement Ville-Marie, 1 an + 3 options (non renouvelées).",85323.64
"1421247","18107","528800","EBI ENVIROTECH INC.","Fermé",2020-07-06,2022-07-06,"TPAE,Z,Service de nettoyage de puisards et de chambres de vanne incluant le transport et la disposition des résidus POUR L'ARRONDISSENT DE AHUNTSIC-CARTIERVILLE LOT 1 EXCLUSIVEMENT 2 ANS AVEC OPTION",256023.8
"1426662","18068","114263","B.FREGEAU ET FILS INC.","Fermé",2021-11-01,2022-05-31,"MARO,Z,LOCATION DE TRACTEUR-CHARGEURS AVEC OPERATEURS SERVANT AUX OPERATIONS DE DENEIGEMENT POUR L'ARRONDISSEMENT DE LASALLE",307454.8
"1426663","18068","375494","9037-4018 QUEBEC INC.","Fermé",2020-11-01,2022-05-31,"MARO,Z,LOCATION D'UN TRACTEUR-CHARGEUR AVEC OPERATEURS SERVANT AUX OPERATIONS DE DENEIGEMENT POUR L'ARRONDISSEMENT DE LASALLE",86087.63
"1428689","18061","265151","JMV ENVIRONNEMENT INC.","Fermé",2020-08-12,2023-08-11,"MARO,Z,LOCATION BELIER MECANIQUE OU BOUTEUR AVEC OPERATEUR, LOT #2",279420
"1430764","18267","123949","9042-0845 QUEBEC INC.","Ouvert",2020-11-01,2023-04-30,"MARO,Z,LOCATION DE NIVELEUSES ET DE TRACTEURS CHARGEURS AVEC OPERATEURS SERVANT AUX OPERATIONS DE DENEIGEMENT POUR L'ARRONDISSEMENT DE SAINT-LAURENT",300300
"1434721","18422","570835","11246321 CANADA","Ouvert",2020-10-12,2022-10-11,"SESA,AServices d'une agence de sécurité pour la surveillance de la bibliothèque Jean-Corbeil, des plateaux sportifs et de loisirs de l'arrondissement d'Anjou,",321836
"1434689","18176","270059","ATELIER AKTUEL INC.","Ouvert",2020-10-07,2021-12-31,"MFUS,Z,Vitrines : prototypage, fabrication, installation et rodage - Volet muséographique du projet Métamorphose de lInsectarium de Montréal",121122.58
"1439612","18033","275522","9273-5927 QUEBEC INC.","Ouvert",2020-11-01,2025-04-30,"TPAE,A,Acquisition de service pour le déneigement de divers terrains de bâtiments de la Ville de Montréal",88161.06
"1440688","18064","118369","SERVICES D'ENTRETIEN ALPHANET INC.","Ouvert",2020-11-01,2024-10-31,"ENET,A,ENTRETIEN MENAGER DE BATIMENTS DU SERVICE DE POLICE DE LA VILLE DE MONTREAL (LOT 8)",1167020.16
"1440649","18064","118369","SERVICES D'ENTRETIEN ALPHANET INC.","Ouvert",2020-11-01,2024-10-31,"ENET,A,ENTRETIEN MENAGER DE BATIMENTS DU SERVICE DE POLICE DE LA VILLE DE MONTREAL (LOT 7)",1196521.86
"1440761","18426","558608","ENTREPRISE MOVE","Fermé",2020-11-09,2022-04-30,"MARO,Z,LOCATION D'UNE NIVELEUSE AVEC OPERATEURS SERVANT AUX OPÉRATIONS DE DÉNEIGEMENT POUR L'ARRONDISSEMENT MONTREAL-NORD",209760
"1441656","18276","634170","IPL NORTH AMERICA INC.","Ouvert",2020-11-17,2023-11-16,"ENNA,Z, LOT 2,Fourniture sur demande d'outils de collecte des matières recyclables Bacs Montréalais 67L",1254880
"1441647","18276","634170","IPL NORTH AMERICA INC.","Ouvert",2020-11-17,2023-11-16,"ENNA,Z, Lot 1 Fourniture sur demande d'outils de collecte d'ordures ménagères, 120L, 240L et 360L incluant puce  RFID",1153882
"1443319","18206","394036","AXIA SERVICES","Ouvert",2020-11-01,2024-10-31,"ENET,A,SERVICE D'ENTRETIEN MENAGER POUR DES EDIFICES DE LA VILLE DE MONTREAL (LOT 5)",849684.63
"1443278","18206","324238","PLACEMENT POTENTIEL INC.","Ouvert",2020-11-01,2024-10-31,"ENET,A,SERVICE D'ENTRETIEN MENAGER POUR DES EDIFICES DE LA VILLE DE MONTREAL (LOT 7)",1133314.85
"1448659","18560","116378","LALEMA INC.","Fermé",2020-12-21,2022-06-20,"TPAE,A,Fourniture et livraison de chlorure de POTASSIUM naturel en flocons ou granulés, sac de 20 kg.",62615
"1454856","18406","606076","JWG IMPORT INC.","Ouvert",2021-01-28,2022-01-27,"ENET,A,Desinfectant pour les mains",470442
"1441266","18372","136941","KEMIRA WATER SOLUTIONS CANADA INC.","Ouvert",2021-02-01,2022-12-31,"ENCP,Z,COAGULANTS POUR USINES D'EAU POTABLE CHARLES-J. -DES BAILLETS ET ATWATER",4641720
"1454852","18406","116151","ACKLANDS - GRAINGER INC.","Ouvert",2021-01-28,2021-07-27,"VETR,A,Appareils de protection respiratoire",518980.87
"1464458","18078","261706","PEPINIERE JARDIN 2000 INC.","Ouvert",2021-03-30,2024-11-30,"ENNA,Z,FOURNITURE, PLANTATION, ARROSAGE, ENTRETIEN D'ARBRES DE 2021 À 2024 POUR LES ARRONDISSEMENTS MERCIER-HOCHELAGA-MAISONNEUVE ET SAINT-LÉONARD. LOT 4, AO 20-18078",1432654.5
"1468931","18489","197099","LES SERVICES EXP INC.","Fermé",2021-04-01,2024-03-31,"SPOP,Z, GESTION ET SURVEILLANCE DES TRAVAUX POUR LES TRAVAUX DE RÉFECTION D'INFRASTRUCTURES SUR LE TERRITOIRE DE LA VILLE DE MONTRÉAL (CONTRAT NO.1), AO 20-18489",7745000
"1469157","17983","102189","SERVICE D'ENTRETIEN D'EDIFICES PERE ET FILS INC.","Fermé",2020-06-01,2023-10-31,"ENNA,A, Entretien paysager des différents immeubles de la Ville de Montréal",169950
"1471219","18467","121052","ESI TECHNOLOGIES DE L'INFORMATION INC.","Ouvert",2021-05-01,2026-04-30,"INEL,Z,Gestion de l'informatique de l'utilisateur final EUC",6017025
"1474877","18616","151859","J.N.A. LEBLANC ELECTRIQUE INC.","Ouvert",2021-05-05,2023-05-04,"TPAE,Z,ENTRETIEN DES SYSTEMES ELECTRIQUES ET DES COMPOSANTES DES LUMIERES DE RUES, DES FEUX DE CIRCULATION ET DES BATIMENTS DANS L'ARRONDISSEMENT DE L'ILE-BIZARD - SAINTE-GENEVIEVE",494090
"1476578","18748","121386","RECY-BETON INC","Fermé",2021-06-20,2023-06-19,"ENNA,A,FOURNITURE DE SITES POUR LA VALORISATION DE LA PIERRE, ROC, BÉTON, ASPHALTE LOT N°4 LIle Bizard, Pierrefonds-Roxboro, LaSalle, Verdun, Le Sud Ouest",137450.3
"1481285","18640","123661","SIMO MANAGEMENT INC","Ouvert",2021-07-02,2024-07-02,"SPOP,Z,SERVICES PROFESSIONNELS D'INGÉNIERIE POUR L'INSPECTION DE CHAMBRES D'AQUEDUC SOUTERRAINES SUR LE RÉSEAU PRINCIPAL D'AQUEDUC",3668446
"1490411","18829","4150","LES INDUSTRIES CENTAURE LTEE.","Ouvert",2022-01-01,2024-12-31,"VETR,Z,MUNITIONS DE CALIBRE 9mm POUR LES PISTOLETS DU SPVM",246119.8
"1499304","18767","115664","ENTREPRISE VAILLANT (1994)","Ouvert",2021-11-01,2024-04-15,"MARO,Z,LOCATION DUNE AUTONIVELEUSE  AVEC OPÉRATEUR POUR LES OPÉRATIONS DE DÉNEIGEMENT POUR LARRONDISSEMENT DE VERDUN LOTS 1, 2, 3 et 5",818400
"1500523","18767","256141","TRANSPORT PATRICK BRISEBOIS INC.","Ouvert",2021-11-01,2022-04-30,"MARO,Z LOCATION DE DEUX NIVELEUSES AVEC OPÉRATEURS POUR LES OPÉRATIONS DE DÉNEIGEMENT POUR LA SAISON HIVERNALE DE L'ARRONDISSMENT LASALLE Lot 16",55000
"1511787","18292","667375","ORTEC ENVIRONNEMENT SERVICES INC.","Fermé",2021-12-13,2023-10-30,"TPAE,Z,NETTOYAGE ET VIDANGE DE PUISARDS, SUITE À LA CESSION DE CONTRAT AVEC VEOLIA CANADA POUR LE LOT #4 ARRONDISSEMENT  PLATEAU-MONT-ROYAL",233635.04
"1515069","18980","121654","COFOMO INC.","Ouvert",2021-12-23,2024-12-22,"SPOP,Z PRESTATIONS DE SERVICES POUR RESSOURCES SPECIALISEES AU BUREAU DE PROJETS TI LOT 1",763700
"1515762","18876","157890","COOP DE SOLIDARITE WEBTV","Ouvert",2022-01-01,2025-12-31,"INEL,Z,FOURNITURE DE SERVICES DE WEBDIFFUSION DES DIFFERENTES INSTANCES MUNICIPALES A L'HOTEL DE VILLE DE MONTREAL",810270
"1518669","19045","115256","LES EQUIPEMENTS BENCO (CANADA) LTEE","Ouvert",2022-02-01,2024-01-31,"ENET,Z,SERVICE DE NETTOYAGE DES TROTTOIRS DE LARRONDISSEMENT VILLERAY-ST-MICHEL-PARC-EXTENSION SECTEUR VSP-104,LOT-4",45929.75
"1527214","18977","119998","C.P.U. DESIGN INC.","Ouvert",2022-03-09,2026-03-08,"INEL,Z,ACQUISITION DEQUIPEMENTS DE TELECOMMUNICATION  EQUIPEMENTS DE PROTECTION CONTRE LES MENACES,LOT 2",235880.2
"1534773","19229","358299","LOCATION GUAY","Ouvert",2022-05-10,2024-05-09,"MARO,Z,LOCATION DE PELLES HYDRAULIQUES AVEC OPERATEUR ENTRETIEN ET ACCESSOIRES POUR LARRONDISSEMENT DE VILLE-MARIE,LOT 1",1009460
"1542105","19076","560746","BRANDT TRACTEUR","Ouvert",2022-05-19,2025-05-18,"MARO,A,ACQUISITION DE  PECES ET SERVICE DE REPARATION POUR LA  MARQUE JOHN DEERE POUR LA DIVISION CONSTRUCTION,LOT 2-B",3010715.49
"1541934","19212","575869","PHARE MEDICA","Ouvert",2022-06-16,2023-06-15,"VETR,A,ACQUISITION DE GANTS MÉDICAUX JETABLES EN NITRILE - LOT 1",105625.2
"1541855","19187","115611","BRENNTAG CANADA INC.","Ouvert",2022-06-16,2024-06-15,"ENPC,Z,FOURNITURE ET LIVRAISON DE POLYMERES À LA STATION D'EPURATION DES EAUX USEES JEAN-R.-MARCOTTE, OPTION 1-GROUPE 3.",8217440
"1542326",,"150274","AQUATECHNO SPECIALISTES AQUATIQUES INC.","Ouvert",2022-06-26,2022-12-26,"ENPC,A, FOURNITURE ET LIVRAISON DE PRODUITS CHIMIQUES POUR LES PISCINES DE LA VILLE DE MONTRÉAL POUR UNE DURÉE DE 6 MOIS NON RENOUVELABLE - DEMANDE DE PRIX 1537091",73207
"1541384","19337","158805","FASTENAL CANADA LTEE","Ouvert",2022-06-02,2024-05-29,"OUMA,A,OUTILS MANUELS DIVERS POUR LA CONSTRUCTION, DE DIFFÉRENTES MARQUES, ATELIERS OU AUTRE",82534.03
"1546889","19367","136941","KEMIRA WATER SOLUTIONS CANADA INC.","Fermé",2023-01-01,2023-12-31,"ENPC,Z,FOURNITURE ET LIVRAISON DE DIVERS PRODUITS CHIMIQUES DESTINÉS AUX USINES DE PRODUCTION D'EAU POTABLE POINTE-CLAIRE PIERREFONDS LACHINE ET DORVAL- LOT2 ALUMINATE DE SODIUM",262820
"1546906","19367","603147","SEL WINDSOR LTEE","Fermé",2023-01-01,2023-12-31,"ENPC,Z,FOURNITURE ET LIVRAISON DE DIVERS PRODUITS CHIMIQUES DESTINES AUX USINES DE PRODUCTION D'EAU POTABLE ATWATER CHARLES-J.-BAILLETS- LOT6 CHLORURE DE SODIUM (SEL NSF)",1087389
"1547684","19073","116997","ST-GERMAIN EGOUTS ET AQUEDUCS INC.","Ouvert",2022-08-23,2024-08-22,"TPAE,A,FOURNITURE SUR DEMANDE DE PIECES POUR AQUEDUC ET EGOUT BORNES DINCENDIE ET ANNEAUX DE NIVELLEMENT EN CAOUTCHOUC RECYCLE LOT5 ACCESSOIRES EN CUIVRE ET LAITON POUR LA DISTRIBUTION DEAU POTABLE",732727.67
"1547977","19476","713210","SUPERIOR SANY SOLUTIONS (TM)","Ouvert",2022-08-01,2023-01-31,"ENET,A, FOURNITURE ET LIVRAISON SUR DEMANDE D'ACCESSOIRES (PRODUITS SANITAIRES) AOI 22-19476 lot #3",74692.73
"1553263","19420","109412","EAU DE SOURCE PEAUSEIDON","Ouvert",2022-09-20,2024-09-19,"ALHV,A,FOURNITURE D'EAU EMBOUTEILLÉE EN FORMAT 4 LITRES LORS DE SITUATIONS D'URGENCE.",143150
"1556708","19424","384663","GROUPE AMEUBLEMENT FOCUS INC.","Ouvert",2022-09-19,2023-03-31,"AMEU,Z,ACQUISITION ET INSTALLATION DE MOBILIERS POUR LA BIBLIOTHEQUE LOCTOGONE,LOTS 1 -19 ET 23",318072
"1557565","19373","132352","STI MAINTENANCE INC","Ouvert",2022-09-01,2025-08-31,"SPAG,Z,PRESTATION DE SERVICES D'ANALYSE, DE DEVELOPPEMENT, D'INTEGRATION ET DE CONFIGURATION DE SYSTEMES DEDIES A LA GESTION DES ACTIFS ET DES PROCESSUS METIERS SUR LA PLATE-FORME MAXIMO D'IBM. LOT4: FORMATEUR MODULES MAXIMO",115000
"1560802","19382","136941","KEMIRA WATER SOLUTIONS CANADA INC.","Ouvert",2022-11-16,2024-12-31,"ENPC,Z,FOURNITURE ET LIVRAISON DE COAGULANTS À LA STATION D'ÉPURATION DES EAUX USÉES JEAN-R.MARCOTTE ET AUX USINES DE PRODUCTION D'EAU POTABLE. AO 22-19382 -OPTION 2 LOT 2 - GDD 1227482021",12594000
"1562287","19277","2378","BELL CANADA","Ouvert",2022-10-27,2025-10-26,"COMA,Z,ACQUISITION DE SERVICES DE TÉLÉPHONIE, D'APPAREILS DE COMMUNICATION ET DE SERVICES PROFESSIONNELS CONNEXES POUR LA VILLE DE MONTRÉAL - LOT 2 (CENTREX ET ANALOGIQUE) GDD 1227429001 AO 22-19277",7071934.05
"1566937","19401","142146","IN FIDEM INC.","Ouvert",2022-11-24,2025-05-23,"SPAG,Z SENSIBILISATION ET FORMATION À LA SÉCURITÉ DE LINFORMATION (3 360 HEURES DE PRESTATIONS DE SERVICES PROFESSIONNELS (Lot 2).",390936
"1567169","19454","321360","IT CHAPTER","Ouvert",2022-11-24,2025-11-23,"SPAG,Z,PRESTATION DE SERVICES SPECIALISES EN ARCHITECTURE TI ET ANALYSE DE MARCHE LOT 6 : SERVICE DARCHITECTURE TI SPECIALISES EN GESTION DES SERVICES TI (ITSM) ET EN GESTION DES ACTIFS TI (ITAM)  EXPERTISE AVANCEE",142800
"1569823","19401","665821","INTELLISEC SOLUTIONS INC.","Ouvert",2022-11-24,2025-05-23,"SPAG,Z PRESTATION DE SERVICES SPÉCIALISÉS EN SÉCURITÉ DE LINFORMATION - TESTS DINTRUSION (PROJETS ET PRODUCTION) (4 920 HEURES DE PRESTATIONS DE SERVICES PROFESSIONNELS)  LOT 4",515370
"1573462","19491","120217","RECYCLAGE NOTRE-DAME INC.","Ouvert",2023-01-31,2027-01-31,"ENNA,A,SERVICES DELIMINATION OU DE VALORISATION DE RESIDUS DE BALAIS ET DE RESIDUS DE FONTE DES NEIGES LOT 10 ZONE 2 ( ARRONDISSEMENTS VILLERAY-ST-MICHEL-PARC-EXTENSION, ROSEMENT LA PETITE PATRIE, ET SERVICES CENTRAUX )",1450440
"1579434","19552","599245","ITI INC.","Ouvert",2023-02-23,2024-02-22,"INEL,Z,ACQUISITION DÉQUIPEMENTS DE TÉLÉCOMMUNICATION INDUSTRIELS AVEC CONTRATS DE SUPPORT MATÉRIEL ET LOGICIEL - LOT 3 GDD 1239384001AO 22-19552",268677.72
"1586234","18748","116147","CONSTRUCTION DJL INC","Ouvert",2022-12-14,2023-06-19,"ENNA,A,FOURNITURE DE SITES POUR LA VALORISATION DE LA PIERRE, ROC, BÉTON, ASPHALTE LOT N°1 Ahuntsic-Cartierville, Saint-Laurent",88123.82
"1589723","19717","121654","COFOMO INC.","Ouvert",2023-04-24,2025-04-23,"SPAG,Z,PRESTATION DE SERVICES POUR LA FOURNITURE SUR DEMANDE DE TECHNICIENS INFORMATIQUES DE L'EVOLUTION BUREAUTIQUE ET LE SERVICE DE TROUSSEUR LOGICIEL A LA VILLE DE MONTREAL (TECHNICIENS INFORMATIQUES_LOT 1)",2642400
"1589726","19717","121654","COFOMO INC.","Ouvert",2023-04-24,2025-04-23,"SPAG,Z,PRESTATION DE SERVICES POUR LA FOURNITURE SUR DEMANDE DE TECHNICIENS INFORMATIQUES DE L'EVOLUTION BUREAUTIQUE ET LE SERVICE DE TROUSSEUR LOGICIEL A LA VILLE DE MONTREAL (TROUSSEUR LOGICIEL_LOT 2)",399213.2
"1572771","19544","181573","LE GROUPE J.S.V. INC","Ouvert",2023-01-16,2024-01-15,"OUMA,A,OUTILS DE JARDINAGE ET HIVER, LOT 3.",113912.11
"1592346","19776","450867","SANIVAC","Ouvert",2023-04-15,2025-04-14,"TPAE,Z,SERVICE DE NETTOYAGE DE PUISARDS, DE DRAINS DE PUISARDS, DE REGARDS DÉGOUT, DE CONDUITES DÉGOUT ET DE CHAMBRES DE VANNE DANS LES TRONÇONS DE RUES INONDABLES - LOT 1 (ÎLE-BIZARD - SAINTE-GENEVIÈVE) GDD 1239534001 AO 23-19776",263275
