Numéro,Département/Collection,Collection  ,Catégorie,Objet,Artiste,Titre,Date,Lieu de production,Culture,Matériaux,Dimensions,Nombre objets,Sujet,description,Lien web vers image
1940.64,Art moderne (1900-1950),Collection permanente,Peinture,Peinture,"Delfosse, Georges",École normale de Notre-Dame-de-Pitié à Montréal,entre 1900 et 1930,"Montréal (Québec), Canada",Canadienne; Québécoise,Huile sur toile,"58,6 x 84,6 cm",1,Paysage; Scène de genre,"Costumes religieux accessoires chaussures souliers, vêtements robes; Architecture et génie aménagements extérieurs jardin, détails architecturaux cheminées fenêtres façades portes escalier rampe colonne socle rampes toitures lucarnes, civile école normale de Notre-Dame-de-Pitié, travaux publics trottoirs, ville; Personnages religieux groupes humains femmes, métiers et professions membres du clergé religieuses soeurs ou nonnes; Plantes herbes et graminées, arbres feuillus; Activités et événements récréatives rencontre conversation pause; Objets façonnés représentations objets d'art statues; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1940.64_IN1.JPG
1940.87,Art moderne (1900-1950),Collection permanente,Peinture,Peinture,"Graham, James Lillie","Place d'Armes, Montréal",1923 ?,"Montréal (Québec), Canada",Canadienne; Québécoise,Huile sur toile,"89,4 x 79 cm",1,Scène urbaine,"Costumes civils accessoires couvre-chefs tuques, vêtements de dessus manteaux; Architecture et génie aménagements extérieurs clôture piliers monument commémoratif, détails architecturaux arcades façades fenêtres porche colonnes toitures parapet tours ou clochers, religieuse cathédrale Notre-Dame, travaux publics rue place d'Armes, ville; Transports terrestres voiture à traction animale carriole traîneau; Personnages groupes humains femmes hommes; Animaux mammifères chevaux; Plantes arbres feuillus; Géographie physique phénomènes naturels neige nuages, saison : hiver; Outils et équipement instruments aratoires attelages d'animaux; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1940.87_IN1.JPG
1941.32,Art moderne (1900-1950),Collection permanente,Estampe,Estampe,"Gauthier-Charlebois, Alyne",Le Décor de nos rues,1938,"Montréal (Québec), Canada",Canadienne; Québécoise,Eau-forte,"31,8 x 24,5 cm (papier); 25,1 x 20,2 cm (image)",1,Paysage,"Costumes civils accessoires chaussures souliers couvre-chef chapeau, vêtements de dessus manteaux; Architecture et génie aménagements extérieurs clôture, détails architecturaux balcons escaliers façades fenêtres frontonsgaleries portes porche rampe  toitures, travaux publics trottoir rue, ville; Transports terrestres voiture spéciale carosse landau; Personnages groupes humains femmes mère et enfant; Activités récréatives promenade; Plantes arbres feuillu dénudé; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1941.32_IN1.jpg
1941.33,Art moderne (1900-1950),Collection permanente,Peinture,Peinture,"Cullen, Maurice","Le Carré Dominion sous la neige, Montréal",1912,"Montréal (Québec), Canada",Canadienne; Québécoise,Huile sur toile,72 x 59 cm,1,Paysage,"Costumes civils accessoires couvre-chefs chapeaux, vêtements de dessus manteaux; Architecture travaux publics carré Dominion, ville; Transports terrestres voiture à traction animale carriole avec couverture; Personnages groupes humains hommes; Animaux mammifères chevaux; Plantes arbres feuillus; Géographie physique phénomènes naturels neige, saison : hiver; Outils et équipement instruments aratoires attelage d'animaux; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1941.33_IN1.JPG
1941.54,Art moderne (1900-1950),Collection permanente,Dessin,Dessin,"Johnstone, John Young","Un coin du marché Bonsecours, Montréal",1915,"Montréal (Québec), Canada",Canadienne; Québécoise,"Aquarelle, gouache, pastel et fusain sur papier","50,6 x 61,1 cm",1,Scène de genre,"Costumes civils accessoires chaussures couvre-chefs chapeaux, vêtements pantalons, de dessus manteaux; Architecture et génie détails architecturaux façades entrées colonne auvent, commerciale et industrielle marché; Transports terrestres voiture à traction animale traîneaux; Personnages groupes humains hommes; Animaux mammifères cheval; Activités et événements commerciales et industrielles marché; Objets façonnés contenant sac, de communication documentaire publicitaire enseigne; Outils et équipement instrument aratoire attelage d'animal avec couverture; Géographie physique phénomènes naturels neige, saison : hiver; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1941.54_IN1.JPG
1942.14,Art moderne (1900-1950),Collection permanente,Estampe,Estampe,"Raine, Herbert","L'Église Notre-Dame et la place d'Armes, à Montréal",1924 ou 1925,"Montréal (Québec), Canada",Britannique (anglaise); Canadienne; Québécoise,Eau-forte et pointe sèche,"25,1 x 39,1 cm (papier); 20,5 x 22,5 cm (image)",1,Scène urbaine,"Costumes civils accessoires chaussures souliers couvre-chefs chapeaux, vêtements chemise gilets pantalons robes vestons, de dessus manteaux; Architecture et génie aménagements extérieurs monument commémoratif à la place d'Armes, détails architecturaux arcades niches façades fenêtres remplages escalier perron porche portes impostes créneaux bandeaux colonnes piliers toitures cheminées corniches pignons, religieuse église Notre-Dame (de style néogothique construite entre 1824-1829 par l’architecte new-yorkais d’origine irlandaise James O’Donnell, pour remplacer celle qui fut démolie en 1830; clochers complétés en 1841 et 1843; elle sera élevée au rang de basilique mineure le 21 avril 1982), travaux publics rue Notre-Dame trottoir, ville; Transports terrestres voiture à traction animal calèche; Personnages groupes humains femmes hommes; Animaux mammifères cheval; Activités et événements, récréatives conversation rencontre; Plantes arbres feuillus; Géographie physique phénomènes naturels nuages; Objets façonnés représentations objet d'art statue, de groupements sociaux religieux croix; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1942.140_IN1.JPG
1942.141,Art moderne (1900-1950),Collection permanente,Estampe,Estampe,"Raine, Herbert","La Banque de Montréal vue de la rue Côté, à Montréal",1923 ou 1924,"Montréal (Québec), Canada",Britannique (anglaise); Canadienne; Québécoise,Eau-forte et pointe sèche,"25,4 x 39,2 cm (papier); 20,1 x 26,4 cm (image)",1,Scène urbaine,"Costumes civils accessoires chaussures couvre-chefs chapeaux, vêtements pantalons gilet robes vestes, de dessus manteaux; Architecture et génie détails architecturaux cheminées façades fondations fenêtres entrée colonnes chapiteaux pilastres entablements toitures appentis corniches architraves frise auvent larmiers lucarnes pignons pinacles, commerciale et industrielle banque, résidentielle maison, travaux publics rue Côté trottoirs, aménagements extérieurs remise poteau mât, ville; Transports terrestres voitures à traction animale charrette; Personnages groupes humains femmes hommes; Animaux mammifères chevaux; Activités et événements, récréatives promenade à pied, en charrette; Plantes arbres feuillus; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1942.141_IN1.JPG
1942.142,Art moderne (1900-1950),Collection permanente,Estampe,Estampe,"Raine, Herbert","Vue arrière du Château Ramezay, à Montréal",1919 ou 1920,"Montréal (Québec), Canada",Britannique (anglaise); Canadienne; Québécoise,Eau-forte et pointe sèche,"31 x 27 cm (papier); 23,3 x 19,4 cm (image)",1,Scène urbaine,"Costumes civils accessoires chaussures souliers couvre-chefs chapeaux tablier, vêtements culotte pantalons gilets robes vestons; Architecture et génie aménagements extérieurs muret mâts, détails architecturaux façades fenêtres fondations oculi mur coupe-feu porte balustrade pilastres entablements toitures cheminées corniches coupole volets larmiers gouttières lucarnes pignons pinacles, gouvernementale hôtel de ville, résidentielle maison historique château Ramezay maison, travaux publics rue trottoir, ville; Transports terrestres voiture à traction animale charrette; Personnages groupes humains enfant garçon femmes hommes; Activités et événements commerciales et industrielles vente, récréatives promenade à pied; Animaux mammifères chevaux; Plantes arbres feuillus; Géographie physique phénomènes naturels nuages; Objets façonnés contenants barils sacs baquets, mobilier meubles table; Outils et équipement scientifiques mesure horloge, instruments aratoires attelages d'animaux; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1942.142_IN1.JPG
1942.143,Art moderne (1900-1950),Collection permanente,Estampe,Estampe,"Raine, Herbert","Le Château Ramezay, à Montréal",1919 ou 1920,"Montréal (Québec), Canada",Britannique (anglaise); Canadienne; Québécoise,Eau-forte et pointe sèche,"39,2 x 25,5 cm (papier); 23,2 x 19,3 cm (image)",1,Scène urbaine,"Costumes civils accessoires bas ceinture chaussures souliers couvre-chefs chapeaux haut-de-forme, caprices corporels barbiche, vêtements pantalon gilet robes veston, de dessus écharpe; Architecture et génie aménagements extérieurs muret monument commémoratif colonne Nelson, détails architecturaux cheminée façades fenêtres baies escalier porte imposte toitures corniches gouttière lucarnes pignons, commerciale et industrielle immeuble à bureaux, résidentielle maison historique château Ramezay, ville; Transports ferroviaires tramway; Personnages groupes humains enfant filles femme homme couple famille; Animaux mammifères chiens; Plantes arbres feuillus; Activités et événements récréatives promenade à pied; Objets façonnés armement canon contenants barils, représentations objet d'art statue; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1942.143_IN1.JPG
1942.144,Art moderne (1900-1950),Collection permanente,Estampe,Estampe,"Raine, Herbert","Vieilles Maisons, rue Saint-Vincent, à Montréal",1917 ou 1918,"Montréal (Québec), Canada",Britannique (anglaise); Canadienne; Québécoise,Eau-forte,"26,2 x 19,2 cm (papier); 21,4 x 14,4 cm (image)",1,Scène urbaine,"Costumes civils accessoires bas chaussures souliers couvre-chefs casquette bonnet, vêtements culotte robes veste; Architecture et génie détails architecturaux cheminées poutres façades fenêtres mur coupe-feu rampe portes imposte toitures corniches volets auvent lucarnes gouttière pignons, résidentielle maisons en rangée, travaux publics rue Saint-Vincent, ville; Transports terrestres voiture à traction animale charrette; Personnages groupes humains enfant garçon femmes; Objets façonnés contenants panier; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1942.144_IN1.JPG
1942.145,Art moderne (1900-1950),Collection permanente,Estampe,Estampe,"Raine, Herbert","Vieux Édifices de la rue Saint-Paul, à Montréal",1919,"Montréal (Québec), Canada",Britannique (anglaise); Canadienne; Québécoise,Eau-forte et pointe sèche,"24,4 x 16,3 cm (papier); 21,4 x 11,6 cm (image)",1,Architecture; Scène urbaine,"Costumes civils accessoires bas ceinture chaussures souliers couvre-chefs chapeaux fichu casquette cravate tabliers, caprices corporels moustache, vêtements chemises culotte pantalons gilets robes veste; Architecture et génie détails architecturaux façades fenêtres mur coupe-feu portes imposte toitures cheminée corniches volets gouttières lucarne pignon, commerciale et industrielle restaurant, résidentielle maisons, travaux publics rue Saint-Paul, ville; Personnages groupes humains enfants fille garçon femmes hommes; Animaux mammifères chien; Activités et événements domestiques lavage, transports; Objets façonnés contenants barils sacs, de communication publicitaire enseigne; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1942.145_IN1.JPG
1942.146,Art moderne (1900-1950),Collection permanente,Estampe,Estampe,"Raine, Herbert","La Rue Saint-Paul (vue vers l'ouest), à Montréal",1919 ou 1920,"Montréal (Québec), Canada",Britannique (anglaise); Canadienne; Québécoise,Eau-forte,"31,5 x 26,2 cm (papier); 24 x 17,6 cm (image)",1,Architecture; Scène urbaine,"Costumes civils accessoires ceintures chaussures souliers couvre-chefs chapeaux bonnet casquette tablier, vêtements culottes robes vestes; Architecture et génie aménagements extérieurs mâts poteaux, détails architecturaux arcades façades fenêtres escaliers porche entrée colonnes colonnades pilastres entablement toitures corniches clocher coupole pignons lanternon fronton, commerciale et industrielle marché, religieuse église tour, résidentielle maisons en rangée, travaux publics trottoirs rue Saint-Paul vue vers l'ouest, ville; Personnages groupes humains enfants garçon fille femmes hommes; Animaux mammifères cheval; Activités et événements récréatives promenade à pied, en charrette, transport; Transports terrestres voiture à traction animale charrette; Géographie physique phénomènes naturels nuages; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1942.146_IN1.JPG
