NOM DE L'ORGANISME,RÉPARTITION,SERVICE,DIRECTION,NUMÉRO DE DOSSIER,OBJET,NUMÉRO DÉCISION,DATE SIGNATURE,CONTRIBUTION MONÉTAIRE,ÉCART VERSUS VALEUR MARCHANCE DU LOYER,SOUTIEN TECHNIQUE,VALEUR TOTALE
ÉCOLE DE PLONGÉE SOUS-MARINE LES ANÉMONES BLEUES INC.,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DES SPORTS ET DE L'ACTIVITÉ PHYSIQUE,1122803001,"ACCORDER UN SOUTIEN FINANCIER D'UNE VALEUR DE 548 200 $ ET UN SOUTIEN EN PRÊT DE LOCAUX D'UNE VALEUR LOCATIVE ANNUELLE TOTALISANT 3 073 100 $, AUX ORGANISMES CI-APRÈS DÉSIGNÉS, POUR UNE PÉRIODE D'UN AN ET POUR UN MONTANT INDIQUÉ EN REGARD DE CHACUN D'ENTRE EUX.",CM12 1106,2012-12-21,0,33318,0,33318
CLUB D'ÉLITE DE KARATÉ DE MONTRÉAL-CONCORDIA,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DES SPORTS ET DE L'ACTIVITÉ PHYSIQUE,1122803001,"ACCORDER UN SOUTIEN FINANCIER D'UNE VALEUR DE 548 200 $ ET UN SOUTIEN EN PRÊT DE LOCAUX D'UNE VALEUR LOCATIVE ANNUELLE TOTALISANT 3 073 100 $, AUX ORGANISMES CI-APRÈS DÉSIGNÉS, POUR UNE PÉRIODE D'UN AN ET POUR UN MONTANT INDIQUÉ EN REGARD DE CHACUN D'ENTRE EUX.",CM12 1106,2012-12-21,0,40752,0,40752
CARREFOUR DES FEMMES DE SAINT-LÉONARD,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1124251006,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 304 500 $, SOIT 192 000 $ À OFFICE MUNICIPAL D'HABITATION DE MONTRÉAL POUR SON PROJET « HABITER LE MIXITÉ »; 62 500 $ À CONCERTATION FEMME POUR SON PROJET « SI DIFFÉRENTES, POURTANT SI PAREILLES »; ET, 50 000 $ À CARREFOUR DES FEMMES DE SAINT-LÉONARD POUR SON PROJET « FEMMES-RELAIS ST-LÉONARD », DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE POUR L'ACCUEIL ET L'INTÉGRATION DES IMMIGRANTS CONCLUE ENTRE LA VILLE DE MONTRÉAL ET LE MINISTÈRE DE L'IMMIGRATION ET DES COMMUNAUTÉS CULTURELLES / APPROUVER LES PROJETS DE CONVENTION À CET EFFET",CM12 1107,2012-12-21,50000,0,0,50000
CONCERTATION FEMME,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1124251006,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 304 500 $, SOIT 192 000 $ À OFFICE MUNICIPAL D'HABITATION DE MONTRÉAL POUR SON PROJET « HABITER LE MIXITÉ »; 62 500 $ À CONCERTATION FEMME POUR SON PROJET « SI DIFFÉRENTES, POURTANT SI PAREILLES »; ET, 50 000 $ À CARREFOUR DES FEMMES DE SAINT-LÉONARD POUR SON PROJET « FEMMES-RELAIS ST-LÉONARD », DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE POUR L'ACCUEIL ET L'INTÉGRATION DES IMMIGRANTS CONCLUE ENTRE LA VILLE DE MONTRÉAL ET LE MINISTÈRE DE L'IMMIGRATION ET DES COMMUNAUTÉS CULTURELLES / APPROUVER LES PROJETS DE CONVENTION À CET EFFET",CM12 1107,2012-12-21,62500,0,0,62500
OFFICE MUNICIPAL D'HABITATION DE MONTRÉAL,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1124251006,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 304 500 $, SOIT 192 000 $ À OFFICE MUNICIPAL D'HABITATION DE MONTRÉAL POUR SON PROJET « HABITER LE MIXITÉ »; 62 500 $ À CONCERTATION FEMME POUR SON PROJET « SI DIFFÉRENTES, POURTANT SI PAREILLES »; ET, 50 000 $ À CARREFOUR DES FEMMES DE SAINT-LÉONARD POUR SON PROJET « FEMMES-RELAIS ST-LÉONARD », DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE POUR L'ACCUEIL ET L'INTÉGRATION DES IMMIGRANTS CONCLUE ENTRE LA VILLE DE MONTRÉAL ET LE MINISTÈRE DE L'IMMIGRATION ET DES COMMUNAUTÉS CULTURELLES / APPROUVER LES PROJETS DE CONVENTION À CET EFFET",CM12 1107,2012-12-21,192000,0,0,192000
MOSAÏCULTURES INTERNATIONALES MONTRÉAL,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,ESPACE POUR LA VIE,1120348004,"EN VUE DE LA RÉALISATION DES MOSAÏCULTURES INTERNATIONALES 2013 AU JARDIN BOTANIQUE, AUTORISER LA MAJORATION DE LA CONTRIBUTION À LA CORPORATION MOSAÏCULTURES INTERNATIONALES DE 11 050 000,00$ À 12 704 737,50 $ TAXES INCLUSES AFIN DE COUVRIR LES TAXES ET ET APPROUVER LA MODIFICATION AU PROTOCOLE D'ENTENTE AFFÉRENT AVEC LA CORPORATION MOSAÏCULTURES INTERNATIONALES.",CM13 0040,2013-01-30,1654738,0,0,1654738
SOCIÉTÉ D'ANIMATION PROMENADES BELLERIVE,100% VILLE,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1125323005,"APPROUVER UN PROJET DE RENOUVELLEMENT DE PRÊT DE LOCAUX PAR LEQUEL LA VILLE PRÊTE À LA SOCIÉTÉ D'ANIMATION DE LA PROMENADE BELLERIVE, À TITRE GRATUIT, DES LOCAUX D'UNE SUPERFICIE D'ENVIRON 153 M² DANS LE CHALET DU PARC SIS AU 8300, RUE BELLERIVE, DU 1ER JANVIER 2013 AU 31 DÉCEMBRE 2014, À DES FINS D'ACTIVITÉS SPORTIVES ET DE PLEIN AIR, DE LOISIRS, CULTURELLES ET RÉCRÉOTOURISTIQUES. (#2535) PRÊT GRATUIT. MONTANT ÉQUIVALENT À LA VALEUR LOCATIVE.",CM13 0044,2013-01-31,0,60741,0,60741
"MONTRÉAL, ARTS INTERCULTURELS",100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1124248006,"ACCORDER UN SOUTIEN FINANCIER ANNUEL DE 200 000 $ EN 2013 ET 2014, POUR UN TOTAL DE 400 000 $, À MONTRÉAL ARTS INTERCULTURELS (MAI) POUR SOUTENIR LA CRÉATION ET LA DIFFUSION DES ARTISTES DE LA DIVERSITÉ CULTURELLE.",CM13 0045,2013-01-30,400000,0,0,400000
PARTENARIAT DU QUARTIER DES SPECTACLES,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1121103001,"ACCORDER UN SOUTIEN FINANCIER DE 32,5 M$ À PARTENARIAT DU QUARTIER DES SPECTACLES DURANT UNE PÉRIODE DE CINQ ANS POUR LA RÉALISATION D'UN MANDAT DE PROMOTION, DE DÉVELOPPEMENT D'UNE PROGRAMMATION D'ACTIVITÉS, D'ENTRETIEN ET DE MISE EN OEUVRE DU PLAN LUMIÈRE, SUR LE TERRITOIRE DU QUARTIER DES SPECTACLES ET APPROUVER UN PROTOCOLE D'ENTENTE AVEC CET ORGANISME.",CM13 0050,2013-01-31,32502000,0,0,32502000
ASSOCIATION QUÉBEC-FRANCE,100% VILLE,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1114069006,"APPROUVER LA PROLONGATION DU CONTRAT DE PRÊT DE LOCAL PAR LEQUEL LA VILLE PRÊTE À L'ASSOCIATION QUÉBEC-FRANCE, POUR UNE PÉRIODE DE 4 ANS, À COMPTER DU 1ER AVRIL 2011, UN ESPACE DE BUREAU, AU 3E ÉTAGE DE L'IMMEUBLE SITUÉ AU 3680, RUE JEANNE-MANCE. PRÊT GRATUIT. MONTANT ÉQUIVALENT À LA VALEUR LOCATIVE.",CM13 0120,2013-02-28,0,29219,0,29219
INSTITUT DE RECHERCHE EN BIOLOGIE VÉGÉTALE,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,ESPACE POUR LA VIE,1132912001,"ACCORDER UN SOUTIEN FINANCIER ANNUEL DE 95 000 $ À L'INSTITUT DE RECHERCHE EN BIOLOGIE VÉGÉTALE AFIN DE MAINTENIR LE PARTENARIAT ENTRE LA VILLE DE MONTRÉAL ET L'UNIVERSITÉ DE MONTRÉAL RELATIVEMENT AU FINANCEMENT DES ACTIVITÉS DE L'INSTITUT DE RECHERCHE EN BIOLOGIE VÉGÉTALE, POUR L'ANNÉE 2013, EN PROVENANCE DU BUDGET DE FONCTIONNEMENT.",CM13 0121,2013-02-28,95000,0,0,95000
SOCIÉTÉ DES CÉLÉBRATIONS DU 350IÈME DE MONTRÉAL,100% VILLE,SERVICE DES AFFAIRES INSTITUTIONNELLES,DIRECTION,1134784001,"ACCORDER UN SOUTIEN FINANCIER DE 1 M$ ANNUELLEMENT POUR LES ANNÉES 2013 ET 2014 À LA SOCIÉTÉ DES CÉLÉBRATIONS DU 375E ANNIVERSAIRE DE MONTRÉAL POUR SON FONCTIONNEMENT, DANS LE CADRE DE L'ENTENTE DE 175 M$ - IMAGINER-RÉALISER MONTRÉAL 2025 AVEC LE GOUVERNEMENT DU QUÉBEC ET APPROUVER UN PROJET DE PROTOCOLE D'ENTENTE À CET EFFET.",CM13 0122,2013-03-05,2000000,0,0,2000000
UNITED IRISH SOCIETIES OF MONTREAL INC.,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1135877001,"AUTORISER L'OCCUPATION DU DOMAINE PUBLIC POUR LA RÉALISATION DU DÉFILÉ DE LA SAINT-PATRICK SUR LA RUE SAINTE-CATHERINE OUEST, ENTRE LES RUES DU FORT ET DU SQUARE-PHILLIPS, AINSI QUE LES ZONES DE MONTAGE ET DE DÉMONTAGE, LE SITE DES ESTRADES ET L'OCCUPATION DU SQUARE PHILLIPS. APPROUVER LE PROTOCOLE D'ENTENTE DE SOUTIEN FINANCIER DE 25 000 $ ET DE SOUTIEN TECHNIQUE ESTIMÉ À 150 000 $ AVEC L'ORGANISME « UNITED IRISH SOCIETIES OF MONTREAL INC. » POUR LA RÉALISATION DE LA 189E ÉDITION DU DÉFILÉ DE LA SAINT-PATRICK LE 17 MARS 2013. ÉDICTER UNE ORDONNANCE PERMETTANT LE TRAÇAGE D'UNE LIGNE VERTE SUR LA CHAUSSÉE.",CM13 0126,2013-02-27,25000,0,150000,175000
COLLECTIF D'ANIMATION URBAINE L'AUTRE MONTRÉAL,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1134248002,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 60 000 $ À L'ORGANISME COLLECTIF D'ANIMATION URBAINE L'AUTRE MONTRÉAL, SOIT 40 000 $ EN 2013 ET 20 000 $ EN 2014, POUR LA RÉALISATION D'UN PLAN D'ACTION TRIENNAL 2013-2015, DANS LE CADRE DE L'ENTENTE SUR LE DÉVELOPPEMENT CULTUREL ENTRE LA VILLE ET LE MINISTÈRE DE LA CULTURE ET DES COMMUNICATIONS 2012-2015/APPROUVER UN PROJET DE CONVENTION À CET EFFET.",CM13 0213,2013-03-20,60000,0,0,60000
FESTIVAL INTERNATIONAL DU FILM SUR L'ART,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1131197002,ACCORDER UN SOUTIEN FINANCIER TOTALISANT 60 000$ AU FESTIVAL INTERNATIONAL DU FILM SUR L'ART AFIN DE CONTRIBUER À LA PROMOTION DE L'ÉVÉNEMENT DANS LE CADRE DU PROGRAMME DE SOUTIEN AUX FESTIVALS ET AUX ÉVÉNEMENTS CULTURELS 2013,CM13 0217,2013-03-20,60000,0,0,60000
CLUB DE GYMNASTIQUE ARTISTIQUE GADBOIS,100% VILLE,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1124069010,"APPROUVER UN PROJET DE BAIL PAR LEQUEL LA VILLE LOUE AU CLUB DE GYMNASTIQUE ARTISTIQUE GADBOIS POUR UNE PÉRIODE DE 2 ANS, À COMPTER DU 1ER AVRIL 2013 UN ESPACE AU 1ER ÉTAGE DE L’IMMEUBLE SITUÉ AU 155, RUE GREENE, D'UNE SUPERFICIE D'ENVIRON 1 729,10 MÈTRES À DES FINS SPORTIVES POUR UN LOYER TOTAL DE 10 125$ EXCLUANT LES TAXES. MONTANT ÉQUIVALENT À LA VALEUR LOCATIVE RÉSIDUELLE",CM13 0314,2013-04-25,0,733415,0,733415
MONTRÉAL ARTS INTERCULTURELS,100% VILLE,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1134069002,"APPROUVER LE PROJET DE PRÊT DE LOCAL PAR LEQUEL LA VILLE PRÊTE, À TITRE GRATUIT, À L’ORGANISME MONTRÉAL ARTS INTERCULTURELS, POUR UNE DURÉE DE 2 ANS, À COMPTER DU 12 JUIN 2013, DES LOCAUX SITUÉS AU 3680, RUE JEANNE-MANCE, À DES FINS ARTISTIQUES. PRÊT GRATUIT. MONTANT ÉQUIVALENT À LA VALEUR LOCATIVE.",CM13 0315,2013-04-25,0,388740,0,388740
ALTERGO,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131643001,ACCORDER UN SOUTIEN FINANCIER DE 360 000 $ À SPORT ET LOISIR DE L'ÎLE DE MONTRÉAL DANS LE CADRE DU PROGRAMME MONTRÉALAIS DE SOUTIEN À L'ACCOMPAGNEMENT EN LOISIR (ACCESSIBILITÉ UNIVERSELLE) / ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS POUR UNE SOMME MAXIMALE DE 50 000 $ À ALTERGO EN PROVENANCE DU BUDGET DE FONCTIONNEMENT DE LA DIRECTION DE LA DIVERSITÉ SOCIALE / APPROUVER LES PROJETS DE CONVENTION À CET EFFET,CM13 0318,2013-04-25,50000,0,0,50000
SPORT ET LOISIR DE L'ÎLE DE MONTRÉAL,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131643001,ACCORDER UN SOUTIEN FINANCIER DE 360 000 $ À SPORT ET LOISIR DE L'ÎLE DE MONTRÉAL DANS LE CADRE DU PROGRAMME MONTRÉALAIS DE SOUTIEN À L'ACCOMPAGNEMENT EN LOISIR (ACCESSIBILITÉ UNIVERSELLE) / ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS POUR UNE SOMME MAXIMALE DE 50 000 $ À ALTERGO EN PROVENANCE DU BUDGET DE FONCTIONNEMENT DE LA DIRECTION DE LA DIVERSITÉ SOCIALE / APPROUVER LES PROJETS DE CONVENTION À CET EFFET,CM13 0318,2013-04-25,360000,0,0,360000
VÉLO QUÉBEC ASSOCIATION,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DES SPORTS ET DE L'ACTIVITÉ PHYSIQUE,1134289001,"ACCORDER UN SOUTIEN FINANCIER DE 35 000$ PAR ANNÉE À VÉLO QUÉBEC ASSOCIATION POUR 2013, 2014 ET 2015 AFIN DE SOUTENIR LES ACTIVITÉS D'ANIMATION, DE PROMOTION ET DE DÉVELOPPEMENT DU VÉLO POUR LES MONTRÉALAIS POUR UNE PÉRIODE DE TROIS ANS SE TERMINANT LE 31 DÉCEMBRE 2015 / APPROUVER UN PROJET DE CONVENTION À CET EFFET.",CM13 0319,2013-04-25,105000,0,0,105000
REGROUPEMENT DES MAGASINS PARTAGE DE L'ÎLE DE MONTRÉAL,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1130302002,"ACCORDER UN SOUTIEN FINANCIER DE 80 000 $ NON RÉCURRENT À REGROUPEMENT DES MAGASINS-PARTAGE DE L'ÎLE DE MONTRÉAL POUR LE SOUTIEN DE SES ACTIVITÉS 2013, PROVENANT DU BUDGET DE FONCTIONNEMENT DE LA DIRECTION DE LA DIVERSITÉ SOCIALE. / APPROUVER LE PROJET DE CONVENTION À CET EFFET",CM13 0320,2013-04-25,80000,0,0,80000
FONDATION DU DR JULIEN,100% VILLE,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1130517001,"ACCORDER UN SOUTIEN FINANCIER DE 750 000 $ À L'ORGANISME FONDATION DU DR JULIEN POUR LA RÉALISATION DU PROJET DE RÉFECTION DU CHALET DU PARC OVILA-PELLETIER, SITUÉ DANS L'ARRONDISSEMENT DE MERCIER - HOCHELAGA- MAISONNEUVE, EN PROVENANCE DES DÉPENSES GÉNÉRALES D'ADMINISTRATION / APPROUVER LE PROJET DE PROTOCOLE D'ENTENTE À CETTE FIN. N/RÉF. : 31H12-005-1874-03 (MANDAT 13-0048-T)",CM13 0329,2013-04-26,750000,0,0,750000
SOCIÉTÉ DES ARTS TECHNOLOGIQUES,100% VILLE,SERVICE DE LA MISE EN VALEUR DU TERRITOIRE,DIRECTION DE L'URBANISME ET DU DÉVELOPPEMENT ÉCONOMIQUE,1124674002,"ACCORDER, À MÊME LE BUDGET DE FONCTIONNEMENT, UNE CONTRIBUTION FINANCIÈRE DE 1 250 000 $, SUR UNE PÉRIODE DE 5 ANS, À LA SOCIÉTÉ DES ARTS TECHNOLOGIQUES, POUR LA RÉALISATION DE SON PROGRAMME D'ACTIVITÉS / APPROUVER UN PROJET DE CONVENTION À CET EFFET.",CM13 0330,2013-04-26,1250000,0,0,1250000
CENTRE DU CINÉMA PARALLÈLE,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1130251001,ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 100 000 $ AU CENTRE DU CINÉMA PARALLÈLE INC. DANS LE CADRE DE L'AXE 2 DE L'ENTENTE SUR LE DÉVELOPPEMENT CULTUREL DE MONTRÉAL 2012-2015 POUR ASSURER UN SOUTIEN SA PROGRAMMATION EN 2013.,CM13 0331,2013-04-25,100000,0,0,100000
REGROUPEMENT PIED CARRÉ,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1132599001,"ACCORDER UN SOUTIEN FINANCIER DE 3 125 300 $ À REGROUPEMENT PIED CARRÉ, DANS LE CADRE DE L’ENVELOPPE DE 175 M$ DU GOUVERNEMENT DU QUÉBEC, AFIN DE RESPECTER LES OBLIGATIONS CONTRACTÉES ENVERS ALLIED PROPERTIES REIT POUR LA RÉALISATION DES TRAVAUX D'AMÉNAGEMENT D'ATELIERS D'ARTISTE DANS L'IMMEUBLE LUI APPARTENANT SIS AU 5445-5455 DE GASPÉ DANS L'ARRONDISSEMENT DU PLATEAU MONT-ROYAL, POUR UNE PÉRIODE DE TROIS ANS. / APPROUVER LE PROJET DE CONVENTION À CET EFFET",CM13 0332,2013-04-26,3125300,0,0,3125300
SOCIÉTÉ DU PARC JEAN-DRAPEAU,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1130679003,"ACCORDER UN SOUTIEN FINANCIER DE 900 000$ À LA SOCIÉTÉ DU PARC JEAN-DRAPEAU POUR LA RÉALISATION DES WEEK-ENDS DU MONDE, LES 6, 7, 13 ET 14 JUILLET 2013, ET LA FÊTE DES ENFANTS DE MONTRÉAL, LES 20 ET 21 JUILLET 2013, AU PARC JEAN-DRAPEAU. AUTORISER UN VIREMENT BUDGÉTAIRE À CETTE FIN. MANDATER LA DIRECTION DE LA CULTURE ET DU PATRIMOINE POUR LE SUIVI DU DOSSIER.",CM13 0428,2013-05-29,900000,0,0,900000
FRANCOFOLIES DE MONTRÉAL,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1131508001,AUTORISER L'OCCUPATION DU DOMAINE PUBLIC ET APPROUVER LE PROTOCOLE DE SOUTIEN TECHNIQUE À L'OCCASION DES FRANCOFOLIES DE MONTRÉAL DU 3 AU 22 JUIN 2013. SUBVENTION ÉQUIVALENTE AU MONTANT DU SOUTIEN TECHNIQUE,CM13 0436,2013-05-30,0,0,420000,420000
"ASSOCIATION COMMUNAUTAIRE D’EMPRUNT DE MONTRÉAL (ACEM),",100% VILLE,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1135373001,"APPROUVER LA CONVENTION DE PROLONGATION PAR LAQUELLE LA VILLE LOUE À L’ASSOCIATION COMMUNAUTAIRE D’EMPRUNT DE MONTRÉAL (ACEM), POUR UNE DURÉE DE 3 ANS, À COMPTER DU 1ER JUIN 2013, UN LOCAL SITUÉ AU 3680, RUE JEANNE-MANCE, POUR DES FINS ADMINISTRATIVES, MOYENNANT UN LOYER TOTAL DE 43 162,34 $ TPS INCLUSE. MONTANT ÉQUIVALENT À 50% DE LA VALEUR LOCATIVE.",CM13 0439,2013-05-29,0,60391,0,60391
EX AEQUO,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131643003,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT 54300 $ À EX AEQUON POUR 2013, POUR LA RÉALISATION DE PROJETS DANS LE CADRE DU PLAN D'ACTION MUNICIPAL 2012 - 2014 EN ACCESSIBILITÉ UNIVERSELLE / APPROUVER LE PROJET DE CONVENTION À CET EFFET",CM13 0440,2013-05-30,54300,0,0,54300
CITÉ DES ARTS DU CIRQUE,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1130018002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 7 070 000 $, À ONZE FESTIVALS MONTRÉALAIS, POUR LA PÉRIODE 2013 ET 2014 ET APPROUVER LES ONZE PROJETS DE CONVENTION À CETTE FIN.",CM13 0443,2013-05-30,1100000,0,0,1100000
FESTIVAL CANADIEN DES FILMS DU MONDE,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1130018002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 7 070 000 $, À ONZE FESTIVALS MONTRÉALAIS, POUR LA PÉRIODE 2013 ET 2014 ET APPROUVER LES ONZE PROJETS DE CONVENTION À CETTE FIN.",CM13 0443,2013-05-30,300000,0,0,300000
FESTIVAL DU NOUVEAU CINÉMA,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1130018002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 7 070 000 $, À ONZE FESTIVALS MONTRÉALAIS, POUR LA PÉRIODE 2013 ET 2014 ET APPROUVER LES ONZE PROJETS DE CONVENTION À CETTE FIN.",CM13 0443,2013-05-30,260000,0,0,260000
FESTIVAL INTERNATIONAL DE JAZZ DE MONTRÉAL INC.,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1130018002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 7 070 000 $, À ONZE FESTIVALS MONTRÉALAIS, POUR LA PÉRIODE 2013 ET 2014 ET APPROUVER LES ONZE PROJETS DE CONVENTION À CETTE FIN.",CM13 0443,2013-05-30,1100000,0,0,1100000
FESTIVAL JUSTE POUR RIRE/ JUST FOR LAUGHS,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1130018002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 7 070 000 $, À ONZE FESTIVALS MONTRÉALAIS, POUR LA PÉRIODE 2013 ET 2014 ET APPROUVER LES ONZE PROJETS DE CONVENTION À CETTE FIN.",CM13 0443,2013-05-30,1100000,0,0,1100000
FESTIVAL MODE & DESIGN MONTRÉAL,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1130018002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 7 070 000 $, À ONZE FESTIVALS MONTRÉALAIS, POUR LA PÉRIODE 2013 ET 2014 ET APPROUVER LES ONZE PROJETS DE CONVENTION À CETTE FIN.",CM13 0443,2013-05-30,200000,0,0,200000
FESTIVAL MONTRÉAL EN LUMIÈRE INC.,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1130018002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 7 070 000 $, À ONZE FESTIVALS MONTRÉALAIS, POUR LA PÉRIODE 2013 ET 2014 ET APPROUVER LES ONZE PROJETS DE CONVENTION À CETTE FIN.",CM13 0443,2013-05-30,1100000,0,0,1100000
FESTIVAL TRANSAMÉRIQUES,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1130018002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 7 070 000 $, À ONZE FESTIVALS MONTRÉALAIS, POUR LA PÉRIODE 2013 ET 2014 ET APPROUVER LES ONZE PROJETS DE CONVENTION À CETTE FIN.",CM13 0443,2013-05-30,550000,0,0,550000
FONDATION QUÉBEC CINÉMA,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1130018002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 7 070 000 $, À ONZE FESTIVALS MONTRÉALAIS, POUR LA PÉRIODE 2013 ET 2014 ET APPROUVER LES ONZE PROJETS DE CONVENTION À CETTE FIN.",CM13 0443,2013-05-30,210000,0,0,210000
LES ARTS CARNAVALLENT,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1130018002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 7 070 000 $, À ONZE FESTIVALS MONTRÉALAIS, POUR LA PÉRIODE 2013 ET 2014 ET APPROUVER LES ONZE PROJETS DE CONVENTION À CETTE FIN.",CM13 0443,2013-05-30,600000,0,0,600000
LES FRANCOFOLIES DE MONTRÉAL INC,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1130018002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 7 070 000 $, À ONZE FESTIVALS MONTRÉALAIS, POUR LA PÉRIODE 2013 ET 2014 ET APPROUVER LES ONZE PROJETS DE CONVENTION À CETTE FIN.",CM13 0443,2013-05-30,550000,0,0,550000
