NOM DE L'ORGANISME,RÉPARTITION,SERVICE,DIRECTION,NUMÉRO DE DOSSIER,OBJET,NUMÉRO DÉCISION,DATE SIGNATURE,CONTRIBUTION MONÉTAIRE,ÉCART VERSUS VALEUR MARCHANDE DU LOYER,SOUTIEN TECHNIQUE,VALEUR TOTALE
MAISON DU PÈRE,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1132586002,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 375 000 $ AUX TROIS ORGANISMES SUIVANTS, SOIT 125 000 $ À MISSION OLD BREWERY, 125 000 $ À MAISON DU PÈRE ET 125 000 $ À MISSION BON ACCUEIL, POUR L'ANNÉE 2013 / AUTORISER UN VIREMENT BUDG",CG13 0152,2013-06-03,125000,0,0,125000
MISSION BON ACCUEIL,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1132586002,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 375 000 $ AUX TROIS ORGANISMES SUIVANTS, SOIT 125 000 $ À MISSION OLD BREWERY, 125 000 $ À MAISON DU PÈRE ET 125 000 $ À MISSION BON ACCUEIL, POUR L'ANNÉE 2013 / AUTORISER UN VIREMENT BUDG",CG13 0152,2013-06-03,125000,0,0,125000
MISSION OLD BREWERY,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1132586002,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 375 000 $ AUX TROIS ORGANISMES SUIVANTS, SOIT 125 000 $ À MISSION OLD BREWERY, 125 000 $ À MAISON DU PÈRE ET 125 000 $ À MISSION BON ACCUEIL, POUR L'ANNÉE 2013 / AUTORISER UN VIREMENT BUDG",CG13 0152,2013-06-03,125000,0,0,125000
OFFICE DES CONGRÈS ET DU TOURISME DU GRAND MONTRÉAL,100 % AGGLOMÉRATION,SERVICE DE LA MISE EN VALEUR DU TERRITOIRE,DIRECTION DE L'URBANISME ET DU DÉVELOPPEMENT ÉCONOMIQUE,1133892001,"ACCORDER, À MÊME LE BUDGET DE FONCTIONNEMENT, UN SOUTIEN FINANCIER DE 1 000 000 $, POUR L'ANNÉE 2013, À L'OFFICE DES CONGRÈS ET DU TOURISME DU GRAND MONTRÉAL, AFIN DE RÉALISER L'ENSEMBLE DES PROGRAMMES DE PROMOTION D'ACCUEIL SPÉCIALISÉ, DE PUBLICITÉ ET DE",CG13 0170,2013-06-03,1000000,0,0,1000000
SOCIÉTÉ DU MUSÉE D'ARCHÉOLOGIE ET D'HISTOIRE DE MONTRÉAL,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1133501001,"APPROUVER UN PROJET DE CONVENTION ENTRE LA VILLE ET LA SOCIÉTÉ DU MUSÉE D'ARCHÉOLOGIE ET D'HISTOIRE DE MONTRÉAL DE POINTE-À-CALLIÈRE, POUR LE PROGRAMME DE CONSERVATION DES VESTIGES ARCHÉOLOGIQUES, LA POURSUITE DE L'ÉCOLE DE FOUILLES ARCHÉOLOGIQUES D'UNE P",CG13 0176,2013-06-03,320000,0,0,320000
EXCELLENCE SPORTIVE DE L'ÎLE DE MONTRÉAL,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DES SPORTS ET DE L'ACTIVITÉ PHYSIQUE,1131658001,"APPROUVER LA CONVENTION AVEC L'ORGANISME «EXCELLENCE SPORTIVE DE L'ÎLE DE MONTRÉAL», SE TERMINANT LE 30 JUIN 2016 ET OCTROYER UNE CONTRIBUTION FINANCIÈRE MAXIMALE DE 950 000 $ ET UN SOUTIEN EN BIENS ET SERVICES D'UNE VALEUR MAXIMALE DE 144 000 $ À L'ORGAN",CG13 0177,2013-05-31,950000,0,144000,1094000
SOCIÉTÉ POUR LA MISE EN VALEUR DE LA MAISON DE MÈRE D'YOUVILLE,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1120525004,"ACCORDER UN SOUTIEN FINANCIER DE 72 000 $ À LA SOCIÉTÉ POUR LA MISE EN VALEUR DE LA MAISON DE MÈRE D'YOUVILLE, EN VUE D'EFFECTUER UNE ÉTUDE DE FAISABILITÉ EN QUATRE VOLETS VISANT LA REQUALIFICATION DU SITE DE L'ANCIEN HÔPITAL GÉNÉRAL DE MONTRÉAL FAISANT P",CG13 0222,2013-07-03,72000,0,0,72000
FESTIVAL DE LA SANTÉ INC,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1131005003,"AUTORISER, À LA DEMANDE DU FESTIVAL DE LA SANTÉ INC., LA TENUE DE L'ÉVÉNEMENT « MARATHON OASIS DE MONTRÉAL », LE 22 SEPTEMBRE 2013, DE 4 H 45 À 15 H 15. AUTORISER, SELON LE PARCOURS ET L'HORAIRE JOINT AU SOMMAIRE, LA FERMETURE DES RUES DANS LES ARRONDISSE",CG13 0234,2013-07-03,0,0,450000,450000
ALI ET LES PRINCES DE LA RUE,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131375003,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 120 000 $ À ALI ET LES PRINCES DE LA RUE POUR LA RÉALISATION DU PROJET « LEADERSHIP DES PRINCES DE LA RUE – 2013 - 2014 », POUR LA PÉRIODE DU 2 AVRIL 2013 AU 31 DÉCEMBRE 2014, DANS LE CADRE DE L'ENTENTE ADMIN",CG13 0235,2013-07-03,120000,0,0,120000
VÉLO QUÉBEC ÉVÉNEMENTS (FÉRIA DU VÉLO),100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1131470002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 200 000 $ À VÉLO QUÉBEC ÉVÉNEMENTS (FÉRIA DU VÉLO), POUR LA PÉRIODE 2013 ET 2014 ET APPROUVER LE PROJET DE CONVENTION À CETTE FIN.",CG13 0236,2013-06-26,200000,0,0,200000
VILLE DE MONTRÉAL-OUEST,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1135213001,"ACCORDER UN SOUTIEN FINANCIER SPÉCIAL NON RÉCURRENT DE 168 581,21$ $ (INCLUANT LES TAXES) À LA VILLE DE MONTRÉAL-OUEST POUR LE REMPLACEMENT DES PORTES ET FENÊTRES DE L'HÔTEL DE VILLE DE MONTRÉAL-OUEST À PARTIR DU FONDS POUR LA CONSERVATION ET LA MISE EN V",CG13 0294,2013-09-04,229950,0,0,229950
AU PIGNON DE L'EST,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1135066001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 54 303 $ À AU PIGNON DE L'EST, POUR 2013 - 2014, POUR LA RÉALISATION DU PROJET « AGIR POUR BIEN SE NOURRIR », DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D'INITIATIVES SOCIALES",CG13 0295,2013-09-04,54303,0,0,54303
COMITÉ JEUNESSE DE NOTRE-DAME-DE-GRÂCE,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1135066003,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 53 544,60 $ À COMITÉ JEUNESSE DE NOTRE-DAME-DE-GRÂCE POUR RÉALISER LE PROJET « CAMP DE JOUR SINGERMAN », DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D'INITIATIVES SOCIALES DANS",CG13 0309,2013-09-05,53545,0,0,53545
ACTION JEUNESSE DE L'OUEST-DE-ÎLE (AJOI),100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1135066004,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 59 392 $ À ACTION JEUNESSE DE L'OUEST-DE-ÎLE (AJOI), POUR LA RÉALISATION DU PROJET « TRAVAIL DE RUE/DE MILIEU DDO », POUR L'ANNÉE 2013 / 2014, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS",CG13 0310,2013-09-05,59392,0,0,59392
ACCUEIL BONNEAU INC.,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1132586001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 350 000 $ AUX ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D'I",CG13 0312,2013-09-05,75600,0,0,75600
ASSOCIATION D'ENTRAIDE LE CHAÎNON INC.,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1132586001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 350 000 $ AUX ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D'I",CG13 0312,2013-09-05,50271,0,0,50271
LA MAISON BENOÎT LABRE,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1132586001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 350 000 $ AUX ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D'I",CG13 0312,2013-09-05,51156,0,0,51156
LA RUE DES FEMMES DE MONTRÉAL,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1132586001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 350 000 $ AUX ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D'I",CG13 0312,2013-09-05,102960,0,0,102960
LE RÉSEAU D'AIDE AUX PERSONNES SEULES ET ITINÉRANTES DE MONTRÉAL INC.,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1132586003,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 64 000 $ À LE RÉSEAU D'AIDE AUX PERSONNES SEULES ET ITINÉRANTES DE MONTRÉAL INC., POUR LES PROJETS « CONSOLIDATION DE LA CLINIQUE DROITS DEVANT » ET « INTERVENTION POUR FAVORISER L'ACCÈS AU LOGEMENT DES PERSO",CG13 0395,2013-09-30,64000,0,0,64000
JEUX MONDIAUX DES POLICIERS ET POMPIERS - MONTRÉAL 2017,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DES SPORTS ET DE L'ACTIVITÉ PHYSIQUE,1135848001,ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 530 000 $ ET UN SOUTIEN EN BIENS ET SERVICES D'UNE VALEUR DE 505 000 $ POUR L'ANNÉE 2014 À L'ORGANISME JEUX MONDIAUX DES POLICIERS ET POMPIERS - MONTRÉAL 2017 DANS LE CADRE DE L'ORGANISATION DE CET ÉVÉNEMENT ,CG13 0479,2013-12-20,530000,0,505000,1035000
MONTRÉAL INTERNATIONAL,100 % AGGLOMÉRATION,DIRECTION GÉNÉRALE,BUREAU - RELATIONS INTERNATIONALES ET GOUVERNEMENTALES,1144834004,"ACCORDER À MONTRÉAL INTERNATIONAL, POUR L'ANNÉE 2014, UNE CONTRIBUTION FINANCIÈRE DE 500 000 $ POUR LES FINS DU FONDS DE DÉVELOPPEMENT INTERNATIONAL DE MONTRÉAL (FODIM) ET APPROUVER UN PROJET DE CONVENTION ENTRE LA VILLE ET CET ORGANISME ÉTABLISSANT LES M",CG14,2014-08-22,500000,0,0,500000
COOPÉRATIVE D'HABITATION LA FRATERNITÉ MICHELOISE,100 % AGGLOMÉRATION,SERVICE DE LA MISE EN VALEUR DU TERRITOIRE,DIRECTION DE L'HABITATION,1130627001,APPROUVER UN PROJET DE CONVENTION PAR LEQUEL LA VILLE DE MONTRÉAL ACCORDE UNE CONTRIBUTION FINANCIÈRE MAXIMALE DE 121 000 $ PROVENANT DU « FONDS DE CONTRIBUTION À LA STRATÉGIE D'INCLUSION DE LOGEMENTS ABORDABLES DANS LES NOUVEAUX PROJETS RÉSIDENTIELS » PO,CG14 0021,2014-02-04,121000,0,0,121000
COOPÉRATIVE D'HABITATION DE LA MONTAGNE VERTE,100 % AGGLOMÉRATION,SERVICE DE LA MISE EN VALEUR DU TERRITOIRE,DIRECTION DE L'HABITATION,1130634010,APPROUVER UN PROJET DE CONVENTION PAR LEQUEL LA VILLE DE MONTRÉAL ACCORDE UNE CONTRIBUTION FINANCIÈRE DE 175 000 $ PROVENANT DU « FONDS DE CONTRIBUTION À LA STRATÉGIE D'INCLUSION DE LOGEMENTS ABORDABLES DANS LES NOUVEAUX PROJETS RÉSIDENTIELS » POUR LA RÉA,CG14 0022,2014-02-03,175000,0,0,175000
COMMISSION SPORTIVE MONTRÉAL-CONCORDIA,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DES SPORTS ET DE L'ACTIVITÉ PHYSIQUE,1131543003,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT 660 000 $, SOIT UN MONTANT ANNUEL DE 220 000 $, ET UN SOUTIEN EN BIENS ET SERVICES D'UNE VALEUR TOTALISANT 102 825 $, SOIT UNE VALEUR ANNUELLE DE 34 275 $, POUR LES ANNÉES 2014, 2015 ET 2016 À LA COMMISSION SPORTIV",CG14 0023,2014-02-03,660000,0,0,660000
MONTRÉAL 2014,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DES SPORTS ET DE L'ACTIVITÉ PHYSIQUE,1131278007,AUTORISER UN VIREMENT BUDGÉTAIRE DE 2 786 000 $ EN PROVENANCE DES DÉPENSES GÉNÉRALES D'ADMINISTRATION VERS LA DIRECTION DES SPORTS ET DE L'ACTIVITÉ PHYSIQUE DU SERVICE DE LA QUALITÉ DE VIE POUR SOUTENIR LES CHAMPIONNATS DU MONDE DES MAÎTRES FINA 2014 / AC,CG14 0027,2014-02-10,2711000,0,0,2711000
C2-MTL,100 % AGGLOMÉRATION,SERVICE DE LA MISE EN VALEUR DU TERRITOIRE,DIRECTION DE L'URBANISME ET DU DÉVELOPPEMENT ÉCONOMIQUE,1130881002,"ACCORDER UN SOUTIEN FINANCIER DE 200 000 $ ANNUELLEMENT PENDANT 3 ANS (DE 2014 À 2016) À C2-MTL, POUR L’ORGANISATION DE L’ÉVÉNEMENT ANNUEL PRINTANIER C2-MTL, DANS LE CADRE DE L'ENTENTE DE 175 M$ AVEC LE GOUVERNEMENT DU QUÉBEC POUR SOUTENIR LE DÉVELOPPEMEN",CG14 0077,2014-03-03,600000,0,0,600000
COMITÉ MUSIQUE MAISONNEUVE,100 % AGGLOMÉRATION,SERVICE DE LA MISE EN VALEUR DU TERRITOIRE,DIRECTION DE L'URBANISME ET DU DÉVELOPPEMENT ÉCONOMIQUE,1146352001,"ATTRIBUER QUATRE (4) BOURSES TOTALISANT LA SOMME DE 250 363 $ À LA CORPORATION DE DÉVELOPPEMENT ÉCONOMIQUE DE SAINT-LÉONARD, LE S.E.R.I.C. COOPÉRATIVE DE SOLIDARITÉ, LA SOCIÉTÉ DU CHÂTEAU DUFRESNE INC. ET LE COMITÉ MUSIQUE MAISONNEUVE À LA SUITE DE L’APPE",CG14 0133,2014-03-31,65000,0,0,65000
CORPORATION DE DÉVELOPPEMENT ÉCONOMIQUE DE SAINT-LÉONARD,100 % AGGLOMÉRATION,SERVICE DE LA MISE EN VALEUR DU TERRITOIRE,DIRECTION DE L'URBANISME ET DU DÉVELOPPEMENT ÉCONOMIQUE,1146352001,"ATTRIBUER QUATRE (4) BOURSES TOTALISANT LA SOMME DE 250 363 $ À LA CORPORATION DE DÉVELOPPEMENT ÉCONOMIQUE DE SAINT-LÉONARD, LE S.E.R.I.C. COOPÉRATIVE DE SOLIDARITÉ, LA SOCIÉTÉ DU CHÂTEAU DUFRESNE INC. ET LE COMITÉ MUSIQUE MAISONNEUVE À LA SUITE DE L’APPE",CG14 0133,2014-03-31,74423,0,0,74423
S.E.R.I.C. COOPÉRATIVE DE SOLIDARITÉ,100 % AGGLOMÉRATION,SERVICE DE LA MISE EN VALEUR DU TERRITOIRE,DIRECTION DE L'URBANISME ET DU DÉVELOPPEMENT ÉCONOMIQUE,1146352001,"ATTRIBUER QUATRE (4) BOURSES TOTALISANT LA SOMME DE 250 363 $ À LA CORPORATION DE DÉVELOPPEMENT ÉCONOMIQUE DE SAINT-LÉONARD, LE S.E.R.I.C. COOPÉRATIVE DE SOLIDARITÉ, LA SOCIÉTÉ DU CHÂTEAU DUFRESNE INC. ET LE COMITÉ MUSIQUE MAISONNEUVE À LA SUITE DE L’APPE",CG14 0133,2014-03-31,50940,0,0,50940
SOCIÉTÉ CHÂTEAU DUFRESNE INC.,100 % AGGLOMÉRATION,SERVICE DE LA MISE EN VALEUR DU TERRITOIRE,DIRECTION DE L'URBANISME ET DU DÉVELOPPEMENT ÉCONOMIQUE,1146352001,"ATTRIBUER QUATRE (4) BOURSES TOTALISANT LA SOMME DE 250 363 $ À LA CORPORATION DE DÉVELOPPEMENT ÉCONOMIQUE DE SAINT-LÉONARD, LE S.E.R.I.C. COOPÉRATIVE DE SOLIDARITÉ, LA SOCIÉTÉ DU CHÂTEAU DUFRESNE INC. ET LE COMITÉ MUSIQUE MAISONNEUVE À LA SUITE DE L’APPE",CG14 0133,2014-03-31,60000,0,0,60000
FÉDÉRATION DE SOCCER DU QUÉBEC,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DES SPORTS ET DE L'ACTIVITÉ PHYSIQUE,1135848002,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 475 000 $ ET UN SOUTIEN EN BIENS ET SERVICES D'UNE VALEUR DE 175 000 $ POUR LES ANNÉES 2014 ET 2015 À LA FÉDÉRATION DE SOCCER DU QUÉBEC, DANS LE CADRE DE L'ORGANISATION DES COUPES DU MONDE FÉMININES DE LA FIF",CG14 0148,2014-03-31,475000,0,175000,650000
"LES YMCA DU QUÉBEC, POUR LE PROGRAMME DIALOGUE",100 % AGGLOMÉRATION,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION DE LA DIVERSITÉ SOCIALE,1143381001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 245 000 $ AUX ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2014, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU ",CG14 0202,2014-05-06,43125,0,0,43125
"LES YMCA DU QUÉBEC, POUR LE PROGRAMME PREMIER ARRÊT",100 % AGGLOMÉRATION,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION DE LA DIVERSITÉ SOCIALE,1143381001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 245 000 $ AUX ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2014, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU ",CG14 0202,2014-05-06,35825,0,0,35825
JEUNESSE AU SOLEIL,100 % AGGLOMÉRATION,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION DE LA DIVERSITÉ SOCIALE,1140302001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 565 000 $, À 10 ORGANISMES, POUR L'ANNÉE 2014, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D'INITIATIV",CG14 0203,2014-05-06,90000,0,0,90000
MOISSON MONTRÉAL INC.,100 % AGGLOMÉRATION,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION DE LA DIVERSITÉ SOCIALE,1140302001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 565 000 $, À 10 ORGANISMES, POUR L'ANNÉE 2014, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D'INITIATIV",CG14 0203,2014-05-06,178000,0,0,178000
REGROUPEMENT DES MAGASINS-PARTAGE DE L'ÎLE DE MONTRÉAL,100 % AGGLOMÉRATION,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION DE LA DIVERSITÉ SOCIALE,1140302001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 565 000 $, À 10 ORGANISMES, POUR L'ANNÉE 2014, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D'INITIATIV",CG14 0203,2014-05-06,75000,0,0,75000
RÉPIT PROVIDENCE MAISON HOCHELAGA-MAISONNEUVE,100 % AGGLOMÉRATION,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION DE LA DIVERSITÉ SOCIALE,1140302001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 565 000 $, À 10 ORGANISMES, POUR L'ANNÉE 2014, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D'INITIATIV",CG14 0203,2014-05-06,65000,0,0,65000
OFFICE DU TOURISME ET DES CONGRÈS DU GRAND MONTRÉAL (OCTGM),100 % AGGLOMÉRATION,SERVICE DE LA CULTURE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1140026001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 420 000 $ À L'OFFICE DES CONGRÈS ET DU TOURISME DU GRAND MONTRÉAL (TOURISME MONTRÉAL), POUR UNE PÉRIODE DE DEUX ANS (2014 ET 2015) AFIN DE CONTRIBUER À LA MISE EN ŒUVRE D’UNE STRATÉGIE DE DÉVELOPPEMENT EN MAT",CG14 0204,2014-05-06,420000,0,0,420000
SPORT ET LOISIR DE L'ÎLE DE MONTRÉAL,100 % AGGLOMÉRATION,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1141643002,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 50 000 $ À SPORT ET LOISIR DE L'ÎLE DE MONTRÉAL, POUR LE PROGRAMME MONTRÉALAIS DE SOUTIEN À L'ACCOMPAGNEMENT EN LOISIR (ACCESSIBILITÉ UNIVERSELLE), DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU ",CG14 0252,2014-06-02,50000,0,0,50000
VILLE DE MONTRÉAL-OUEST,100 % AGGLOMÉRATION,SERVICE DE LA MISE EN VALEUR DU TERRITOIRE,DIRECTION DE L'URBANISME,1140668001,"ABROGER LA RÉSOLUTION CG13 0294 DU 29 AOÛT 2013 ET ACCORDER UN SOUTIEN FINANCIER SPÉCIAL NON RÉCURRENT DE 223 699,14 $ À LA VILLE DE MONTRÉAL-OUEST POUR LE REMPLACEMENT DES PORTES ET FENÊTRES DE L'HÔTEL DE VILLE DE MONTRÉAL-OUEST À PARTIR DU FONDS POUR LA",CG14 0261,2014-06-02,223699,0,0,223699
HAPOPEX QUERBES,100 % AGGLOMÉRATION,SERVICE DE LA MISE EN VALEUR DU TERRITOIRE,DIRECTION DE L'HABITATION,1140634001,APPROUVER UN PROJET DE CONVENTION PAR LEQUEL LA VILLE DE MONTRÉAL ACCORDE UNE CONTRIBUTION FINANCIÈRE MAXIMALE DE 159 000 $ PROVENANT DU « FONDS DE CONTRIBUTION À LA STRATÉGIE D'INCLUSION DE LOGEMENTS ABORDABLES DANS LES NOUVEAUX PROJETS RÉSIDENTIELS » PO,CG14 0304,2014-06-23,159000,0,0,159000
FONDATION DE LA VISITE,100 % AGGLOMÉRATION,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1143220001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 65 000 $, POUR L'ANNÉE 2014, À FONDATION DE LA VISITE, POUR LA RÉALISATION DU PROJET « LA FIERTÉ DES FAMILLES DANS LEUR QUARTIER ET UN QUARTIER FIER DE SES FAMILLES - X », DANS LE CADRE DE L'ENTENTE ADMINISTR",CG14 0305,2014-06-23,65000,0,0,65000
FESTIVAL DE LA SANTÉ INC,100 % AGGLOMÉRATION,SERVICE DE LA CULTURE,DIRECTION ASSOCIÉE CINÉMA-FESTIVALS-ÉVÉNEMENTS,1141005005,"AUTORISER, À LA DEMANDE DU FESTIVAL DE LA SANTÉ INC., LA TENUE DE L'ÉVÉNEMENT « MARATHON ET DEMI-MARATHON OASIS ROCK 'N' ROLL DE MONTRÉAL » LE 28 SEPTEMBRE 2014, DE 4 H 45 À 15 H 15 / AUTORISER, SELON LE PARCOURS ET L'HORAIRE JOINT AU SOMMAIRE, LA FERMETU",CG14 0306,2014-06-23,0,0,425000,425000
CULTURE MONTRÉAL,100 % AGGLOMÉRATION,SERVICE DE LA CULTURE,DIRECTION,1144248002,"ACCORDER UN SOUTIEN FINANCIER DE 300 000 $ À CULTURE MONTRÉAL SOIT 100 000 $ EN 2014, 100 000 $ EN 2015 ET 100 000 $ EN 2016 POUR SOUTENIR LA RÉALISATION DE SON PLAN D'ACTION TRIENNAL ET APPROUVER LA CONVENTION À CET EFFET.",CG14 0336,2014-08-22,240000,0,0,240000
