NOM DE L'ORGANISME,RÉPARTITION,SERVICE,DIRECTION,NUMÉRO DE DOSSIER,OBJET,NUMÉRO DÉCISION,DATE SIGNATURE,CONTRIBUTION MONÉTAIRE,ÉCART VERSUS VALEUR MARCHANDE DU LOYER,SOUTIEN TECHIQUE,VALEUR TOTALE
RENOVATION ECOLOGIQUE (ECO-RENO),100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,584
RENOVATION ECOLOGIQUE (ECO-RENO),100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,611
RESEAU DE L'ACTION BENEVOLE DU QUEBEC,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,700
SERVICE D'ENTRETIEN PRO-PRET INC.,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,1877
SOCIETE DE SOINS PALLIATIFS A DOMICILE DU GRAND MONTREAL,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,2374
CENTRE DES FEMMES DE SAINT-LAURENT INC.,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,1491
CRABE (CENTRE DE RECHERCHE ET D'ACTION POUR LE BIEN-ETRE ENVIRONNEMENTAL),100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,1758
OPERA DE MONTREAL,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,5000
ACCUEIL AUX IMMIGRANTS DE L'EST DE MONTREAL,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,4229
BUREAU ASSOCIATIF POUR LA DIVERSITE ET LA REINSERTION,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,2237
MOELLE EPINIERE ET MOTRICITE QUEBEC,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,2247
SOCIETE ST-VINCENT DE PAUL DE MONTREAL,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,835
COMPAGNIE LA OTRA ORILLA,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,891
LE MOIS DE LA PHOTO A MONTREAL,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,1226
MUSEE DU CHATEAU RAMEZAY,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,1711
ASSOCIATION COOPERATIVE D'ECONOMIE FAMILIALE DU SUD-OUEST DE MONTREAL,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,1113
CONSEIL DE DIRECTION DE L'ARMEE DU SALUT,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,5000
L'ASSOCIATION DES POPOTES ROULANTES DU MONTREAL METROPOLITAIN,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,773
L'ECOLE ENTREPRISE FORMETAL INC.,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,5000
SOCIETE ST-VINCENT DE PAUL DE MONTREAL,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,745
CENTRE DES FEMMES DE VERDUN INC.,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,1655
INDUSTRIES GOODWILL RENAISSANCE MONTREAL INC.,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,3421
"ARPRIM, REGROUPEMENT POUR LA PROMOTION DE L'ART IMPRIME",100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,833
ASSOCIATION DES PROFESSIONNELS DE L'INDUSTRIE DE L'HUMOUR (A.P.I.H.),100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,445
CENTRE DES ARTS ACTUELS SKOL,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,1789
CENTRE D'EXPOSITION CIRCA,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,2342
CIRCUIT-EST,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,2878
ECOLE DE DANSE CONTEMPORAINE DE MONTREAL,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,5000
ILLUSTRATION QUEBEC,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,157
LA TROUPE DU THEATRE DE QUARTIER,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,495
LA TROUPE DU THEATRE DE QUARTIER,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,725
L'AUTRE MARCHE,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,99
LES RENDEZ-VOUS DU CINEMA QUEBECOIS,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,1894
REPERCUSSION THEATRE,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,182
ARC EN CIEL D'AFRIQUE,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,1619
ASSOCIATION QUEBECOISE DES TROUBLES D'APPRENTISSAGE,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1121361004,"AUTORISER UN TROISIÈME VERSEMENT, POUR L'ANNÉE 2012, DE DIVERS MONTANTS D'AIDE FINANCIÈRE TOTALISANT 254 672 $, À MÊME LE BUDGET DE FONCTIONNEMENT, À DES ORGANISMES À BUT NON LUCRATIF (OBNL) LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE12 1429,2012-09-05,,,,2359
