ï»¿OBJECTID,NUMERO_SCENARIO,LABEL,DIAMETER,START_NODE,STOP_NODE,LENGTH__SCALED_,MATERIAL,ANNEEINSTALLATION,CLASSIFICATIONFONCTIONNELLE,TYPEEGOUT,SECTION_TYPE,RISE,SPAN,PROPRIETAIRE
4247719,1,ES-09268,400,401-300,401-319,163.4,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4247720,1,EP-25839,1200,401-599,401-600,163.3,Beton arme,2002,Collecteur,Pluviale total,Circle,0,0,Ville
4247721,1,ES-01646,750,123-154,123-153,165,Beton arme,1949,Locale,Combinee,Circle,0,0,Ville
4247722,1,EP-23045,750,201-355,201-354,163.1,Beton arme,1975,Collecteur,Pluviale total,Circle,0,0,Ville
4247723,1,ES-00240,300,120-447A,120-445,162.5,Beton,1920,Locale,Combinee,Circle,0,0,Ville
4247724,1,ES-03399,600,109-121,109-120,162.6,Beton arme,1984,Collecteur,Combinee,Circle,0,0,Ville
4247725,1,ES-03851,1800,123-023,123-001,163.3,Beton arme,1952,Collecteur,Combinee,Circle,0,0,Ville
4247726,1,ES-07613,375,401-358,401-348,162.7,Gres,1950,Locale,Combinee,Circle,0,0,Ville
4247727,1,ES-31458,200,117-101,117-100,85,Chlorure de polyvinyle,2008,Locale,Sanitaire,Circle,0,0,Ville
4247728,1,ES-03400,600,109-122,109-121,162.4,Beton arme,1984,Collecteur,Combinee,Circle,0,0,Ville
4247729,1,ES-02830,900,124-054A,124-038,161.1,Beton arme,1950,Collecteur,Combinee,Circle,0,0,Ville
4247730,1,ES-08741,400,605-005,605-003,162.6,Ciment-amiante,1974,Collecteur,Pseudo-separe,Circle,0,0,Ville
4247731,1,ES-01647,1050,123-155,123-154,161.9,Beton arme,1949,Locale,Combinee,Circle,0,0,Ville
4247732,1,EP-23036,1350,201-388,201-465,161.5,Beton arme,1960,Collecteur,Pluviale total,Circle,0,0,Ville
4247733,1,ES-01197,1350,120-277,120-278,161.5,Beton arme,1920,Collecteur,Combinee,Circle,0,0,Ville
4247734,1,ES-07144,250,401-545,401-240,161.5,Gres,1950,Locale,Combinee,Circle,0,0,Ville
4247735,1,ES-02832,600,124-143,124-091,161.3,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4247736,1,ES-09404,300,401-297,401-321,161.2,Beton arme,1955,Locale,Combinee,Circle,0,0,Ville
4247738,1,EP-25840,1050,401-598,401-599,160.4,Beton arme,2002,Collecteur,Pluviale total,Circle,0,0,Ville
4247739,1,ES-09333,300,401-259,401-307,160.8,Chlorure de polyvinyle,2002,Locale,Sanitaire,Circle,0,0,Ville
4247742,1,ES-09654,375,401-044,401-058,159.9,Gres,1962,Locale,Combinee,Circle,0,0,Ville
4247743,1,EP-03338,1050,118-050,119-018,159.3,Beton arme,1970,Collecteur,Pluviale total,Circle,0,0,Ville
4247744,1,ES-04219,300,127-006,127-005,159.2,Beton arme,1970,Locale,Sanitaire,Circle,0,0,Ville
4247745,1,ES-03895,300,120-327A,120-327B,172.3,Beton,1920,Locale,Combinee,Circle,0,0,Ville
4247746,1,ES-03791,675,120-269,120-268,158.8,Beton,1920,Collecteur,Combinee,Circle,0,0,Ville
4247747,1,ES-02039,300,127-012,127-011,158.6,Beton arme,1970,Locale,Sanitaire,Circle,0,0,Ville
4247748,1,EP-20541,1800,119-474,110-107,169,Beton arme,1966,Collecteur,Pluviale total,Circle,0,0,Ville
4247749,1,ES-09433,300,401-270,401-292,158.3,Beton,1970,Locale,Combinee,Circle,0,0,Ville
4247750,1,ES-05219,900,202-080,202-081,158.6,Beton arme,1978,Collecteur,Pseudo-separe,Circle,0,0,Ville
4247751,1,ES-02236,300,123-200,123-197,157.7,Gres,1920,Locale,Combinee,Circle,0,0,Ville
4247752,1,ES-24964,1800,403-159,403-166,157.5,Beton arme,1980,Collecteur,Combinee,Circle,0,0,Ville
4247754,1,EP-07803,1500,109-111B,109-139,157.4,TTO,1950,Collecteur,Pluviale total,Circle,0,0,Ville
4247755,1,ES-08113,450,405-354,403-077,157.3,Ciment-amiante,1986,Locale,Sanitaire,Circle,0,0,Ville
4247756,1,ES-00455,300,120-023A,120-023,144.9,Gres,1920,Locale,Combinee,Circle,0,0,Ville
4247757,1,EP-26944,300,501-442,501-506,156.4,Ciment-amiante,1964,Locale,Pluviale total,Circle,0,0,Ville
4247758,1,ES-02894,300,109-055A,109-055,156.4,Beton,1930,Locale,Combinee,Circle,0,0,Ville
4247759,1,ES-01856,900,119-602,119-613,152.5,Beton arme,1970,Collecteur,Combinee,Circle,0,0,Ville
4247760,1,ES-07389,450,201-074,201-075,158.2,Beton arme,1974,Locale,Sanitaire,Circle,0,0,Ville
4247761,1,EP-02571,750,110-138,110-040,159,Beton arme,1973,Collecteur,Pluviale total,Circle,0,0,Ville
4247762,1,EP-20668,450,124-286,124-506,155.7,Beton arme,1960,Locale,Pluviale total,Circle,0,0,Ville
4247763,1,ES-02740,450,124-027,124-024,148.1,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4247764,1,ES-08886,450,405-011,405-706,139.1,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4247765,1,EP-36502,300,N-2027,N-1947,35,Beton arme,2019,Ponceau,Pluviale de rue,Circle,0,0,Ville
4247766,1,ES-01192,300,120-663,120-133,146.2,Beton,1940,Locale,Combinee,Circle,0,0,Ville
4247767,1,ES-22960,1500,201-267,201-259,155.3,Beton arme,2000,Collecteur,Sanitaire,Circle,0,0,Ville
4247768,1,ES-23179,900,201-297,201-274,154.8,Beton arme,1995,Collecteur,Sanitaire,Circle,0,0,Ville
4247769,1,EP-23743,1050,501-264,501-258,154.5,Beton arme,2005,Collecteur,Pluviale total,Circle,0,0,Ville
4247770,1,ES-23596,900,202-079,202-080,154.6,Beton arme,1978,Collecteur,Pseudo-separe,Circle,0,0,Ville
4247771,1,ES-00102,300,120-096B,120-094,145.6,Gres,1930,Locale,Combinee,Circle,0,0,Ville
4247772,1,ES-07579,225,401-073,401-275,151.4,Gres,1950,Locale,Combinee,Circle,0,0,Ville
4247773,1,ES-09058,450,406-355,405-265,146.8,Beton arme,1986,Locale,Combinee,Circle,0,0,Ville
4247774,1,ES-09775,300,404-295,404-296,154.3,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4247775,1,EP-26232,1350,405-359,403-076,153.8,Beton arme,1986,Collecteur,Pluviale total,Circle,0,0,Ville
4247776,1,ES-32286,200,406-614,406-615,67.6,Chlorure de polyvinyle,2007,Locale,Sanitaire,Circle,0,0,Ville
4247777,1,ES-02038,300,127-011,127-010,154.3,Beton arme,1970,Locale,Sanitaire,Circle,0,0,Ville
4247778,1,ES-03959,300,109-067,109-062,154.1,Beton arme,1986,Locale,Combinee,Circle,0,0,Ville
4247779,1,ES-20807,1050,125-480,125-481,157.1,Beton arme,1970,Collecteur,Sanitaire,Circle,0,0,Ville
4247780,1,ES-08346,300,603-024,603-025,154.1,Chlorure de polyvinyle,2001,Locale,Pseudo-separe,Circle,0,0,Ville
4247781,1,EP-01859,375,119-612,119-616,150.2,Beton arme,1970,Locale,Pluviale total,Circle,0,0,Ville
4247782,1,ES-00848,450,124-660,124-661,153.6,Beton arme,1960,Locale,Combinee,Circle,0,0,Ville
4247783,1,EP-24200,750,403-234,403-237,153.7,Beton arme,1978,Collecteur,Pluviale total,Circle,0,0,Ville
4247784,1,ES-20264,900,125-833,125-828,148.2,Beton arme,1970,Collecteur,Sanitaire,Circle,0,0,Ville
4247785,1,EP-04388,525,110-119,110-122,157.7,Beton arme,2002,Locale,Pluviale total,Circle,0,0,Ville
4247786,1,ES-10079,450,404-256,404-255,153.4,Beton arme,1970,Locale,Combinee,Circle,0,0,Ville
4247787,1,EP-35761,375,45140,404-526,3.7,Beton arme,2019,Collecteur,Pluviale total,Circle,0,0,Ville
4247788,1,ES-02385,300,120-241,120-243,153.3,Beton,1930,Locale,Combinee,Circle,0,0,Ville
4247789,1,EP-25977,900,405-214,405-215,117.1,Beton arme,1970,Collecteur,Pluviale total,Circle,0,0,Ville
4247790,1,ES-02143,300,123-181,123-177,138.3,Beton arme,1949,Locale,Combinee,Circle,0,0,Ville
4247791,1,ES-25603,900,401-016A,401-016B,153.1,Beton arme,1995,Collecteur,Combinee,Circle,0,0,Ville
4247792,1,ES-02562,300,132-002,132-003,153.1,Beton arme,1970,Locale,Sanitaire,Circle,0,0,Ville
4247793,1,ES-03971,450,120-162,120-168,152.7,Beton,1930,Locale,Combinee,Circle,0,0,Ville
4247794,1,ES-09776,300,404-296,404-297,152.6,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4247795,1,ES-22011,1800,118-204,118-090,152.4,Beton arme,1970,Collecteur,Sanitaire,Ellipse,1.8,1.2,Ville
4247796,1,ES-08945,1200,405-207,405-034,152.4,Beton arme,1964,Collecteur,Combinee,Circle,0,0,Ville
4247797,1,ES-09417,300,401-273,401-290,152.2,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4247798,1,ES-04400,300,131-008,131-007,152,Beton arme,1990,Locale,Sanitaire,Circle,0,0,Ville
4247799,1,ES-04224,300,123-178,123-178A,152.1,Beton arme,1940,Locale,Combinee,Circle,0,0,Ville
4247800,1,ES-36575,200,501-684,501-657,81,Chlorure de polyvinyle,2022,Locale,Sanitaire,Circle,0,0,Ville
4247802,1,ES-04182,300,123-145,123-146,168.2,Beton arme,1949,Locale,Combinee,Circle,0,0,Ville
4247803,1,ES-20571,900,110-162,110-163,157.8,Beton arme,1984,Collecteur,Combinee,Circle,0,0,Ville
4247804,1,ES-03771,600,120-351A,120-349,145.5,Beton,1920,Collecteur,Combinee,Circle,0,0,Ville
4247805,1,ES-02901,1500,109-065,109-070,149.3,Beton arme,1988,Collecteur,Combinee,Circle,0,0,Ville
4247806,1,ES-02228,300,131-009,131-010,151.7,Beton arme,1990,Locale,Sanitaire,Circle,0,0,Ville
4247807,1,ES-07115,300,401-192,401-205,151.6,Beton arme,1970,Locale,Combinee,Circle,0,0,Ville
4247808,1,ES-23480,1500,201-269,201-268,151.6,Beton arme,1995,Collecteur,Sanitaire,Circle,0,0,Ville
4247809,1,ES-20567,900,110-164,110-165,151.3,Beton arme,1984,Collecteur,Combinee,Circle,0,0,Ville
4247810,1,ES-20821,1200,119-358,119-420,155.5,Beton arme,1986,Collecteur,Sanitaire,Circle,0,0,Ville
4247812,1,ES-01793,375,120-250,120-248,151.2,Beton,1920,Locale,Combinee,Circle,0,0,Ville
4247813,1,ES-03158,1800,119-638,119-677,151,Beton arme,1950,Collecteur,Combinee,Circle,0,0,Ville
4247814,1,EP-25546,600,403-257,403-263,150.8,Beton arme,1980,Collecteur,Pluviale total,Circle,0,0,Ville
4247815,1,ES-20499,900,109-117,109-118,150.4,Beton arme,1984,Collecteur,Combinee,Circle,0,0,Ville
4247816,1,ES-20570,900,110-163,110-164,150.9,Beton arme,1984,Collecteur,Combinee,Circle,0,0,Ville
4247817,1,ES-07489,250,403-256,403-262,150.7,Beton arme,1980,Locale,Sanitaire,Circle,0,0,Ville
4247818,1,ES-04342,525,N-1161,120-498,80.5,Beton,1920,Collecteur,Combinee,Circle,0,0,Ville
4247819,1,ES-22710,900,109-115,109-116,150.1,Beton arme,1984,Collecteur,Combinee,Circle,0,0,Ville
4247820,1,ES-26502,2400,109-080,PosPom-045,151.1,Beton arme,1990,Collecteur,Combinee,Circle,0,0,Ville
4247821,1,ES-08882,450,405-007,405-008,150.6,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4247822,1,EP-21181,150,125-1035,125-1034,148,Beton arme,1999,Locale,Pluviale-domestique,Circle,0,0,Ville
4247823,1,ES-21038,500,ChaVan-016,ChaVan-018,150.5,Hyprescon,1987,Refoulement,Refoulement,Circle,0,0,Ville
4247824,1,ES-09692,1350,402-118,402-135,144.3,Beton arme,1957,Collecteur,Combinee,Circle,0,0,Ville
4247825,1,ES-03692,300,120-314,N-596,145.9,Gres,1920,Locale,Combinee,Circle,0,0,Ville
4247826,1,ES-01139,750,124-121,124-120,150.1,Beton arme,1960,Locale,Combinee,Circle,0,0,Ville
4247827,1,EP-20787,300,125-445,N-1099,145.7,Beton,1994,Locale,Pluviale total,Circle,0,0,Ville
4247829,1,ES-22711,900,109-114,109-115,151,Beton arme,1984,Collecteur,Combinee,Circle,0,0,Ville
4247830,1,ES-20519,2400,110-009A,110-314,141.9,TTO,1950,Collecteur,Combinee,Circle,0,0,Ville
4247832,1,ES-20494,1200,109-046,109-045,150.1,Beton arme,1991,Intercepteur,Combinee,Circle,0,0,Ville
4247833,1,ES-20080,1200,109-069,109-066,150,Beton arme,1988,Intercepteur,Combinee,Circle,0,0,Ville
4247834,1,EP-02004,900,125-836,118-040,149.6,Beton arme,1970,Collecteur,Pluviale total,Circle,0,0,Ville
4247835,1,ES-09882,250,403-258,403-256,149.5,Beton arme,1980,Locale,Sanitaire,Circle,0,0,Ville
4247836,1,ES-02834,600,124-129,124-142,149.5,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4247838,1,ES-09386,300,401-083A,401-083,149.4,Beton arme,1970,Locale,Combinee,Circle,0,0,Ville
4247839,1,ES-34950,200,120-726,120-637,115.5,Chlorure de polyvinyle,2018,Locale,Sanitaire,Circle,0,0,Ville
4247840,1,ES-20289,250,119-152A,119-662A,124.7,Beton,1930,Locale,Combinee,Circle,0,0,Ville
4247841,1,EP-24211,525,403-259,403-257,149.3,Beton arme,1980,Locale,Pluviale total,Circle,0,0,Ville
4247843,1,ES-03561,300,110-301,110-300,204.3,Beton arme,1995,Locale,Combinee,Circle,0,0,Ville
4247844,1,EP-24199,750,403-193,403-234,149.2,Beton arme,1978,Collecteur,Pluviale total,Circle,0,0,Ville
4247845,1,ES-08285,250,405-236,405-235,97.8,Beton arme,1970,Locale,Sanitaire,Circle,0,0,Ville
4247846,1,ES-23180,900,201-298,201-297,149,Beton arme,1995,Collecteur,Sanitaire,Circle,0,0,Ville
4247847,1,ES-01155,450,124-126,124-132,149,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4247848,1,ES-09384,300,401-080A,401-080,148.8,Beton arme,1970,Locale,Combinee,Circle,0,0,Ville
4247849,1,ES-02264,250,125-125,125-122,148.8,Ciment-amiante,1976,Locale,Sanitaire,Circle,0,0,Ville
4247850,1,ES-07912,750,404-001,404-006,148.8,Beton arme,1985,Collecteur,Sanitaire,Circle,0,0,Ville
4247851,1,EP-00514,300,124-1044,124-1033,148.5,Beton arme,1950,Locale,Pluviale total,Circle,0,0,Ville
4247852,1,ES-20076,1200,109-061,109-056,148.6,Beton arme,1991,Intercepteur,Combinee,Circle,0,0,Ville
4247853,1,ES-01462,300,B-1358,120-279,142.1,Gres,1920,Locale,Combinee,Circle,0,0,Ville
4247854,1,EP-33464,300,124-721,124-722,67.5,Ciment-amiante,1960,Locale,Pluviale total,Circle,0,0,Ville
4247855,1,EP-21245,600,133-340,E-444,148.2,Beton arme,1960,Emissaire,Pluviale total,Circle,0,0,Ville
4247856,1,ES-23796,1200,119-464,119-468,144.3,Beton arme,1970,Collecteur,Combinee,Circle,0,0,Ville
4247857,1,EP-01734,450,119-345,118-144,148.1,Ciment-amiante,1970,Locale,Pluviale total,Circle,0,0,Ville
4247858,1,ES-02437,600,123-078,123-074,148.1,Beton arme,1950,Collecteur,Combinee,Circle,0,0,Ville
4247859,1,ES-09423,300,401-272,401-291,148.1,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4247860,1,ES-09637,300,401-006,401-005,148,Beton arme,1960,Locale,Combinee,Circle,0,0,Ville
4247861,1,EP-26163,450,405-297,405-213,147.9,Beton arme,1975,Locale,Pluviale total,Circle,0,0,Ville
4247862,1,ES-00803,300,124-219,124-217,150.2,Beton arme,1960,Locale,Combinee,Circle,0,0,Ville
4247863,1,ES-07007,750,401-125,401-124,147.8,Beton arme,1980,Locale,Combinee,Circle,0,0,Ville
4247864,1,ES-20961,900,120-506,120-505,147.4,Beton arme,1960,Intercepteur,Combinee,Circle,0,0,Ville
4247865,1,ES-09673,300,401-062,401-072,147.4,Gres,1950,Locale,Combinee,Circle,0,0,Ville
4247866,1,ES-26688,500,ChaVan-043,ChaVan-044,3.6,Hyprescon,1987,Refoulement,Refoulement,Circle,0,0,Ville
4247867,1,ES-07147,300,401-229,401-246,147.7,Beton,1950,Locale,Combinee,Circle,0,0,Ville
4247868,1,ES-02229,300,131-010,131-011,147.5,Beton arme,1990,Locale,Sanitaire,Circle,0,0,Ville
4247870,1,ES-02239,300,123-202,123-200,147.2,Beton,1929,Locale,Combinee,Circle,0,0,Ville
4247872,1,ES-32989,200,406-686,406-684,25.9,Chlorure de polyvinyle,2012,Locale,Sanitaire,Circle,0,0,Ville
4247873,1,EP-01917,375,125-048,125-046,146.6,Beton arme,1970,Locale,Pluviale total,Circle,0,0,Ville
4247874,1,ES-03142,2400,109-088,109-080,146.5,Beton arme,1990,Collecteur,Combinee,Circle,0,0,Ville
4247875,1,ES-02548,250,125-683,125-688,146.4,Ciment-amiante,1980,Locale,Sanitaire,Circle,0,0,Ville
4247876,1,ES-20523,225,119-646B,119-646A,253.1,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4247877,1,ES-20608,1200,119-461,119-464,139.3,Beton arme,1970,Collecteur,Combinee,Circle,0,0,Ville
4247878,1,ES-25389,1500,501-479,N-426,149.9,Hyprescon,1990,Refoulement,Refoulement,Circle,0,0,Ville
4247879,1,EP-21819,200,120-650,120-531,18.3,Beton arme,1960,Locale,Pluviale total,Circle,0,0,Ville
4247880,1,ES-02380,375,109-182,109-017,145.6,Beton,1930,Locale,Combinee,Circle,0,0,Ville
4247881,1,ES-04074,200,125-831,118-032,145.9,Ciment-amiante,1970,Locale,Sanitaire,Circle,0,0,Ville
4247882,1,ES-21036,500,N-707,ChaVan-020,133.9,Hyprescon,1987,Refoulement,Refoulement,Circle,0,0,Ville
4247883,1,ES-03907,600,109-189,109-024,145.6,Beton,1930,Collecteur,Combinee,Circle,0,0,Ville
4247884,1,ES-09755,300,403-314,403-313,139,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4247885,1,ES-02305,450,120-008,120-003,141.8,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4247886,1,ES-09451,1350,401-298,401-322,145.3,Beton arme,1950,Collecteur,Combinee,Circle,0,0,Ville
4247887,1,ES-20735,100,N-712,124-915,147.8,Chlorure de polyvinyle,1989,Refoulement,Refoulement,Circle,0,0,Ville
4247889,1,EP-24698,250,501-265,E-331,144.9,PEHD,2005,Emissaire,Pluviale total,Circle,0,0,Ville
4247890,1,ES-07388,450,201-064,201-074,144,Beton arme,1974,Locale,Sanitaire,Circle,0,0,Ville
4247891,1,EP-20525,600,119-616,110-044,160.2,Beton arme,1970,Collecteur,Pluviale total,Circle,0,0,Ville
4247893,1,ES-03159,300,119-639,119-677,145.2,Ciment-amiante,1950,Locale,Combinee,Circle,0,0,Ville
4247894,1,ES-00586,450,120-102,120-042,144.6,Beton,1950,Locale,Combinee,Circle,0,0,Ville
4247895,1,ES-02462,450,124-020,124-002,141.5,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4247896,1,ES-09416,300,401-076,401-273,141,Beton arme,1970,Locale,Combinee,Circle,0,0,Ville
4247897,1,ES-09643,1050,402-013,402-013A,144.3,Beton arme,1960,Collecteur,Combinee,Circle,0,0,Ville
4247898,1,EP-00027,375,110-134,110-136,134.5,Beton arme,1971,Locale,Pluviale total,Circle,0,0,Ville
4247899,1,ES-03474,900,125-872,125-869,144.3,Beton arme,1970,Collecteur,Sanitaire,Circle,0,0,Ville
4247900,1,ES-02002,200,118-039,125-835,143.6,Ciment-amiante,1970,Locale,Sanitaire,Circle,0,0,Ville
4247901,1,ES-20496,1050,120-233,109-001,131.7,Beton arme,1930,Collecteur,Combinee,Circle,0,0,Ville
4247902,1,EP-01617,600,125-843,125-845,143.5,Beton arme,1973,Collecteur,Pluviale total,Circle,0,0,Ville
4247903,1,ES-09812,200,403-288,403-510,106.4,Gres,1950,Locale,Combinee,Circle,0,0,Ville
4247904,1,ES-05216,900,202-028,202-024,143.3,Beton arme,1990,Collecteur,Sanitaire,Circle,0,0,Ville
4247905,1,ES-03101,450,119-663B,119-666,143.4,Beton arme,1988,Locale,Combinee,Circle,0,0,Ville
4247906,1,ES-01618,200,125-846,125-844,143.4,Ciment-amiante,1973,Locale,Sanitaire,Circle,0,0,Ville
4247907,1,ES-02986,250,124-582,124-585,143.3,Ciment-amiante,1979,Locale,Sanitaire,Circle,0,0,Ville
4247908,1,EP-26646,1500,118-076,118-326,78.9,Beton arme,1970,Collecteur,Pluviale total,Circle,0,0,Ville
4247909,1,ES-23518,900,202-024,201-298,143.3,Beton arme,1995,Collecteur,Sanitaire,Circle,0,0,Ville
4247910,1,ES-22585,900,202-031,202-028,143.3,Beton arme,1990,Collecteur,Pseudo-separe,Circle,0,0,Ville
4247911,1,ES-03652,450,120-380,120-387,131.2,Gres,1920,Locale,Combinee,Circle,0,0,Ville
4247912,1,ES-09418,300,401-290,401-332,142.9,Beton arme,1970,Locale,Combinee,Circle,0,0,Ville
4247913,1,ES-00537,200,125-880,124-004A,143,Ciment-amiante,1971,Locale,Sanitaire,Circle,0,0,Ville
4247914,1,ES-09622,300,403-348,401-014,142.9,Beton arme,1960,Locale,Combinee,Circle,0,0,Ville
4247915,1,ES-09378,900,401-095,401-094,142.9,Beton arme,1970,Locale,Combinee,Circle,0,0,Ville
4247916,1,ES-08294,250,405-248,405-249,142.9,Beton arme,1970,Locale,Sanitaire,Circle,0,0,Ville
4247917,1,ES-35291,200,406-534,N-1552,98.1,Chlorure de polyvinyle,2017,Locale,Sanitaire,Circle,0,0,Ville
4247918,1,ES-00026,300,110-135,110-133,146.3,Beton arme,1971,Locale,Sanitaire,Circle,0,0,Ville
4247919,1,ES-07903,300,406-167,406-166,142.9,Beton arme,1980,Locale,Sanitaire,Circle,0,0,Ville
4247920,1,ES-09547,900,401-030,401-027,143.1,Beton arme,1970,Locale,Combinee,Circle,0,0,Ville
4247921,1,ES-20803,1050,125-479,125-480,139.1,Beton arme,1970,Collecteur,Sanitaire,Circle,0,0,Ville
4247923,1,ES-03120,300,119-671A,120-232A,142,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4247924,1,ES-09628,300,403-342,401-012,141.9,Beton arme,1960,Locale,Combinee,Circle,0,0,Ville
4247925,1,EP-20691,375,301-722,301-721,142.1,Beton arme,1987,Locale,Pluviale total,Circle,0,0,Ville
4247926,1,EP-03003,1050,124-732,124-729,144.9,Beton arme,1960,Collecteur,Pluviale total,Circle,0,0,Ville
4247927,1,EP-22851,600,202-363,202-740,134.6,Beton arme,1985,Collecteur,Pluviale total,Circle,0,0,Ville
4247928,1,EP-23757,1200,501-244P,501-247,162.6,Beton arme,1991,Emissaire,Pluviale total,Circle,0,0,Ville
4247929,1,ES-01500,450,124-005,124-004,141.8,Beton arme,1988,Locale,Combinee,Circle,0,0,Ville
4247930,1,EP-36836,375,132-552A,132-552B,2.3,PEHD,2021,Locale,Pluviale total,Circle,0,0,Ville
4247931,1,ES-09545,600,401-032,401-031,141.4,Beton arme,1970,Locale,Combinee,Circle,0,0,Ville
4247932,1,ES-01472,300,124-033,124-027,140.4,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4247933,1,EP-23226,750,204-1066,204-1065,141.5,Beton arme,1985,Collecteur,Pluviale total,Circle,0,0,Ville
4247934,1,ES-05339,300,501-097,501-098,141.7,Ciment-amiante,1980,Locale,Pseudo-separe,Circle,0,0,Ville
4247935,1,ES-02900,1500,109-063,109-065,144,Beton arme,1988,Collecteur,Combinee,Circle,0,0,Ville
4247936,1,ES-20265,1800,118-090,118-205,151.2,Beton arme,1970,Collecteur,Sanitaire,Circle,0,0,Ville
4247937,1,ES-09435,600,401-292,401-294,141.1,Beton arme,1950,Collecteur,Combinee,Circle,0,0,Ville
4247938,1,ES-09546,750,401-031,401-030,140.6,Beton arme,1970,Locale,Combinee,Circle,0,0,Ville
4247939,1,ES-01601,200,B-510,120-219A,120.1,Beton arme,1985,Locale,Combinee,Circle,0,0,Ville
4247940,1,ES-04183,300,123-146,123-149,124.4,Beton arme,1949,Locale,Combinee,Circle,0,0,Ville
4247941,1,ES-07480,300,401-085,401-091,140.7,Beton,1970,Locale,Combinee,Circle,0,0,Ville
4247942,1,EP-00604,450,119-234,119-231,140.6,Beton arme,1960,Locale,Pluviale total,Circle,0,0,Ville
4247943,1,ES-09668,300,401-048,401-054,140.8,Gres,1950,Locale,Combinee,Circle,0,0,Ville
4247945,1,ES-09447,600,401-296,401-323,140.4,Beton arme,1950,Collecteur,Combinee,Circle,0,0,Ville
4247946,1,ES-09266,600,401-263,401-300,140.5,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4247947,1,EP-24077,900,406-188,406-189,138.8,Beton arme,1980,Locale,Pluviale total,Circle,0,0,Ville
4247948,1,EP-26614,1500,204-1364,N-6,142.3,Beton arme,1996,Collecteur,Pluviale total,Circle,0,0,Ville
4247949,1,ES-03702,450,120-391,120-398,141.7,Gres,1920,Locale,Combinee,Circle,0,0,Ville
4247950,1,ES-03709,375,119-491,119-492,140.5,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4247951,1,ES-09422,300,401-079A,401-272,144.3,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4247952,1,ES-09653,300,401-043,401-044,139.7,Gres,1950,Locale,Combinee,Circle,0,0,Ville
4247953,1,ES-01259,900,125-609,125-620,140,Beton arme,1960,Collecteur,Sanitaire,Circle,0,0,Ville
