point_echantillonnage,plan_eau,administration,nom,descrip_longue,programme,sous_prog,station_nom,date_heure,raison_annulation,temperature,conductivite,pH,signe,coliformes_fecaux,prec_0_mm,prec_1_mm,prec_2_mm,prec_tot_60h,meteo,tournee,latitude,longitude,x,y
"RDP-195","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc Louise-Deschênes","parc Louise-Deschênes, extrémité de la 1iere av. N.","Q","Q","RDP-195   Parc Louise-Deschênes",2024-05-28T11:12:06,,"         18.7",97,7.7,"=",210,0,22.9,0,22.9,-1,3,"45.5156458055413","-73.8132481753806",280326.3605,5041795.1161
"RDP-20","rivière des Prairies - côté Montréal","Senneville","Pointe aux Moutons","baie à proximité de la pointe aux Moutons, ch. Senneville, au N. de l'av. Sunset","Q","Q","RDP-20   Pointe aux Moutons",2024-05-28T08:24:15,,"         17.9",115,7.9,"=",560,0,22.9,0,22.9,-1,3,"45.4172831375105","-73.9642541041907",268465.3445,5030921.2106
"RDP-200","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc Paquin","parc Paquin, inters. rue Saraguay E. et rue du Belvédère","Q","Q","RDP-200   Parc Paquin",2024-05-28T11:21:00,,"         19.0",100,7.7,"=",230,0,22.9,0,22.9,-1,3,"45.5110570049013","-73.7992303216562",281419.6555,5041280.9833
"RDP-220","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc des Anciens-Combattants ","parc des Anciens-Combattants, inters. Rue Rose et boul. Lalande","Q","Q","RDP-220   Parc des Anciens-Combattants ",2024-05-28T11:28:12,,"         19.1",96,7.8,"=",190,0,22.9,0,22.9,-1,3,"45.5094238756425","-73.7844831797803",282571.2796,5041095.3054
"RDP-250","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","P-n du Bois-de-Liesse","parc-nature du Bois-de-Liesse, av. Oakridge, au nord du boul. Gouin O.","Q","Q","RDP-250   P-n du Bois-de-Liesse",2024-05-28T12:20:51,,"         18.8",97,7.7,"=",200,0,22.9,0,22.9,-1,3,"45.5124510541698","-73.7576381193048",284669.9565,5041424.6385
"RDP-260","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Collège Ste-Marcelline","375m au nord de l'intersection du boul.Gouin et de l'av. LeMesurier, Parc régional du Bois-de-Saraguay.","Q","Q","RDP-260   Collège Ste-Marcelline",2024-05-28T12:35:45,,"         18.9",100,7.7,"=",230,0,22.9,0,22.9,-1,3,"45.5171772152984","-73.7487905396229",285362.8716,5041947.6806
"RDP-280","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Parc de Beauséjour","parc de Beauséjour, inters. rue Henry d'Arles et boul Gouin O.","Q","Q","RDP-280   Parc de Beauséjour",2024-05-28T12:49:52,,"         19.0",103,7.7,"=",900,0,22.9,0,22.9,-1,3,"45.5290798897753","-73.7334355758866",286566.3461,5043266.8334
"RDP-290","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Club Canotage de Cartierville","Club de canotage de Cartierville, extrémité de la rue Crevier","Q","Q","RDP-290   Club Canotage de Cartierville",2024-05-28T12:59:26,,"         19.1",106,7.7,"=",510,0,22.9,0,22.9,-1,3,"45.531007922867","-73.7284201292844",286958.7122,5043479.9709
"RDP-30","rivière des Prairies - côté Montréal","Senneville","Club de voile de Senneville","club de voile de Senneville, au sud de l'aut. 40","Q","Q","RDP-30   Club de voile de Senneville",2024-05-28T08:36:40,,"         18.0",110,7.9,"=",250,0,22.9,0,22.9,-1,3,"45.4180639544649","-73.9697147155877",268038.4788,5031010.4628
"RDP-305","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Parc Raimbault","parc Raimbault, rue Notre-Dame-des-anges, à l'est de rue du Bocage","Q","Q","RDP-305   Parc Raimbault",2024-05-28T13:10:09,,"         21.0",102,7.8,"=",400,0,22.9,0,22.9,-1,3,"45.5372207434691","-73.7166639152486",287878.822,5044167.8632
"RDP-320","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Parc de la Merci","parc de la Merci, boul. Gouin O. et rue de Salaberry","Q","Q","RDP-320   Parc de la Merci",2024-05-28T13:23:13,,"         18.8",97,7.7,"=",280,0,22.9,0,22.9,-1,3,"45.5476895199779","-73.6892178650375",290025.0661,5045325.8528
"RDP-330","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Parc Nicolas-Viel","parc Nicolas-Viel, inters. boul. Saint-Laurent et rue Somerville","Q","Q","RDP-330   Parc Nicolas-Viel",2024-05-28T13:33:22,,"         18.8",96,7.7,"=",1000,0,22.9,0,22.9,-1,3,"45.5521686233921","-73.6769465038043",290984.3634,5045821.4362
"RDP-35","rivière des Prairies - côté Montréal","Senneville","Baie Forget","baie Forget, ch. Senneville, à l'ouest de l'av. Phillips","Q","Q","RDP-35   Baie Forget",2024-05-28T08:49:15,,"         17.7",135,7.8,"=",1300,0,22.9,0,22.9,-1,3,"45.4434664257158","-73.9580747490846",268965.5419,5033828.1614
"RDP-380","rivière des Prairies - côté Montréal","Montréal-Nord","Parc Aimé-Léonard","parc Aimé-Léonard, inters. boul. Albert-Brosseau et rue Savard","Q","Q","RDP-380   Parc Aimé-Léonard",2024-05-28T14:26:36,,"         20.0",109,7.9,"=",4800,0,22.9,0,22.9,-1,3,"45.6030378247511","-73.6429858470291",293646.0208,5051469.3445
"RDP-420","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc Ernest-Rouleau","parc Rouleau-Ernest, boul. Gouin E., à l'ouest du pont Olivier-Charbonneau (aut. 25)","Q","Q","RDP-420   Parc Ernest-Rouleau",2024-05-28T14:51:12,,"         20.5",172,7.9,"=",5800,0,22.9,0,22.9,-1,3,"45.6319599328653","-73.6161284994701",295745.7532,5054680.1523
"RDP-480","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc du Cheval-Blanc","parc du Cheval-Blanc, boul. Gouin E., à l'est de la 68e av.","Q","Q","RDP-480   Parc du Cheval-Blanc",2024-05-28T15:20:56,,"         19.6",179,8,"=",5100,0,22.9,0,22.9,-1,3,"45.6633929381525","-73.5628397035415",299903.286,5058168.7678
"RDP-490","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc des Cageux","parc des Cageux, inters. boul. Gouin E. et 94e av.","Q","Q","RDP-490   Parc des Cageux",2024-05-28T15:42:42,,"         19.9",145,8,"=",5000,0,22.9,0,22.9,-1,3,"45.6782795097002","-73.5350193452133",302071.8798,5059821.8445
"RDP-540","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc Gouin (Haynes)","parc Gouin (Haynes), inters. boul. Gouin E. et 133e av.","Q","Q","RDP-540   Parc Gouin (Haynes)",2024-05-28T15:52:51,,"         19.5",107.8,7.8,"=",5500,0,22.9,0,22.9,-1,3,"45.6975057360274","-73.4981905887888",304940.9107,5061957.9391
"LSL-2.5","Lac Saint-Louis","Lachine","Parc St-Louis (quai fédéral)","parc st-Louis, quai Fédéral, inters. boul. Saint-Joseph et 34e av.","Q","Q","LSL-2.5   Parc St-Louis (quai fédéral)",2024-05-21T10:01:41,,"         17.3",218,8.1,"=",13,0,0,0,0,1,2,"45.4324605506382","-73.6942866662225",289598.3067,5032521.3764
"LSL-4.3","Lac Saint-Louis","Dorval","Parc du Millénaire","parc du Millénaire, cercle Keiller, à l'est de l'av. Sévigny","Q","Q","LSL-4.3   Parc du Millénaire",2024-05-21T10:25:45,,"         17.2",250,8.1,"=",10,0,0,0,0,1,2,"45.4384468372963","-73.7232630704361",287332.9348,5033192.513
"RDP-420","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc Ernest-Rouleau","parc Rouleau-Ernest, boul. Gouin E., à l'ouest du pont Olivier-Charbonneau (aut. 25)","Q","Q","RDP-420   Parc Ernest-Rouleau",2024-05-22T09:26:27,,"         19.4",178,7.9,"=",160,1.6,2.3,0,3.9,0,2,"45.6319599328653","-73.6161284994701",295745.7532,5054680.1523
"IBIZ-15","Marécage de l'île Bizard (parc-nature du Cap-Saint-Jacques)","L'Île-Bizard-Sainte-Geneviève","Parc Terrasse-Sacré-Coeur","parc Terrasse-Sacré-Coeur, tsse Sacré-Coeur, entre les rues Roy et Paquin","Q","Q","IBIZ-15   Parc Terrasse-Sacré-Coeur",2024-06-13T10:25:42,,"         19.7",102,7.4,"=",110,0,0,0,0,1,5,"45.4803444127321","-73.8796408995944",275120.6515,5037894.4369
"IBIZ-7","Marécage de l'île Bizard (parc-nature du Cap-Saint-Jacques)","L'Île-Bizard-Sainte-Geneviève","P-n Bois-de-l'Île-Bizard (sect. Les rapides)","p-n du Bois-de-l'Île-Bizard, sect. Les rapides, extrémité de la rue Patenaude","Q","Q","IBIZ-7   P-n Bois-de-l'Île-Bizard (sect. Les rapides)",2024-06-13T09:23:30,,"         19.8",98,7.5,"=",33,0,0,0,0,1,5,"45.5186085970379","-73.8639167409405",276369.1896,5042141.0632
"IBIZ-8.5","Marécage de l'île Bizard (parc-nature du Cap-Saint-Jacques)","L'Île-Bizard-Sainte-Geneviève","P-n Bois-de-l'Île-Bizard (sect. Pnte-aux-Carr.)","p-n du Bois-de-l'Île-Bizard, sect. de la Pointe-aux-Carrières, ch. du Bord-du-Lac et pl. des Cageux","Q","Q","IBIZ-8.5   P-n Bois-de-l'Île-Bizard (sect. Pnte-aux-Carr.)",2024-06-13T09:34:03,,"         19.4",105,7.5,"=",38,0,0,0,0,1,5,"45.5170611964757","-73.8998560143858",273560.5966,5041982.4517
"RDP-100","rivière des Prairies - côté Montréal","L'Île-Bizard-Sainte-Geneviève","Rue Beaulieu","extrémité de la rue Beaulieu","Q","Q","RDP-100   Rue Beaulieu",2024-06-17T14:42:59,,"         23.6",125,8,"=",98,0,0.9,0,0.9,-1,6,"45.4727244286616","-73.8776469355865",275272.555,5037046.894
"RDP-110","rivière des Prairies - côté Montréal","L'Île-Bizard-Sainte-Geneviève","Parc Antoine-Faucon","parc Antoine-Faucon, extrémité de la rue du Pont","Q","Q","RDP-110   Parc Antoine-Faucon",2024-06-17T14:33:29,,"         21.4",122,7.8,"=",16,0,0.9,0,0.9,-1,6,"45.4858662338675","-73.8690574603324",275950.8558,5038504.2228
"RDP-120","rivière des Prairies - côté Montréal","L'Île-Bizard-Sainte-Geneviève","Parc du Portage","parc du Portage, extrémité de la rue Bourget","Q","Q","RDP-120   Parc du Portage",2024-06-17T14:25:36,,"         22.2",124,7.8,"=",72,0,0.9,0,0.9,-1,6,"45.4877722408811","-73.8633425794652",276398.5446,5038714.0016
"RDP-140","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc de la Rive-Boisée","parc de la Rive-Boisée, ch. Rive-Boisée, au sud de la rue David","Q","Q","RDP-140   Parc de la Rive-Boisée",2024-06-17T14:16:32,,"         23.6",141,7.9,"=",4500,0,0.9,0,0.9,-1,6,"45.498715312948","-73.8549270265629",277061.7369,5039927.1678
"RDP-150","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Rue du Bocage","extrémité de la rue du Bocage","Q","Q","RDP-150   Rue du Bocage",2024-06-17T14:08:52,,"         22.4",126,7.9,"=",110,0,0.9,0,0.9,-1,6,"45.4995266862813","-73.8582499475153",276802.4461,5040018.4888
"RDP-160","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc de Versailles","parc de Versailles, inters. rue Desjardins et rue William","Q","Q","RDP-160   Parc de Versailles",2024-06-17T13:59:46,,"         21.4",122,7.8,"=",62,0,0.9,0,0.9,-1,6,"45.5122666642227","-73.8487785698841",277548.7904,5041431.0317
"RDP-180","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","P-n des Rapides-du-Cheval-Blanc","p-n des Rapides-du-Cheval-Blanc, extrémité de la rue Riviera","Q","Q","RDP-180   P-n des Rapides-du-Cheval-Blanc",2024-06-17T13:45:42,,"         21.4",122,7.8,"=",62,0,0.9,0,0.9,-1,6,"45.5169191946614","-73.8294387898092",279061.9913,5041941.6903
"RDP-190","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc de l'Île de Roxboro","parc de l'Île de Roxboro, extrémité de la 5e av. N. ","Q","Q","RDP-190   Parc de l'Île de Roxboro",2024-06-17T13:34:36,,"         22.2",123,7.9,"=",66,0,0.9,0,0.9,-1,6,"45.5139898976476","-73.8210775595973",279713.9261,5041613.5097
"RDP-195","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc Louise-Deschênes","parc Louise-Deschênes, extrémité de la 1iere av. N.","Q","Q","RDP-195   Parc Louise-Deschênes",2024-06-17T13:19:14,,"         21.8",142,7.8,"=",92,0,0.9,0,0.9,-1,6,"45.5156458055413","-73.8132481753806",280326.3605,5041795.1161
"RDP-20","rivière des Prairies - côté Montréal","Senneville","Pointe aux Moutons","baie à proximité de la pointe aux Moutons, ch. Senneville, au N. de l'av. Sunset","Q","Q","RDP-20   Pointe aux Moutons",2024-06-17T15:51:17,,"         26.1",130,8.8,"=",68,0,0.9,0,0.9,-1,6,"45.4172831375105","-73.9642541041907",268465.3445,5030921.2106
"RDP-250","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","P-n du Bois-de-Liesse","parc-nature du Bois-de-Liesse, av. Oakridge, au nord du boul. Gouin O.","Q","Q","RDP-250   P-n du Bois-de-Liesse",2024-06-17T12:08:28,,"         20.8",124,7.9,"=",16,0,0.9,0,0.9,-1,6,"45.5124510541698","-73.7576381193048",284669.9565,5041424.6385
"RDP-260","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Collège Ste-Marcelline","375m au nord de l'intersection du boul.Gouin et de l'av. LeMesurier, Parc régional du Bois-de-Saraguay.","Q","Q","RDP-260   Collège Ste-Marcelline",2024-06-17T11:56:01,,"         20.8",128,7.7,"=",23,0,0.9,0,0.9,-1,6,"45.5171772152984","-73.7487905396229",285362.8716,5041947.6806
"RDP-280","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Parc de Beauséjour","parc de Beauséjour, inters. rue Henry d'Arles et boul Gouin O.","Q","Q","RDP-280   Parc de Beauséjour",2024-06-17T11:43:28,,"         20.8",127,7.8,"=",88,0,0.9,0,0.9,-1,6,"45.5290798897753","-73.7334355758866",286566.3461,5043266.8334
"RDP-290","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Club Canotage de Cartierville","Club de canotage de Cartierville, extrémité de la rue Crevier","Q","Q","RDP-290   Club Canotage de Cartierville",2024-06-17T11:34:58,,"         20.8",126,7.7,"=",92,0,0.9,0,0.9,-1,6,"45.531007922867","-73.7284201292844",286958.7122,5043479.9709
"RDP-30","rivière des Prairies - côté Montréal","Senneville","Club de voile de Senneville","club de voile de Senneville, au sud de l'aut. 40","Q","Q","RDP-30   Club de voile de Senneville",2024-06-17T15:44:21,,"         23.6",126,8.5,"=",10,0,0.9,0,0.9,-1,6,"45.4180639544649","-73.9697147155877",268038.4788,5031010.4628
"RDP-305","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Parc Raimbault","parc Raimbault, rue Notre-Dame-des-anges, à l'est de rue du Bocage","Q","Q","RDP-305   Parc Raimbault",2024-06-17T11:11:24,,"         21.3",126,7.8,"=",100,0,0.9,0,0.9,-1,6,"45.5372207434691","-73.7166639152486",287878.822,5044167.8632
"RDP-320","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Parc de la Merci","parc de la Merci, boul. Gouin O. et rue de Salaberry","Q","Q","RDP-320   Parc de la Merci",2024-06-17T10:59:57,,"         20.9",125,7.8,"=",3400,0,0.9,0,0.9,-1,6,"45.5476895199779","-73.6892178650375",290025.0661,5045325.8528
"RDP-330","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Parc Nicolas-Viel","parc Nicolas-Viel, inters. boul. Saint-Laurent et rue Somerville","Q","Q","RDP-330   Parc Nicolas-Viel",2024-06-17T10:51:29,,"         20.8",124.3,7.9,"=",52,0,0.9,0,0.9,-1,6,"45.5521686233921","-73.6769465038043",290984.3634,5045821.4362
"RDP-360","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","P-n de l'Île-de-la-Visitation (pont)","p-n de l'Île-de-la-Visitation, pont piétonnier, boul. Gouin E. et rue de Lille ","Q","Q","RDP-360   P-n de l'Île-de-la-Visitation (pont)",2024-06-17T10:19:03,,"         21.0",127,8,"=",110,0,0.9,0,0.9,-1,6,"45.5807147023575","-73.6573828410263",292518.0782,5048990.6297
"RDP-400","rivière des Prairies - côté Montréal","Montréal-Nord","Avenue Robert","En aval du parc Fortin, inters. boul. Gouin E. et av. Robert","Q","Q","RDP-400   Avenue Robert",2024-06-17T09:50:46,,"         20.4",126,7.8,"=",56,0,0.9,0,0.9,-1,6,"45.6223941200732","-73.6303808262282",294632.806,5053618.7845
"RDP-440","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc André-Corbeil-Dit-Tranchemontagne","parc André-Corbeil-dit-Tranchemontagne, inters. boul. Gouin E. et 28e av.","Q","Q","RDP-440   Parc André-Corbeil-Dit-Tranchemontagne",2024-06-17T09:21:33,,"         20.1",129,7.8,"=",310,0,0.9,0,0.9,-1,6,"45.6451708997868","-73.5966475699474",297266.4028,5056146.3124
"RDP-490","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc des Cageux","parc des Cageux, inters. boul. Gouin E. et 94e av.","Q","Q","RDP-490   Parc des Cageux",2024-06-17T08:37:52,,"         19.6",138,7.9,"=",240,0,0.9,0,0.9,-1,6,"45.6782795097002","-73.5350193452133",302071.8798,5059821.8445
"RDP-520","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Pont Charles-De Gaulle (aut. 40)","boul. Gouin E., sous le pont Charles-De Gaulle (aut. 40)","Q","Q","RDP-520   Pont Charles-De Gaulle (aut. 40)",2024-06-17T08:27:04,,"         19.8",134,7.8,"=",150,0,0.9,0,0.9,-1,6,"45.6991534549719","-73.5086135186317",304129.2286,5062141.0917
"RDP-540","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc Gouin (Haynes)","parc Gouin (Haynes), inters. boul. Gouin E. et 133e av.","Q","Q","RDP-540   Parc Gouin (Haynes)",2024-06-17T08:19:36,,"         19.9",126,7.6,"=",84,0,0.9,0,0.9,-1,6,"45.6975057360274","-73.4981905887888",304940.9107,5061957.9391
"BLAP-0.5","Bassin de Laprairie","LaSalle","Parc Ranger","parc Ranger, inters. du boul. Lasalle et de la rue Lyette","Q","Q","BLAP-0.5   Parc Ranger",2024-06-18T08:25:17,,"         20.8",213,7.6,"=",8,0,0,0.9,0.9,-2,6,"45.4283890155487","-73.6658646001039",291821.219,5032063.9311
"BLAP-1","Bassin de Laprairie","LaSalle","Parc de l'Aqueduc (La Bécane)","parc de l'Aqueduc (La Bécane), boul. Lasalle et 68e av. ","Q","Q","BLAP-1   Parc de l'Aqueduc (La Bécane)",2024-06-18T08:40:56,,"         20.6",222,7.6,"=",8,0,0,0.9,0.9,-2,6,"45.4149906733371","-73.628600700233",294734.7108,5030569.6503
"BLAP-2.2","Bassin de Laprairie","LaSalle","Parc des Rapides (vague à Guy)","parc des Rapides, vague à Guy, près de la place René-Lévesque","Q","Q","BLAP-2.2   Parc des Rapides (vague à Guy)",2024-06-18T08:50:42,,"         20.6",229,7.6,"=",15,0,0,0.9,0.9,-2,6,"45.4193878874845","-73.6032027823536",296723.1759,5031055.4436
"BLAP-2.7","Bassin de Laprairie","Verdun","Parc O'Reilley","parc de l'Honorable-Georges-O'Reilley, future plage, boul. Lasalle","Q","Q","BLAP-2.7   Parc O'Reilley",2024-06-18T09:09:27,,"         21.4",239,7.9,"=",54,0,0,0.9,0.9,-2,6,"45.4407498635668","-73.5770394732579",298773.0346,5033427.0861
"BLAP-3","Bassin de Laprairie","Verdun","Parc du Quai-de-La Tortue ","parc de Quai-de-La Tortue, quai de la Tortue, inters. boul. Lasalle et rue Brault","Q","Q","BLAP-3   Parc du Quai-de-La Tortue ",2024-06-18T09:23:47,,"         21.0",234,7.6,"=",28,0,0,0.9,0.9,-2,6,"45.4473928175576","-73.5687721264747",299420.4385,5034164.7268
"BLAP-4.4","Bassin de Laprairie","Le Sud-Ouest","Canal du collecteur St-Pierre","Sur la pointe en amont du canal du collecteur St-Pierre","Q","Q","BLAP-4.4   Canal du collecteur St-Pierre",2024-06-18T09:53:05,,"         23.6",237,7.7,"=",45,0,0,0.9,0.9,-2,6,"45.4698230843647","-73.5562848603583",300398.9751,5036656.6343
"BLAP-6.5","Bassin de Laprairie","Verdun","Esplanade de la Pointe-Nord","Îles-des-Soeurs, Esplanade de la Pointe-Nord,  rue de la Rotonde et ch. de la Pointe-N.","Q","Q","BLAP-6.5   Esplanade de la Pointe-Nord",2024-06-18T10:39:21,,"         21.8",246,8.1,"=",10,0,0,0.9,0.9,-2,6,"45.4736476593745","-73.5369840044223",301908.3429,5037080.7832
"BLAP-9","Bassin de Laprairie","Verdun","Parc de West Vancouver","Île-des-Soeurs, parc de West Vancouver, inters. boul. de l'Île-des-Soeurs et rue Darwin","Q","Q","BLAP-9   Parc de West Vancouver",2024-06-18T10:25:52,,"         21.8",251,8.3,"=",5,0,0,0.9,0.9,-2,6,"45.4566057761771","-73.5417950855433",301531.1956,5035187.1073
"FSL-200","Fleuve Saint-Laurent","Ville-Marie","Marina du Vieux-Port","marina du Vieux-Port, rue Jacques-Cartier","Q","Q","FSL-200   Marina du Vieux-Port",2024-06-18T11:53:32,,"         23.2",256,7.9,"=",3,0,0,0.9,0.9,-2,6,"45.5058652069461","-73.5506895324238",300839.0118,5040661.7113
"FSL-300","Fleuve Saint-Laurent","Mercier-Hochelaga-Maisonneuve","Parc de la Prom.-Bellerive (amont)","parc de la Promenade-Bellerive, inters. rue Bellerive et av. Mercier","Q","Q","FSL-300   Parc de la Prom.-Bellerive (amont)",2024-06-18T10:45:07,,"         20.5",245,8.1,"=",8,0,0,0.9,0.9,-2,6,"45.5953023914654","-73.5079133271151",304182.6157,5050599.7735
"FSL-330","Fleuve Saint-Laurent","Montréal-Est","Parc de l'Hôtel-de-Ville","parc de l'Hôtel-de-Ville, inters. Avenue Broadway et rue Sainte-Julie","Q","Q","FSL-330   Parc de l'Hôtel-de-Ville",2024-06-18T10:03:40,,"         21.3",271,8.6,"=",13,0,0,0.9,0.9,-2,6,"45.6293052105372","-73.4949136748119",305196.5867,5054378.5783
"FSL-360","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Marina Pointe-aux-Trembles","marina Pointe-aux-Trembles, inters. rue Notre-Dame E. et boul. du Tricentenaire","Q","Q","FSL-360   Marina Pointe-aux-Trembles",2024-06-18T09:40:30,,"         21.3",280,8.2,"=",26,0,0,0.9,0.9,-2,6,"45.6493140952923","-73.4862348350444",305872.904,5056602.3084
"FSL-425","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Parc Marcel-Léger","parc Marcel-Léger, extrémité de la rue Françoise-Langlois","Q","Q","FSL-425   Parc Marcel-Léger",2024-06-18T09:04:43,,"         20.8",283,8.2,"=",290,0,0,0.9,0.9,-2,6,"45.6769888816945","-73.4901806845972",305564.974,5059677.8624
