Numero_accreditation,Nom_employeur,Adresse_employeur,Nom_association,Sigle_du_syndicat,Statut_arret_de_travail,Secteur_activite_economique,Code_activite_economique,Region_administrative,Nombre_de_travailleurs_touches,Nombre_jours_personnes_perdus_depuis_debut_arret_travail,Date_de_debut_arret_de_travail,Date_de_fin_arret_de_travail,Date_expiration_derniere_convention_collective,Duree_en_jours_civils
AM10023799,Paroisse Saint-Athanase,90 Route 104  Saint-Athanase J2X1H1,Syndicat des travailleuses et travailleurs de la paroisse de Saint-Athanasse ,CSN,Grève,Services des administrations locales,8351,Montérégie,7,7,1999-06-30,1999-06-30,1998-12-31,1
AM10030691,Garderie Hellénique Piloupi,5220 Grande Allée  Saint-Hubert J3Y1A1,Syndicat des travailleuses et travailleurs en petite enfance de la Montérégie,CSN,Grève,Services de santé et services sociaux,8641,Montérégie,10,150,1999-07-05,1999-07-25,,21
AQ10033951,Magasins Coop Havre aux Maisons,Havre aux Maisons Îles-de-la-Madeleine  G0B1K0,Syndicat des employés de Magasin Coop  de Havre aux Maisons ,CSN,Grève,"Commerces de détail des aliments, boissons, médicaments et tabac",6011,Gaspésie--Îles-de-la-Madeleine,18,2731,1999-07-09,1999-12-06,1997-12-31,151
AM10029961,Municipalité de Rawdon,3647 rue Queen  Rawdon J0K1S0,Syndicat canadien de la fonction publique section locale 1084,FTQ,Grève,Services des administrations locales,8351,Lanaudière,28,112,1999-07-14,1999-07-19,,6
AR10047869,L'Association des employeurs de l'industrie de l'automobile inc.,2540 boulevard Daniel-Johnson bureau 400  Laval H7T2S3,Unifor,FTQ,Grève,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Montréal,350,1400,1999-07-19,1999-07-22,,4
AM10005706,Société du Parc des Îles,Pavillon de l'administrateur Service des ressources humaines Île Notre-Dame Montréal QC H3C1A9,Syndicat des travailleurs et travailleuses de Terre des hommes,CSN,Grève et lock-out,Services de divertissements et de loisirs,9692,Montréal,371,6685,1999-07-25,1999-08-11,1998-12-31,18
AM10025043,Essroc Italcementi Group,949 avenue Wilson Downsview ON  M3K1G2,Teamsters Québec section locale 931,FTQ,Grève,Industries des produits minéraux non métalliques,3551,Outaouais,9,90,1999-07-27,1999-08-09,1999-04-30,14
AM10017442,Gouverneur inc.,1415 rue Saint-Hubert  Montréal H2L3Y9,Syndicat des travailleurs(euses) de  l'Hôtel des Gouverneurs Place Dupuis ,CSN,Grève,Hébergement,9111,Montréal,99,198,1999-07-30,1999-07-31,1999-06-30,2
AM10017925,Gouverneur inc.,2405 île Charron  Longueuil J4G1R6,Le syndicat des travailleurs(euses)  de l'Hôtel des Gouverneurs de l'Île Charron ,CSN,Grève,Hébergement,9111,Montérégie,57,57,1999-07-30,1999-07-30,1999-04-30,1
AM10022364,InnVest Properties Pointe-Claire Suites GP Inc. (Quality Suites par Journey' s End),199 Front street Suite 100 P.O. Box 6000 Belleville (Ontario) K8N5E2,Syndicat des travailleuses et travailleurs  de l'hôtel Quality Suites Pointe-Claire ,CSN,Grève,Hébergement,9111,Montréal,30,30,1999-07-30,1999-07-30,1999-07-19,1
AM10046465,Hôtel Le Reine Elizabeth Corporation hôtelière Canadien Pacifique et la Corporation des Hôtels Legacy,900 boulevard René-Lévesque Ouest  Montréal H3B4A5,Syndicat des travailleuses et travailleurs de l'Hôtel Reine Elizabeth ,CSN,Grève,Hébergement,9111,Montréal,454,453,1999-07-30,1999-07-30,1999-06-30,1
AQ10034694,Canadoil Forge ltée,805 boulevard Alphonse-Deshaies  Bécancour G9H2Y8,Unifor,FTQ,Lock-out,Industries de la fabrication des produits métalliques (sauf les industries de la machinerie et du matériel de transport),3091,Centre-du-Québec,75,900,1999-08-13,1999-08-30,1999-04-30,18
AQ10033256,Ville de St-Joseph de Beauce,843 avenue du Palais  Saint-Joseph-de-Beauce G0S2V0,Syndicat des employés municipaux de Beauce ,CSD,Grève,Services des administrations locales,8351,Chaudière-Appalaches,4,8,1999-08-23,1999-08-24,1998-12-31,2
AQ10033257,Ville de St-Joseph de Beauce,843 avenue du Palais  Saint-Joseph-de-Beauce G0S2V0,Syndicat des employés municipaux de Beauce ,CSD,Grève,Services des administrations locales,8351,Chaudière-Appalaches,10,20,1999-08-23,1999-08-24,1998-12-31,2
AM10007704,Sonacc inc.- division Hippodrome de Montréal,7440 boulevard Décarie  Montréal H4P2H1,Syndicat des travailleuses et travailleurs de l'Hippodrome de Montréal ,CSN,Grève,Restauration,9211,Montréal,57,171,1999-08-25,1999-08-27,1997-06-30,3
AC10044524,Association de la construction du Québec (ACQ),9200 boulevard Métropolitain Est  Anjou H1K4L2,CSN-Construction le Conseil provincial du Québec des métiers de la construction (International) CSD-Construction FTQ-Construction et le Syndicat Québécois de la Construction (SQC).,Indépendant,Lock-out,Associations,9841,Saguenay--Lac-Saint-Jean,180,180,1999-08-27,1999-08-27,,1
AM10025393,Max Fab inc.,8024 rue Leonard de Vinci  Montréal H1Z3R6,L'Union des employés du transport local  et industries diverses section locale 931,FTQ,Grève,Industries du meuble et des articles d'ameublement,2641,Montréal,80,400,1999-08-30,1999-09-06,1999-07-31,8
AM10025396,Buromode inc.,8024 rue Léonard-De Vinci  Montréal H1Z3R6,Teamsters Québec section locale 931,FTQ,Grève et lock-out,Industries du meuble et des articles d'ameublement,2641,Montréal,15,75,1999-08-30,1999-09-06,1999-07-31,8
AM10025395,ALB Langelier Industries ltée,8024 avenue Léonard-De Vinci  Montréal H1Z3R6,Teamsters Québec section locale 931,FTQ,Lock-out,Industries du meuble et des articles d'ameublement,2641,Montréal,14,56,1999-08-31,1999-09-06,1999-07-31,7
AQ10044388,Municipalité de St-Élie,22 chemin des Loisirs  Saint-Élie G0X2N0,Syndicat régional des employés(es) municipaux de la Mauricie ,CSN,Grève,Services des administrations locales,8351,Mauricie,6,48,1999-08-31,1999-09-12,,13
AM10014205,Collège Mont Saint-Louis association coopérative,1700 boulevard Henri-Bourassa Est  Montréal H2C1J3,Syndicat du personnel du collège Mont-Saint-Louis,CSN,Lock-out,Services d'enseignement,8511,Montréal,84,756,1999-09-01,1999-09-14,1999-08-31,14
AC10044524,Association de la construction du Québec (ACQ),9200 boulevard Métropolitain Est  Anjou H1K4L2,CSN-Construction le Conseil provincial du Québec des métiers de la construction (International) CSD-Construction FTQ-Construction et le Syndicat Québécois de la Construction (SQC).,Indépendant,Grève et lock-out,Associations,9841,Saguenay--Lac-Saint-Jean,50,450,1999-09-13,1999-10-06,,24
AM10011778,Telav inc.,90 montée de Liesse  Saint-Laurent H4T1N4,Syndicat canadien des communications de l'énergie et du papier (SCEP),FTQ,Grève et lock-out,Services aux entreprises,7799,Montréal,27,7980,1999-09-14,2000-07-03,1998-12-01,294
AQ10045848,Municipalité de Champlain,819 rue Notre-Dame  Champlain G0X1C0,Syndicat canadien de la fonction publique section locale 2414-A,FTQ,Grève,Services des administrations locales,8351,Mauricie,5,15,1999-09-14,1999-09-16,,3
AM10011777,Services de traductions simultanées International I.S.T.S. Ltée,90 Montée de Liesse Montréal (Québec)  H4T1N4,Syndicat canadien des communications de l'énergie et du papier (SCEP),FTQ,Grève et lock-out,Services aux entreprises,7799,Montréal,20,5860,1999-09-15,2000-07-03,1998-12-01,293
AM10022520,"Loblaws inc., faisant affaires sous Provigo",400 avenue Sainte-Croix  Saint-Laurent H4N3L4,Travailleurs et travailleuses unis de l'alimentation et du commerce section locale 500,FTQ,Grève,"Commerces de détail des aliments, boissons, médicaments et tabac",6011,Montérégie,63,1948,1999-09-21,1999-10-29,1999-03-13,39
AM10008198,Mec-Fab inc.,1401 rue Graham-Bell  Boucherville J4B6A1,Métallurgistes unis d'Amérique section locale 7625,FTQ,Grève,Industries de la machinerie (sauf électrique),3195,Montérégie,32,272,1999-10-04,1999-10-15,1999-07-31,12
AQ10031208,Syndicat de professionnelles et professionnels du Gouvernement du Québec,7 rue Vallière  Québec G1K6S9,Syndicat des travailleuses et travailleurs de la ,CSN,Grève,Associations,9841,Capitale-Nationale,17,1717,1999-10-07,2000-07-06,1998-05-31,274
AQ10039124,Plastique Micron inc.,21 rue Bégin  Sainte-Claire G0R2V0,Syndicat des salariés de plastique Micron ,CSD,Lock-out,Industries des produits en matière plastique,1661,Chaudière-Appalaches,100,11300,1999-10-11,2000-01-31,1999-05-13,113
AM10046385,Mométal inc.,201 chemin du Lac  Varennes J3X1P7,Syndicat des travailleurs de Mométal ,CSN,Grève,Industries de la fabrication des produits métalliques (sauf les industries de la machinerie et du matériel de transport),3039,Montérégie,125,20125,1999-10-19,2000-06-02,1999-05-31,228
AM10047329,"Nova Bus, division de Prévost Car inc.",1000 boulevard Industriel  Saint-Eustache J7R5A5,Syndicat national de l'automobile de l'aérospatiale du transport et des autres travailleurs et travailleuses du Canada (TCA-Canada),FTQ,Grève,Industries du matériel de transport,3231,Laurentides,230,1610,1999-10-21,1999-10-31,,11
AM10019388,Acton Internationl inc.,881 rue Landry  Acton Vale J0H1A0,La section locale 480 du Syndicat canadien des communications de l'énergie et du papier (SCEP),FTQ,Grève,Industries du cuir et des produits connexes,1712,Montérégie,250,1750,1999-10-22,1999-10-28,1998-12-31,7
AM10047330,"Nova Bus, division de Prévost Car inc.",1000 boulevard Industriel  Saint-Eustache J7R5A5,Syndicat des employées et employés professionnels-les et de bureau section locale 574 SEPB CTC-FTQ,FTQ,Grève,Industries du matériel de transport,3231,Laurentides,56,336,1999-10-22,1999-10-31,,10
AQ10046055,"Olymel S.E.C., établissement Princeville (Bacon)",210 rue Saint-Jean-Baptiste Nord  Princeville G6L5E1,Syndicat des travailleuses et travailleurs de Aliments Vermont ,CSN,Grève,Industries des aliments,1011,Centre-du-Québec,168,588,1999-11-02,1999-11-07,1999-02-28,6
AM10020351,Salerno Sacs Transparents Ltée,2275 boul Ford  Châteauguay J6J4Z2,Union des routiers brasseries liqueurs douces & ouvriers de diverses industries section locale 1999 (Teamsters),FTQ,Grève et lock-out,Industries des produits en matière plastique,1691,Montérégie,101,2121,1999-11-05,1999-12-04,1999-10-31,30
AM10046400,Centre de la petite enfance de la Petite-Nation,381 rue Papineau Case postale 128 Papineauville J0V1R0,Syndicat des travailleurs(euses) en Centre de la petite enfance de l'Outaouais STCPEO - CSN,CSN,Lock-out,Services de santé et services sociaux,8641,Outaouais,9,45,1999-11-08,1999-11-14,,7
AQ10045363,Centre hospitalier régional de Trois-Rivières,731 rue Sainte-Julie  Trois-Rivières G9A1Y1,Syndicat des infirmières et infirmiers Mauricie/Coeur-du-Québec,CSQ,Grève,Services de santé et services sociaux,8614,Mauricie,36,108,1999-11-15,1999-12-08,,24
AQ10045364,Centre hospitalier régional de Trois-Rivières,731 rue Sainte-Julie  Trois-Rivières G9A1Y1,Syndicat des infirmières et infirmiers Mauricie/Coeur-du-Québec,CSQ,Grève,Services de santé et services sociaux,8614,Mauricie,43,129,1999-11-15,1999-12-08,,24
AM10046353,Caisse populaire St-Justin de Montréal,8655 rue de Grosbois  Montréal H1K2G4,Syndicat des employées et employés professionnels-les et de bureau section locale 575 SIEPB CTC-FTQ,FTQ,Grève,Intermédiaires financiers de dépôts,7051,Montréal,11,935,1999-11-18,2000-03-21,,125
AM10014921,Centre de santé et de services sociaux de Laval,1515 boulevard Chomedey  Laval H7V3Y7,Syndicat canadien de la fonction publique section locale 2105 (FTQ),FTQ,Grève,Services de santé et services sociaux,8611,Laval,80,80,1999-11-23,1999-11-23,1993-06-30,1
AM10027510,Caisse centrale Desjardins,1 Complexe Desjardins Case postale 220 Montréal H5B1B3,Syndicat des employées et employés professionnels-les et de bureau section locale 575 SEPB CTC-FTQ,FTQ,Grève,Intermédiaires financiers de dépôts,7052,Montréal,20,4260,1999-11-26,2000-10-02,1999-08-31,312
AM10014085,Université de Sherbrooke  Cabinet du Vice-Recteur,2500 boulevard de l'Université  Sherbrooke J1K2R1,Syndicat des employées et employés de soutien de l'Université de Sherbrooke (SEESUS),Indépendant,Grève,Services d'enseignement,8531,Estrie,50,750,1999-12-01,1999-12-23,1998-05-31,23
AM10025556,Villa Val des Arbres (1995) inc.,3245 boulevard Saint-Martin Est  Laval H7E4T6,Syndicat québécois des employées et employés de service section locale 298 ,FTQ,Grève,Services de santé et services sociaux,8627,Laval,16,691,1999-12-01,2000-01-13,1998-12-13,44
AR10046902,CPNSSS - Centres d'hébergement et de soins de longue durée (CHP),3700 rue Berri bureau 300 (8614) Montréal H2L4G9,Syndicat canadien de la fonction publique (SCFP-FTQ),FTQ,Grève,Services de santé et services sociaux,8627,Toutes les régions,38,38,1999-12-01,1999-12-01,,1
AR10046906,CPNSSS - Centres locaux de services communautaires (CLSC),3700 rue Berri bureau 300 (8631) Montréal H2L4G9,Syndicat canadien de la fonction publique (SCFP-FTQ),FTQ,Grève,Services de santé et services sociaux,8631,Toutes les régions,28,28,1999-12-01,1999-12-01,,1
AM10030425,Boulangerie Canada Bread limité,3443 avenue Francis-Hughes  Laval H7L5A6,Syndicat des travailleuses et travailleurs  de Multimarques (Section Bureau),CSN,Grève,"Commerces de gros de produits alimentaires, de boissons, de médicaments et de tabac",5218,Laval,50,7700,1999-12-04,2000-07-18,,228
AM10008144,Les matériaux Blanchet inc.,Division Amos case postale 430 Amos (Québec) J9T3A8,Unifor section locale 3057,FTQ,Lock-out,Industries du bois,2512,Abitibi-Témiscamingue,160,5760,1999-12-06,2000-02-01,1999-10-31,58
AR10046951,CPNSSS - Centres hospitaliers publics,3700 rue Berri bureau 300 (8611) Montréal H2L4G9,Association professionnelle des inhalothérapeutes du Québec (APIQ),Indépendant,Grève,Services de santé et services sociaux,8611,Toutes les régions,198,198,1999-12-09,1999-12-09,,1
AR10046959,CPNSSS - Centres d'hébergement et de soins de longue durée (CHP),3700 rue Berri bureau 300 (8614) Montréal H2L4G9,Association professionnelle des inhalothérapeutes du Québec (APIQ),Indépendant,Grève,Services de santé et services sociaux,8627,Toutes les régions,7,7,1999-12-09,1999-12-09,,1
AR10046964,CPNSSS - Centres locaux de services communautaires (CLSC),3700 rue Berri bureau 300 (8631) Montréal H2L4G9,Association professionnelle des inhalothérapeutes du Québec (APIQ),Indépendant,Grève,Services de santé et services sociaux,8631,Toutes les régions,4,4,1999-12-09,1999-12-09,,1
AR10046981,Comité patronal de négociation des collèges (CPNC),1410 rue Stanley 7e étage  Montréal H3A1P8,Fédération des employées et employés de services publics inc. (FEESP-CSN),CSN,Grève,Services d'enseignement,8521,Toutes les régions,4000,4000,1999-12-15,1999-12-15,,1
AR10047008,Comité patronal de négociation des collèges (CPNC),1410 rue Stanley 7e étage  Montréal H3A1P8,Fédération du personnel de soutien ,CSQ,Grève,Services d'enseignement,8521,Toutes les régions,250,250,1999-12-15,1999-12-15,,1
AQ10032939,"Taxi Ste-Foy & Sillery, association coopérative",2631 boulevard du Versant-Nord  Québec G1V1A3,Travailleurs et travailleuses unis de l'alimentation et du commerce section locale 500,FTQ,Lock-out,Transports,4581,Capitale-Nationale,6,32,1999-12-18,1999-12-22,1998-05-31,5
AM10009362,Victoria Précision inc.,2901 rue de Rouen  Montréal H2K1N9,Syndicat des travailleurs et travailleuses de Victoria Précision inc. ,CSN,Lock-out,Autres industries manufacturières,3933,Montréal,160,3200,1999-12-20,2000-01-23,1999-09-30,35
AM10009794,Enseignes Transworld,9310 boulevard Parkway  Anjou H1J1N7,Syndicat des travailleurs(euses) des Enseignes Trans-Canada ,CSN,Lock-out,Autres industries manufacturières,3971,Montréal,117,234,1999-12-21,1999-12-22,1999-06-30,2
AM10026815,166606 Canada inc. (Lexus Toyota Gabriel),3333 chemin de la Côte-de-Liesse  Saint-Laurent H4N3C2,Syndicat national de l'automobile de l'aérospatiale du transport et des autres travailleurs et travailleuses du Canada (TCA-Canada),FTQ,Lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Montréal,35,1470,1999-12-22,2000-02-27,1999-07-15,68
,Société Radio-Canada (Juridiction fédérale),1400 boul. René Lévesque Est 22e étage  Montréal H2L2M2,Syndicat des techniciens et artisans du réseau français de Radio-Canada,Indépendant,Grève,Communications,4813,Plus d'une région,857,30000,1999-12-31,2000-02-03,1999-04-30,35
AQ10041147,Corporation municipale de St-Apollinaire,11 rue Industrielle  Saint-Apollinaire G0S2E0,Syndicat des Métallos section locale 9599,FTQ,Grève,Services des administrations locales,8351,Chaudière-Appalaches,12,540,2000-01-17,2000-03-19,1999-12-31,63
AM10030606,IPB International inc.,2210 chemin Saint-Roch  Tracy J3R3L2,Syndicat des employés de la préservation du bois ,CSN,Grève,Industries du bois,2591,Abitibi-Témiscamingue,7,98,2000-01-18,2000-02-06,,20
AQ10034909,Bois JLP inc.,250 autoroute 20   Sortie 170 case postale  220 Saint-Germain-de-Grantham J0C1K0,Syndicat national de l'automobile de l'aérospatiale du transport et des autres travailleurs et travailleuses du Canada (TCA-Canada),FTQ,Lock-out,Industries du bois,2512,Mauricie,89,5982,2000-01-20,2000-03-26,1999-09-30,67
AQ10042828,Bois Grand-Val GDS inc.,207 route 295  Dégelis G5T1R1,Unifor section locale 425-2,FTQ,Lock-out,Industries du bois,2512,Gaspésie--Îles-de-la-Madeleine,31,122,2000-01-31,2000-02-03,1999-05-31,4
AM10026755,Barrick Gold Corporation Division Est-Malartic,2 Chemin Bousquet route 395  Preissac J0Y2E0,Métallurgistes unis d'Amérique section locale 4796,FTQ,Grève,Mines,611,Abitibi-Témiscamingue,25,1375,2000-02-01,2000-03-26,1999-11-13,55
AQ10043657,9005-0204 Québec inc. Doral International,1991 3e Avenue  Grand-Mère G9T2W6,La section locale 173 du Syndicat canadien des communications de l'énergie et du papier (SCEP),FTQ,Grève,Industries du matériel de transport,3281,Mauricie,300,1800,2000-02-01,2000-02-08,1999-08-31,8
