titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,lat,long,X,Y
"Parc Walter-Stewart","https://montreal.ca/lieux/parc-walter-stewart","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air comme le basketball, le baseball ou la balle molle. En hiver on y retrouve une patinoire et une butte pour glisser gratuitement.","2019-08-30","2023-05-15","Ville-Marie","Parc et jardins","Parc","Patinage,Glissade,Basketball","Aire de pique-nique,Circuit d'entraînement,Fontaine d'eau potable,Module de jeu pour enfants,Roulotte ou chalet chauffé,Support à vélo,Table de ping pong,Terrain de basketball,Toilettes","","Culture et sports",""," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Walter-Stewart","2455, rue Larivière",,"H2K1R3","Montréal",45.532641532524,-73.556581504189,300380.7,5043637.7
"Parc Vinet","https://montreal.ca/lieux/parc-vinet","Lors de la saison estivale, vous pouvez en profiter pour essayer les jeux d’eau!","2019-08-30","2023-05-31","Le Sud-Ouest","Parc et jardins","Parc","","","","Culture et sports",""," Horaire du parc [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Vinet","550, rue Vinet",,"H3J2L5","Montréal",45.483963,-73.575698,298882.5,5038229.2
"Parc Toussaint-Louverture","https://montreal.ca/lieux/parc-toussaint-louverture","Mini terrain de soccer","2019-08-30","2024-06-25","Ville-Marie","Parc et jardins","Parc","","Circuit d'entraînement,Roulotte ou chalet chauffé","","Culture et sports",""," ","","","","","","Parc Toussaint-Louverture","127, boulevard De Maisonneuve Est",,"H2X1J6","Montréal",45.512548,-73.564659,299748,5041405.2
"Place Sun-Yat-Sen","https://montreal.ca/lieux/place-sun-yat-sen","Située à deux pas du métro Place-d’Armes, la place doit son nom à Sun Yat-Sen (1866-19250, qui, avec la révolution de 1911, devient le tout premier président de la Chine moderne.","2019-08-30","2024-04-25","Ville-Marie","Parc et jardins","Place","","","","Culture et sports",""," ","","","","","","Place Sun-Yat-Sen","1055, rue Clark",,"H2Z1K3","Montréal",45.507880435767,-73.560433130882,300077.8,5040886.2
"Parc Simonne-Monet-Chartrand","https://montreal.ca/lieux/parc-simonne-monet-chartrand","Le parc Simonne-Monet-Chartrand est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-08-30","2024-06-25","Ville-Marie","Parc et jardins","Parc","","","","Culture et sports",""," ","","","","","","Parc Simonne-Monet-Chartrand","2121, rue Saint-Christophe",,"H2L 3X1","Montréal",45.5193,-73.565609,299674.4,5042155.6
"Parc Simone-Dénéchaud–Gouin","https://montreal.ca/lieux/parc-simone-denechaud-gouin","Le parc Simone-Dénéchaud–Gouin est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-09-03","2024-06-25","Rivière-des-Prairies–Pointe-aux-Trembles","Parc et jardins","Parc","","","","Culture et sports",""," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Simone-Dénéchaud–Gouin","7075, rue Simone Dénéchaud",,"H1E 1A3","Montréal",,,"",""
"Parc Sammy-Hill","https://montreal.ca/lieux/parc-sammy-hill","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-09-03","2021-10-19","Le Sud-Ouest","Parc et jardins","Parc","","Bacs bruns publics,Module de jeu pour enfants","","Culture et sports",""," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Sammy-Hill","2692, rue de Ryde",,"H3K 1R8","Montréal",45.474376244475,-73.565959349714,299642.9,5037163.2
"Parc Sainte-Lucie","https://montreal.ca/lieux/parc-sainte-lucie","Le parc Sainte-Lucie est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-09-03","2024-06-25","Villeray–Saint-Michel–Parc-Extension","Parc et jardins","Parc","","Aire de pique-nique,Douches,Fontaine d'eau potable,Table à langer,Toilettes,Vestiaire","","Culture et sports",""," Horaire [Lundi, ouverture:06:00, fermeture:00:00,Mardi, ouverture:06:00, fermeture:00:00,Mercredi, ouverture:06:00, fermeture:00:00,Jeudi, ouverture:06:00, fermeture:00:00,Vendredi, ouverture:06:00, fermeture:00:00,Samedi, ouverture:06:00, fermeture:00:00,Dimanche, ouverture:06:00, fermeture:00:00]","","","","","","Parc Sainte-Lucie","9093, 16e Avenue",,"H1Z 3P8","Montréal",45.57538,-73.626194,294951.1,5048393.5
"Parc Saint-Vincent-Ferrier","https://montreal.ca/lieux/parc-saint-vincent-ferrier","Le parc Saint-Vincent-Ferrier est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-09-03","2022-01-20","Villeray–Saint-Michel–Parc-Extension","Parc et jardins","Parc","","Fontaine d'eau potable,Module de jeu pour enfants","","Culture et sports",""," Horaire [Lundi, ouverture:06:00, fermeture:00:00,Mardi, ouverture:06:00, fermeture:00:00,Mercredi, ouverture:06:00, fermeture:00:00,Jeudi, ouverture:06:00, fermeture:00:00,Vendredi, ouverture:06:00, fermeture:00:00,Samedi, ouverture:06:00, fermeture:00:00,Dimanche, ouverture:06:00, fermeture:00:00]","","","","","","Parc Saint-Vincent-Ferrier","8172, rue Drolet",,"H2P 2H5","Montréal",45.541953250234,-73.63116391156,294557.1,5044679.3
"Parc Saint-Marcel","https://montreal.ca/lieux/parc-saint-marcel","Profitez des attraits de la nature ou pratiquez des loisirs en plein air.","2019-09-03","2024-01-10","Rivière-des-Prairies–Pointe-aux-Trembles","Parc et jardins","Parc","","Module de jeu pour enfants,Support à vélo","","Culture et sports",""," Horaire du parc [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Saint-Marcel","1647, 6e Avenue",,"H1B4L5","Montréal",45.640011922967,-73.508293451416,304153.5,5055568.5
"Parc Saint-Joseph","https://montreal.ca/lieux/parc-saint-joseph","Réalisé par les équipes de l’arrondissement, en collaboration avec l’organisme L’Étoile de Pacho, le parc Saint-Joseph a été conçu de façon à pouvoir être accessible pour tous, adultes ou enfants, même s’ils ont des limitations (fonctionnelles, malvoyants ou malentendants, ou encore sujets aux troubles de comportement). Venez le découvrir!","2019-09-03","2022-07-11","Rivière-des-Prairies–Pointe-aux-Trembles","Parc et jardins","Parc","","Aire de pique-nique,Fontaine d'eau potable,Module de jeu pour enfants,Toilettes","Toilettes accessibles","Culture et sports",""," Horaire du parc [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:19:30]","","","","","","Parc Saint-Joseph","9909, 68e Avenue",,"H1C 1W3","Montréal",45.661747901796,-73.56218640133,299954.1,5057985.9
"Parc Saint-Jean-Baptiste","https://montreal.ca/lieux/parc-saint-jean-baptiste","Profitez des attraits de la nature ou pratiquez des activités en plein air.Une station Bixi est installée aux abords du parc.","2019-09-03","2022-09-20","Rivière-des-Prairies–Pointe-aux-Trembles","Parc et jardins","Parc","Patinage,Glissade,Baignade","Aire de pique-nique,Fontaine d'eau potable,Toilettes,Wi-Fi gratuit","","Culture et sports",""," Horaire du parc [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","numéro: 5146450625","","Parc Saint-Jean-Baptiste","1050, boulevard Saint-Jean-Baptiste",,"H1B4A1","Montréal",45.640538671516,-73.499186675988,304863.4,5055627
"Parc Saint-Gabriel","https://montreal.ca/lieux/parc-saint-gabriel","Profitez de sa classe extérieure et de sa placette, réminiscente de l’esprit décoratif du square victorien pour y faire de belles rencontres intergénérationnelles.On y retrouve également une station BIXI électrique.Horaire du chalet de parc Tous les jours de 10 h à 20 h","2019-09-03","2023-09-29","Le Sud-Ouest","Parc et jardins","Parc","","Bacs bruns publics","Accessible en fauteuil roulant","Culture et sports",""," Horaire du parc [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Saint-Gabriel","2355, rue Mullins",,"H3K1P1","Montréal",45.478085551733,-73.565306743151,299694.3,5037575.4
"Parc Gary-Longhi","https://montreal.ca/lieux/parc-gary-longhi","Anciennement connu sous le nom du parc Saint-Damase, le parc Gary-Longhi est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-09-03","2022-11-25","Villeray–Saint-Michel–Parc-Extension","Parc et jardins","Parc","","Aire de pique-nique,Circuit d'entraînement,Fontaine d'eau potable,Module de jeu pour enfants,Module de jeu pour tout-petits,Table de ping pong","","Culture et sports",""," Horaire [Mardi, ouverture:06:00, fermeture:00:00,Mercredi, ouverture:06:00, fermeture:00:00,Jeudi, ouverture:06:00, fermeture:00:00,Vendredi, ouverture:06:00, fermeture:00:00,Samedi, ouverture:06:00, fermeture:00:00,Dimanche, ouverture:06:00, fermeture:00:00]","","","","","","Parc Gary-Longhi","7645, 20e Avenue",,"H2A2K8","Montréal",45.567997953738,-73.59898784913,297073.4,5047570.1
"Parc Rutherford","https://montreal.ca/lieux/parc-rutherford","Terrains de rugby et football","2019-09-03","2021-04-21","Ville-Marie","Parc et jardins","Parc","","","","Culture et sports",""," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Rutherford","3633, rue McTavish",,"H3A 1Y2","Montréal",45.505875079881,-73.580080423496,298542.3,5040664.7
"Parc Robert-Prévost","https://montreal.ca/lieux/parc-robert-prevost","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-09-03","2024-06-25","Ville-Marie","Parc et jardins","Parc","","Aire de pique-nique,Fontaine d'eau potable,Module de jeu pour enfants,Module de jeu pour tout-petits,Support à vélo","Adapté aux poussettes,Entrée de plain-pied","Culture et sports",""," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Robert-Prévost","1862, rue Labrecque",,"H2L 3T5","Montréal",,,"",""
"Parc René-Masson","https://montreal.ca/lieux/parc-rene-masson","Profitez des attraits de la nature ou pratiquez des loisirs en plein air.","2019-09-03","2021-06-10","Rivière-des-Prairies–Pointe-aux-Trembles","Parc et jardins","Parc","","Fontaine d'eau potable,Toilettes,Wi-Fi gratuit","","Culture et sports",""," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc René-Masson","9175, boulevard Perras",,"H1E 3J7","Montréal",45.653529153269,-73.580468337975,298528.5,5057073.8
"Parc René-Goupil","https://montreal.ca/lieux/parc-rene-goupil","Le parc René-Goupil est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-09-03","2022-01-20","Villeray–Saint-Michel–Parc-Extension","Parc et jardins","Parc","","Aire de pique-nique,Douches,Fontaine d'eau potable,Table à langer,Toilettes,Vestiaire,Vestiaire familial","","Culture et sports",""," Horaire [Lundi, ouverture:06:00, fermeture:00:00,Mardi, ouverture:06:00, fermeture:00:00,Mercredi, ouverture:06:00, fermeture:00:00,Jeudi, ouverture:06:00, fermeture:00:00,Vendredi, ouverture:06:00, fermeture:00:00,Samedi, ouverture:06:00, fermeture:00:00,Dimanche, ouverture:06:00, fermeture:00:00]","","","","","","Parc René-Goupil","8670, 25e Avenue",,"H1Z 4B2","Montréal",45.577624,-73.61157,296092.8,5048641.2
"Parc Raymond-Blain","https://montreal.ca/lieux/parc-raymond-blain","Aire de yoga, équipements sportifs, plantations, nouveau mobilier urbain et couleurs vives : venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-09-04","2024-06-25","Ville-Marie","Parc et jardins","Parc","","Aire de pique-nique,Composteurs communautaires","","Culture et sports",""," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Raymond-Blain","1684-1758, rue Panet",,"H2L 2Z6","Montréal",45.521283,-73.558331,300243.1,5042375.5
"Parc Pointe-des-Seigneurs","https://montreal.ca/lieux/parc-pointe-des-seigneurs","Consultez cet article pour connaître l’horaire de ce parc : COVID-19 : état des lieux et des services municipaux.Le parc Pointe-des-Seigneurs est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-09-04","2021-04-28","Le Sud-Ouest","Parc et jardins","Parc","","","","Culture et sports",""," ","","","","","","Parc Pointe-des-Seigneurs","17, rue des Seigneurs",,"H3J 1X4","Montréal",,,"",""
