"rescode","resgroupe","rescodetitre","restitre","resentreefonction","resnom","resprenom","resestvacant"
"15065","Direction","305A","Responsable des travaux publics","1900-01-01","","","oui"
"31008","Mairie","000A","Maire","2022-07-24","Drolet","Gilles","non"
"31008","Conseiller","004B","Conseillère n° 4","2021-10-01","Pinard","Christina","non"
"31008","Conseiller","005B","Conseillère n° 5","2021-10-01","Jutras","France","non"
"31008","Conseiller","002A","Conseiller n° 2","2021-11-07","Levasseur","Jean-Guy","non"
"31008","Conseiller","001A","Conseiller n° 1","2022-07-24","Patenaude","Johane","non"
"31008","Direction","305A","Responsable des travaux publics","2023-03-21","Forest","Rami-James","non"
"31008","Direction","209A","Directeur général","2022-10-17","Lebel","Claude","non"
"31008","Responsable","206B","Greffière-trésorière adjointe","2022-07-04","Rouleau","Karine","non"
"31008","Présidence","307A","Président comité consult. urbanisme","2023-04-11","Demers","Paulin","non"
"31008","Conseiller","003B","Conseillère n° 3","2021-10-01","Bernier","Lise","non"
"31008","Conseiller","006B","Conseillère n° 6","2021-10-01","Jolin","Manon","non"
"31008","Responsable","244A","Resp. règl. rel. install. septiques","2000-03-15","Goulet","Jean-Marc","non"
"31008","Responsable","246A","Resp. émission permis/certif. mun.","2000-03-15","Goulet","Jean-Marc","non"
"31030","Responsable","243A","Inspecteur municipal et de voirie","2020-08-01","Hince","Alexandre","non"
"31030","Direction","305A","Responsable des travaux publics","2020-07-02","","","oui"
"31030","Responsable","247A","Inspecteur municipal","2020-07-01","","","oui"
"31030","Mairie","000A","Maire","2009-11-01","Fortier","Denis","non"
"31030","Conseiller","001A","Conseiller n° 1","1995-11-01","Dubé","Rosaire","non"
"31030","Conseiller","002B","Conseillère n° 2","2009-11-01","Girard","Lyne","non"
"31030","Conseiller","003A","Conseiller n° 3","2009-10-02","Boilard","François","non"
"31030","Conseiller","004B","Conseillère n° 4","2013-11-03","Bégin","Véronique","non"
"31030","Conseiller","005A","Conseiller n° 5","2009-11-01","Poirier","Michel","non"
"31030","Conseiller","006B","Conseillère n° 6","2013-10-04","Vallée","Stéphanie","non"
"31030","Responsable","205B","Greffière-trésorière","2011-04-14","Henri","Lise","non"
"31030","Direction","209B","Directrice générale","2011-04-14","Henri","Lise","non"
"31030","Présidence","307A","Président comité consult. urbanisme","1900-01-01","","","oui"
"31045","Responsable","206B","Greffière-trésorière adjointe","2022-08-13","","","oui"
"31045","Direction","223A","Coordonnateur mesures d'urgence","2021-11-27","","","oui"
"31045","Responsable","205A","Greffier-trésorier","2022-05-27","","","oui"
"31045","Conseiller","003B","Conseillère n° 3","2023-05-17","","","oui"
"31045","Direction","215A","Directeur/Chef brigade des pompiers","2020-07-12","Côté","Marco","non"
"31045","Conseiller","002A","Conseiller n° 2","2021-10-01","Angers","André","non"
"31045","Conseiller","001B","Conseillère n° 1","2021-10-01","Fecteau","Laincy","non"
"31045","Conseiller","006A","Conseiller n° 6","2021-11-07","Cloutier","André","non"
"31045","Responsable","203C","Adjointe administrative","2022-05-09","St-Ours","Annie","non"
"31045","Conseiller","004A","Conseiller n° 4","2023-02-20","Vachon","Nathalie","non"
"31045","Responsable","208B","Trésorière adjointe","2023-05-02","Gagné","Cynthia","non"
"31045","Direction","209A","Directeur général","2023-05-18","Gagné","Francyne","non"
"31045","Direction","304F","Coordonnateur des loisirs","2022-10-09","Simoneau","Alex","non"
"31045","Responsable","246A","Resp. émission permis/certif. mun.","2022-09-06","Jézéquel","Perrine","non"
"31045","Mairie","000A","Maire","2017-11-05","Nadeau","Gaston","non"
"31045","Présidence","307B","Présidente com. consult. urbanisme","2013-12-02","Leblanc","Cynthia","non"
"31045","Conseiller","005B","Conseillère n° 5","2013-10-04","Caron","Sabrina","non"
"31045","Responsable","242A","Inspecteur destr. mauvaises herbes","2012-11-19","Filteau","René","non"
"31045","Responsable","243A","Inspecteur municipal et de voirie","2012-11-19","Filteau","René","non"
"31045","Direction","305A","Responsable des travaux publics","2012-11-19","Filteau","René","non"
"31056","Direction","304F","Coordonnateur des loisirs","2020-04-27","Nadeau-Tardif","Xavier","non"
"31056","Direction","301D","Coordonnatrice des communications","2019-10-21","Marcoux-Mathieu","Émilie","non"
"31056","Responsable","246A","Resp. émission permis/certif. mun.","2020-04-27","Beaudoin","Annie","non"
"31056","Responsable","248C","Responsable des bâtiments","2020-06-01","Collin","André","non"
"31056","Direction","306A","Responsable de l'environnement","2020-04-27","Prévost-Lizotte","Marianne","non"
"31056","Direction","305B","Directeur des travaux publics","2019-05-06","Binette","Carl","non"
"31056","Conseiller","003B","Conseillère n° 3","2021-10-01","Létourneau-Larose","Marie-Claude","non"
"31056","Conseiller","006B","Conseillère n° 6","2021-10-01","Bouley","Luce","non"
"31056","Conseiller","005B","Conseillère n° 5","2021-11-07","St-Cyr","Hélène","non"
"31056","Direction","303B","Directeur de l'urbanisme","2017-02-06","Grondin","Jérôme","non"
"31056","Direction","331B","Directrice des finances","2019-06-03","Bourbonnais","Sylvie","non"
"31056","Mairie","000A","Maire","2013-11-03","Binet","Pascal","non"
"31056","Conseiller","001A","Conseiller n° 1","2017-10-06","Jacques","Sylvain","non"
"31056","Conseiller","002A","Conseiller n° 2","2017-11-05","Rhéaume","Michel","non"
"31056","Conseiller","004A","Conseiller n° 4","2019-10-13","Roy","Jean","non"
"31056","Responsable","203A","Secrétaire","2010-08-23","Nadeau","Isabelle","non"
"31056","Responsable","205B","Greffière-trésorière","2019-01-07","Lemelin","Julie","non"
"31056","Direction","209B","Directrice générale","2019-01-07","Lemelin","Julie","non"
"31056","Direction","215A","Directeur/Chef brigade des pompiers","2012-05-07","Couture","Daniel","non"
"38070","Responsable","247A","Inspecteur municipal","2022-02-03","Tousignant","Stéphane","non"
"38070","Conseiller","001B","Conseillère n° 1","2021-10-01","Giguière","Valérie","non"
"38070","Conseiller","005A","Conseiller n° 5","2022-09-13","Costo","Joanne","non"
"38070","Conseiller","002A","Conseiller n° 2","2022-09-06","Kelhetter","Quentin","non"
"38070","Responsable","205B","Greffière-trésorière","2023-01-02","Rasami","Hanta","non"
"38070","Direction","209B","Directrice générale","2023-01-02","Rasami","Hanta","non"
"38070","Direction","223B","Coordonnatrice mesures d'urgence","2023-01-02","Rasami","Hanta","non"
"38070","Responsable","246A","Resp. émission permis/certif. mun.","2023-01-31","Soucy","Christian","non"
"38070","Responsable","244A","Resp. règl. rel. install. septiques","2023-01-01","Soucy","Christhian","non"
"38070","Mairie","000A","Maire","1998-12-18","Baril","Christian","non"
"38070","Conseiller","003A","Conseiller n° 3","2015-01-30","Gendron","Robert","non"
"38070","Présidence","307A","Président comité consult. urbanisme","2017-07-11","Gendron","Robert","non"
"38070","Conseiller","004B","Conseillère n° 4","2017-10-06","Guay","Amélie","non"
"38070","Conseiller","006B","Conseillère n° 6","2019-11-26","Demers","Annie","non"
"39030","Conseiller","001A","Conseiller n° 1","2021-11-07","Germain","Martin","non"
"39030","Conseiller","002B","Conseillère n° 2","2021-10-01","Croteau","Amélie","non"
"39030","Conseiller","003A","Conseiller n° 3","2021-10-01","Gauthier","Steve","non"
"39030","Conseiller","006A","Conseiller n° 6","2021-11-07","St-Pierre","Sébastien","non"
"39030","Mairie","000A","Maire","2019-05-03","Desrochers","Vincent","non"
"39030","Conseiller","004B","Conseillère n° 4","2019-05-03","Desharnais","Chantal","non"
"39030","Conseiller","005A","Conseiller n° 5","2019-06-06","Desharnais","Jasmin","non"
"39030","Responsable","203C","Adjointe administrative","2019-02-08","Moreau","Francine","non"
"39030","Responsable","205B","Greffière-trésorière","2020-02-08","Giguère","Joanne","non"
"39030","Direction","209B","Directrice générale","2020-02-08","Giguère","Joanne","non"
"39030","Direction","215A","Directeur/Chef brigade des pompiers","2015-01-12","Bergeron","David","non"
"39030","Responsable","242A","Inspecteur destr. mauvaises herbes","1900-01-01","","","oui"
"39030","Responsable","243A","Inspecteur municipal et de voirie","2019-07-08","Houle","Denis","non"
"39030","Responsable","248A","Inspecteur en bâtiment","2017-06-05","Roy","Vincent","non"
"39030","Responsable","251A","Inspecteur en environnement","2017-06-05","Roy","Vincent","non"
"39043","Direction","304A","Responsable des loisirs","2021-06-18","","","oui"
"39043","Conseiller","002A","Conseiller n° 2","2023-04-08","","","oui"
"39043","Responsable","243A","Inspecteur municipal et de voirie","2023-05-07","","","oui"
"39043","Conseiller","001B","Conseillère n° 1","2021-10-01","Hémond","Marie-Danielle","non"
"39043","Conseiller","006B","Conseillère n° 6","2021-10-01","Boilard","Krystèle","non"
"39043","Direction","209A","Directeur général","2023-04-20","Bussières","Marc","non"
"39043","Mairie","000A","Maire","2020-09-25","Bélanger","Marcel","non"
"39043","Conseiller","003A","Conseiller n° 3","2017-11-05","Landry","Jacques","non"
"39043","Conseiller","004A","Conseiller n° 4","2017-11-05","Labonté","Richard","non"
"39043","Conseiller","005A","Conseiller n° 5","2020-09-25","Beauchesne","Claude","non"
"39043","Responsable","248B","Inspectrice en bâtiment","2020-10-12","Ruelland","Annie","non"
"39043","Direction","303A","Responsable de l'urbanisme","2020-10-12","Ruelland","Annie","non"
"39043","Présidence","307A","Président comité consult. urbanisme","2020-04-23","Morisette","Robert","non"
"39043","Direction","315C","Resp. rés. aqueduc, égouts et ass.","2014-07-01","Leblanc","Jean","non"
"03015","Conseiller","005B","Conseillère n° 5","2021-10-01","Côté","Jovette","non"
"03015","Conseiller","003A","Conseiller n° 3","2021-11-25","Hervieux","Karl","non"
"03015","Conseiller","006A","Conseiller n° 6","2023-03-24","Brousseau","Brigitte","non"
"03015","Conseiller","001A","Conseiller n° 1","2013-11-03","Clavet","Paul-André","non"
"03015","Conseiller","002B","Conseillère n° 2","2017-10-06","Tait","Monika","non"
"03015","Mairie","000B","Mairesse","2023-05-19","Tait","Monika","non"
"03015","Conseiller","004A","Conseiller n° 4","2017-11-05","Coulombe","André","non"
"03015","Responsable","205A","Greffier-trésorier","1988-04-11","Côté","Simon","non"
"03015","Direction","223A","Coordonnateur mesures d'urgence","1988-04-11","Côté","Simon","non"
"03015","Responsable","243A","Inspecteur municipal et de voirie","1988-04-11","Côté","Simon","non"
"03015","Responsable","246A","Resp. émission permis/certif. mun.","1988-04-11","Côté","Simon","non"
"03015","Responsable","206B","Greffière-trésorière adjointe","1988-06-13","Lachance","Lorraine","non"
"03015","Direction","209A","Directeur général","2004-11-01","Côté","Simon","non"
"04005","Conseiller","005B","Conseillère n° 5","2024-01-25","Lavoie","Denis","non"
"04005","Mairie","000A","Maire","2009-11-01","Côté","Joël","non"
"04005","Conseiller","001B","Conseillère n° 1","2017-10-06","Daraiche","Noëlla","non"
"04005","Conseiller","002A","Conseiller n° 2","2013-11-03","Fournier","Albini","non"
"04005","Conseiller","003B","Conseillère n° 3","2009-11-01","Langlois","Sylvie","non"
"04005","Conseiller","004A","Conseiller n° 4","2013-11-03","DesRoches","Jean-Marc","non"
"04005","Conseiller","006A","Conseiller n° 6","2017-11-05","Synnett","Jean-François","non"
"04005","Responsable","205A","Greffier-trésorier","2021-09-01","Côté","Vital","non"
"04005","Direction","209A","Directeur général","2021-09-01","Côté","Vital","non"
"04005","Responsable","243A","Inspecteur municipal et de voirie","2007-07-30","Huet","André","non"
"04005","Direction","305A","Responsable des travaux publics","2007-07-30","Huet","André","non"
"04010","Responsable","205A","Greffier-trésorier","2021-03-04","Bergeron","Dany","non"
"04010","Direction","209A","Directeur général","2021-03-04","Bergeron","Dany","non"
"04010","Conseiller","002A","Conseiller n° 2","2021-11-07","Daraîche","Vincent","non"
"04010","Conseiller","003A","Conseiller n° 3","2021-11-07","Robinson","Tim","non"
"04010","Mairie","000A","Maire","2021-10-01","Bélanger","Claude","non"
"04010","Conseiller","005A","Conseiller n° 5","2021-10-01","Boucher","Daniel","non"
"04010","Conseiller","001A","Conseiller n° 1","2017-11-05","Boucher","Mark","non"
"04010","Conseiller","004A","Conseiller n° 4","2017-11-05","Cleary","Stéphane","non"
"04010","Mairie","111A","Maire suppléant","2018-11-05","Bélanger","Claude","non"
"04010","Conseiller","006A","Conseiller n° 6","2005-11-06","Robinson","Renaud","non"
"04010","Responsable","206B","Greffière-trésorière adjointe","2010-04-19","Gaumond","Diane","non"
"04010","Direction","223B","Coordonnatrice mesures d'urgence","2020-03-17","Gaumond","Diane","non"
"04010","Direction","215A","Directeur/Chef brigade des pompiers","2019-10-07","Dumont","Steve","non"
"04010","Responsable","243A","Inspecteur municipal et de voirie","2005-01-01","Daraiche","Éric","non"
"04010","Responsable","246A","Resp. émission permis/certif. mun.","2005-01-01","Daraiche","Éric","non"
"04010","Direction","305A","Responsable des travaux publics","2005-01-01","Daraiche","Éric","non"
"04020","Responsable","205B","Greffière-trésorière","2024-01-01","Morin Ferland","Nataly","non"
"04020","Direction","209B","Directrice générale","2024-01-01","Morin Ferland","Nataly","non"
"04020","Responsable","248A","Inspecteur en bâtiment","2024-05-06","Bérubé","Mathieu","non"
"04020","Conseiller","002A","Conseiller n° 2","2021-10-01","Castonguay","Roberge","non"
"04020","Conseiller","003A","Conseiller n° 3","2021-10-01","Tremblay","Allen","non"
"04020","Conseiller","005A","Conseiller n° 5","2021-11-07","Barrette","Martin","non"
"04020","Mairie","000A","Maire","2009-10-02","Normand","Réjean","non"
"04020","Conseiller","001B","Conseillère n° 1","2009-10-02","Castonguay","Johanne","non"
"04020","Conseiller","004B","Conseillère n° 4","2009-10-02","Auclair","Dominique","non"
"04020","Conseiller","006A","Conseiller n° 6","2009-10-02","Therrien","Jean-Marie","non"
"04020","Présidence","307A","Président comité consult. urbanisme","1900-01-01","","","oui"
"16023","Responsable","203C","Adjointe administrative","2021-02-05","Dufour","Donate","non"
"16023","Direction","305A","Responsable des travaux publics","2021-09-24","Dufour","Luis","non"
"16023","Responsable","248A","Inspecteur en bâtiment","2021-06-01","Olivier","Ma","non"
"16023","Conseiller","003B","Conseillère n° 3","2021-11-07","Laforest","Catherine-Rose","non"
"16023","Conseiller","004A","Conseiller n° 4","2021-11-07","Harvey","Patrice","non"
"16023","Conseiller","001A","Conseiller n° 1","2021-10-01","Boulianne","Yvon","non"
"16023","Conseiller","002A","Conseiller n° 2","2021-10-01","Bernard","Boudreault","non"
"16023","Conseiller","005B","Conseillère n° 5","2021-10-01","Normand","Kathleen","non"
"16023","Mairie","000A","Maire","2021-11-07","Dufour","Christyan","non"
"16023","Direction","223A","Coordonnateur mesures d'urgence","2018-11-18","Desgagne","Patrice","non"
"16023","Conseiller","006B","Conseillère n° 6","2017-11-05","Harvey","Noëlle-Ange","non"
