FOURNISSEUR,RÉPARTITION,SERVICE,DIRECTION,NO DE DOSSIER,OBJET,NO DÉCISION,DATE SIGNATURE,MONTANT
CENTRE DE SERVICES PARTAGÉS DU QUÉBEC,100% VILLE,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION DES SERVICES REGROUPÉS AUX ARRONDISSEMENTS,1132339001,"AUTORISER UNE DÉPENSE TOTALE DE 115 338, 33 $, TAXES INCLUSES, POUR DÉFRAYER LES COÛTS MENSUELS DES SERVICES DE COMMUNICATIONS INFORMATIQUES DU CENTRE DE SERVICES PARTAGÉS DU QUÉBEC POUR LA SOLUTION CCM + DU SERVICE TÉLÉPHONIQUE 311 DE LA VILLE DE MONTRÉAL, DU 9 MAI 2012 AU 30 SEPTEMBRE 2015 / APPROUVER À CETTE FIN UN PROJET D'AVENANT À L'ENTENTE DE SERVICES CONCERNANT L'UTILISATION PAR LA VILLE DE MONTRÉAL DE LA SOLUTION EN CENTRE DE CONTACTS MULTICANAUX POUR LE PROJET 311 - CCM + 2012.",CM13 0131,2013-02-28,115339
PRO-MIX BÉTON INC,ENTENTE CADRE RÉPARTITION EN FONCTION DE LA CONSOMMATION,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION DE L'APPROVISIONNEMENT,1135331002,"CONCLURE AVEC PRO-MIX BETON INC , UNE ENTENTE-CADRE COLLECTIVE D'UNE DURÉE DE 12 MOIS, AVEC UNE OPTION DE PROLONGATION DE 12 MOIS, POUR LA FOURNITURE ET LE TRANSPORT, SUR DEMANDE, DE BÉTON PRÉ-MÉLANGÉ ET DE REMBLAI SANS RETRAIT - APPEL D'OFFRES PUBLIC 13-12488 (2 SOUM.).",CM13 0211,2013-03-20,1036228
GROUPE AXINOR INC.,100% VILLE,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1130660003,"ACCORDER UN CONTRAT À LA FIRME GROUPE AXINO INC. POUR EFFECTUER DIVERS TRAVAUX DE MISE À NIVEAU AU MARCHÉ ATWATER (354) - DÉPENSE TOTALE DE 2 441 266,13 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 5620 - 5 SOUMISSIONNAIRES.",CM13 0212,2013-03-20,2336673
ENVIRONNEMENT ROUTIER NRJ INC.,ENTENTES CADRES RÉPARTITION EN FONCTION DE LA CONSOMMATION,"SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1124822028,"CONCLURE AVEC JEAN-PAUL TRAHAN (1890) LTÉE (MONTANT ESTIMÉ À : 1 335 815,31 $) ET ENVIRONNEMENT ROUTIER NRJ INC. (MONTANT ESTIMÉ À : 2 073 748,09 $), DES ENTENTES-CADRES D'UNE DURÉE DE 36 MOIS POUR LA RÉFECTION DE CHAUSSÉE PAR REMPLISSAGE MÉCANISÉ DE NIDS-DE-POULE, LÀ OÙ REQUIS, DANS DIFFÉRENTES RUES DE LA VILLE DE MONTRÉAL - APPEL D'OFFRES PUBLIC 12-12392 - 3 SOUMISSIONNAIRES",CM13 0218,2013-03-20,2073748
JEAN-PAUL TRAHAN (1890) LTÉE,ENTENTES CADRES RÉPARTITION EN FONCTION DE LA CONSOMMATION,"SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1124822028,"CONCLURE AVEC JEAN-PAUL TRAHAN (1890) LTÉE (MONTANT ESTIMÉ À : 1 335 815,31 $) ET ENVIRONNEMENT ROUTIER NRJ INC. (MONTANT ESTIMÉ À : 2 073 748,09 $), DES ENTENTES-CADRES D'UNE DURÉE DE 36 MOIS POUR LA RÉFECTION DE CHAUSSÉE PAR REMPLISSAGE MÉCANISÉ DE NIDS-DE-POULE, LÀ OÙ REQUIS, DANS DIFFÉRENTES RUES DE LA VILLE DE MONTRÉAL - APPEL D'OFFRES PUBLIC 12-12392 - 3 SOUMISSIONNAIRES",CM13 0218,2013-03-20,1335815
"BAUVAL CMM, DIVISION DE BAUVAL INC.",ENTENTES CADRES RÉPARTITION EN FONCTION DE LA CONSOMMATION,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION DE L'APPROVISIONNEMENT,1125331011,"CONCLURE AVEC LES FIRMES LOUISBOURG SBC S.E.C. (2 240 617,91 $), CONSTRUCTION DJL INC. (943 232,85 $), LES PAVAGES CHENAIL INC. (762 430,84 $), DES ENTENTES-CADRES COLLECTIVES D’UNE DURÉE DE 12 MOIS, AVEC UNE OPTION DE PROLONGATION DE 12 MOIS, POUR LA FOURNITURE SUR DEMANDE D’ENROBÉS BITUMINEUX, SUITE À L’APPEL D’OFFRES PUBLIC NO 13-12483 (8 SOUM.).",CM13 0245,2013-04-05,531070
CONSTRUCTION DJL INC.,ENTENTES CADRES RÉPARTITION EN FONCTION DE LA CONSOMMATION,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION DE L'APPROVISIONNEMENT,1125331011,"CONCLURE AVEC LES FIRMES LOUISBOURG SBC S.E.C. (2 240 617,91 $), CONSTRUCTION DJL INC. (943 232,85 $), LES PAVAGES CHENAIL INC. (762 430,84 $), DES ENTENTES-CADRES COLLECTIVES D’UNE DURÉE DE 12 MOIS, AVEC UNE OPTION DE PROLONGATION DE 12 MOIS, POUR LA FOURNITURE SUR DEMANDE D’ENROBÉS BITUMINEUX, SUITE À L’APPEL D’OFFRES PUBLIC NO 13-12483 (8 SOUM.).",CM13 0245,2013-04-05,943233
LES PAVAGES CHENAIL INC.,ENTENTES CADRES RÉPARTITION EN FONCTION DE LA CONSOMMATION,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION DE L'APPROVISIONNEMENT,1125331011,"CONCLURE AVEC LES FIRMES LOUISBOURG SBC S.E.C. (2 240 617,91 $), CONSTRUCTION DJL INC. (943 232,85 $), LES PAVAGES CHENAIL INC. (762 430,84 $), DES ENTENTES-CADRES COLLECTIVES D’UNE DURÉE DE 12 MOIS, AVEC UNE OPTION DE PROLONGATION DE 12 MOIS, POUR LA FOURNITURE SUR DEMANDE D’ENROBÉS BITUMINEUX, SUITE À L’APPEL D’OFFRES PUBLIC NO 13-12483 (8 SOUM.).",CM13 0245,2013-04-05,762431
LOUISBOURG SBC S.E.C.,ENTENTES CADRES RÉPARTITION EN FONCTION DE LA CONSOMMATION,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION DE L'APPROVISIONNEMENT,1125331011,"CONCLURE AVEC LES FIRMES LOUISBOURG SBC S.E.C. (2 240 617,91 $), CONSTRUCTION DJL INC. (943 232,85 $), LES PAVAGES CHENAIL INC. (762 430,84 $), DES ENTENTES-CADRES COLLECTIVES D’UNE DURÉE DE 12 MOIS, AVEC UNE OPTION DE PROLONGATION DE 12 MOIS, POUR LA FOURNITURE SUR DEMANDE D’ENROBÉS BITUMINEUX, SUITE À L’APPEL D’OFFRES PUBLIC NO 13-12483 (8 SOUM.).",CM13 0245,2013-04-05,2240618
NÉOLECT LE SAUX INC,100% VILLE,"SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES TRANSPORTS,1135309009,"ACCORDER UN CONTRAT À NÉOLECT / LE SAUX INC. D'UNE DURÉE DE TRENTE-SIX (36) MOIS, POUR L'ACQUISITION ET L'INSTALLATION DE CENT (100) CAMÉRAS MOTORISÉES DE TYPE PTZ POUR LA SURVEILLANCE DU RÉSEAU ARTÉRIEL ET L'OBSERVATION DES CONDITIONS ROUTIÈRES À PARTIR DU CENTRE DE GESTION DE LA MOBILITÉ URBAINE (CGMU), POUR UNE SOMME MAXIMALE DE 1 587 851,72 $ TAXES INCLUSES. - APPEL D'OFFRES PUBLIC 13-12438 - (5 SOUMISSIONNAIRES)",CM13 0310,2013-04-25,1587852
NÉOLECT/LE SAUX INC,100% VILLE,"SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES TRANSPORTS,1125329005,"ACCORDER UN CONTRAT À NÉOLECT/LE SAUX INC. D'UNE DURÉE DE DOUZE (12) MOIS, POUR LA FOURNITURE, LA CONFIGURATION, L'INSTALLATION ET LA MISE EN SERVICE D'ÉQUIPEMENTS DE TÉLÉCOMMUNICATION SUR LE RÉSEAU ARTÉRIEL NÉCESSAIRE À LA RÉALISATION DU SYSTÈME INTÉGRÉ DE TÉLÉCOMMUNICATION POUR UNE SOMME MAXIMALE DE 598 163,07$ , TOUTES TAXES INCLUSES - APPEL D'OFFRES PUBLIC 13-12322 (2 SOUMISSIONNAIRES).",CM13 0311,2013-04-25,598163
NORGÉREQ LTÉE,100% VILLE,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1130652001,"ACCORDER UN CONTRAT À NORGÉREQ LTÉE POUR L'EXÉCUTION DE TRAVAUX D'ACCESSIBILITÉ UNIVERSELLE AU CENTRE ROUSSIN (0868) SITUÉ AU 12125 RUE NOTRE-DAME EST DANS L'ARRONDISSEMENT DE RIVIÈRE-DES-PRAIRIES – POINTE-AUX-TREMBLES - DÉPENSE TOTALE DE 751 581,03 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 5628 (6 SOUM.).",CM13 0312,2013-04-25,751581
PROCOVA INC.,100% VILLE,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1120506004,"ACCORDER UN CONTRAT À PROCOVA INC., POUR LA RÉALISATION DES TRAVAUX DE LA PHASE 2 DE MISE À NIVEAU DE L'ARÉNA MICHEL-NORMANDIN (0608) DU COMPLEXE SPORTIF CLAUDE-ROBILLARD - DÉPENSE TOTALE DE 1 465 678,70 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 5629 (CONTRAT TRAVAUX 13873) - HUIT SOUMISSIONNAIRES.",CM13 0313,2013-04-25,1385679
LES CONSTRUCTIONS DE CASTEL INC.,"74,66 % VILLE. 25,34 % ARRONDISSEMENT CÔTE-DES-NEIGES-NOTRE-DAME-DE-GRÂCE",SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1130738001,"ACCORDER UN CONTRAT À LES CONSTRUCTIONS DECASTEL INC., POUR LES TRAVAUX DE MISE AUX NORMES DE L'ARÉNA DOUG-HARVEY (0297) DE L'ARRONDISSEMENT DE CÔTE-DES-NEIGES–NOTRE-DAME-DE-GRÂCE. DÉPENSE TOTALE DE 5 688 163,93 $ TAXES INCLUSES - APPEL D'OFFRES PUBLIC NO 5625 - SIX SOUMISSIONS - CONTRAT 12804.",CM13 0322,2013-04-25,5417299
MGB ASSOCIÉS INC,100% VILLE,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1135110004,"ACCORDER UN CONTRAT À MGB ASSOCIÉS INC, POUR L'EXÉCUTION DES TRAVAUX DE RÉFECTION ET D'AJOUT D'UN BLOC SANITAIRE DANS LE KIOSQUE DE PERCEPTION DE TENNIS DU PARC JEANNE-MANCE (0395) DANS L'ARRONDISSEMENT DU PLATEAU MONT-ROYAL - DÉPENSE TOTALE DE 219 916,19 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 5634 - (8 SOUM.)",CM13 0323,2013-04-25,209444
NORGÉREQ LTÉE,100% VILLE,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1135110003,"ACCORDER UN CONTRAT À NORGÉREQ LTÉE, POUR L'EXÉCUTION DES TRAVAUX DE RESTAURATION DE L'ENVELOPPE ET DE RÉFECTION INTÉRIEURE DU CENTRE CALIXA-LAVALLÉE (0065) AU PARC LA FONTAINE DANS L'ARRONDISSEMENT DU PLATEAU MONT-ROYAL. - DÉPENSE TOTALE DE 2 744 385,00 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 5607 - (9 SOUM.)",CM13 0324,2013-04-25,2744385
NORGÉREQ LTÉE,100% VILLE,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1135110002,"ACCORDER UN CONTRAT À NORGÉREQ LTÉE, POUR LES TRAVAUX DE RÉFECTION DE L'ENVELOPPE ET TRAVAUX DIVERS AU CHALET RESTAURANT (0068) DU PARC LA FONTAINE DANS L'ARRONDISSEMENT DU PLATEAU MONT-ROYAL - DÉPENSE TOTALE DE 2 930 513,49 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 5633 - 2 SOUM.",CM13 0325,2013-04-25,2790965
COMPAGNIE 3M CANADA,100% VILLE,SERVICE DES TECHNOLOGIES DE L’INFORMATION,DIRECTION,1135260001,"CONCLURE AVEC LA COMPAGNIE 3M CANADA, UNE ENTENTE-CADRE D'UNE DURÉE DE TROIS ANS, AVEC L'OPTION DE PROLONGER D'UNE (1) ANNÉE POUR UN MAXIMUM DE DEUX (2) PROLONGATIONS, POUR LA FOURNITURE D'ÉTIQUETTES RFID, DE STATIONS MOBILES DE CONVERSION, DE LECTEURS RFID, AINSI QUE TOUS LES LOGICIELS, APPLICATIONS, COMPOSANTS MATÉRIELS ET ACCESSOIRES S'Y RATTACHANT POUR LE RÉSEAU DES BIBLIOTHÈQUES DE MONTRÉAL - APPEL D'OFFRES PUBLIC NO 13-12525 - (DEUX SOUMISSIONNAIRES - DEUX SOUMISSIONNAIRES CONFORMES) - (MONTANT ESTIMÉ : 1 348 404 $)",CM13 0424,2013-05-29,1348404
EXCAVA-TECH INC.,100% VILLE,"SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1134822001,"ACCORDER UN CONTRAT À EXCAVA-TECH INC., POUR LA RECONSTRUCTION D'UN ÉGOUT COMBINÉ ET D'UNE CONDUITE D'EAU SECONDAIRE DANS LA RUE JEANNE-MANCE, DU BOULEVARD SAINT-JOSEPH À L'AVENUE LAURIER - ARRONDISSEMENT: LE PLATEAU MONT-ROYAL - DÉPENSE TOTALE DE 993 925,01 (CONTRAT: 847 445,01 $ + INCIDENCES: 146 480,00), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 223002 - 12 SOUMISSIONNAIRES",CM13 0425,2013-05-29,847445
CONSTRUCTION MARIEVILLE INC,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,ESPACE POUR LA VIE,1135991001,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 53 152,74 $ TAXES INCLUSES, POUR LES TRAVAUX DE RÉAMÉNAGEMENT DU RESTAURANT DU JARDIN BOTANIQUE DE MONTRÉAL, DANS LE CADRE DU CONTRAT ACCORDÉ À CONSTRUCTION MARIEVILLE INC. (#CM13 0048), MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 984 895,98 $ À 1 038 048,48 $ TAXES INCLUSES.",CM13 0426,2013-05-29,53152
BIOFOREST TECHNOLOGIES INC.,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DES GRANDS PARCS ET DU VERDISSEMENT,1136218005,"CONCLURE UNE ENTENTE-CADRE DE GRÉ À GRÉ, D'UNE DURÉE DE 36 MOIS, AVEC LA FIRME BIOFOREST TECHNOLOGIES INC., FOURNISSEUR UNIQUE, POUR LA FOURNITURE DE L'INSECTICIDE TREEAZIN ET POUR L'ACHAT ET L'ENTRETIEN DU MATÉRIEL D'INJECTION. MONTANT MAXIMAL DE L'ENTENTE-CADRE: 450 000 $, TAXES INCLUSES",CM13 0431,2013-05-29,450000
LA COMPAGNIE MELOCHE INC.,100% VILLE,"SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1134822015,"ACCORDER UN CONTRAT À LA COMPAGNIE MELOCHE INC., POUR LA PULVÉRISATION ET STABILISATION AU BITUME-CIMENT, POSE DE REVÊTEMENT BITUMINEUX ET RECONSTRUCTION DE TROTTOIRS, LÀ OÙ REQUIS, DANS LA RUE HALPERN, DU CHEMIN SAINT-FRANÇOIS À LA RUE VANDEN-ABEELE. (PRR. 2012 – COLLECTRICES). ARRONDISSEMENT: SAINT-LAURENT. DÉPENSE TOTALE DE 1 104 206,92 $ (CONTRAT: 1 040 706,92 $ + INCIDENCES: 63 500,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 254001 - 9 SOUMISSIONNAIRES",CM13 0432,2013-05-29,946097
DISTRIBUTEUR TAPICO LTÉE,100% VILLE,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1130660006,"ACCORDER UN CONTRAT À LA FIRME DISTRIBUTEUR TAPICO LTÉE POUR LE REMPLACEMENT DU REVÊTEMENT DE SOL DE LA SALLE OMNISPORTS DU COMPLEXE SPORTIF CLAUDE-ROBILLARD (95) - DÉPENSE TOTALE DE 1 130 541,30 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 5639 - 2 SOUMISSIONNAIRES (1 SEUL CONFORME).",CM13 0433,2013-05-29,980541
PAVAGES D'AMOUR INC.,100% VILLE,"SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1134822036,"ACCORDER UN CONTRAT À PAVAGES D'AMOUR INC., POUR LA RECONSTRUCTION DE LA CHAUSSÉE FLEXIBLE, DES TROTTOIRS ET DES BORDURES, LÀ OÙ REQUIS, DANS LA MONTÉE DE L’ÉGLISE, DU BOULEVARD CHÈVREMONT À LA RUE CHERRIER. (P.R.R. 2012 – COLLECTRICES). - ARRONDISSEMENT: L'ÎLE-BIZARD–SAINTE-GENEVIÈVE. DÉPENSE TOTALE DE 889 993,36 $ (CONTRAT: 828 693,36 $ + INCIDENCES: 61 300,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 256501 - 8 SOUMISSIONNAIRES",CM13 0434,2013-05-30,828693
PROCOVA INC.,100% VILLE,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1133482002,"ACCORDER UN CONTRAT À PROCOVA INC. POUR L'INSTALLATION DE DÉSHUMIDIFICATEURS À L'ARÉNA MAURICE-RICHARD (0450) SITUÉ AU 2800 RUE VIAU - DÉPENSE TOTALE DE 1 560 210,75 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 5617- 4 SOUMISSIONNAIRES.",CM13 0435,2013-05-29,1492375
SOCIÉTÉ IMMOBILIÈRE DU CANADA,100% VILLE,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1124733005,"APPROUVER LA PROLONGATION DU BAIL PAR LEQUEL LA VILLE DE MONTRÉAL LOUE DE LA SOCIÉTÉ IMMOBILIÈRE DU CANADA CLC LIMITÉE, POUR UNE PÉRIODE ADDITIONNELLE DE DEUX (2) ANS ET DIX (10) MOIS À COMPTER DU 1ER MARS 2013, DES LOCAUX SITUÉS AU 1151 RUE MILL (8189), À MONTRÉAL, D'UNE SUPERFICIE LOCATIVE DE 1 217,74 M², À DES FINS D'ENTREPOSAGE ET DE STATIONNEMENT, POUR UN LOYER TOTAL DE 274 098,42 $, TAXES INCLUSES.",CM13 0441,2013-05-30,274098
EUREKA,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1133315001,"AUTORISER LE RENOUVELLEMENT DU CONTRAT D'ABONNEMENT À LA RESSOURCE ÉLECTRONIQUE EURÊKA.CC AU MONTANT DE 343 516,08 $, TAXES INCLUSES, POUR LES BIBLIOTHÈQUES DE MONTRÉAL PARTICIPANTES, POUR UNE PÉRIODE DE TROIS ANS ALLANT DU 28 MARS 2013 AU 27 MARS 2016.",CM13 0445,2013-05-30,343516
QUADRAX & ASSOCIÉS EG,"69,28 % VILLE. 30,72 % ARRONDISSEMENT MERCIER-HOCHELAGA-MAISONNEUVE",SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1130738002,"ACCORDER UN CONTRAT À QUADRAX & ASSOCIÉS EG, POUR LES TRAVAUX DE MISE AUX NORMES DE L'ARÉNA CLÉMENT-JETTÉ (0480) DE L'ARRONDISSEMENT DE MERCIER–HOCHELAGA-MAISONNEUVE. DÉPENSE TOTALE DE 6 921 390,00 $ TAXES INCLUSES - APPEL D'OFFRES PUBLIC NO 5637 - NEUF SOUMISSIONS - CONTRAT 12820.",CM13 0446,2013-05-30,6620395
L. A. HÉBERT LTÉE,100% VILLE,"SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1124822026,"ACCORDER UN CONTRAT À L. A. HÉBERT LTÉE, POUR LE RÉAMÉNAGEMENT DU CARREFOUR HENRI-BOURASSA / PIE-IX - RECONSTRUCTION DE PAVAGE, DE TROTTOIRS, DE CONDUITES D'EAU SECONDAIRES ET D'ÉGOUTS UNITAIRES, LÀ OÙ REQUIS - LOT 2, ARRONDISSEMENT: MONTRÉAL-NORD. DÉPENSE TOTALE DE 26 498 314,06 $ (CONTRAT: 24 388 314,06 $ + INCIDENCES: 2 110 000,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 227204 - 2 SOUMISSIONNAIRES",CM13 0449,2013-05-30,24388314
BIBLIOPRESTO.CA,100% VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1123315002,"ACCORDER, CONFORMÉMENT À LA LOI, UN CONTRAT GRÉ À GRÉ À BIBLIOPRESTO.CA, ORGANISME À BUT NON LUCRATIF,POUR LA PÉRIODE DU 1ER JUILLET 2012 AU 30 JUIN 2015, POUR L'ABONNEMENT À LA PLATEFORME DE PRÊTS DE LIVRES NUMÉRIQUES PRETNUMERIQUE.CA, POUR UNE SOMME MAXIMALE DE 239 785,16 $, TAXES INCLUSES, .",CM13 0563,2013-06-21,239785
REHRIG PACIFIC CO,ENTENTE CADRE POUR LES ARRONDISSEMENTS. RÉPARTITION SELON CONSOMMATION,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION DE L'APPROVISIONNEMENT,1136134002,"CONCLURE AVEC IMPRESSIONS LOGOBEC INTERNATIONAL (CE), SCEPTER CORPORATION (CE), REHRIG PACIFIC CO (CM) & GESTION USD INC (CE). DES ENTENTES-CADRES D'UNE DURÉE DE 36 MOIS POUR LA FOURNITURE, SUR DEMANDE, DE SACS DE RECYCLAGE, BACS DE RÉCUPÉRATION ET BACS ROULANTS - APPEL D'OFFRES PUBLIC 13-12744 (MONTANT TOTAL ESTIMÉ DES ENTENTES À 800 490,00 $ - 5 SOUM.)",CM13 0564,2013-06-21,542800
INSTALLUME INC.,100% VILLE,"SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1134822034,"ACCORDER UN CONTRAT À INSTALLUME INC., POUR LES TRAVAUX D’INSTALLATION D’UN SYSTÈME DE FEUX DE CIRCULATION ET D’ÉCLAIRAGE SUR L’AVENUE PAPINEAU, ENTRE LA RUE ONTARIO ET LE BOULEVARD RENÉ-LÉVESQUE. - ARRONDISSEMENT: VILLE-MARIE. DÉPENSE TOTALE DE 903 108,06$ (CONTRAT: 551 508,06$ + INCIDENCES: 351 600,00$), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 278801 - 8 SOUMISSIONNAIRES",CM13 0565,2013-05-29,551508
AQUARÉHAB EAUX USÉES INC.,100% VILLE,SERVICE DE L'EAU,DIRECTION DE LA GESTION STRATÉGIQUE DES RÉSEAUX D'EAU,1134551003,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 1,8 M$, TAXES INCLUSES /APPROUVER LES AVENANTS MODIFIANT LES CONVENTIONS INTERVENUES ENTRE LA VILLE ET AQUARÉHAB EAUX USÉES INC. ET LA VILLE ET VÉOLIA ES CANADA SERVICES INDUSTRIELS - AUGMENTER LE MONTANT DES CONTRATS DE 20 % SOIT DE 6,3 M $ À 7,56 M $ TAXES INCLUSES ET DE 2,7 M$ À 3,24 M$ TAXES INCLUSES POUR EFFECTUER LE RÉCURAGE ET L’INSPECTION TÉLÉVISÉE PAR CAMÉRA CONVENTIONNELLE (CCTV) DES CONDUITES ET DES REGARDS DU RÉSEAU SECONDAIRE DE LA VILLE DE MONTRÉAL",CM13 0566,2013-06-20,1260000
VÉOLIA ES CANADA,100% VILLE,SERVICE DE L'EAU,DIRECTION DE LA GESTION STRATÉGIQUE DES RÉSEAUX D'EAU,1134551003,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 1,8 M$, TAXES INCLUSES /APPROUVER LES AVENANTS MODIFIANT LES CONVENTIONS INTERVENUES ENTRE LA VILLE ET AQUARÉHAB EAUX USÉES INC. ET LA VILLE ET VÉOLIA ES CANADA SERVICES INDUSTRIELS - AUGMENTER LE MONTANT DES CONTRATS DE 20 % SOIT DE 6,3 M $ À 7,56 M $ TAXES INCLUSES ET DE 2,7 M$ À 3,24 M$ TAXES INCLUSES POUR EFFECTUER LE RÉCURAGE ET L’INSPECTION TÉLÉVISÉE PAR CAMÉRA CONVENTIONNELLE (CCTV) DES CONDUITES ET DES REGARDS DU RÉSEAU SECONDAIRE DE LA VILLE DE MONTRÉAL",CM13 0566,2013-06-20,450000
"REGROUPEMENT QUÉBÉCOIS DE LA DANSE,",100% VILLE,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1134069005,"APPROUVER LE PROJET DE RENOUVELLEMENT DU BAIL PAR LEQUEL LA VILLE LOUE À L’ORGANISME REGROUPEMENT QUÉBÉCOIS DE LA DANSE, POUR UNE DURÉE DE 5 ANS, À COMPTER DU 1ER JUILLET 2013, UN LOCAL SITUÉ AU 3680, RUE JEANNE-MANCE, POUR DES FINS ADMINISTRATIVES, MOYENNANT UN LOYER TOTAL DE 159 921,46 $. (2453-114)",CM13 0568,2013-06-21,159921
