FOURNISSEUR,RÉPARTITION,SERVICE,DIRECTION,NO DE DOSSIER,OBJET,NO DÉCISION,DATE SIGNATURE,MONTANT
LE GRAND PRIX CYCLISTE PRO-TOUR,100% AGGLO,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1120679014,APPROUVER L'ADDENDA MODIFIANT LA CONVENTION ENTRE LA VILLE ET LE GRAND PRIX CYCLISTE PRO-TOUR POUR LES ÉDITIONS 2012 - 2014 DU GRAND PRIX CYCLISTE DE MONTRÉAL.,CG12 0291,2012-08-28,1
SOCIÉTÉ IMMOBILIÈRE DU CANADA CLC LIMITÉE,DÉPENSE MIXTE D'ADMINISTRATION GÉNÉRALE. 52% AGGLO POUR 2012,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1125323002,"APPROUVER UN PROJET DE CONVENTION DE BAIL PAR LEQUEL LA VILLE LOUE DE LA SOCIÉTÉ IMMOBILIÈRE DU CANADA CLC LIMITÉE, POUR UNE PÉRIODE DE VINGT-DEUX MOIS, À COMPTER DU 1ER SEPTEMBRE 2012, UN TERRAIN VAGUE À DES FINS DE STATIONNEMENT, CONNU COMME ÉTANT LE LOT 4 657 460 DU CADASTRE DU QUÉBEC, SITUÉ AU 800 RUE MILL, D'UNE SUPERFICIE DE 3 065 M² POUR UN LOYER TOTAL DE 227 904,95 $ TAXES INCLUSES (8123-002).",CG12 0294,2012-08-28,227905
PLACE VERSAILLES INC.,100% AGGLO,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1125840006,"APPROUVER LA PROLONGATION DU BAIL PAR LEQUEL LA VILLE LOUE DE PLACES VERSAILLES INC., DES ESPACES SITUÉS À LA PLACE VERSAILLES, AU 7275 SHERBROOKE EST, POUR LES BESOINS DU SERVICE DE POLICE DE LA VILLE DE MONTRÉAL (SPVM), POUR UN TERME DE CINQ ANS, SOIT DU 1ER OCTOBRE 2012 AU 30 SEPTEMBRE 2017. LA DÉPENSE TOTALE, INCLUANT LES TAXES, EST DE 6 058 359,44 $. BÂTIMENT 3670.",CG12 0295,2012-08-27,6058359
PLACE VERSAILLES INC.,100% AGGLO,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1125840005,"APPROUVER LA 4E MODIFICATION À L'ENTENTE DE STATIONNEMENT PAR LAQUELLE LA VILLE LOUE, DU LOCATEUR PLACE VERSAILLES INC., DES ESPACES DE STATIONNEMENT INTÉRIEURS SITUÉS AU 7275 SHERBROOKE EST, POUR LES BESOINS DU SERVICE DE POLICE DE LA VILLE DE MONTRÉAL (SPVM), POUR UN TERME DE CINQ ANS, SOIT DU 1ER OCTOBRE 2012 AU 30 SEPTEMBRE 2017. LA DÉPENSE TOTALE EST DE 104 305,32 $, INCLUANT LES TAXES.",CG12 0296,2012-08-27,104305
"LOUISBOURG SBC, S.E.C.","11% AGGLO, 89% VILLE","SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1126013004,"ACCORDER UN CONTRAT À LOUISBOURG SBC, S.E.C. POUR DES TRAVAUX DE PLANAGE DE CHAUSSÉE ET REVÊTEMENT BITUMINEUX, LÀ OÙ REQUIS, DANS LA RUE NOTRE-DAME, DANS LES LIMITES DÉCRITES AU BORDEREAU DE SOUMISSION. - (P.R.R. 2012 - RÉSEAU ARTÉRIEL). ARRONDISSEMENTS: VILLE-MARIE, MERCIER-HOCHELAGA-MAISONNEUVE. DÉPENSE TOTALE DE 2 037 582,36$ (CONTRAT 1 917 582,36$ + INCIDENCES 120 000,00$), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 264406 - 5 SOUMISSIONNAIRES.",CG12 0298,2012-08-27,1917582
"LOUISBOURG S.B.C., S.E.C.","4.92% AGGLO, 95.08% VILLE","SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1126013009,"ACCORDER UN CONTRAT À LOUISBOURG S.B.C., S.E.C. POUR LE PLANAGE DE LA CHAUSSÉE D’ASPHALTE ET REVÊTEMENT BITUMINEUX, LÀ OÙ REQUIS, DANS LE BOULEVARD ÉDOUARD-MONTPETIT ET RECONSTRUCTION DE LA CHAUSSÉE FLEXIBLE, LÀ OÙ REQUIS, DANS L’AVENUE MCEACHRAN, DANS LES LIMITES DÉCRITES AU BORDEREAU DE SOUMISSION. - (PRR 2012- COLLECTRICES) ─ ARRONDISSEMENTS : OUTREMONT ET CÔTE-DES-NEIGES - NOTRE-DAME-DE-GRÂCE (PRR 2012- COLLECTRICES). DÉPENSE TOTALE DE 748 711,70 $ (CONTRAT: 696 711,70 $ + INCIDENCES: 52 000,00 $) TAXES INCLUSES. APPEL D'OFFRES PUBLIC 256302 - 06 SOUMISSIONNAIRES.",CG12 0299,2012-08-27,696711
ÉQUIPEMENTS PLANNORD LTÉE,ENTENTE CADRE. RÉPARTITION SELON UTILISATION,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION DE L'APPROVISIONNEMENT,1123447001,"CONCLURE AVEC LA FIRME ÉQUIPEMENTS PLANNORD LTÉE, UNE ENTENTE-CADRE COLLECTIVE D'UNE DURÉE DE 3 ANS, POUR LA FOURNITURE, SUR DEMANDE DE TRACTEURS À CHENILLES SOUPLES AVEC CHASSE-NEIGE ET ÉPANDEUR, SUITE À L'APPEL D'OFFRES PUBLIC 12-12199 (1 SOUM.) (MONTANT ESTIMÉ: 6 024 690,00 $)",CG12 0300,2012-08-27,5280802
GENIVAR INC.,100% AGGLO,SERVICE DE L’EAU,DIRECTION DE L'EAU POTABLE,1125925002,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS À DESSAU INC. POUR LA RÉTENTION DE SERVICES D'INGÉNIERIE RELATIFS AUX RÉSERVOIRS, À LEUR STATION DE POMPAGE ET À LEURS CONDUITES D'EAU D'ALIMENTATION ET DE SORTIE, POUR LA SOMME MAXIMALE DE 4 739 867,37 $, TAXES INCLUSES ET UN CONTRAT DE SERVICES PROFESSIONNELS À GENIVAR INC. POUR LA RÉTENTION DE SERVICES D'INGÉNIERIE RELATIFS AUX RÉSERVOIRS, À LEUR STATION DE POMPAGE ET À LEURS CONDUITES D'EAU D'ALIMENTATION ET DE SORTIE, POUR LA SOMME MAXIMALE DE 4 510 149,48 $ - APPEL D'OFFRES PUBLIC 12-12099 - 5 SOUMISSIONNAIRES POUR LES DEUX CONTRATS. / APPROUVER LES DEUX PROJETS DE CONVENTION À CETTE FIN.",CG12 0301,2012-08-23,4510149
DESSAU INC.,100% AGGLO,SERVICE DE L’EAU,DIRECTION DE L'EAU POTABLE,1125925002,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS À DESSAU INC. POUR LA RÉTENTION DE SERVICES D'INGÉNIERIE RELATIFS AUX RÉSERVOIRS, À LEUR STATION DE POMPAGE ET À LEURS CONDUITES D'EAU D'ALIMENTATION ET DE SORTIE, POUR LA SOMME MAXIMALE DE 4 739 867,37 $, TAXES INCLUSES ET UN CONTRAT DE SERVICES PROFESSIONNELS À GENIVAR INC. POUR LA RÉTENTION DE SERVICES D'INGÉNIERIE RELATIFS AUX RÉSERVOIRS, À LEUR STATION DE POMPAGE ET À LEURS CONDUITES D'EAU D'ALIMENTATION ET DE SORTIE, POUR LA SOMME MAXIMALE DE 4 510 149,48 $ - APPEL D'OFFRES PUBLIC 12-12099 - 5 SOUMISSIONNAIRES POUR LES DEUX CONTRATS. / APPROUVER LES DEUX PROJETS DE CONVENTION À CETTE FIN.",CG12 0301,2012-08-27,4739867
"LOUISBOURG SBC, S.E.C.",100% AGGLO,SERVICE DE L’EAU,DIRECTION DE L'EAU POTABLE,1125921002,"ACCORDER UN CONTRAT À LOUISBOURG SBC, S.E.C. POUR LA RECONSTRUCTION DES CONDUITES PRINCIPALES D'AQUEDUC ET DES CONDUITES SECONDAIRES D'AQUEDUC ET D'ÉGOUT DES AVENUES DES PINS ET DR. PENFIELD - DÉPENSE TOTALE DE 16 420 479,03 $ TAXES INCLUSES (CONTRAT: 13 349 982,95 + CONTINGENCES: 2 002 497,44 $ + INCIDENCES: 1 067 998,64) - APPEL D'OFFRES PUBLIC 10051 - 3 SOUMISSIONS",CG12 0302,2012-08-27,13349983
"LOUISBOURG SBC, S.E.C.","15,54 AGGLO, 84.46% VILLE","SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1120266049,"ACCORDER UN CONTRAT À LOUISBOURG SBC, S.E.C.POUR LA RECONSTRUCTION D'UNE CONDUITE D'ÉGOUT UNITAIRE ET D'UNE CONDUITE D'EAU SECONDAIRE DANS LA RUE HUTCHISON, DE L'AVENUE DU MONT-ROYAL AU BOULEVARD ST-JOSEPH ET DANS L'AVENUE DU MONT-ROYAL, DE LA RUE HUTCHISON À L'AVENUE DU PARC. ARRONDISSEMENT: LE PLATEAU MONT-ROYAL. - DÉPENSE TOTALE DE 2 430 535,33 $, TAXES INCLUSES ( CONTRAT: 2 176 335,33 $ + INCIDENCES: 254 200,00$) - APPEL D'OFFRES PUBLIC 252301, 7 SOUMISSIONNAIRES.",CG12 0303,2012-08-27,2176335
SIFTO CANADA CORP.,ENTENTE CADRE. RÉPARTITION SELON UTILISATION,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION DE L'APPROVISIONNEMENT,1125331007,"CONCLURE AVEC LES FIRMES SIFTO CANADA CORP. (8 881 347,24 $) ET TECHNOLOGIE DE DÉGIVRAGE CARGILL, UNE DIVISION DE CARGILL LIMITÉE (5 454 063,33 $) DES ENTENTES CADRES D'UNE DURÉE APPROXIMATIVE DE 8 MOIS, POUR LA FOURNITURE DE SEL DE DÉGLAÇAGE DES CHAUSSÉES SUITE À L’APPEL D’OFFRES PUBLIC # 12-12176 (3 SOUM.). (MONTANT TOTAL ESTIMÉ: 14 335 410,57 $)",CG12 0304,2012-08-27,8881347
"TECHNOLOGIE DE DÉGIVRAGE CARGIL, UNE DIVISION DE CARGILL LIMITÉE",ENTENTE CADRE. RÉPARTITION SELON UTILISATION,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION DE L'APPROVISIONNEMENT,1125331007,"CONCLURE AVEC LES FIRMES SIFTO CANADA CORP. (8 881 347,24 $) ET TECHNOLOGIE DE DÉGIVRAGE CARGILL, UNE DIVISION DE CARGILL LIMITÉE (5 454 063,33 $) DES ENTENTES CADRES D'UNE DURÉE APPROXIMATIVE DE 8 MOIS, POUR LA FOURNITURE DE SEL DE DÉGLAÇAGE DES CHAUSSÉES SUITE À L’APPEL D’OFFRES PUBLIC # 12-12176 (3 SOUM.). (MONTANT TOTAL ESTIMÉ: 14 335 410,57 $)",CG12 0304,2012-08-27,5454063
AÉROPORTS DE MONTRÉAL,100% AGGLO,SERVICE DE LA MISE EN VALEUR DU TERRITOIRE,DIRECTION DU DÉVELOPPEMENT ÉCONOMIQUE ET URBAIN,1113235003,"APPROUVER DEUX PROJETS D'ACTE PAR LESQUELS LA VILLE ACQUIERT DE SA MAJESTÉ LA REINE DU CHEF DU CANADA LA PROPRIÉTÉ DU LOT 3 731 871 DU CADASTRE DU QUÉBEC, POUR LA SOMME DE 1 $, ET ACQUIERT DE LA SOCIÉTÉ AÉROPORTS DE MONTRÉAL (ADM) DES INFRASTRUCTURES CONSTRUITES PAR CETTE DERNIÈRE AFIN DE DESSERVIR LE LOT 12 D'ADM (LOT 3 731 871 DU CADASTRE DU QUÉBEC), POUR LA SOMME DE 2 982 288,24 $, TAXES INCLUSES.",CG12 0305,2012-08-27,2955053
BELL CANADA INC.,ENTENTE CADRE. RÉPARTITION SELON UTILISATION,SERVICE DES TECHNOLOGIES DE L’INFORMATION,DIRECTION,1125954005,"CONCLURE AVEC BELL CANADA, UNE ENTENTE-CADRE D’UNE DURÉE DE 5 ANS, POUR L’ACQUISITION SUR DEMANDE DE SERVEURS À PROCESSEURS INTEL ET DE COMPOSANTES POUR LE SERVICE DES TECHNOLOGIES DE L’INFORMATION - APPEL D’OFFRES PUBLIC 12-11946 - (3 SOUMISSIONNAIRES - MONTANT ESTIMÉ DE L'ENTENTE : 2 864 878 $)",CG12 0341,2012-10-01,2864878
GESTION ANDRÉ TIMOTHY INC.,ENTENTE CADRE. RÉPARTITION SELON UTILISATION,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION DE L'APPROVISIONNEMENT,1125983003,"CONCLURE AVEC LA FIRME DISTRIBUTION T.I.M., UNE ENTENTE CADRE COLLECTIVE D’UNE DURÉE DE 12 MOIS AVEC OPTION DE 2 PROLONGATIONS DE 12 MOIS SUPPLÉMENTAIRES CHACUNE, POUR L'IMPRESSION ET LA DISTRIBUTION PORTE-À-PORTE D'AVIS OU BULLETIN D’INFORMATIONS AUX RÉSIDANTS DE L'ÎLE DE MONTRÉAL - APPEL D'OFFRES PUBLIC NO.12-12135 (1 SOUMISSIONNAIRE) (MONTANT ESTIMÉ DE L'ENTENTE 579 474.00 $)",CG12 0342,2012-10-01,579474
ÉQUIPEMENT DE SÉCURITÉ UNIVERSEL INC.,ENTENTE CADRE. RÉPARTITION SELON UTILISATION,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION DE L'APPROVISIONNEMENT,1125296004,"CONCLURE AVEC LA FIRME ÉQUIPEMENT DE SÉCURITÉ UNIVERSEL INC. UNE ENTENTE-CADRE COLLECTIVE D'UNE DURÉE DE 36 MOIS POUR LA FOURNITURE SUR DEMANDE DE VÊTEMENTS DE PLUIE - APPEL D'OFFRES PUBLIC 12-12163 (8 SOUM.) - (MONTANT ESTIMÉ : 619 277,20 $).",CG12 0343,2012-10-01,619277
COMMUNAUTÉ MÉTROPOLITAINE DE MONTRÉAL,100% VILLE CENTRALE,SERVICE DES AFFAIRES INSTITUTIONNELLES,DIRECTION DES AFFAIRES INSTITUTIONNELLES,1121294004,"APPROUVER LE PROJET DE CONVENTION ENTRE LA COMMUNAUTÉ MÉTROPOLITAINE DE MONTRÉAL (CMM) ET LA VILLE DE MONTRÉAL DANS LE CADRE DE L'ÉLABORATION DU PLAN DE DÉVELOPPEMENT DE LA ZONE AGRICOLE (PDZA) ÉTABLISSANT LES MODALITÉS D'IMPLICATION DES PARTIES RELATIVEMENT AU VERSEMENT, PAR LA CMM, D'UNE AIDE FINANCIÈRE DE 25 000 $, LE TOUT SELON LES TERMES ET CONDITIONS STIPULÉS AU PROJET DE CONVENTION.",CG12 0345,2012-10-01,25000
SOCIÉTÉ D'HABITATION ET DE DÉVELOPPEMENT DE MONTRÉAL,100% AGGLO,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1124733002,"APPROUVER LA PROLONGATION DU BAIL PAR LEQUEL LA VILLE LOUE DE LA SOCIÉTÉ D'HABITATION ET DE DÉVELOPPEMENT DE MONTRÉAL, POUR UNE PÉRIODE DE CINQ (5) ANS ET NEUF (9) MOIS, À COMPTER DU 1ER AVRIL 2010, UN TERRAIN VACANT SITUÉ SUR LA RUE ANN (8122), D'UNE SUPERFICIE DE 5 364,8 M², À DES FINS DE STATIONNEMENT ET À COMPTER DU 1ER SEPTEMBRE 2012, À DES FINS D'UNE COUR DE SERVICES TEMPORAIRE POUR L'ARRONDISSEMENT DE VILLE-MARIE ET UNE AIRE DE CHANTIER POUR LE PROJET BONAVENTURE (PHASE 1), POUR UN LOYER TOTAL DE 551 503,64 $, TAXES INCLUSES.",CG12 0346,2012-10-02,551504
BPR,100% AGGLO,SERVICE DE L’EAU,DIRECTION DE L'ÉPURATION DES EAUX USÉES,1113334053,"ACCORDER UN CONTRAT À LA FIRME BPR INC., POUR LES SERVICES DE MAINTENANCE DU LOGICIEL CSOFT ET DES LOGICIELS SPÉCIFIQUES AU SYSTÈME CIDI POUR UNE PÉRIODE DE CINQ ANS, POUR UNE SOMME MAXIMALE DE 1 552 162,50 $, TAXES INCLUSES, APPROUVER UN CONTRAT DE LICENCE ENTRE BPR INC ET LA VILLE ET UN CONTRAT D'ENTIERCEMENT ENTRE LA VILLE, BPR INC ET LAVERY, DE BILLY, S.E.N.C.R.L., ET CE, RÉTROACTIVEMENT AU 1ER JANVIER 2012 – CONTRAT GRÉ À GRÉ ET – FOURNISSEUR UNIQUE.",CG12 0347,2012-10-01,1552162
4840 CÔTE ST-LUC HOLDING INC.,100% AGGLO,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1124565005,"APPROUVER LA SIXIÈME CONVENTION DE RENOUVELLEMENT DU BAIL PAR LEQUEL LA VILLE LOUE DE 4840 CÔTE ST-LUC HOLDING INC., UN ESPACE LOCATIF POUR LES BESOINS CORPORATIFS DE RADIOCOMMUNICATION DE LA VILLE. LE TERME DU RENOUVELLEMENT EST DE 5 ANS, SOIT DU 1ER NOVEMBRE 2010 AU 31 OCTOBRE 2015. LA DÉPENSE TOTALE DE LOYER EST DE 131 912,38 $ INCLUANT LES TAXES. BÂTIMENT 4097.",CG12 0348,2012-10-01,131912
MAXI-MÉTAL INC.,100% AGGLO,SERVICE DE SÉCURITÉ INCENDIE DE MONTRÉAL,CENTRE DE SERVICES - RESSOURCES FINANCIÈRES ET MATÉRIELLES,1123838012,"ACCORDER UN CONTRAT À MAXI-MÉTAL INC., POUR LA FOURNITURE DE 3 UNITÉS DE SAUVETAGE LOURD AVEC OPTION D'ACHAT POUR L'ACQUISITION D'UNE 4E UNITÉ SUPPLÉMENTAIRE EN 2016. DÉPENSE TOTALE DE 1 912 180.73 $ (CONTRAT : 1 807 180.73 $ + INCIDENCES : 105 000 $) TAXES INCLUSES. APPEL D'OFFRES PUBLIC 12-12169 - 3 SOUMISSIONNAIRES - 3 CONFORMES.",CG12 0349,2012-10-01,1807180
GROUPE TRIUM INC.,100% AGGLO,SERVICE DE POLICE DE MONTRÉAL,DIRECTION DES OPÉRATIONS,1123997008,"CONCLURE AVEC GROUPE TRIUM INC., UNE ENTENTE-CADRE D'UNE DURÉE DE 36 MOIS, POUR LA FOURNITURE DE SOUS-VÊTEMENTS THERMAUX POUR LE PERSONNEL POLICIER DU SPVM - APPEL D'OFFRES PUBLIC #12-11966 - (1 SOUMISSIONNAIRE) - (MONTANT ESTIMÉ DE L'ENTENTE : 873 176.83 $ TAXES INCLUSES).",CG12 0350,2012-10-01,873176
MICHEL GOHIER LTÉE,ENTENTE CADRE. RÉPARTITION SELON UTILISATION,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION DE L'APPROVISIONNEMENT,1123447002,"CONCLURE AVEC LA FIRME MICHEL GOHIER LTÉE, UNE ENTENTE-CADRE COLLECTIVE D'UNE DURÉE DE 4 ANS, POUR LA FOURNITURE, ET L'INSTALLATION DE DIVERSES BENNES ET DE CHASSE-NEIGE INTER-ESSIEU SUR DES CHÂSSIS DE CAMIONS FOURNIS PAR LA VILLE, SUITE À L'APPEL D'OFFRES PUBLIC 12-11944 (1 SOUM.) (MONTANT ESTIMÉ: 1 642 612,10 $)",CG12 0351,2012-10-02,1642613
EXPLORA-SOL INC.,100% AGGLO,"SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1123855013,"ACCORDER UN CONTRAT À EXPLORA-SOL INC., POUR LA FOURNITURE DE SERVICES DE FORAGE REQUIS POUR LA RÉALISATION D'UNE ÉTUDE GÉOTECHNIQUE POUR UN PROJET DE CONDUITE D'EAU EN TUNNEL DANS LA VILLE DE MONTRÉAL [RÉSERVOIR ROSEMONT, LOT 1 - PROJET A-209], POUR UNE SOMME MAXIMALE DE 212 450,81 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 12-12349 - 1 SOUMISSIONNAIRE CONFORME.",CG12 0352,2012-10-02,212451
BOIVIN & GAUVIN INC.,100% AGGLO,SERVICE DE SÉCURITÉ INCENDIE DE MONTRÉAL,CENTRE DE SERVICES - RESSOURCES FINANCIÈRES ET MATÉRIELLES,1123838010,"CONCLURE AVEC LA COMPAGNIE BOIVIN & GAUVIN INC., UNE ENTENTE-CADRE D’UNE DURÉE DE 5 ANS, POUR LA FOURNITURE DE BOTTES DE CUIR DE MARQUE ET MODÈLE HAIX HERO - APPEL D’OFFRES PUBLIC 12-11861 - (3 SOUMISSIONNAIRES - 3 CONFORMES) - (MONTANT ESTIMÉ DE L'ENTENTE : 1 361 774.53 $, TAXES INCLUSES).",CG12 0353,2012-10-02,1361774
PROCOVA INC.,100% AGGLO,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1123456008,"ACCORDER UN CONTRAT À LA FIRME PROCOVA INC. POUR LA RÉALISATION DE TRAVAUX DE MISE AUX NORMES DES ISSUES AU QUARTIER GÉNÉRAL DES INCENDIES SITUÉ AU 4040, AVENUE DU PARC, ARRONDISSEMENT VILLE-MARIE (BÂTIMENT 0213) – DÉPENSE TOTALE DE 610 554,62 $, TAXES INCLUSES – APPEL D'OFFRES 5603 (1 SOUMISSIONNAIRE)",CG12 0354,2012-10-02,517316
GROUPE LEFEBVRE M.R.P INC.,100% AGGLO,SERVICE DE L’EAU,DIRECTION DE L'EAU POTABLE,1120884004,"ACCORDER UN CONTRAT À GROUPE LEFEBVRE M.R.P. INC. POUR LA RÉALISATION DES TRAVAUX D'IMPERMÉABILISATION DU TOIT DU RÉSERVOIR CÔTE-DES-NEIGES - DÉPENSE TOTALE DE 1 628 758,39 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC NO 10042 - 2 SOUMISSIONNAIRES.",CG12 0355,2012-10-02,1460423
FIDUCIE DESJARDINS INC.,"7% AGGLO, 93% VILLE",SERVICE DES FINANCES,DIRECTION DE LA GESTION FINANCIÈRE,1120144003,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS À FIDUCIE DESJARDINS INC. POUR LA FIDUCIE ET LA GARDE DES VALEURS DES PORTEFEUILLES DE LA VILLE DE MONTRÉAL POUR LES DIX PROCHAINES ANNÉES POUR UNE SOMME MAXIMALE DE 837 465,19 $ - APPEL D'OFFRES PUBLIC NO 12-12040 - UN SOUMISSIONNAIRE CONFORME/ APPROUVER UN PROJET DE CONVENTION À CETTE FIN",CG12 0356,2012-10-02,1000000
GASTIER M.P. INC.,100% AGGLO,SERVICE DE L’EAU,DIRECTION DE L'EAU POTABLE,1122982006,"ACCORDER UN CONTRAT À GASTIER M.P. INC. POUR L'EXÉCUTION DES TRAVAUX DE REMPLACEMENT DU RÉSEAU ÉLECTRIQUE D'URGENCE À L’USINE DE PRODUCTION D’EAU POTABLE ATWATER. - DÉPENSE TOTALE DE 3 176 201,10 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC # 9984 - 6 SOUMISSIONNAIRES.",CG12 0357,2012-10-02,3026201
AIR LIQUIDE CANADA INC.,100% AGGLO,SERVICE DE L’EAU,DIRECTION DE L'EAU POTABLE,1124752003,"CONCLURE AVEC AIR LIQUIDE CANADA INC. UN CONTRAT D'APPROVISIONNEMENT POUR UNE PÉRIODE DE 8 ANS, POUR LA FOURNITURE D'OXYGÈNE LIQUIDE POUR 3 USINES DE PRODUCTION D'EAU POTABLE (ATWATER, CHARLES-J. DES BAILLETS ET PIERREFONDS) AINSI QUE POUR LA FOURNITURE D'AZOTE LIQUIDE POUR 2 USINES DE PRODUCTION D'EAU POTABLE (ATWATER ET CHARLES-J. DES BAILLETS), INCLUANT LES FRAIS DE BASE MENSUELS POUR L’UTILISATION DES ÉQUIPEMENTS DE STOCKAGE DES GAZ COMPRIMÉS ET D'ÉVAPORATION DES GAZ. APPEL D'OFFRES PUBLIC 12-11603 - (3 SOUMISSIONNAIRES) - (MONTANT ESTIMÉ : 10 701 560,00 $, TAXES INCLUSES).",CG12 0358,2012-10-02,10701560
GÉRALD THÉRÊT INC.,100% AGGLO,"SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1124002003,"ACCORDER UN CONTRAT À GÉRALD THÉORÊT INC. POUR LA RECONSTRUCTION D'UN ÉGOUT UNITAIRE (COMBINÉ), D’UNE CONDUITE D’EAU SECONDAIRE, DANS LA RUE DUKE, 80 MÈTRES AU NORD DE LA RUE WELLINGTON À LA RUE WILLIAM ET CONSTRUCTION D'UN ÉGOUT SANITAIRE, RECONSTRUCTION D'UN ÉGOUT UNITAIRE (COMBINÉ) ET D’UNE CONDUITE D’EAU SECONDAIRE DANS LA RUE NAZARETH, DE LA RUE WELLINGTON À LA RUE SAINT-JACQUES. LOTS 5 ET 6 - PROJET BONAVENTURE. - ARRONDISSEMENTS : VILLE-MARIE ET LE SUD-OUEST. DÉPENSE TOTALE DE 3 119 819,81 $, TAXES INCLUSES ( CONTRAT: 2 720 819,81 $ + INCIDENCES: 399 000,00$ ) - APPEL D'OFFRES PUBLIC 214703 - 4 SOUMISSIONNAIRES.",CG12 0359,2012-10-02,2720820
SNC-LAVALIN INC. & CIMA +,100% AGGLO,SERVICE DE L’EAU,DIRECTION DE L'EAU POTABLE,1124095004,"ACCORDER DEUX CONTRATS DE SERVICES PROFESSIONNELS POUR LA RÉTENTION DE SERVICES D'INGÉNIERIE RELATIFS AUX CONDUITES PRINCIPALES D'AQUEDUC ET LEURS ACCESSOIRES - LE PREMIER CONTRAT À LA FIRME SNC-LAVALIN INC, POUR UNE SOMME MAXIMALE DE 1 161 806,18 $, TAXES INCLUSES (5 SOUMISSIONNAIRES - 3 CONFORMES) - LE DEUXIÈME CONTRAT À LA FIRME CIMA+, POUR UNE SOMME MAXIMALE DE 1 344 859,76 $, TAXES INCLUSES (5 SOUMISSIONNAIRES - 1 CONFORME) - APPEL D'OFFRES PUBLIC 12-12146 / APPROUVER LES DEUX PROJETS DE CONVENTION À CETTE FIN.",CG12 0360,2012-10-02,2506666
RAYMOND CHABOT GRANT THORNTON ET CIE,DÉPENSE MIXTE D'ADMINISTRATION GÉNÉRALE. 52% AGGLO POUR 2012,SERVICE DU CAPITAL HUMAIN ET DES COMMUNICATIONS,DIRECTION PRINCIPALE,1122464003,"CONCLURE UNE ENTENTE-CADRE DE SERVICES PROFESSIONNELS AVEC LA FIRME RAYMOND CHABOT GRANT THORNTON ET CIE POUR LES SERVICES-CONSEILS EN OPTIMISATION DE LA PERFORMANCE ORGANISATIONNELLE POUR UNE SOMME MAXIMALE DE 3 500 000 $, TAXES INCLUSES / APPEL D'OFFRES PUBLIC NO 12-12276 – AVEC 5 SOUMISSIONNAIRES / 3 CONFORMES - APPROUVER UN PROJET DE CONVENTION À CETTE FIN.",CG12 0361,2012-10-02,3500000
