id,Nom,Description Long Français,* Arrondissement ou pôle,* Gratuit / Payant,* Intérêts / Type d'événement,* Intérieur / Extérieur,Dates de présentation de l'événement/activité,Lieux
499,Arts Nomade fête le 375e,"Depuis 2006, le Cirque du Soleil déploie le programme Arts Nomades dans le quartier Saint Michel et y touche maintenant toutes les écoles primaires. En partenariat avec la communauté et la CSDM,  Arts Nomades offre aux enfants participant au programme de s’exprimer par des ateliers d’arts, d’expérimenter la scène et de découvrir des lieux culturels. Arts Nomades incarne quotidiennement la ligne éditoriale du 375e anniversaire de Montréal : « créer des ponts ».  Au fil des ans, nous avons vu le pouvoir indéniable des arts pour tisser des liens et l’impact positif des ateliers sur les relations entre jeunes, enseignants et familles. Inspirés par l’esprit de fête qui envahit Montréal, le Cirque du Soleil organisera un rassemblement le 4 avril à la TOHU et une prestation artistique sera offerte dans chacune des écoles. Cette célébration représente la continuité de l’engagement du Cirque du Soleil dans les écoles primaires de Saint-Michel.",Villeray–Saint-Michel–Parc-Extension,Gratuit,Arts visuels/Cirque/Famille et jeunesse/Théâtre et variété,Intérieur,4 avril,TOHU
19,Aspirations,,Ville-Marie/Quartier des spectacles,Gratuit,Arts visuels/Danse/Musique/Théâtre et variété/Cinéma et télévision/Cirque/Humour/Science et technologie,Extérieur,Date à venir,Lieu à venir
350,ASSOCIATED SCREEN NEWS : Des nouvelles de notre passé,,Côte-des-Neiges–Notre-Dame-de-Grâce,Gratuit,Cinéma et télévision/Famille et jeunesse/Musique/Histoire et patrimoine/Événements de quartier,Extérieur,"15 septembre, 19 h 30",Bâtiment A.S.N. - 2000 ave. Northcliffe (angle du boulevard de Maisonneuve Ouest)
420,ASSOCIATED SCREEN NEWS : Des nouvelles de notre passé,,Côte-des-Neiges–Notre-Dame-de-Grâce,Gratuit,Cinéma et télévision/Famille et jeunesse/Musique/Histoire et patrimoine/Événements de quartier,Extérieur,"22 septembre, 19 h 30",Parc Benny (à l’intérieur du Centre culturel de Notre-Dame-de-Grâce en cas de pluie)
877,ASSOCIATED SCREEN NEWS : Des nouvelles de notre passé,Soirées de projections extérieure / intérieure d'une série de court-métrages produites entre 1921 et 1958 par la plus importante compagnie de production privée canadienne de la première moitié du 20e siècle : l'Associated Screen News. Des musiciens accompagneront les films muets.,Côte-des-Neiges–Notre-Dame-de-Grâce,Gratuit,Cinéma et télévision/Famille et jeunesse/Musique/Histoire et patrimoine/Événements de quartier,Extérieur,"18 août, 20 h 30",Parc Jean-Brillant (à la maison de la culture de Côte-des-Neiges en cas de pluie)
878,ASSOCIATED SCREEN NEWS : Des nouvelles de notre passé,Soirées de projections extérieure / intérieure d'une série de court-métrages produites entre 1921 et 1958 par la plus importante compagnie de production privée canadienne de la première moitié du 20e siècle : l'Associated Screen News. Des musiciens accompagneront les films muets.,Côte-des-Neiges–Notre-Dame-de-Grâce,Gratuit,Cinéma et télévision/Famille et jeunesse/Musique/Histoire et patrimoine/Théâtre et variété/Événements de quartier,Extérieur,"28 novembre, 19 h 30",Maison de la culture de Côte-des-Neiges
186,Au rythme des rapides,,LaSalle,Gratuit,Danse/Famille et jeunesse/Musique/Théâtre et variété/Histoire et patrimoine/Événements de quartier,Extérieur,12 et 14 mai,"Parc des Rapides, près du boulevard LaSalle, angle de la rue Raymond"
498,AURA,"Une expérience lumineuse au cœur de la BasiliqueUne source de lumière dévoile la richesse du patrimoine de la basilique, nous invitant à célébrer sa beauté. L’expérience débute par un parcours lumineux qui nous rapproche de la basilique en posant un autre regard sur ses œuvres. Une immersion progressive dans un univers sonore et visuel captivant nous guide jusqu’au cœur de Notre-Dame.Lumière, musique orchestrale et architecture grandiose se rencontrent ensuite pour offrir un spectacle multimédia qui se déroule en trois actes. Laissez-vous transporter par cette énergie saisissante. Plongez dans l’expérience Aura de Moment Factory et découvrez un univers inattendu qui se déploie sur le plus sublime des canevas : la Basilique Notre-Dame.",Ville-Marie/Vieux-Montréal,Payant,Arts visuels/Histoire et patrimoine,Intérieur,jusqu'au 31 décembre,Basilique Notre-Dame de Montréal
102,Aurores Montréal,"Montréal s’allume pour célébrer son 375e anniversaire avec la projection des Aurores Montréal sur le mont Royal.Dès le 11 décembre et jusqu’au 1er janvier 2017, le mont Royal accueille la projection des Aurores Montréal, la majestueuse œuvre lumineuse de Marc Séguin et 4U2C créée à l’occasion du 375e de Montréal. L’artiste québécois de réputation internationale, considéré comme l’un des chefs de file de l'art contemporain québécois, s’associe à la société multimédia 4U2C, afin d’offrir une expérience unique aux Montréalais et à tous les amoureux de Montréal.La montagne devient la trame de fond de projections hors du commun recouvrant une superficie de plus de 15 000 mètres carrés. Ces immenses fresques lumineuses contemplatives et mouvantes nous séduiront autant avec leurs levers de lune qu’avec leurs aurores boréales et tous ses différents tableaux tout aussi évocateurs. De même, la poésie de Marie Uguay et de Leonard Cohen sera projetée sur la montagne. Cette mise en lumière mouvante, esthétique et poétique du mont Royal nous séduira, nous fera aussi sourire et fera vibrer la montagne de beauté.Montréal s’allume jusqu’à son sommet avec les Aurores Montréal !La Société des célébrations du 375e anniversaire remercie l’université McGill pour sa précieuse collaboration.L’illumination des grands emblèmes de MontréalDès le 11 décembre !Une constellation d’emblèmes montréalais brille de tous ses feux pour illuminer Montréal jusqu’aux dernières lueurs de 2016. Le mont Royal, la Biosphère, le dôme de l’oratoire Saint-Joseph, le mât du stade olympique, ainsi que plusieurs autres édifices, structures et monuments montréalais s’illuminent au creux des jours les plus courts de l’année. Ils seront comme autant de phares pour nous guider vers les célébrations de 2017.La spectaculaire mise en lumière interactive du pont Jacques-Cartier sera, pour sa part, inaugurée le 17 mai prochain à l’occasion de la journée d'anniversaire de la fondation de Montréal. Cet autre legs de grande envergure offert aux Montréalais fera rayonner la métropole ici comme à l’étranger, pendant au moins 10 ans.",Le Plateau-Mont-Royal,Gratuit,Arts visuels,Extérieur,12 décembre au 1er janvier de 16 h 30 à 23 h,"Flanc est du mont Royal, face au Parc Jeanne-Mance"
862,Autochtoniser Montréal,"Montréal a été fondée sur un territoire Autochtone non cédé. Actuellement, plus de 25 000 Autochtones provenant de différentes nations y habitent. Contrairement à d'autres villes dans le monde, la culture autochtone est absente de l'environnement bâti de cette ville internationale et future métropole de la réconciliation. Autochtoniser Montréal est une exposition publique qui a lieu dans le cadre du Sommet Mondial du Design. Elle vous propose d'explorer la manière d'assurer la présence de la culture autochtone dans l'espace public de la ville. La thématique de l'exposition, « Ailleurs et Ici », donne l'occasion de concevoir une nouvelle facette de l'autochtonie urbaine. La section Ailleurs explore les réalisations époustouflantes d'intégration de la culture autochtone dans le design et l'architecture des villes ailleurs au Canada, en Amérique et dans le monde. La section Ici permet aux visiteurs de visualiser des projets concrets sur la manière dont Montréal pourrait s'autochtoniser. Le Sommet Mondial du Design propose également des conférences sur les enjeux de l'intégration de la culture autochtone dans le design. Venez découvrir une future métropole de la Réconciliation au travers du design et de l'architecture autochtone!",Ville-Marie/Centre-ville,Gratuit,Arts visuels/Histoire et patrimoine/Événements autochtones,Intérieur,16 au 25 octobre 2017,"Hall Viger, Palais des Congrès de Montréal"
736,Baby-sitter; Une comédie grinçante,"Une comédie grinçante qui aborde avec humour un sexisme parfois encore très actuel.Le Théâtre Catfight, en co-diffusion avec La Manufacture, présente Baby-sitter, un texte de Catherine Léger mis en scène par Philippe Lambert et mettant en vedette Isabelle Brouillette, David Boutin, Victoria Diamond et Steve Laplante. Cette comédie grinçante nous plonge au cœur de la question du féminisme et de la confusion qui l’entoure. Une femme aussi libre et affranchie qu’elle puisse l’être, peut-elle se dissocier du mouvement féministe?? Quelle est la place des hommes dans ce mouvement et dans les débats qu’il provoque?? Mais surtout, comment survivre à ces débats sans se perdre soi-même??Une pièce à quatre personnages où l’auteure cristallise, en faisant preuve d’une lucidité peu commune et d’un humour des plus ravageurs, les paradoxes de son époque, à commencer par ce qui a trait aux rapports de domination entre les sexes. - Christian St-Pierre, Le Devoir, 21 avril 2017…Une des choses les plus drôles que j’ai vu sur scène depuis longtemps…une de choses les plus efficaces que j’ai vu sur la question…une comédie grinçante…à la sortie j’avais envie de texter tous mes amis pour leur dire d’aller voir cette pièce…Allez-y…allez-y en couple…allez voir ça! - Émilie Perrault, Puisqu'il faut se lever, 98,5, 24 avril 2017",Le Plateau-Mont-Royal,Payant,Théâtre et variété,Intérieur,25 juillet au 5 août,Théâtre La Licorne
75,BARBEGAZI,"Relevez le défi de BARBEGAZI, un parcours à obstacles aussi intense que fou, à l'îlot Clark, en plein centre-ville de Montréal.Avec un nom comme BARBEGAZI, « barbe gelée », en clin d'oeil à l'histoire d'amour (et d'humour) entre les Québécois et les joies de l'hiver, on peut s'attendre à un parcours à obstacles aussi original que décoiffant. À l'occasion des Hivernales du 375e, BARBEGAZI invite donc tous ceux qui ont envie de relever de joyeux défis à affronter avec énergie les obstacles d'un parcours traversant tantôt une forêt urbaine de conifères et s'égarant parfois sur un simili pont Jacques-Cartier enneigé. Et c'est gratuit pour tous! L'objectif? S'amuser et obtenir, bien sûr, le meilleur chrono. Les 10 premières positions se partageront une bourse de 5000 $.BARBEGAZI, c'est aussi un feu roulant d'autres activités physiques et de sports d'action - planche à neige (snowskate), coupe de bois, lancer du sapin, bras de fer - proposés à tous les jeunes et les intrépides. Plus vous participez, plus vous cumulez des points vous permettant d'obtenir des souvenirs de votre expérience.L'ambiance sur le site sera aussi des plus festives, pour ceux qui désirent seulement assister aux efforts des autres, avec l'animation de DJ, des jeux de lumière, des projections, sans oublier les camions de rue pour ravitailler les affamés.En famille ou entre amis, avec ou sans objectif de performance, relevez le défi BARBEGAZI!Heures d'ouverture du siteVendredi 6 et 13 janvier: 17h à 21hSamedi 7 et 14 janvier: midi à 21hDimanche 8 et 15 janvier: midi à 17hAfter party Igloofest le 14 janvier.",Ville-Marie/Quartier des spectacles,Gratuit,Famille et jeunesse/Sports et loisirs,Extérieur,"Du vendredi au dimanche, 6 au 8 et  13 au 15 janvier 2017",Îlot Clark
798,Birdmen,"Le 15, 17 et 19 juillet entre 19h et 22h45** Les heures sont sujettes à changement **L’observation des oiseaux devient un sport de haute voltige avec ces créatures fantastiques au long bec.D’immenses créatures illuminées errent dans les rues, articulées par de mystérieux personnages. Ces curieux oiseaux aux couleurs changeantes semblent être en mission, arpentant et explorant tout autour leur environnement. Leurs silhouettes illuminées réagissent entre elles comme à tout ce qui les entoure. Mais pourquoi ces hommes tout droit sortis du futur dialoguent-ils avec d’aussi anciennes créatures? Une nouvelle espèce est née : venez rencontrer les technosaurus!",,Gratuit,Arts visuels/Cirque/Famille et jeunesse,Extérieur,"Le 15, 17 et 19 juillet",Déambulation - rue Saint-Denis | Quartier latin
197,Bouger l'inertie du système social : Éva Circé-Côté,,Ville-Marie,Gratuit,Histoire et patrimoine/Littérature/Théâtre et variété/Événements de quartier,Intérieur,26 septembre,Maison de la culture Frontenac
777,Caisse 606,"Représentations entre 19h et 22h30** Les heures sont sujettes à changement **Embourbées dans leur routine, les deux caissières de l'épicerie du coin rêvassent à une vie meilleure. Une vie de tous les possibles où les carottes dansent, la sauce soya se meurt d’amour, et où le soleil a un goût d’ananas ! Une vie de liberté et de nage synchronisée!Spectacle délirant et rebondissant, Caisse 606 ne manquera pas de vous faire sourire. Livré d'un seul souffle par les deux interprètes, le sempiternel monologue du service à la clientèle se transforme en une poésie contemporaine des plus cocasses. Caisse 606 dépeint le quotidien de deux femmes ordinaires travaillant au comptoir caisse d’une épicerie de quartier. Prisonnières d’une routine qu’elles connaissent au quart de tour, ces femmes présentent leurs rêves, leurs aspirations, leur besoin de reconnaissance et leur soif de liberté à travers une épopée où objets du quotidien sont autant d’échappatoires à leur lassitude.Fondée au printemps 2015 par trois gradués de l’École nationale de théâtre du Canada (Caroline Bélanger, Marie-Hélène Bélanger Dumas et Jon Lachlan Stewart) La Fille Du Laitier est une toute fraîche compagnie qui livre un théâtre créatif et innovant sur le pas de votre porte. C’est un théâtre professionnel abordable présenté dans des lieux familiers et accessibles aux citoyens grâce à un camion transformé en scène urbaine mobile complètement autonome ! C’est un approvisionnement en art pour tous, c'est une rencontre impromptue, c'est un échange possible. La Fille Du Laitier c’est un regard oblique et déphasé sur certaines pièces classiques et un théâtre de création qui revendique le droit à la folie et à la liberté de l’imaginaire. La Fille Du Laitier c’est un service de livraison-théâtre!CRÉDITS DU SPECTACLECréatrices/Auteures: Caroline Bélanger et Marie-Hélène BélangerConception sonore et oeil extérieur: Jon Lachlan Stewart Décors. accessoires, costumes : Francis Farley-Lemieux",Ville-Marie,Gratuit,Cirque/Famille et jeunesse/Humour/Théâtre et variété,Extérieur,du 6 au 10 juillet | 16 juillet,PISTE MAUVE | Rue Émery
