No de dossier ,No de Resolution,Date,Objet,Montant
1239687001,CE23 0122,2023-02-01,"Autoriser la dépense estimée à 1 673,38  $ relative au déplacement de Laurence Lavigne Lalonde, mairesse de l'arrondissement de Villeray-Saint-Michel-Parc-Extension, afin de participer à la conférence sur les collectivités durables (CCD) 2023 de la Fédération canadienne des municipalité (FCM) qui se tiendra à Ottawa du 7 au 10 février 2023 ","1 673,38"
1239608001,CE23 0237,2023-02-15,"Autoriser la dépense relative au déplacement de Mme Valérie Plante, mairesse de Montréal et de Mme Dominique Ollivier, présidente du comité exécutif, la dépense estimée à 239,50 $, afin de participer à une réunion du conseil d'administration et une réunion du comité exécutif, dans le cadre de l'Union des municipalités du Québec qui ont lieu à Québec le 17 février 2023. Montant estimé : 239,50 $. ","239,5"
1230843001,CE23 0329,2023-03-08,"Ratifier la dépense de 2 971,42 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, du 4 au 11 février 2023, à Mexico City, dans le cadre d'une mission d'affaires. ","2 971,42"
1230843002,CE23 0388,2023-03-15,"Autoriser la dépense estimée de 1 001,80 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, et de Mme Alia Hassan-Cournol, conseillère associée, pour prendre part au Grand rassemblement des Peuples autochtones et des municipalités du Québec qui se tiendra du 22 au 24 mars 2023, à Gatineau (Québec). ","1 001,80"
1236847001,CE23 0525,2023-04-05,"Autoriser la dépense estimée à 404,37 $ relative au déplacement de Mme Daphney Colin, conseillère d'arrondissement - District de la Pointe-aux-Prairies, présidente de la Commission sur la sécurité publique et membre de la Commission sur l'examen des contrats, afin de participer à une réunion du conseil d'administration de l'Agence municipale de financement et de développement des centres d'urgence 9-1-1 du Québec, qui se tiendra à Québec le 14 avril 2023. ","404,37"
1239687002,CE23 0594,2023-04-12,"Autoriser la dépense estimée à 10 259,88 $ relative au déplacement de Mme Josefina Blanco, membre du comité exécutif et conseillère de ville à l'arrondissement de Rosemont-La Petite-Patrie, de Mme Kaila Amaya-Munro, conseillère d'arrondissement de Verdun, et de M. Sylvain Ouellet, conseiller de ville de Villeray-Saint-Michel-Parc-Extension, afin de participer au congrès annuel et salon professionnel 2023 de la Fédération canadienne des municipalités (FCM) qui se tiendra à Toronto du 24 au 29 mai 2023.  ","10 259,88"
1239850001,CE23 0595,2023-04-12,"Autoriser la dépense estimée à 4 133,25 $ relative au déplacement de M. Luc Rabouin, membre du comité exécutif, responsable du développement économique et commercial, du savoir, de l'innovation et du design, du 29 avril au 9 mai 2023, à Dakar (Sénégal), dans le cadre d'une mission économique. ","4 133,25"
1236771001,CE23 0622,2023-04-24,"Autoriser la dépense estimée à 277,66$ relative au déplacement de Mme Dominique Ollivier, présidente du comité exécutif de la Ville de Montréal, afin de participer à une rencontre de la table Québec-Municipalités qui se tiendra à Québec le 25 avril 2023. ","277,66"
1230771001,CE23 0657,2023-04-26,"Autoriser la dépense estimée à 3 683,16 $ relative au déplacement de Mme Marianne Giguère, conseillère associée au comité exécutif, responsable des transports actifs, afin de participer au sommet mondial Velo-City qui se tiendra à Leipzig (Allemagne), du 9 au 12 mai 2023. ","3683,16"
1239608002,CE23 0666,2023-04-26,"Autoriser la dépense estimée à 5 854,10 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, de Mme Dominique Ollivier, présidente du comité exécutif, de Mme Sophie Mauzerolle, membre du comité exécutif, et de Mme Josefina Blanco, membre du comité exécutif, dans le cadre des Assises annuelles de l'Union des municipalités du Québec qui ont lieu à Gatineau, du 3 au 5 mai 2023. ","5 854,10"
1233233001,CE23 0817,2023-05-19,"Autoriser la dépense estimée à 367,92 $ relative à la participation de Mme Despina Sourias, conseillère associée, de Mme Marie-Andrée Mauger, membre du comité exécutif, de M. Eric Alan Caldwell, membre du comité exécutif, et de Mme Alia Hassan-Cournol, conseillère associée, à l'Agora métropolitaine, qui se tiendra à Montréal, le 23 mai 2023.  ","367,92"
1228227001,CE23 0829,2023-05-24,"Autoriser la dépense estimée de 3 150,28 $ relative au déplacement de Mme Maja Vodanovic, membre du comité exécutif, responsable de la concertation avec les arrondissements et de l'eau, et mairesse de l'arrondissement de Lachine, pour participer à l'assemblée annuelle du conseil d'administration 2023 de l'Alliance des villes des Grands Lacs et du Saint-Laurent qui se tiendra à Chicago (États-Unis) du 6 au 9 juin 2023.  ","3 150,28"
1230843004,CE23 0830,2023-05-24,"Autoriser la dépense estimée de 450 $ relative à la participation de M. Jocelyn Pauzé, conseiller de ville, au 33e Colloque d’Espace MUNI qui aura lieu les 1er et 2 juin 2023, à Brossard (Québec).",450
1230843003,CE23 0931,2023-05-31,"Ratifier la dépense de 9 533,96 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, du 21 au 30 avril 2023, à Londres, Vienne et Paris, dans le cadre d'une mission européenne sur les thématiques de la transition écologique, de l'habitation et de la francophonie (AIMF). ","9 533,96"
1230843005,CE23 0932,2023-05-31,"Autoriser la dépense estimée à 2 204,37 $ relative au déplacement de M. Robert Beaudry, membre du comité exécutif, du 8 au 15 juin 2023, à Bruxelles (Belgique), dans le cadre du Sommet Urbain de Bruxelles et du 14e Congrès mondial de Metropolis. ","2 204,37"
1230771001,CE23 0941,2023-05-31,"Autoriser la dépense estimée à 8 412,65 $ relative au déplacement de Mme Sophie Mauzerolle, membre du comité exécutif responsable du transport et de la mobilité, du 2 au 11 juin 2023, dans le cadre du UITP Global Public Transport Summit (Barcelone) et du Ecocity World Summit (Londres).","8 412,65"
1230843006,CE23 1105,2023-06-28,"Ratifier la dépense de 1 878,82 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, les 24 et 25 mai 2023, à Toronto, dans le cadre du Caucus des maires des grandes villes de la Fédération canadienne des municipalités (FCM). ","1 878,82"
1239687004,CE23 1355,2023-08-16,"Autoriser la dépense estimée à 3 553,88 $ relative au déplacement de M. Sylvain Ouellet, conseiller de ville de l'arrondissement de Villeray-Saint-Michel-Parc-Extension, afin de participer à une réunion du conseil d'administration de la Fédération canadienne des municipalités (FCM), qui se tiendra à Yellowknife du 11 au 15 septembre 2023. ","3 553,88"
1239687005,CE23 1450,2023-09-06,"Autoriser la dépense estimée à 2 615,89 $ relative au déplacement de Mme Josefina Blanco, membre du comité exécutif, responsable de la diversité, de l'inclusion sociale, de l'itinérance, de l'accessibilité universelle, de la condition féminine, de la jeunesse et des personnes aînées, afin de participer à la Conférence nationale pour mettre fin à l'itinérance (CAEH23) qui se tiendra à Halifax, du 7 au 10 novembre 2023. ","2 615,89"
1239608003,CE23 1451,2023-09-06,"Autoriser la dépense estimée à 179,87 $ relative au déplacement de Mme Dominique Ollivier, présidente du comité exécutif, à Chibougamau, les 21 et 22 septembre 2023, afin de participer aux réunions du conseil d'administration et du comité exécutif de l'Union des municipalités du Québec (UMQ). ","179,87"
1236847002,CE23 1452,2023-09-06,"Autoriser la dépense estimée à 376,80 $ relative au déplacement de M. Alain Vaillancourt, membre du comité exécutif, responsable de la sécurité publique, afin de participer à la Cérémonie commémorative des pompiers canadiens morts en devoir, qui se tiendra du 9 au 10 septembre 2023, à Ottawa (Ontario). ","376,8"
1230843008,CE23 1499,2023-09-13,"Autoriser la dépense de 907,11 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, et de Mme Josefina Blanco, membre du comité exécutif, responsable de la diversité, de l'inclusion sociale, de l'itinérance, de l'accessibilité universelle, de la condition féminine, de la jeunesse et des personnes aînées, les 14 et 15 septembre 2023, à Québec, dans le cadre du Sommet municipal sur l'itinérance. ","907,11"
1236847003,CE23 1502,2023-09-13,"Autoriser la dépense estimée à 639,26 $ relative au déplacement de Madame Alia Hassan-Cournol, conseillère associée à la mairesse, à la Réconciliation avec les peuples autochtones et aux affaires internationales, afin de participer à une réunion du comité sur les réalités autochtones de l'Union des municipalités du Québec (UMQ) qui se tiendra à Québec le 13 septembre 2023. ","639,26"
1230843007,CE23 1537,2023-09-27,"Autoriser la dépense estimée à 976,32 $ relative au déplacement de Mme Laurence Parent, conseillère d'arrondissement, les 16 et 17 octobre 2023, à Drummondville, pour prendre part au sommet ""Piétonnes et piétons avant tout : agir ensemble pour un Québec qui marche"". ","976,32"
1230843010,CE23 1605,2023-10-04,"Autoriser la dépense estimée à 3 320,97 $ relative au déplacement de Mme Magda Popeanu, membre du comité exécutif, du 7 au 12 octobre 2023, à Lyon (France), pour participer à la 35e édition des Entretiens Jacques Cartier. ","3 320,97"
1230843009,CE23 2021,2023-12-13,"Ratifier la dépense de 2 225,65 $ relative au déplacement de la mairesse de Montréal, Mme Valérie Plante, du 18 au 23 septembre 2023, à New York City (États-Unis), pour participer à une série d’événements en lien avec la lutte contre les changements climatiques et la finance durable dans le cadre de la Climate Week de New York. ","2 225,65"
