NUMEROTATION,TYPE_DE_SOINS,CODE_INTERVENTION,NOM_INTERVENTION,NOMBRE_DE_CAS-FEM,NOMBRE_DE_CAS-MASC,NOMBRE_DE_CAS-TOTAL,SEJOUR_MOYEN-FEM,SEJOUR_MOYEN-MASC,SEJOUR_MOYEN-TOTAL,NOMBRE_DE_CAS_SEUL-FEM,NOMBRE_DE_CAS_SEUL-MASC,NOMBRE_DE_CAS_SEUL-TOTAL,SEJOUR_MOYEN_SEUL-FEM,SEJOUR_MOYEN_SEUL-MASC,SEJOUR_MOYEN_SEUL-TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION,NOTE_1,NOTE_2,NOTE_3
58,"Soins physiques et psychiatriques de courte durée","1.AW.72","Libérat moel épin                                                                                   ",126,195,321,19.0,12.5,15.1,6,9,15,6.0,7.9,7.1,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
59,"Soins physiques et psychiatriques de courte durée","1.AW.87","Exc prt moel épin                                                                                   ",12,19,31,21.9,17.2,19.0,2,1,3,5.0,49.0,19.7,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
60,"Soins physiques et psychiatriques de courte durée","1.AX.11","Anesthésie can rachid & méning                                                                      ",16,13,29,6.8,10.3,8.3,7,4,11,4.9,17.8,9.5,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
61,"Soins physiques et psychiatriques de courte durée","1.AX.13","Contr hémor can rachid & méning                                                                     ",3,1,4,42.0,1.0,31.8,0,1,1,0.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
62,"Soins physiques et psychiatriques de courte durée","1.AX.35","Pharm tx can rachid & méning                                                                        ",3263,3088,6351,12.5,13.4,12.9,232,135,367,13.2,9.9,12.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
63,"Soins physiques et psychiatriques de courte durée","1.AX.52","Drain can rachid & méning                                                                           ",149,186,335,28.8,30.4,29.7,24,26,50,12.9,14.5,13.7,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
64,"Soins physiques et psychiatriques de courte durée","1.AX.53","Impl disp  can rachid & méning                                                                      ",86,134,220,12.8,12.3,12.5,11,9,20,4.9,2.4,3.8,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
65,"Soins physiques et psychiatriques de courte durée","1.AX.54","Gest disp int can rachid & méning                                                                   ",17,10,27,32.8,15.2,26.3,3,4,7,3.3,1.5,2.3,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
66,"Soins physiques et psychiatriques de courte durée","1.AX.55","Retr disp can rachid & méning                                                                       ",10,21,31,25.6,12.2,16.5,0,3,3,0.0,10.7,10.7,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
67,"Soins physiques et psychiatriques de courte durée","1.AX.56","Retr crps étrang can rachid & méning                                                                ",2,1,3,4.0,3.0,3.7,1,1,2,1.0,3.0,2.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
68,"Soins physiques et psychiatriques de courte durée","1.AX.73","Réduct can rachid & méning                                                                          ",3,1,4,22.0,52.0,29.5,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
69,"Soins physiques et psychiatriques de courte durée","1.AX.80","Répar can rachid & méning                                                                           ",213,150,363,12.0,14.1,12.9,35,9,44,2.9,3.9,3.1,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
70,"Soins physiques et psychiatriques de courte durée","1.AX.86","Fistule ferme can rachid & méning                                                                   ",7,19,26,34.7,12.3,18.3,1,2,3,5.0,3.5,4.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
71,"Soins physiques et psychiatriques de courte durée","1.AX.87","Exc prt can rachid & méning                                                                         ",72,98,170,9.5,11.0,10.4,17,18,35,7.6,6.6,7.1,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
72,"Soins physiques et psychiatriques de courte durée","1.BA.09","Stimulat nrf intra crân                                                                             ",0,1,1,0.0,1.0,1.0,0,1,1,0.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
73,"Soins physiques et psychiatriques de courte durée","1.BA.27","Radioth nrf intra crân                                                                              ",0,4,4,0.0,4.8,4.8,0,1,1,0.0,19.0,19.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
74,"Soins physiques et psychiatriques de courte durée","1.BA.53","Impl disp  nrf intra crân                                                                           ",1,3,4,3.0,3.7,3.5,1,2,3,3.0,2.0,2.3,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
75,"Soins physiques et psychiatriques de courte durée","1.BA.55","Retr disp nrf intra crân                                                                            ",0,1,1,0.0,7.0,7.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
76,"Soins physiques et psychiatriques de courte durée","1.BA.59","Destruct nrf intra crân                                                                             ",0,1,1,0.0,1.0,1.0,0,1,1,0.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
77,"Soins physiques et psychiatriques de courte durée","1.BA.72","Libérat nrf intra crân                                                                              ",46,29,75,3.7,4.4,4.0,12,2,14,2.5,2.0,2.4,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
78,"Soins physiques et psychiatriques de courte durée","1.BA.80","Répar nrf intra crân                                                                                ",0,1,1,0.0,4.0,4.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
79,"Soins physiques et psychiatriques de courte durée","1.BA.87","Exc prt nrf intra crân                                                                              ",1,6,7,6.0,5.8,5.9,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
